,GEOGRAPHY_CODE,Can understand spoken Welsh,Cannot understand spoken Welsh,Total: All usual residents aged 3 years and over
212,W02000230,0.14729803000180733,0.8527019699981927,1
213,W02000231,0.11298106669966589,0.8870189333003341,1
214,W02000232,0.12926391382405744,0.8707360861759426,1
215,W02000233,0.12014664222629562,0.8798533577737044,1
216,W02000234,0.13846451363372655,0.8615354863662734,1
217,W02000235,0.1287172658677319,0.8712827341322681,1
218,W02000236,0.1054481546572935,0.8945518453427065,1
219,W02000237,0.1796457219251337,0.8203542780748663,1
220,W02000238,0.18478768082127858,0.8152123191787214,1
221,W02000239,0.15838150289017341,0.8416184971098266,1
222,W02000240,0.14492753623188406,0.855072463768116,1
223,W02000241,0.1588578322943897,0.8411421677056103,1
224,W02000242,0.14230190571715146,0.8576980942828486,1
225,W02000243,0.12550111358574612,0.8744988864142539,1
226,W02000244,0.1461561835308417,0.8538438164691583,1
227,W02000245,0.12053459905071197,0.879465400949288,1
228,W02000246,0.13728129205921938,0.8627187079407806,1
229,W02000247,0.13548539114043356,0.8645146088595664,1
230,W02000248,0.12859941234084232,0.8714005876591577,1
231,W02000249,0.14342863866337216,0.8565713613366278,1
232,W02000250,0.12820058474351023,0.8717994152564897,1
233,W02000251,0.14781792585640544,0.8521820741435946,1
234,W02000252,0.17904271974949676,0.8209572802505033,1
235,W02000253,0.16306004266991772,0.8369399573300823,1
236,W02000254,0.16380655226209048,0.8361934477379095,1
237,W02000255,0.14069006543723975,0.8593099345627603,1
238,W02000256,0.12373711071763357,0.8762628892823664,1
239,W02000257,0.1426131511528608,0.8573868488471392,1
240,W02000258,0.16224508211514166,0.8377549178848583,1
241,W02000259,0.10639063906390639,0.8936093609360936,1
242,W02000260,0.1260595130748422,0.8739404869251578,1
243,W02000261,0.1971205597416577,0.8028794402583423,1
244,W02000262,0.15180487804878048,0.8481951219512195,1
245,W02000263,0.13847402597402597,0.861525974025974,1
246,W02000264,0.14186977082575483,0.8581302291742452,1
247,W02000265,0.15225225225225225,0.8477477477477477,1
248,W02000266,0.17764884652576324,0.8223511534742368,1
249,W02000267,0.12504059759662228,0.8749594024033778,1
250,W02000268,0.16291421313936036,0.8370857868606396,1
251,W02000269,0.106176877594666,0.893823122405334,1
252,W02000270,0.16750078198310916,0.8324992180168909,1
253,W02000271,0.1264236902050114,0.8735763097949886,1
254,W02000272,0.17586529466791395,0.8241347053320861,1
255,W02000273,0.12585202015212882,0.8741479798478712,1
256,W02000274,0.13290113452188007,0.86709886547812,1
257,W02000275,0.14011222581193675,0.8598877741880633,1
258,W02000276,0.18763902129011759,0.8123609787098824,1
259,W02000277,0.15862681266646936,0.8413731873335306,1
260,W02000278,0.23448988970588236,0.7655101102941176,1
261,W02000279,0.15372276433631868,0.8462772356636813,1
262,W02000280,0.18158179848320694,0.8184182015167931,1
263,W02000281,0.19096650192202086,0.8090334980779791,1
264,W02000282,0.21488940837978782,0.7851105916202122,1
265,W02000284,0.11063027075011096,0.889369729249889,1
266,W02000285,0.13909495548961423,0.8609050445103857,1
267,W02000286,0.10741023682200153,0.8925897631779984,1
268,W02000287,0.13438196680703493,0.865618033192965,1
269,W02000288,0.1321670284765675,0.8678329715234325,1
270,W02000289,0.14285714285714285,0.8571428571428571,1
271,W02000290,0.12353580485448618,0.8764641951455139,1
272,W02000291,0.08995173321632295,0.910048266783677,1
273,W02000292,0.13338075760270318,0.8666192423972968,1
274,W02000293,0.11830549337007061,0.8816945066299294,1
275,W02000294,0.10516672773909858,0.8948332722609015,1
276,W02000295,0.10585439619788291,0.894145603802117,1
277,W02000296,0.12125017441049253,0.8787498255895074,1
278,W02000297,0.13851257948576168,0.8614874205142383,1
279,W02000298,0.110056107034959,0.889943892965041,1
280,W02000299,0.09210526315789473,0.9078947368421053,1
281,W02000300,0.1053019145802651,0.894698085419735,1
282,W02000301,0.13609237156201348,0.8639076284379865,1
283,W02000302,0.1664601404378356,0.8335398595621644,1
284,W02000303,0.11993047508690614,0.8800695249130939,1
285,W02000304,0.10063718140929535,0.8993628185907047,1
286,W02000305,0.08852238303601481,0.9114776169639852,1
287,W02000306,0.09024686361796844,0.9097531363820316,1
288,W02000307,0.1819484240687679,0.8180515759312321,1
289,W02000308,0.14208611991082953,0.8579138800891705,1
290,W02000309,0.13409263477600608,0.8659073652239939,1
291,W02000310,0.1298676012461059,0.870132398753894,1
292,W02000311,0.15932382461701003,0.84067617538299,1
293,W02000312,0.13775003546602355,0.8622499645339764,1
294,W02000313,0.17313113638572955,0.8268688636142705,1
295,W02000314,0.07135067767565041,0.9286493223243496,1
296,W02000315,0.08562992125984252,0.9143700787401575,1
297,W02000316,0.08795292660266336,0.9120470733973366,1
298,W02000317,0.06778532427753363,0.9322146757224664,1
299,W02000318,0.0845856102003643,0.9154143897996357,1
300,W02000319,0.08361032983891588,0.9163896701610841,1
301,W02000320,0.07705934455270151,0.9229406554472985,1
302,W02000321,0.06820906257492208,0.9317909374250779,1
303,W02000322,0.06899212841487884,0.9310078715851212,1
304,W02000323,0.09987966305655836,0.9001203369434416,1
305,W02000324,0.1180188124632569,0.881981187536743,1
306,W02000325,0.09200453643322937,0.9079954635667706,1
307,W02000326,0.092381174277726,0.907618825722274,1
308,W02000327,0.07760570732556116,0.9223942926744388,1
309,W02000328,0.10144131777625258,0.8985586822237475,1
310,W02000329,0.10305049987182774,0.8969495001281723,1
311,W02000330,0.08911465892597968,0.9108853410740203,1
312,W02000331,0.09206094627105052,0.9079390537289495,1
313,W02000332,0.09124236252545825,0.9087576374745417,1
314,W02000333,0.09653465346534654,0.9034653465346535,1
315,W02000334,0.08933582787652011,0.9106641721234799,1
316,W02000335,0.09722791205789977,0.9027720879421003,1
317,W02000336,0.11916786916786917,0.8808321308321309,1
318,W02000337,0.10857528696826468,0.8914247130317353,1
319,W02000338,0.11415470013273803,0.885845299867262,1
320,W02000339,0.0919029090235316,0.9080970909764684,1
321,W02000340,0.10719885958660014,0.8928011404133999,1
322,W02000341,0.09960841899167891,0.9003915810083211,1
323,W02000342,0.1030197318216505,0.8969802681783495,1
324,W02000343,0.08177923387096774,0.9182207661290323,1
325,W02000344,0.10243139142994703,0.8975686085700529,1
326,W02000345,0.09385446130110568,0.9061455386988944,1
327,W02000346,0.1195203197868088,0.8804796802131912,1
328,W02000347,0.10248845561826578,0.8975115443817342,1
329,W02000348,0.07988085567289467,0.9201191443271053,1
330,W02000349,0.08179419525065963,0.9182058047493403,1
331,W02000350,0.09162848812994585,0.9083715118700542,1
332,W02000351,0.08512410461435949,0.9148758953856405,1
333,W02000352,0.09042309454712082,0.9095769054528792,1
334,W02000353,0.09278646206797649,0.9072135379320235,1
335,W02000354,0.08860085227272728,0.9113991477272727,1
336,W02000355,0.10203256143189403,0.897967438568106,1
337,W02000356,0.06811451135241856,0.9318854886475815,1
338,W02000357,0.07713637509452988,0.9228636249054701,1
339,W02000358,0.11190589731362263,0.8880941026863773,1
340,W02000359,0.0805632296586757,0.9194367703413243,1
341,W02000360,0.08593513185813884,0.9140648681418612,1
342,W02000361,0.07919391903835955,0.9208060809616404,1
343,W02000362,0.10760337927967986,0.8923966207203201,1
344,W02000363,0.06758448060075094,0.932415519399249,1
345,W02000364,0.08029689608636977,0.9197031039136302,1
346,W02000365,0.09951456310679611,0.9004854368932039,1
347,W02000366,0.11174820056118091,0.888251799438819,1
348,W02000367,0.16781223805532272,0.8321877619446773,1
349,W02000368,0.1642520825787758,0.8357479174212242,1
350,W02000369,0.14143148406481382,0.8585685159351861,1
351,W02000370,0.16783653096240836,0.8321634690375916,1
352,W02000371,0.15255582001586762,0.8474441799841324,1
353,W02000372,0.20347394540942929,0.7965260545905707,1
354,W02000373,0.08289163722025913,0.9171083627797408,1
355,W02000374,0.1532567049808429,0.8467432950191571,1
356,W02000375,0.11044860874503123,0.8895513912549687,1
357,W02000376,0.1943627071395385,0.8056372928604615,1
358,W02000377,0.11707970529135968,0.8829202947086403,1
359,W02000378,0.17531305903398928,0.8246869409660107,1
360,W02000379,0.09462504023173479,0.9053749597682652,1
361,W02000380,0.23175182481751824,0.7682481751824818,1
362,W02000381,0.1155794806839772,0.8844205193160228,1
363,W02000382,0.09864771151178918,0.9013522884882108,1
364,W02000383,0.0977319587628866,0.9022680412371133,1
365,W02000384,0.20180995475113123,0.7981900452488688,1
366,W02000385,0.1488254534641689,0.8511745465358311,1
367,W02000386,0.2427027027027027,0.7572972972972973,1
368,W02000387,0.14481546572934972,0.8551845342706502,1
369,W02000388,0.10313501959387246,0.8968649804061275,1
370,W02000389,0.16200980392156863,0.8379901960784314,1
371,W02000390,0.16563113145846958,0.8343688685415304,1
372,W02000391,0.14589434862783382,0.8541056513721662,1
373,W02000392,0.21291448516579406,0.787085514834206,1
374,W02000393,0.1351266320591474,0.8648733679408526,1
375,W02000394,0.13037492056767633,0.8696250794323237,1
376,W02000395,0.17772952853598015,0.8222704714640199,1
377,W02000396,0.14344039194338595,0.856559608056614,1
378,W02000397,0.1434052757793765,0.8565947242206235,1
379,W02000398,0.10148860926062998,0.89851139073937,1
380,W02000399,0.11957241509790938,0.8804275849020906,1
381,W02000400,0.2614933159439191,0.7385066840560809,1
382,W02000401,0.31538728725251824,0.6846127127474818,1
383,W02000402,0.10177346047589342,0.8982265395241066,1
384,W02000403,0.11645569620253164,0.8835443037974684,1
385,W02000404,0.1279373368146214,0.8720626631853786,1
386,W02000405,0.08986018732184065,0.9101398126781594,1
387,W02000406,0.2447623914154318,0.7552376085845682,1
388,W02000407,0.1035563214789284,0.8964436785210717,1
389,W02000408,0.10283097418817652,0.8971690258118235,1
390,W02000409,0.10950909715070374,0.8904909028492962,1
391,W02000410,0.13024706164547853,0.8697529383545215,1
392,W02000411,0.1155353503683963,0.8844646496316036,1
393,W02000412,0.1335860500379075,0.8664139499620925,1
394,W02000414,0.231740614334471,0.768259385665529,1
395,W02000415,0.08382369268346841,0.9161763073165315,1
396,W02000416,0.4338592835169197,0.5661407164830803,1
397,W02000417,0.48813868613138683,0.5118613138686131,1
398,W02000418,0.4572646002172278,0.5427353997827722,1
399,W02000419,0.2061771137026239,0.7938228862973761,1
400,W02000421,0.5705630791161797,0.4294369208838204,1
401,W02000422,0.13168551878229298,0.868314481217707,1
402,W02000423,0.10165654902767775,0.8983434509723223,1
403,W02000424,0.1369465648854962,0.8630534351145038,1
404,W02000425,0.1153093665932991,0.884690633406701,1
405,W02000426,0.1498600891284071,0.8501399108715929,1
406,W02000427,0.12908271230103965,0.8709172876989604,1
407,W02000428,0.12819263014232793,0.871807369857672,1
