,GEOGRAPHY_CODE,All other gender identities,Gender identity different from sex registered at birth but no specific identity given,Gender identity the same as sex registered at birth,Not answered,Total,Trans man,Trans woman
6033,E02006277,0.00032637075718015666,0.0011422976501305484,0.9616514360313316,0.03622715404699739,1,0.0,0.0006527415143603133
6034,E02006278,0.0012243232213304312,0.0014963950482927493,0.9420487008570263,0.052509862603727385,1,0.0009522513943681131,0.0017684668752550674
6035,E02006279,0.0005496770647244744,0.0012367733956300674,0.942009069671568,0.054555448673904085,1,0.0012367733956300674,0.00041225779854335576
6036,E02006280,0.0,0.0008678403173816018,0.9527646912968014,0.04562360525663278,1,0.00037193156459211507,0.00037193156459211507
6037,E02006281,0.000832408435072142,0.0005549389567147614,0.93007769145394,0.06687014428412874,1,0.0009711431742508325,0.0006936736958934517
6038,E02006282,0.0012453300124533001,0.0005337128624799857,0.9581924924390678,0.03878313467354563,1,0.0005337128624799857,0.0007116171499733144
6039,E02006283,0.0005644137152532807,0.000846620572879921,0.9403132496119656,0.05644137152532806,1,0.0011288274305065614,0.0007055171440666008
6040,E02006284,0.0004847309743092584,0.001777346905800614,0.9445790919373082,0.0523509452253999,1,0.0004847309743092584,0.0003231539828728389
6041,E02006285,0.000333555703802535,0.0018345563709139426,0.9424616410940627,0.05386924616410941,1,0.0008338892595063375,0.00066711140760507
6042,E02006286,0.0007890880396798557,0.0022545372562281594,0.9408183970240108,0.05467252846353286,1,0.0007890880396798557,0.0006763611768684477
6043,E02006287,0.0003639672429481347,0.00018198362147406734,0.9428571428571428,0.05568698817106461,1,0.0003639672429481347,0.000545950864422202
6044,E02006288,0.0008319467554076539,0.0008319467554076539,0.9379605419538863,0.05954361777989066,1,0.0003565486094604231,0.0004753981459472308
6045,E02006289,0.0004926715112698608,0.000615839389087326,0.9498706737282917,0.04815864022662889,1,0.0003695036334523956,0.0004926715112698608
6046,E02006290,0.00043035432506096684,0.0007172572084349448,0.9423325204418305,0.05522880504949075,1,0.00043035432506096684,0.0008607086501219337
6047,E02006291,0.0010775862068965517,0.0010775862068965517,0.9442733990147784,0.052032019704433496,1,0.0010775862068965517,0.00046182266009852215
6048,E02006292,0.00017455053237912376,0.0010473031942747426,0.949205795077675,0.04835049746901728,1,0.0005236515971373713,0.0006982021295164951
6049,E02006293,0.0009653544996245844,0.0007508312774857878,0.9440094390217741,0.052343666201866354,1,0.0007508312774857878,0.0011798777217633808
6050,E02006294,0.0011790714812085483,0.0007369196757553427,0.9448784082535003,0.05232129697862933,1,0.0005895357406042742,0.0002947678703021371
6051,E02006295,0.0002604505795025394,0.0006511264487563485,0.9421799713504363,0.05625732517254851,1,0.0,0.0006511264487563485
6052,E02006296,0.00018827073331450627,0.001317895133201544,0.955379836204462,0.041984373529134894,1,0.000658947566600772,0.0004706768332862656
6053,E02006297,0.001173192550227306,0.001026543481448893,0.9504326147528963,0.04692770200909224,1,0.00014664906877841325,0.0002932981375568265
6054,E02006298,0.0007814535035165407,0.001041938004688721,0.9508986715290441,0.046626725709820266,1,0.00039072675175827037,0.00026048450117218026
6055,E02006299,0.0008231581835642749,0.00013719303059404582,0.9463575250377281,0.051447386472767184,1,0.0005487721223761833,0.0006859651529702291
