,GEOGRAPHY_CODE,Number of households
3296,E02003448,3137.0
3297,E02003449,3151.0
3298,E02003450,5012.0
3299,E02003451,4535.0
3300,E02003452,3696.0
3301,E02003453,2654.0
3302,E02003454,3569.0
3303,E02003455,4216.0
3304,E02003456,3172.0
3305,E02003457,3790.0
3306,E02003458,3216.0
3307,E02003459,3881.0
3308,E02003460,4841.0
3309,E02003461,3020.0
3310,E02003462,3495.0
3311,E02003463,2747.0
3312,E02003464,2675.0
3313,E02003465,2731.0
3314,E02003466,3097.0
3315,E02003467,2572.0
3316,E02003468,3771.0
3317,E02003469,2417.0
3318,E02003470,2236.0
3319,E02003471,2579.0
3320,E02003472,4461.0
3321,E02003473,2340.0
3322,E02003474,3416.0
3323,E02003476,3177.0
3324,E02003478,2716.0
3325,E02003479,2867.0
3326,E02003480,3437.0
3327,E02003481,3357.0
3328,E02003482,3610.0
3329,E02003483,4019.0
3330,E02003484,2916.0
3331,E02003485,3223.0
3332,E02003486,3800.0
3333,E02003487,2952.0
3334,E02003488,3344.0
3335,E02003489,3121.0
3336,E02003490,3991.0
3337,E02003491,3057.0
3338,E02003492,2082.0
3339,E02003493,3370.0
3340,E02003494,2642.0
3341,E02003495,2945.0
3342,E02003496,3132.0
3343,E02003497,2878.0
3344,E02003498,3437.0
3345,E02003499,2762.0
3346,E02003500,2953.0
3347,E02003501,3664.0
3348,E02003502,3229.0
3349,E02003503,3455.0
3350,E02003504,3903.0
3351,E02003505,3833.0
3352,E02003506,2964.0
3353,E02003507,3914.0
3354,E02003508,3406.0
3355,E02003509,4599.0
3356,E02003510,4137.0
3357,E02003511,3528.0
3358,E02003512,3726.0
3359,E02003513,2818.0
3360,E02003514,4729.0
3361,E02003515,3703.0
3362,E02003516,4703.0
3363,E02003517,5399.0
3364,E02003518,4131.0
3365,E02003519,4795.0
3366,E02003520,4691.0
3367,E02003521,4342.0
3368,E02003522,3823.0
3369,E02003523,4655.0
3370,E02003524,3062.0
3371,E02003525,2584.0
3372,E02003526,2804.0
3373,E02003527,2726.0
3374,E02003529,3246.0
3375,E02003530,3317.0
3376,E02003531,3315.0
3377,E02003532,3259.0
3378,E02003533,2486.0
3379,E02003534,3488.0
3380,E02003535,3825.0
3381,E02003536,3330.0
3382,E02003537,4164.0
3383,E02003538,4348.0
3384,E02003540,4095.0
3385,E02003541,4226.0
3386,E02003542,3562.0
3387,E02003543,3523.0
3388,E02003544,2850.0
3389,E02003545,3494.0
3390,E02003546,3718.0
3391,E02003547,4387.0
3392,E02003548,2780.0
3393,E02003549,2657.0
3394,E02003550,3288.0
3395,E02003551,2305.0
3396,E02003552,2644.0
3397,E02003553,2390.0
3398,E02003554,2638.0
3399,E02003555,3613.0
3400,E02003556,2379.0
3401,E02003557,2756.0
3402,E02003558,3061.0
3403,E02003559,3043.0
3404,E02003560,3064.0
3405,E02003561,3201.0
3406,E02003562,3716.0
3407,E02003563,3561.0
3408,E02003564,3431.0
3409,E02003565,2712.0
3410,E02003566,2726.0
3411,E02003567,3066.0
3412,E02003568,3771.0
3413,E02003569,3730.0
3414,E02003570,4076.0
3415,E02003571,3215.0
3416,E02003572,2499.0
3417,E02003573,3324.0
3418,E02003574,3428.0
3419,E02003575,2838.0
3420,E02003576,3455.0
3421,E02003578,2745.0
3422,E02003579,4277.0
3423,E02003580,2617.0
3424,E02003581,3671.0
3425,E02003582,3742.0
3426,E02003583,3520.0
3427,E02003584,3279.0
3428,E02003585,3099.0
3429,E02003586,3403.0
3430,E02003587,3839.0
3431,E02003588,3625.0
3432,E02003589,3468.0
3433,E02003590,3555.0
3434,E02003591,4027.0
3435,E02003592,4774.0
3436,E02003593,2402.0
3437,E02003594,4236.0
3438,E02003595,3717.0
3439,E02003596,4212.0
3440,E02003597,2590.0
3441,E02003598,3616.0
3442,E02003599,2315.0
3443,E02003600,2701.0
3444,E02003601,3491.0
3445,E02003602,2716.0
3446,E02003603,4969.0
3447,E02003604,4474.0
3448,E02003605,3827.0
3449,E02003606,3835.0
3450,E02003607,4511.0
3451,E02003608,5134.0
3452,E02003609,4667.0
3453,E02003610,3747.0
3454,E02003611,4010.0
3455,E02003612,4943.0
3456,E02003613,2439.0
3457,E02003614,3445.0
3458,E02003615,4158.0
3459,E02003616,2345.0
3460,E02003617,3823.0
3461,E02003618,3622.0
3462,E02003619,4718.0
3463,E02003620,3505.0
3464,E02003621,3305.0
3465,E02003622,3811.0
3466,E02003623,5083.0
3467,E02003624,2461.0
3468,E02003625,4208.0
3469,E02003626,2363.0
3470,E02003627,5041.0
3471,E02003628,3054.0
3472,E02003629,4303.0
3473,E02003630,4304.0
3474,E02003631,2265.0
3475,E02003632,2528.0
3476,E02003633,4030.0
3477,E02003635,3950.0
3478,E02003636,3011.0
3479,E02003637,4412.0
3480,E02003638,3058.0
3481,E02003639,4355.0
3482,E02003640,2689.0
3483,E02003641,2224.0
3484,E02003642,3544.0
3485,E02003643,5478.0
3486,E02003644,4005.0
3487,E02003645,2689.0
3488,E02003646,4162.0
3489,E02003647,4625.0
3490,E02003648,2280.0
3491,E02003649,2821.0
3492,E02003650,3028.0
3493,E02003651,2989.0
3494,E02003652,3923.0
3495,E02003653,2946.0
3496,E02003654,2369.0
3497,E02003655,4173.0
3498,E02003656,2925.0
3499,E02003657,2955.0
3500,E02003658,4009.0
3501,E02003659,3812.0
3502,E02003660,4370.0
3503,E02003661,2246.0
3504,E02003662,2626.0
3505,E02003663,5025.0
3506,E02003664,3184.0
3507,E02003665,2423.0
3508,E02003666,3499.0
3509,E02003667,3990.0
3510,E02003668,3496.0
3511,E02003669,2691.0
3512,E02003670,3813.0
3513,E02003671,2460.0
3514,E02003672,4911.0
3515,E02003673,3956.0
3516,E02003674,2278.0
3517,E02003675,3762.0
3518,E02003676,3254.0
3519,E02003677,3985.0
3520,E02003678,2302.0
3521,E02003679,3106.0
3522,E02003680,4096.0
3523,E02003681,4220.0
3524,E02003682,3092.0
3525,E02003683,2803.0
3526,E02003685,3179.0
3527,E02003686,2996.0
3528,E02003687,2217.0
3529,E02003688,4880.0
3530,E02003689,3363.0
3531,E02003690,3220.0
3532,E02003691,2819.0
3533,E02003692,3428.0
3534,E02003693,2959.0
3535,E02003694,3474.0
3536,E02003695,4129.0
3537,E02003696,3815.0
3538,E02003697,2553.0
3539,E02003698,3320.0
3540,E02003699,2380.0
3541,E02003701,4609.0
3542,E02003702,3255.0
3543,E02003703,3503.0
3544,E02003704,2330.0
3545,E02003705,2494.0
3546,E02003706,2667.0
3547,E02003707,2558.0
3548,E02003708,3217.0
3549,E02003709,2263.0
3550,E02003710,4432.0
3551,E02003711,4265.0
3552,E02003712,3278.0
3553,E02003713,2377.0
3554,E02003714,2879.0
3555,E02003715,2578.0
3556,E02003716,2611.0
3557,E02003717,3868.0
3558,E02003718,2380.0
3559,E02003719,4009.0
3560,E02003720,3904.0
3561,E02003721,4084.0
3562,E02003722,3774.0
3563,E02003723,2932.0
3564,E02003724,4235.0
3565,E02003725,3561.0
3566,E02003726,3384.0
3567,E02003727,4042.0
3568,E02003728,4080.0
3569,E02003729,3747.0
3570,E02003731,4011.0
3571,E02003732,4102.0
3572,E02003733,3509.0
3573,E02003734,5206.0
3574,E02003735,3762.0
3575,E02003736,4304.0
3576,E02003737,5604.0
3577,E02003738,2702.0
3578,E02003739,2762.0
3579,E02003740,2520.0
3580,E02003742,3001.0
3581,E02003743,4487.0
3582,E02003744,5992.0
3583,E02003745,4451.0
3584,E02003746,3105.0
3585,E02003747,5534.0
3586,E02003748,3553.0
3587,E02003749,2611.0
3588,E02003750,3331.0
3589,E02003751,3142.0
3590,E02003752,4875.0
3591,E02003753,4637.0
3592,E02003754,2444.0
3593,E02003755,3819.0
3594,E02003756,3043.0
3595,E02003757,2951.0
3596,E02003758,3981.0
3597,E02003759,2485.0
3598,E02003760,3408.0
3599,E02003761,2468.0
3600,E02003762,4793.0
3601,E02003763,4177.0
3602,E02003764,4646.0
3603,E02003765,3347.0
3604,E02003766,3464.0
3605,E02003767,2663.0
3606,E02003768,4348.0
3607,E02003769,2811.0
3608,E02003770,4398.0
3609,E02003771,2957.0
3610,E02003772,2943.0
3611,E02003773,4597.0
3612,E02003774,2499.0
3613,E02003775,3001.0
3614,E02003776,2913.0
3615,E02003777,4016.0
3616,E02003778,2785.0
3617,E02003780,4689.0
3618,E02003781,2709.0
3619,E02003784,3594.0
3620,E02003785,3840.0
3621,E02003786,2848.0
3622,E02003787,3309.0
3623,E02003788,3368.0
3624,E02003789,3056.0
3625,E02003790,3918.0
3626,E02003791,3418.0
3627,E02003792,4135.0
3628,E02003793,2871.0
3629,E02003794,3646.0
3630,E02003795,2356.0
3631,E02003796,3317.0
3632,E02003797,4198.0
3633,E02003798,2566.0
3634,E02003799,3212.0
3635,E02003800,3004.0
3636,E02003801,2976.0
3637,E02003802,4528.0
3638,E02003803,4329.0
3639,E02003804,3292.0
3640,E02003805,2606.0
3641,E02003806,3423.0
3642,E02003807,4075.0
3643,E02003808,2838.0
3644,E02003809,3522.0
3645,E02003810,4171.0
3646,E02003811,3155.0
3647,E02003812,2848.0
3648,E02003813,2787.0
3649,E02003814,3486.0
3650,E02003815,3268.0
3651,E02003816,3652.0
3652,E02003817,3409.0
3653,E02003818,2508.0
3654,E02003819,2998.0
3655,E02003820,4127.0
3656,E02003821,2724.0
3657,E02003822,5128.0
3658,E02003823,3124.0
3659,E02003824,2798.0
3660,E02003825,2640.0
3661,E02003826,3593.0
3662,E02003827,4221.0
3663,E02003828,2657.0
3664,E02003829,2575.0
3665,E02003830,3561.0
3666,E02003831,4273.0
3667,E02003832,2736.0
3668,E02003833,2730.0
3669,E02003834,2938.0
3670,E02003835,3627.0
3671,E02003836,3486.0
3672,E02003838,3665.0
3673,E02003839,3428.0
3674,E02003840,4634.0
3675,E02003841,3644.0
3676,E02003842,2510.0
3677,E02003843,2918.0
3678,E02003844,2978.0
3679,E02003845,5117.0
3680,E02003846,2967.0
3681,E02003847,4164.0
3682,E02003848,2226.0
3683,E02003849,3646.0
3684,E02003850,2244.0
3685,E02003851,2403.0
3686,E02003852,2788.0
3687,E02003853,2697.0
3688,E02003854,2738.0
3689,E02003855,2817.0
3690,E02003856,5172.0
3691,E02003857,2873.0
3692,E02003858,3073.0
3693,E02003859,4988.0
3694,E02003860,2963.0
3695,E02003861,2899.0
3696,E02003862,2176.0
3697,E02003863,2980.0
3698,E02003864,3928.0
3699,E02003865,3664.0
3700,E02003866,2632.0
3701,E02003867,3300.0
3702,E02003868,4040.0
3703,E02003869,3249.0
3704,E02003870,5370.0
3705,E02003871,3065.0
3706,E02003872,4445.0
3707,E02003873,2841.0
3708,E02003874,4118.0
3709,E02003875,2804.0
3710,E02003876,2474.0
3711,E02003877,4241.0
3712,E02003878,3893.0
3713,E02003879,4155.0
3714,E02003880,2802.0
3715,E02003881,2729.0
3716,E02003882,4085.0
3717,E02003883,4803.0
3718,E02003884,3784.0
3719,E02003885,2761.0
3720,E02003886,2626.0
3721,E02003887,2887.0
3722,E02003888,2869.0
3723,E02003889,2674.0
3724,E02003890,2982.0
3725,E02003891,2797.0
3726,E02003892,3040.0
3727,E02003893,2890.0
3728,E02003894,3717.0
3729,E02003895,4117.0
3730,E02003896,2789.0
3731,E02003897,2302.0
3732,E02003898,2975.0
3733,E02003899,2382.0
3734,E02003900,3166.0
3735,E02003901,3706.0
3736,E02003902,2417.0
3737,E02003903,2880.0
3738,E02003904,2442.0
3739,E02003905,2914.0
3740,E02003906,2686.0
3741,E02003907,3683.0
3742,E02003908,3701.0
3743,E02003909,4572.0
3744,E02003910,3363.0
3745,E02003911,3957.0
3746,E02003912,3671.0
3747,E02003913,2677.0
3748,E02003914,3480.0
3749,E02003915,3424.0
3750,E02003916,2899.0
3751,E02003917,3569.0
3752,E02003918,3182.0
3753,E02003919,3422.0
3754,E02003920,3646.0
3755,E02003921,2758.0
3756,E02003922,3863.0
3757,E02003923,4098.0
3758,E02003924,3353.0
3759,E02003925,3080.0
3760,E02003926,3412.0
3761,E02003927,4112.0
3762,E02003928,5214.0
3763,E02003929,3124.0
3764,E02003930,3808.0
3765,E02003931,4849.0
3766,E02003932,3084.0
3767,E02003933,3188.0
3768,E02003934,3037.0
3769,E02003935,4436.0
3770,E02003936,3583.0
3771,E02003937,2356.0
3772,E02003938,2870.0
3773,E02003939,3152.0
3774,E02003940,2750.0
3775,E02003941,3742.0
3776,E02003942,3497.0
3777,E02003943,3237.0
3778,E02003944,4513.0
3779,E02003945,2684.0
3780,E02003946,4067.0
3781,E02003947,2888.0
3782,E02003948,3910.0
3783,E02003949,3614.0
3784,E02003950,2522.0
3785,E02003951,2849.0
3786,E02003952,4098.0
3787,E02003953,4473.0
3788,E02003954,3560.0
3789,E02003955,4459.0
3790,E02003956,3247.0
3791,E02003957,4728.0
3792,E02003958,3462.0
3793,E02003959,2969.0
3794,E02003960,2603.0
3795,E02003961,4234.0
3796,E02003962,3129.0
3797,E02003963,4581.0
3798,E02003964,3676.0
3799,E02003965,5022.0
3800,E02003966,3064.0
3801,E02003967,3604.0
3802,E02003968,4002.0
3803,E02003969,2906.0
3804,E02003970,3829.0
3805,E02003971,3560.0
3806,E02003972,4214.0
3807,E02003973,4188.0
3808,E02003974,3498.0
3809,E02003975,3178.0
3810,E02003976,2908.0
3811,E02003977,2782.0
3812,E02003978,2648.0
3813,E02003979,3460.0
3814,E02003980,3280.0
3815,E02003981,2934.0
3816,E02003982,3387.0
3817,E02003983,3320.0
3818,E02003984,3297.0
3819,E02003985,3145.0
3820,E02003986,3006.0
3821,E02003987,2712.0
3822,E02003988,3035.0
3823,E02003989,3490.0
3824,E02003990,4753.0
3825,E02003991,3243.0
3826,E02003992,4159.0
3827,E02003993,3944.0
3828,E02003994,3595.0
3829,E02003995,4770.0
3830,E02003996,4668.0
3831,E02003997,4220.0
3832,E02003998,2911.0
3833,E02003999,5163.0
3834,E02004000,2296.0
3835,E02004001,2712.0
3836,E02004002,4268.0
3837,E02004003,5400.0
3838,E02004004,4348.0
3839,E02004005,3526.0
3840,E02004006,3896.0
3841,E02004007,4343.0
3842,E02004008,2820.0
3843,E02004009,2668.0
3844,E02004010,3673.0
3845,E02004011,4914.0
3846,E02004012,2456.0
3847,E02004013,4623.0
3848,E02004014,3459.0
3849,E02004015,2744.0
3850,E02004016,3626.0
3851,E02004017,4078.0
3852,E02004018,3940.0
3853,E02004019,3400.0
3854,E02004020,3974.0
3855,E02004021,2427.0
3856,E02004022,2509.0
3857,E02004023,2714.0
3858,E02004024,3290.0
3859,E02004025,3629.0
3860,E02004026,3869.0
3861,E02004027,3873.0
3862,E02004028,3584.0
3863,E02004029,3330.0
3864,E02004030,2738.0
3865,E02004031,3284.0
3866,E02004032,3813.0
3867,E02004033,4099.0
3868,E02004034,3165.0
3869,E02004035,2820.0
3870,E02004036,4583.0
3871,E02004037,3371.0
3872,E02004038,3669.0
3873,E02004039,3451.0
3874,E02004040,4061.0
3875,E02004041,3269.0
3876,E02004043,3243.0
3877,E02004044,3756.0
3878,E02004045,4312.0
3879,E02004046,2787.0
3880,E02004047,2754.0
3881,E02004048,3099.0
3882,E02004049,3603.0
3883,E02004050,3262.0
3884,E02004051,4222.0
3885,E02004052,3762.0
3886,E02004053,3428.0
3887,E02004054,4033.0
3888,E02004055,3307.0
3889,E02004056,3326.0
3890,E02004057,3550.0
3891,E02004058,3814.0
3892,E02004059,3312.0
3893,E02004060,3225.0
3894,E02004061,3556.0
3895,E02004062,3696.0
3896,E02004063,3612.0
3897,E02004064,4744.0
3898,E02004065,3676.0
3899,E02004066,5233.0
3900,E02004067,3011.0
3901,E02004068,3306.0
3902,E02004069,2953.0
3903,E02004072,4232.0
3904,E02004073,4181.0
3905,E02004074,2708.0
3906,E02004075,3227.0
3907,E02004076,3335.0
3908,E02004077,3308.0
3909,E02004078,3159.0
3910,E02004080,4577.0
3911,E02004081,2520.0
3912,E02004082,2596.0
3913,E02004083,3592.0
3914,E02004084,2618.0
3915,E02004085,3803.0
3916,E02004086,3149.0
3917,E02004087,3439.0
3918,E02004088,3225.0
3919,E02004089,3477.0
3920,E02004090,2794.0
3921,E02004091,4180.0
3922,E02004092,4185.0
3923,E02004093,2851.0
3924,E02004094,3012.0
3925,E02004095,4863.0
3926,E02004096,4074.0
3927,E02004097,3429.0
3928,E02004098,3325.0
3929,E02004100,3552.0
3930,E02004102,3859.0
3931,E02004103,2903.0
3932,E02004104,3110.0
3933,E02004105,3989.0
3934,E02004106,3229.0
3935,E02004108,3534.0
3936,E02004109,2931.0
3937,E02004110,3166.0
3938,E02004111,2560.0
3939,E02004112,2865.0
3940,E02004113,4618.0
3941,E02004114,3805.0
3942,E02004115,4058.0
3943,E02004116,4024.0
3944,E02004117,3540.0
3945,E02004118,3128.0
3946,E02004119,4895.0
3947,E02004120,4486.0
3948,E02004121,3874.0
3949,E02004122,2727.0
3950,E02004123,3048.0
3951,E02004124,3195.0
3952,E02004125,3798.0
3953,E02004126,3385.0
3954,E02004128,4887.0
3955,E02004129,2514.0
3956,E02004130,3028.0
3957,E02004131,2471.0
3958,E02004132,3721.0
3959,E02004133,4410.0
3960,E02004135,3742.0
3961,E02004136,4012.0
3962,E02004137,2418.0
3963,E02004138,3874.0
3964,E02004139,3267.0
3965,E02004140,2707.0
3966,E02004141,2675.0
3967,E02004142,2383.0
3968,E02004143,2764.0
3969,E02004144,3033.0
3970,E02004145,2961.0
3971,E02004146,3149.0
3972,E02004147,3368.0
3973,E02004148,3684.0
3974,E02004149,2684.0
3975,E02004150,2830.0
3976,E02004151,4096.0
3977,E02004152,3068.0
3978,E02004153,3244.0
3979,E02004154,3256.0
3980,E02004155,3265.0
3981,E02004156,4862.0
3982,E02004157,2928.0
3983,E02004158,3498.0
3984,E02004159,5231.0
3985,E02004160,3083.0
3986,E02004161,3529.0
3987,E02004162,3204.0
3988,E02004163,3776.0
3989,E02004164,2901.0
3990,E02004165,3818.0
3991,E02004166,2850.0
3992,E02004167,3066.0
3993,E02004168,2946.0
3994,E02004169,3094.0
3995,E02004170,3800.0
3996,E02004171,3611.0
3997,E02004172,2717.0
3998,E02004173,3124.0
3999,E02004174,3708.0
4000,E02004175,2446.0
4001,E02004176,2490.0
4002,E02004177,2598.0
4003,E02004178,2190.0
4004,E02004179,3865.0
4005,E02004180,2617.0
4006,E02004181,2578.0
4007,E02004182,3037.0
4008,E02004183,2695.0
4009,E02004184,3648.0
4010,E02004185,2959.0
4011,E02004186,4358.0
4012,E02004187,4614.0
4013,E02004188,3101.0
4014,E02004189,2608.0
4015,E02004190,3684.0
4016,E02004191,4337.0
4017,E02004192,3407.0
4018,E02004193,4980.0
4019,E02004194,3108.0
4020,E02004195,2516.0
4021,E02004196,3484.0
4022,E02004197,3209.0
4023,E02004198,2930.0
4024,E02004199,2656.0
4025,E02004200,2416.0
4026,E02004201,2388.0
4027,E02004202,3811.0
4028,E02004203,2572.0
4029,E02004204,4411.0
4030,E02004205,3760.0
4031,E02004206,3330.0
4032,E02004207,2963.0
4033,E02004208,3717.0
4034,E02004209,3979.0
4035,E02004210,3255.0
4036,E02004211,2993.0
4037,E02004212,2649.0
4038,E02004213,3456.0
4039,E02004214,2966.0
4040,E02004215,2548.0
4041,E02004216,2420.0
4042,E02004217,3523.0
4043,E02004218,2695.0
4044,E02004219,2406.0
4045,E02004220,3008.0
4046,E02004221,3031.0
4047,E02004222,2781.0
4048,E02004223,5611.0
4049,E02004224,2776.0
4050,E02004225,2521.0
4051,E02004226,3251.0
4052,E02004227,4373.0
4053,E02004228,3105.0
4054,E02004229,4056.0
4055,E02004230,3513.0
4056,E02004231,2913.0
4057,E02004232,2891.0
4058,E02004233,5828.0
4059,E02004234,2713.0
4060,E02004235,2903.0
4061,E02004236,2687.0
4062,E02004237,3291.0
4063,E02004238,3724.0
4064,E02004239,2847.0
4065,E02004240,2652.0
4066,E02004241,4514.0
4067,E02004242,3114.0
4068,E02004243,2694.0
4069,E02004244,3291.0
4070,E02004245,3097.0
4071,E02004246,3477.0
4072,E02004247,2478.0
4073,E02004248,3535.0
4074,E02004249,2513.0
4075,E02004250,3671.0
4076,E02004251,2766.0
4077,E02004252,3878.0
4078,E02004253,4288.0
4079,E02004254,4296.0
4080,E02004255,3456.0
4081,E02004256,3934.0
4082,E02004257,4135.0
4083,E02004258,4741.0
4084,E02004259,2863.0
4085,E02004260,3265.0
4086,E02004261,4767.0
4087,E02004262,3401.0
4088,E02004263,2509.0
4089,E02004264,3698.0
4090,E02004265,3852.0
4091,E02004266,3336.0
4092,E02004267,2239.0
4093,E02004268,4512.0
4094,E02004269,4694.0
4095,E02004270,3436.0
4096,E02004271,4587.0
4097,E02004272,5342.0
4098,E02004273,3430.0
4099,E02004274,3113.0
4100,E02004275,3497.0
4101,E02004276,2860.0
4102,E02004278,3968.0
4103,E02004279,3516.0
4104,E02004280,3731.0
4105,E02004281,3483.0
4106,E02004282,4109.0
4107,E02004283,3846.0
4108,E02004284,5063.0
4109,E02004285,3531.0
4110,E02004286,2176.0
4111,E02004287,2433.0
4112,E02004288,2428.0
4113,E02004289,3294.0
4114,E02004290,2589.0
4115,E02004291,3354.0
4116,E02004292,3674.0
4117,E02004293,4615.0
4118,E02004294,3655.0
4119,E02004295,3292.0
4120,E02004296,3837.0
4121,E02004297,3607.0
4122,E02004298,4455.0
4123,E02004299,3744.0
4124,E02004300,3617.0
4125,E02004301,4283.0
4126,E02004302,3795.0
4127,E02004303,5370.0
4128,E02004304,3930.0
4129,E02004305,4458.0
4130,E02004306,2761.0
4131,E02004307,2924.0
4132,E02004308,3037.0
4133,E02004309,2956.0
4134,E02004310,3585.0
4135,E02004311,4252.0
4136,E02004312,3505.0
4137,E02004313,2967.0
4138,E02004314,2368.0
4139,E02004315,4730.0
4140,E02004316,3039.0
4141,E02004317,3544.0
4142,E02004318,3051.0
4143,E02004319,3661.0
4144,E02004320,3788.0
4145,E02004321,3670.0
4146,E02004322,3873.0
4147,E02004323,3364.0
4148,E02004324,2697.0
4149,E02004325,4062.0
4150,E02004326,3036.0
4151,E02004327,2771.0
4152,E02004328,3193.0
4153,E02004329,2868.0
4154,E02004330,2899.0
4155,E02004331,3259.0
4156,E02004332,3259.0
4157,E02004333,3174.0
4158,E02004334,3181.0
4159,E02004335,3664.0
4160,E02004336,3306.0
4161,E02004337,4793.0
4162,E02004338,3496.0
4163,E02004339,3159.0
4164,E02004340,4931.0
4165,E02004341,3851.0
4166,E02004342,2407.0
4167,E02004343,2569.0
4168,E02004344,3234.0
4169,E02004345,5847.0
4170,E02004348,3755.0
4171,E02004349,4170.0
4172,E02004350,4557.0
4173,E02004351,3259.0
4174,E02004352,3896.0
4175,E02004353,3297.0
4176,E02004354,4017.0
4177,E02004355,3196.0
4178,E02004356,2964.0
4179,E02004357,3017.0
4180,E02004358,3530.0
4181,E02004359,3433.0
4182,E02004361,3313.0
4183,E02004362,3613.0
4184,E02004363,3269.0
4185,E02004364,3867.0
4186,E02004365,4020.0
4187,E02004366,4042.0
4188,E02004367,3331.0
4189,E02004368,3350.0
4190,E02004369,4342.0
4191,E02004370,3262.0
4192,E02004371,2969.0
4193,E02004372,2918.0
4194,E02004373,3649.0
4195,E02004374,3325.0
4196,E02004375,3913.0
4197,E02004376,3577.0
4198,E02004377,4495.0
4199,E02004378,4653.0
4200,E02004379,3126.0
4201,E02004380,3936.0
4202,E02004381,4388.0
4203,E02004382,2781.0
4204,E02004383,3003.0
4205,E02004384,3170.0
4206,E02004385,3421.0
4207,E02004386,2987.0
4208,E02004387,2411.0
4209,E02004388,3374.0
4210,E02004389,4172.0
4211,E02004390,3538.0
4212,E02004391,3381.0
4213,E02004392,3783.0
4214,E02004393,2891.0
4215,E02004394,3302.0
4216,E02004395,3636.0
4217,E02004396,4015.0
4218,E02004397,3395.0
4219,E02004398,3930.0
4220,E02004399,3688.0
4221,E02004400,4878.0
4222,E02004401,3805.0
4223,E02004402,4778.0
4224,E02004403,2682.0
4225,E02004404,2627.0
4226,E02004405,2488.0
4227,E02004406,3096.0
4228,E02004407,3466.0
4229,E02004408,3354.0
4230,E02004409,2152.0
4231,E02004410,3319.0
4232,E02004411,3703.0
4233,E02004412,3560.0
4234,E02004413,3095.0
4235,E02004414,2752.0
4236,E02004415,2748.0
4237,E02004416,2757.0
4238,E02004417,2897.0
4239,E02004418,2476.0
4240,E02004419,2728.0
4241,E02004420,5891.0
4242,E02004421,4207.0
4243,E02004422,4771.0
4244,E02004423,3501.0
4245,E02004424,2734.0
4246,E02004425,3160.0
4247,E02004426,3352.0
4248,E02004427,3436.0
4249,E02004428,2962.0
4250,E02004429,3123.0
4251,E02004430,3299.0
4252,E02004431,4035.0
4253,E02004432,2558.0
4254,E02004433,3667.0
4255,E02004434,3515.0
4256,E02004435,3814.0
4257,E02004436,3146.0
4258,E02004437,4284.0
4259,E02004438,3887.0
4260,E02004439,3794.0
4261,E02004440,3649.0
4262,E02004441,3283.0
4263,E02004442,3303.0
4264,E02004443,4339.0
4265,E02004444,3568.0
4266,E02004445,3453.0
4267,E02004446,2881.0
4268,E02004447,2587.0
4269,E02004448,3279.0
4270,E02004449,3901.0
4271,E02004450,2674.0
4272,E02004451,3984.0
4273,E02004452,3683.0
4274,E02004453,3090.0
4275,E02004454,4379.0
4276,E02004455,3075.0
4277,E02004456,4157.0
4278,E02004457,4162.0
4279,E02004458,3758.0
4280,E02004459,4431.0
4281,E02004460,4031.0
4282,E02004461,2240.0
4283,E02004462,5276.0
4284,E02004463,3398.0
4285,E02004464,3832.0
4286,E02004465,2777.0
4287,E02004466,3374.0
4288,E02004467,3319.0
4289,E02004468,4199.0
4290,E02004469,2891.0
4291,E02004470,5717.0
4292,E02004471,3644.0
4293,E02004472,2590.0
4294,E02004473,3123.0
4295,E02004474,3305.0
4296,E02004475,2643.0
4297,E02004476,3221.0
4298,E02004477,2637.0
4299,E02004478,2966.0
4300,E02004479,3315.0
4301,E02004480,2688.0
4302,E02004481,3190.0
4303,E02004482,3172.0
4304,E02004483,3392.0
4305,E02004484,3734.0
4306,E02004485,3882.0
4307,E02004486,3535.0
4308,E02004487,3049.0
4309,E02004488,4112.0
4310,E02004489,3643.0
4311,E02004490,3272.0
4312,E02004491,3011.0
4313,E02004492,3961.0
4314,E02004493,4237.0
4315,E02004495,3533.0
4316,E02004496,3237.0
4317,E02004497,3366.0
4318,E02004498,4269.0
4319,E02004499,2697.0
4320,E02004500,3736.0
4321,E02004501,2958.0
4322,E02004502,2920.0
4323,E02004503,3278.0
4324,E02004504,3319.0
4325,E02004505,2686.0
4326,E02004506,2879.0
4327,E02004507,4134.0
4328,E02004508,2674.0
4329,E02004512,5556.0
4330,E02004513,4297.0
4331,E02004514,2412.0
4332,E02004515,3867.0
4333,E02004516,5606.0
4334,E02004517,4011.0
4335,E02004518,3347.0
4336,E02004519,3112.0
4337,E02004520,3464.0
4338,E02004521,4228.0
4339,E02004522,3405.0
4340,E02004523,4154.0
4341,E02004524,3312.0
4342,E02004525,3538.0
4343,E02004526,3363.0
4344,E02004527,3956.0
4345,E02004528,3497.0
4346,E02004529,2836.0
4347,E02004530,2923.0
4348,E02004531,2922.0
4349,E02004532,2817.0
4350,E02004533,3107.0
4351,E02004534,3680.0
4352,E02004535,2723.0
4353,E02004536,2529.0
4354,E02004537,3995.0
4355,E02004538,3826.0
4356,E02004539,3213.0
4357,E02004540,2436.0
4358,E02004541,4877.0
4359,E02004542,2547.0
4360,E02004543,2670.0
4361,E02004544,4634.0
4362,E02004545,3217.0
4363,E02004546,3551.0
4364,E02004547,3906.0
4365,E02004548,3479.0
4366,E02004549,3220.0
4367,E02004550,3745.0
4368,E02004551,3177.0
4369,E02004552,2777.0
4370,E02004553,3089.0
