,GEOGRAPHY_CODE,Number of households
1146,E02001208,3445.0
1147,E02001209,3441.0
1148,E02001210,3043.0
1149,E02001211,2605.0
1150,E02001212,2682.0
1151,E02001213,4277.0
1152,E02001214,3172.0
1153,E02001215,2627.0
1154,E02001216,3325.0
1155,E02001217,3136.0
1156,E02001218,2359.0
1157,E02001219,2221.0
1158,E02001220,2319.0
1159,E02001221,2386.0
1160,E02001222,2417.0
1161,E02001223,2796.0
1162,E02001224,2548.0
1163,E02001225,3028.0
1164,E02001226,2788.0
1165,E02001227,2333.0
1166,E02001228,2519.0
1167,E02001229,4669.0
1168,E02001230,2346.0
1169,E02001231,2862.0
1170,E02001232,3612.0
1171,E02001233,3375.0
1172,E02001234,3261.0
1173,E02001235,3057.0
1174,E02001236,2623.0
1175,E02001237,3089.0
1176,E02001238,3539.0
1177,E02001239,3987.0
1178,E02001240,2629.0
1179,E02001241,4715.0
1180,E02001242,2888.0
1181,E02001243,3828.0
1182,E02001244,2304.0
1183,E02001245,3623.0
1184,E02001246,3182.0
1185,E02001247,3276.0
1186,E02001248,5215.0
1187,E02001249,2921.0
1188,E02001250,2737.0
1189,E02001251,2833.0
1190,E02001252,3278.0
1191,E02001253,2259.0
1192,E02001254,2491.0
1193,E02001255,3232.0
1194,E02001256,4173.0
1195,E02001257,4284.0
1196,E02001258,3232.0
1197,E02001259,4763.0
1198,E02001260,3075.0
1199,E02001261,3665.0
1200,E02001262,3083.0
1201,E02001263,3410.0
1202,E02001264,3300.0
1203,E02001265,3387.0
1204,E02001266,3091.0
1205,E02001267,3389.0
1206,E02001268,2957.0
1207,E02001269,3576.0
1208,E02001270,3653.0
1209,E02001271,2787.0
1210,E02001272,3368.0
1211,E02001273,4349.0
1212,E02001274,3146.0
1213,E02001275,3346.0
1214,E02001276,3247.0
1215,E02001277,3802.0
1216,E02001278,3361.0
1217,E02001279,3166.0
1218,E02001280,3513.0
1219,E02001281,3075.0
1220,E02001282,4225.0
1221,E02001283,4092.0
1222,E02001284,3124.0
1223,E02001285,3259.0
1224,E02001286,3059.0
1225,E02001287,2800.0
1226,E02001288,3618.0
1227,E02001289,4448.0
1228,E02001290,2689.0
1229,E02001291,3330.0
1230,E02001292,3685.0
1231,E02001293,2674.0
1232,E02001294,3681.0
1233,E02001295,3543.0
1234,E02001296,3602.0
1235,E02001297,2926.0
1236,E02001298,3363.0
1237,E02001299,3876.0
1238,E02001300,3506.0
1239,E02001301,4078.0
1240,E02001302,3360.0
1241,E02001303,3871.0
1242,E02001304,5610.0
1243,E02001305,3641.0
1244,E02001306,3028.0
1245,E02001307,4615.0
1246,E02001308,2721.0
1247,E02001309,3827.0
1248,E02001310,3914.0
1249,E02001311,3722.0
1250,E02001312,3427.0
1251,E02001313,3512.0
1252,E02001314,3224.0
1253,E02001315,4008.0
1254,E02001316,3494.0
1255,E02001317,3905.0
1256,E02001318,3399.0
1257,E02001319,3666.0
1258,E02001320,3399.0
1259,E02001321,3340.0
1260,E02001322,3185.0
1261,E02001323,3434.0
1262,E02001324,3602.0
1263,E02001325,3839.0
1264,E02001326,3543.0
1265,E02001327,3630.0
1266,E02001328,4414.0
1267,E02001329,3340.0
1268,E02001330,3972.0
1269,E02001331,4337.0
1270,E02001332,3354.0
1271,E02001333,4411.0
1272,E02001334,2823.0
1273,E02001335,3455.0
1274,E02001336,3038.0
1275,E02001337,2407.0
1276,E02001338,2645.0
1277,E02001339,2688.0
1278,E02001340,4011.0
1279,E02001341,3354.0
1280,E02001342,3195.0
1281,E02001343,3021.0
1282,E02001344,2384.0
1283,E02001345,2336.0
1284,E02001346,3257.0
1285,E02001347,3413.0
1286,E02001348,2995.0
1287,E02001349,3251.0
1288,E02001350,3390.0
1289,E02001351,3519.0
1290,E02001352,2936.0
1291,E02001353,2952.0
1292,E02001354,3430.0
1293,E02001355,2956.0
1294,E02001356,3583.0
1295,E02001357,2819.0
1296,E02001358,3272.0
1297,E02001359,2325.0
1298,E02001360,4128.0
1299,E02001361,3312.0
1300,E02001362,3179.0
1301,E02001363,3474.0
1302,E02001364,2704.0
1303,E02001365,4085.0
1304,E02001366,3954.0
1305,E02001367,4093.0
1306,E02001368,3439.0
1307,E02001369,3736.0
1308,E02001370,3336.0
1309,E02001371,3178.0
1310,E02001372,2702.0
1311,E02001373,3950.0
1312,E02001374,3964.0
1313,E02001375,3077.0
1314,E02001376,3716.0
1315,E02001377,3802.0
1316,E02001378,3400.0
1317,E02001380,3104.0
1318,E02001381,4275.0
1319,E02001382,2726.0
1320,E02001383,4192.0
1321,E02001384,3657.0
1322,E02001385,3435.0
1323,E02001386,3797.0
1324,E02001387,3113.0
1325,E02001388,2906.0
1326,E02001389,3604.0
1327,E02001390,4367.0
1328,E02001391,2520.0
1329,E02001392,2794.0
1330,E02001393,2849.0
1331,E02001394,4260.0
1332,E02001395,2514.0
1333,E02001396,3819.0
1334,E02001397,3614.0
1335,E02001398,3528.0
1336,E02001399,2835.0
1337,E02001400,2894.0
1338,E02001401,3455.0
1339,E02001402,3858.0
1340,E02001403,2918.0
1341,E02001404,3422.0
1342,E02001405,4249.0
1343,E02001406,3503.0
1344,E02001407,2584.0
1345,E02001408,2367.0
1346,E02001409,4570.0
1347,E02001410,2531.0
1348,E02001411,2565.0
1349,E02001412,3831.0
1350,E02001413,4052.0
1351,E02001414,2367.0
1352,E02001415,2914.0
1353,E02001416,2765.0
1354,E02001417,3853.0
1355,E02001418,3115.0
1356,E02001419,3676.0
1357,E02001420,5143.0
1358,E02001421,4882.0
1359,E02001422,2794.0
1360,E02001423,2832.0
1361,E02001425,4770.0
1362,E02001426,2419.0
1363,E02001427,4624.0
1364,E02001428,2369.0
1365,E02001429,3097.0
1366,E02001430,2980.0
1367,E02001431,3721.0
1368,E02001432,5184.0
1369,E02001433,3134.0
1370,E02001434,2952.0
1371,E02001435,3809.0
1372,E02001436,4076.0
1373,E02001437,4307.0
1374,E02001438,3069.0
1375,E02001439,2881.0
1376,E02001440,2634.0
1377,E02001441,2664.0
1378,E02001442,2701.0
1379,E02001443,2329.0
1380,E02001444,2422.0
1381,E02001445,2944.0
1382,E02001446,3064.0
1383,E02001447,2665.0
1384,E02001448,2838.0
1385,E02001449,3969.0
1386,E02001450,3660.0
1387,E02001451,2612.0
1388,E02001452,2927.0
1389,E02001453,3628.0
1390,E02001454,3004.0
1391,E02001455,2996.0
1392,E02001456,3243.0
1393,E02001457,2998.0
1394,E02001458,3434.0
1395,E02001459,2875.0
1396,E02001460,3826.0
1397,E02001461,2972.0
1398,E02001462,3554.0
1399,E02001463,3050.0
1400,E02001464,3232.0
1401,E02001465,3837.0
1402,E02001466,3785.0
1403,E02001467,3887.0
1404,E02001468,3358.0
1405,E02001469,3498.0
1406,E02001470,3404.0
1407,E02001471,3291.0
1408,E02001472,2927.0
1409,E02001473,3393.0
1410,E02001474,3103.0
1411,E02001475,2813.0
1412,E02001476,3635.0
1413,E02001477,3330.0
1414,E02001478,3634.0
1415,E02001479,2596.0
1416,E02001480,3356.0
1417,E02001481,3518.0
1418,E02001482,4372.0
1419,E02001483,3208.0
1420,E02001484,3607.0
1421,E02001485,2832.0
1422,E02001486,4283.0
1423,E02001487,4394.0
1424,E02001488,3933.0
1425,E02001489,3636.0
1426,E02001490,3438.0
1427,E02001491,3032.0
1428,E02001492,3524.0
1429,E02001493,4169.0
1430,E02001494,2995.0
1431,E02001495,3459.0
1432,E02001496,2530.0
1433,E02001497,3684.0
1434,E02001498,3044.0
1435,E02001499,2886.0
1436,E02001500,3251.0
1437,E02001501,3244.0
1438,E02001502,4277.0
1439,E02001503,3519.0
1440,E02001504,3026.0
1441,E02001505,2868.0
1442,E02001506,3808.0
1443,E02001507,2995.0
1444,E02001508,3498.0
1445,E02001509,3014.0
1446,E02001510,2608.0
1447,E02001511,2716.0
1448,E02001512,3782.0
1449,E02001513,3395.0
1450,E02001514,3197.0
1451,E02001515,4082.0
1452,E02001516,2631.0
1453,E02001517,3570.0
1454,E02001518,4621.0
1455,E02001519,3217.0
1456,E02001520,5236.0
1457,E02001521,5810.0
1458,E02001522,4187.0
1459,E02001523,3120.0
1460,E02001524,2694.0
1461,E02001525,3224.0
1462,E02001526,2630.0
1463,E02001527,2671.0
1464,E02001528,4671.0
1465,E02001529,4269.0
1466,E02001530,3181.0
1467,E02001531,3549.0
1468,E02001532,4547.0
1469,E02001533,3278.0
1470,E02001534,4157.0
1471,E02001535,2771.0
1472,E02001536,3973.0
1473,E02001537,3769.0
1474,E02001538,3485.0
1475,E02001539,2685.0
1476,E02001540,5126.0
1477,E02001541,5072.0
1478,E02001542,3140.0
1479,E02001543,3461.0
1480,E02001544,3559.0
1481,E02001545,3879.0
1482,E02001546,2969.0
1483,E02001547,4478.0
1484,E02001548,3561.0
1485,E02001549,2700.0
1486,E02001550,3366.0
1487,E02001551,2753.0
1488,E02001552,3210.0
1489,E02001553,4320.0
1490,E02001554,2654.0
1491,E02001555,2462.0
1492,E02001556,3762.0
1493,E02001557,4669.0
1494,E02001558,2765.0
1495,E02001559,3236.0
1496,E02001560,4971.0
1497,E02001561,2925.0
1498,E02001562,2607.0
1499,E02001563,3472.0
1500,E02001564,3540.0
1501,E02001565,3359.0
1502,E02001566,3670.0
1503,E02001567,3727.0
1504,E02001568,3083.0
1505,E02001569,3952.0
1506,E02001570,3240.0
1507,E02001571,2617.0
1508,E02001572,3396.0
1509,E02001573,3185.0
1510,E02001574,2642.0
1511,E02001575,3268.0
1512,E02001576,3015.0
1513,E02001577,2984.0
1514,E02001578,4752.0
1515,E02001579,4274.0
1516,E02001580,3885.0
1517,E02001581,2715.0
1518,E02001582,3308.0
1519,E02001583,2390.0
1520,E02001584,2982.0
1521,E02001585,2918.0
1522,E02001586,3956.0
1523,E02001587,2626.0
1524,E02001588,3049.0
1525,E02001589,3449.0
1526,E02001590,2982.0
1527,E02001591,3263.0
1528,E02001592,3785.0
1529,E02001593,2948.0
1530,E02001594,3070.0
1531,E02001595,3590.0
1532,E02001596,3753.0
1533,E02001597,4130.0
1534,E02001598,4034.0
1535,E02001600,4144.0
1536,E02001602,3937.0
1537,E02001603,3202.0
1538,E02001604,4772.0
1539,E02001605,3303.0
1540,E02001606,3429.0
1541,E02001607,3827.0
1542,E02001608,2950.0
1543,E02001609,3720.0
1544,E02001610,3736.0
1545,E02001611,3435.0
1546,E02001612,2532.0
1547,E02001613,4528.0
1548,E02001614,4782.0
1549,E02001615,3280.0
1550,E02001616,3230.0
1551,E02001617,2332.0
1552,E02001618,4096.0
1553,E02001619,4227.0
1554,E02001620,2837.0
1555,E02001621,2510.0
1556,E02001622,4005.0
1557,E02001623,3226.0
1558,E02001624,4088.0
1559,E02001625,3205.0
1560,E02001626,2542.0
1561,E02001627,2871.0
1562,E02001628,2139.0
1563,E02001629,2824.0
1564,E02001630,2861.0
1565,E02001631,3404.0
1566,E02001632,4355.0
1567,E02001633,3303.0
1568,E02001634,4420.0
1569,E02001635,2867.0
1570,E02001636,4081.0
1571,E02001637,2679.0
1572,E02001638,2148.0
1573,E02001639,2719.0
1574,E02001640,3014.0
1575,E02001642,4245.0
1576,E02001643,2678.0
1577,E02001646,2498.0
1578,E02001647,2716.0
1579,E02001648,2568.0
1580,E02001649,4690.0
1581,E02001650,3513.0
1582,E02001651,3291.0
1583,E02001652,3717.0
1584,E02001653,3268.0
1585,E02001654,2643.0
1586,E02001655,3348.0
1587,E02001656,3086.0
1588,E02001657,3645.0
1589,E02001658,2242.0
1590,E02001659,2880.0
1591,E02001660,4109.0
1592,E02001661,3530.0
1593,E02001662,3363.0
1594,E02001663,3282.0
1595,E02001664,2808.0
1596,E02001665,3995.0
1597,E02001666,2541.0
1598,E02001669,3545.0
1599,E02001670,2692.0
1600,E02001671,2625.0
1601,E02001672,2694.0
1602,E02001673,2157.0
1603,E02001674,4048.0
1604,E02001675,4012.0
1605,E02001676,2528.0
1606,E02001678,4475.0
1607,E02001679,2934.0
1608,E02001680,3049.0
1609,E02001681,3354.0
1610,E02001682,3791.0
1611,E02001683,4272.0
1612,E02001684,3148.0
1613,E02001685,3665.0
1614,E02001686,3151.0
1615,E02001688,3807.0
1616,E02001689,3113.0
1617,E02001690,3218.0
1618,E02001691,3809.0
1619,E02001692,2708.0
1620,E02001693,2552.0
1621,E02001694,2788.0
1622,E02001695,2644.0
1623,E02001696,3957.0
1624,E02001697,3331.0
1625,E02001698,3192.0
1626,E02001699,3036.0
1627,E02001700,4547.0
1628,E02001701,2729.0
1629,E02001702,3476.0
1630,E02001703,2495.0
1631,E02001704,3298.0
1632,E02001706,3373.0
1633,E02001707,3688.0
1634,E02001709,4405.0
1635,E02001710,4557.0
1636,E02001711,4316.0
1637,E02001712,4150.0
1638,E02001713,4379.0
1639,E02001714,3970.0
1640,E02001715,4903.0
1641,E02001718,2960.0
1642,E02001719,3765.0
1643,E02001720,3327.0
1644,E02001721,4947.0
1645,E02001722,4145.0
1646,E02001723,2832.0
1647,E02001724,3557.0
1648,E02001725,4375.0
1649,E02001726,4768.0
1650,E02001727,4027.0
1651,E02001728,4291.0
1652,E02001729,4083.0
1653,E02001732,2455.0
1654,E02001734,3410.0
1655,E02001735,2881.0
1656,E02001737,2873.0
1657,E02001738,2616.0
1658,E02001739,3443.0
1659,E02001740,2304.0
1660,E02001741,3749.0
1661,E02001742,2605.0
1662,E02001743,3273.0
1663,E02001744,3684.0
1664,E02001745,3041.0
1665,E02001746,3628.0
1666,E02001747,2891.0
1667,E02001748,3720.0
1668,E02001749,2951.0
1669,E02001750,2877.0
1670,E02001751,3012.0
1671,E02001752,2844.0
1672,E02001753,3163.0
1673,E02001754,2788.0
1674,E02001755,4306.0
1675,E02001756,4377.0
1676,E02001757,2755.0
1677,E02001758,2544.0
1678,E02001759,3345.0
1679,E02001760,3469.0
1680,E02001761,2586.0
1681,E02001762,3072.0
1682,E02001763,3000.0
1683,E02001764,3862.0
1684,E02001765,3529.0
1685,E02001766,3442.0
1686,E02001767,3359.0
1687,E02001768,3683.0
1688,E02001769,3959.0
1689,E02001770,2978.0
1690,E02001771,2775.0
1691,E02001772,2408.0
1692,E02001773,2363.0
1693,E02001774,2527.0
1694,E02001775,2404.0
1695,E02001776,4130.0
1696,E02001777,3045.0
1697,E02001778,2862.0
1698,E02001779,2525.0
1699,E02001780,2689.0
1700,E02001781,2560.0
1701,E02001782,4481.0
1702,E02001783,3152.0
1703,E02001784,2909.0
1704,E02001785,3527.0
1705,E02001786,3106.0
1706,E02001787,2418.0
1707,E02001788,2666.0
1708,E02001789,2498.0
1709,E02001790,2622.0
1710,E02001791,2410.0
1711,E02001792,3034.0
1712,E02001793,3831.0
1713,E02001794,3873.0
1714,E02001795,3525.0
1715,E02001796,4237.0
1716,E02001797,2573.0
1717,E02001798,3544.0
1718,E02001799,4256.0
1719,E02001800,2980.0
1720,E02001801,2363.0
1721,E02001802,3145.0
1722,E02001803,3874.0
1723,E02001804,2735.0
1724,E02001805,2448.0
1725,E02001806,3816.0
1726,E02001807,3573.0
1727,E02001808,2301.0
1728,E02001809,2977.0
1729,E02001810,3716.0
1730,E02001811,3983.0
1731,E02001812,4268.0
1732,E02001813,4147.0
1733,E02001814,2686.0
1734,E02001815,4244.0
1735,E02001816,3423.0
1736,E02001817,2965.0
1737,E02001818,4061.0
1738,E02001819,3117.0
1739,E02001820,4110.0
1740,E02001821,2420.0
1741,E02001822,3304.0
1742,E02001823,3525.0
1743,E02001824,3903.0
1744,E02001825,3553.0
1745,E02001826,3259.0
1746,E02001827,2634.0
1747,E02001828,3130.0
1748,E02001829,3571.0
1749,E02001830,3988.0
1750,E02001831,4493.0
1751,E02001832,3432.0
1752,E02001833,2291.0
1753,E02001834,2408.0
1754,E02001835,3655.0
1755,E02001836,3703.0
1756,E02001837,4037.0
1757,E02001838,3170.0
1758,E02001839,2822.0
1759,E02001840,3807.0
1760,E02001841,2377.0
1761,E02001842,3179.0
1762,E02001843,2839.0
1763,E02001844,4433.0
1764,E02001845,2724.0
1765,E02001846,3293.0
1766,E02001847,2354.0
1767,E02001848,2596.0
1768,E02001849,3722.0
1769,E02001850,3032.0
1770,E02001851,3851.0
1771,E02001852,2853.0
1772,E02001855,4211.0
1773,E02001856,3610.0
1774,E02001857,5575.0
1775,E02001858,3231.0
1776,E02001859,2933.0
1777,E02001860,2736.0
1778,E02001861,3482.0
1779,E02001862,3234.0
1780,E02001863,2444.0
1781,E02001865,3375.0
1782,E02001866,2809.0
1783,E02001867,2589.0
1784,E02001868,2629.0
1785,E02001869,2487.0
1786,E02001870,3596.0
1787,E02001871,3559.0
1788,E02001872,3083.0
1789,E02001873,3981.0
1790,E02001874,2683.0
1791,E02001875,3291.0
1792,E02001876,3667.0
1793,E02001877,3154.0
1794,E02001878,2709.0
1795,E02001879,3050.0
1796,E02001880,3432.0
1797,E02001881,2893.0
1798,E02001882,3162.0
1799,E02001883,3626.0
1800,E02001884,2482.0
1801,E02001886,3470.0
1802,E02001888,2548.0
1803,E02001889,2242.0
1804,E02001890,4406.0
1805,E02001892,3468.0
1806,E02001893,3159.0
1807,E02001895,3536.0
1808,E02001896,2572.0
1809,E02001897,2887.0
1810,E02001898,2633.0
1811,E02001899,3548.0
1812,E02001900,2739.0
1813,E02001901,3750.0
1814,E02001902,2462.0
1815,E02001903,2119.0
1816,E02001904,2623.0
1817,E02001905,2649.0
1818,E02001906,3878.0
1819,E02001907,4395.0
1820,E02001908,2211.0
1821,E02001909,2369.0
1822,E02001910,2343.0
1823,E02001911,3533.0
1824,E02001913,3175.0
1825,E02001914,2313.0
1826,E02001915,4919.0
1827,E02001916,3378.0
1828,E02001918,3975.0
1829,E02001919,2620.0
1830,E02001920,3235.0
1831,E02001921,3179.0
1832,E02001922,3502.0
1833,E02001923,3366.0
1834,E02001924,2502.0
1835,E02001925,2840.0
1836,E02001926,3092.0
1837,E02001927,3011.0
1838,E02001928,3001.0
1839,E02001929,3732.0
1840,E02001930,3210.0
1841,E02001931,3168.0
1842,E02001932,3073.0
1843,E02001933,3154.0
1844,E02001934,2291.0
1845,E02001935,3279.0
1846,E02001936,2553.0
1847,E02001937,3261.0
1848,E02001938,3513.0
1849,E02001939,3102.0
1850,E02001941,2522.0
1851,E02001942,3009.0
1852,E02001943,2639.0
1853,E02001944,3411.0
1854,E02001945,3053.0
1855,E02001946,3208.0
1856,E02001947,2661.0
1857,E02001948,3052.0
1858,E02001949,2652.0
1859,E02001950,3707.0
1860,E02001951,3914.0
1861,E02001952,4102.0
1862,E02001953,2922.0
1863,E02001954,3259.0
1864,E02001955,3536.0
1865,E02001956,2850.0
1866,E02001957,3347.0
1867,E02001958,3399.0
1868,E02001959,2581.0
1869,E02001961,3267.0
1870,E02001962,2498.0
1871,E02001963,2536.0
1872,E02001964,4132.0
1873,E02001965,3387.0
1874,E02001966,2245.0
1875,E02001967,2868.0
1876,E02001968,2894.0
1877,E02001969,2683.0
1878,E02001970,2537.0
1879,E02001971,2484.0
1880,E02001972,4063.0
1881,E02001973,3489.0
1882,E02001974,3944.0
1883,E02001975,2905.0
1884,E02001976,3132.0
1885,E02001977,4189.0
1886,E02001978,2584.0
1887,E02001979,2415.0
1888,E02001980,2567.0
1889,E02001981,4359.0
1890,E02001982,3583.0
1891,E02001983,3247.0
1892,E02001984,3954.0
1893,E02001985,3089.0
1894,E02001986,3656.0
1895,E02001987,2779.0
1896,E02001988,3438.0
1897,E02001989,2532.0
1898,E02001990,3709.0
1899,E02001991,3623.0
1900,E02001992,4179.0
1901,E02001993,3315.0
1902,E02001994,3252.0
1903,E02001995,4001.0
1904,E02001996,3329.0
1905,E02001997,3409.0
1906,E02001998,2371.0
1907,E02001999,2190.0
1908,E02002000,3631.0
1909,E02002001,2590.0
1910,E02002002,3026.0
1911,E02002003,3819.0
1912,E02002004,3121.0
1913,E02002005,3622.0
1914,E02002006,2895.0
1915,E02002007,3969.0
1916,E02002008,3197.0
1917,E02002009,2636.0
1918,E02002010,3623.0
1919,E02002011,2603.0
1920,E02002012,3616.0
1921,E02002013,2817.0
1922,E02002014,3169.0
1923,E02002015,2948.0
1924,E02002016,3318.0
1925,E02002017,3420.0
1926,E02002018,3706.0
1927,E02002019,3090.0
1928,E02002020,4226.0
1929,E02002021,3736.0
1930,E02002022,3722.0
1931,E02002023,2331.0
1932,E02002024,3647.0
1933,E02002025,3672.0
1934,E02002026,2865.0
1935,E02002027,2247.0
1936,E02002028,2623.0
1937,E02002029,2592.0
1938,E02002030,3025.0
1939,E02002031,2563.0
1940,E02002032,4269.0
1941,E02002033,3302.0
1942,E02002034,3900.0
1943,E02002035,2511.0
1944,E02002036,2879.0
1945,E02002037,2541.0
1946,E02002038,4415.0
1947,E02002039,2655.0
1948,E02002040,2556.0
1949,E02002041,2634.0
1950,E02002042,3340.0
1951,E02002043,3223.0
1952,E02002044,2942.0
1953,E02002045,3185.0
1954,E02002046,2050.0
1955,E02002047,3091.0
1956,E02002048,2720.0
1957,E02002049,2506.0
1958,E02002051,2241.0
1959,E02002052,4235.0
1960,E02002053,2541.0
1961,E02002054,2314.0
1962,E02002055,4179.0
1963,E02002056,3857.0
1964,E02002057,4276.0
1965,E02002058,4976.0
1966,E02002059,4571.0
1967,E02002060,2630.0
1968,E02002061,2424.0
1969,E02002062,3493.0
1970,E02002063,3939.0
1971,E02002064,4817.0
1972,E02002065,4144.0
1973,E02002066,2922.0
1974,E02002067,2504.0
1975,E02002069,3167.0
1976,E02002070,3595.0
1977,E02002071,2734.0
1978,E02002072,3608.0
1979,E02002073,2934.0
1980,E02002074,3164.0
1981,E02002075,3684.0
1982,E02002076,4536.0
1983,E02002077,4514.0
1984,E02002078,2592.0
1985,E02002079,3534.0
1986,E02002080,3088.0
1987,E02002081,2364.0
1988,E02002082,2317.0
1989,E02002083,2415.0
1990,E02002084,2757.0
1991,E02002085,2654.0
1992,E02002086,2650.0
1993,E02002087,2683.0
1994,E02002088,4140.0
1995,E02002089,3252.0
1996,E02002090,2322.0
1997,E02002091,3127.0
1998,E02002092,3039.0
1999,E02002093,2946.0
2000,E02002094,2396.0
2001,E02002095,3631.0
2002,E02002096,4274.0
2003,E02002097,3119.0
2004,E02002098,3903.0
2005,E02002099,2807.0
2006,E02002101,2862.0
2007,E02002102,3528.0
2008,E02002103,2541.0
2009,E02002104,2377.0
2010,E02002105,3343.0
2011,E02002106,4084.0
2012,E02002107,2252.0
2013,E02002108,3980.0
2014,E02002109,5049.0
2015,E02002110,2830.0
2016,E02002111,2763.0
2017,E02002112,2210.0
2018,E02002113,2693.0
2019,E02002114,2681.0
2020,E02002115,2839.0
2021,E02002116,2910.0
2022,E02002117,2780.0
2023,E02002118,3029.0
2024,E02002119,2442.0
2025,E02002120,2356.0
2026,E02002121,2561.0
2027,E02002122,2494.0
2028,E02002123,2693.0
2029,E02002124,3190.0
2030,E02002125,2745.0
2031,E02002126,2733.0
2032,E02002127,3440.0
2033,E02002128,2424.0
2034,E02002129,2568.0
2035,E02002130,2584.0
2036,E02002131,3182.0
2037,E02002132,2577.0
2038,E02002133,3058.0
2039,E02002134,3619.0
2040,E02002135,2924.0
2041,E02002136,3261.0
2042,E02002137,2566.0
2043,E02002138,2259.0
2044,E02002139,4311.0
2045,E02002140,2959.0
2046,E02002141,2601.0
2047,E02002142,2719.0
2048,E02002143,3129.0
2049,E02002144,2473.0
2050,E02002145,3268.0
2051,E02002146,2178.0
2052,E02002147,3480.0
2053,E02002148,4695.0
2054,E02002149,4269.0
2055,E02002150,2260.0
2056,E02002151,2458.0
2057,E02002152,2304.0
2058,E02002153,3350.0
2059,E02002154,2939.0
2060,E02002155,2348.0
2061,E02002156,3332.0
2062,E02002157,3182.0
2063,E02002158,3281.0
2064,E02002159,2232.0
2065,E02002160,2933.0
2066,E02002161,2553.0
2067,E02002162,3365.0
2068,E02002163,5016.0
2069,E02002164,2360.0
2070,E02002165,3655.0
2071,E02002166,3808.0
2072,E02002167,2961.0
2073,E02002168,4637.0
2074,E02002169,3561.0
2075,E02002170,2412.0
2076,E02002171,3103.0
2077,E02002174,3012.0
2078,E02002175,3068.0
2079,E02002176,3311.0
2080,E02002177,4534.0
2081,E02002178,2743.0
2082,E02002179,2607.0
2083,E02002180,2595.0
2084,E02002181,3368.0
2085,E02002182,2480.0
2086,E02002183,2760.0
2087,E02002184,5831.0
2088,E02002185,2514.0
2089,E02002187,2614.0
2090,E02002188,3193.0
2091,E02002189,2274.0
2092,E02002190,4263.0
2093,E02002191,3699.0
2094,E02002192,4021.0
2095,E02002193,3086.0
2096,E02002194,3194.0
2097,E02002195,2870.0
2098,E02002196,2710.0
2099,E02002197,4154.0
2100,E02002198,3943.0
2101,E02002199,3266.0
2102,E02002200,3962.0
2103,E02002201,5431.0
2104,E02002202,3777.0
2105,E02002203,3532.0
2106,E02002204,5072.0
2107,E02002205,4569.0
2108,E02002206,3564.0
2109,E02002207,2391.0
2110,E02002208,3499.0
2111,E02002209,2601.0
2112,E02002210,2849.0
2113,E02002211,2103.0
2114,E02002212,2726.0
2115,E02002213,3381.0
2116,E02002214,2538.0
2117,E02002215,2883.0
2118,E02002216,2945.0
2119,E02002217,3311.0
2120,E02002218,3898.0
2121,E02002219,2245.0
2122,E02002220,2611.0
2123,E02002222,3097.0
2124,E02002223,2274.0
2125,E02002224,2911.0
2126,E02002225,3648.0
2127,E02002226,3745.0
2128,E02002227,2335.0
2129,E02002228,3080.0
2130,E02002229,3302.0
2131,E02002230,2808.0
2132,E02002231,4551.0
2133,E02002232,2589.0
2134,E02002233,2756.0
2135,E02002234,3199.0
2136,E02002235,2354.0
2137,E02002236,2558.0
2138,E02002237,3349.0
2139,E02002238,2594.0
2140,E02002239,4340.0
2141,E02002240,4982.0
2142,E02002241,5083.0
2143,E02002242,3513.0
2144,E02002243,4181.0
2145,E02002244,2638.0
2146,E02002245,2257.0
2147,E02002246,4277.0
2148,E02002247,4283.0
2149,E02002248,3346.0
2150,E02002249,2403.0
2151,E02002250,3865.0
2152,E02002251,4261.0
2153,E02002252,2813.0
2154,E02002253,3002.0
2155,E02002254,2710.0
2156,E02002255,2404.0
2157,E02002256,4237.0
2158,E02002257,2140.0
2159,E02002258,4051.0
2160,E02002259,3123.0
2161,E02002260,4347.0
2162,E02002261,3651.0
2163,E02002262,3711.0
2164,E02002263,2805.0
2165,E02002264,3085.0
2166,E02002265,2606.0
2167,E02002266,2568.0
2168,E02002267,3531.0
2169,E02002268,4662.0
2170,E02002269,4119.0
2171,E02002270,3582.0
2172,E02002271,3203.0
2173,E02002272,4243.0
2174,E02002273,2881.0
2175,E02002274,2900.0
2176,E02002275,4054.0
2177,E02002276,3128.0
2178,E02002277,2548.0
2179,E02002278,2795.0
2180,E02002279,2822.0
2181,E02002280,2631.0
2182,E02002281,4429.0
2183,E02002282,2555.0
2184,E02002283,2340.0
2185,E02002284,2700.0
2186,E02002285,3372.0
2187,E02002286,2401.0
2188,E02002287,2757.0
2189,E02002288,4102.0
2190,E02002289,2145.0
2191,E02002290,2752.0
2192,E02002291,2764.0
2193,E02002292,2359.0
2194,E02002293,2641.0
2195,E02002294,3174.0
2196,E02002295,3011.0
2197,E02002296,3250.0
2198,E02002297,2825.0
2199,E02002298,2857.0
2200,E02002299,2952.0
2201,E02002300,3689.0
2202,E02002301,2861.0
2203,E02002302,2610.0
2204,E02002303,2913.0
2205,E02002304,3047.0
2206,E02002305,2664.0
2207,E02002306,2753.0
2208,E02002307,2631.0
2209,E02002308,3061.0
2210,E02002309,2761.0
2211,E02002310,2630.0
2212,E02002311,2926.0
2213,E02002312,2942.0
2214,E02002313,2495.0
2215,E02002314,2583.0
2216,E02002315,3070.0
2217,E02002316,2915.0
2218,E02002317,2961.0
2219,E02002318,2879.0
2220,E02002319,3082.0
