,GEOGRAPHY_CODE,1 room,2 rooms,3 rooms,4 rooms,5 rooms,6 rooms,7 rooms,8 rooms,9 or more rooms,Total: All households
2730,E02002856,0.028259991925716592,0.17581752119499394,0.14291481631005248,0.20044408558740412,0.29450948728300363,0.06863140896245458,0.04965684295518773,0.020589422688736373,0.019176423092450545,1
2731,E02002857,0.024029574861367836,0.13894023413431916,0.18114602587800369,0.34935304990757854,0.266173752310536,0.029574861367837338,0.006777572396796057,0.0018484288354898336,0.0021565003080714724,1
2732,E02002858,0.007125890736342043,0.07091957923311842,0.10892432982694265,0.0987444859178826,0.3807261621988463,0.1828978622327791,0.09093993892093655,0.039362063115032236,0.02035968781812012,1
2733,E02002860,0.004933255948926291,0.0983749274521184,0.13784097504352874,0.22315728380731284,0.4590829947765525,0.049042367962855486,0.01596053395240859,0.006674405107370864,0.004933255948926291,1
2734,E02002861,0.008954154727793696,0.07951289398280802,0.13252148997134672,0.38108882521489973,0.3660458452722063,0.02363896848137536,0.0053724928366762174,0.002507163323782235,0.00035816618911174784,1
2735,E02002862,0.004243281471004243,0.17906647807637907,0.20933521923620935,0.3241867043847242,0.2585572842998586,0.016973125884016973,0.004809052333804809,0.0014144271570014145,0.0014144271570014145,1
2736,E02002863,0.0003479471120389701,0.033054975643702154,0.1301322199025748,0.24565066109951286,0.2700069589422408,0.14509394572025053,0.09081419624217119,0.0441892832289492,0.0407098121085595,1
2737,E02002864,0.0014068655036578502,0.04727068092290377,0.18064153066966798,0.28812605514912776,0.2625211029825549,0.10917276308384918,0.07175014068655036,0.026449071468767585,0.012661789532920653,1
2738,E02002865,0.0005709391949757351,0.06051955466742792,0.18298601198972309,0.2514987153868113,0.21781330288324294,0.15957750499571796,0.08478447045389666,0.029688838138738224,0.012560662289466172,1
2739,E02002866,0.0006244146113019045,0.04464564470808617,0.11426787386824852,0.25007805182641274,0.26912269747112083,0.15579144551982516,0.09459881361223853,0.034342803621604745,0.03652825476116141,1
2740,E02002867,0.0008415147265077139,0.05862552594670407,0.16549789621318373,0.2420757363253857,0.20897615708274894,0.1517531556802244,0.09537166900420757,0.042636746143057506,0.03422159887798037,1
2741,E02002868,0.0003968253968253968,0.024206349206349207,0.20515873015873015,0.6206349206349207,0.0873015873015873,0.04484126984126984,0.012301587301587301,0.002777777777777778,0.002380952380952381,1
2742,E02002869,0.0003040437823046519,0.11280024323502584,0.37914259653390087,0.3438735177865613,0.1422924901185771,0.017026451809060504,0.002432350258437215,0.0003040437823046519,0.0018242626938279112,1
2743,E02002871,0.0002844950213371266,0.08933143669985776,0.24978662873399715,0.39800853485064014,0.22873399715504977,0.025889046941678522,0.0048364153627311526,0.001991465149359886,0.0011379800853485065,1
2744,E02002872,0.006126798082045818,0.15716568993074054,0.297815663292488,0.36068193926478426,0.13851891315929676,0.03383058071390517,0.0034629728289824187,0.0015982951518380393,0.0007991475759190197,1
2745,E02002873,0.004160166406656267,0.1001040041601664,0.19084763390535622,0.3949557982319293,0.28055122204888194,0.02262090483619345,0.00546021840873635,0.00078003120124805,0.0005200208008320333,1
2746,E02002874,0.0006514657980456026,0.0511400651465798,0.13485342019543975,0.4615635179153095,0.2762214983713355,0.04625407166123779,0.018241042345276872,0.004234527687296417,0.0068403908794788275,1
2747,E02002875,0.0002720348204570185,0.10065288356909684,0.22116430903155604,0.4929270946681175,0.1689336235038085,0.012513601741022852,0.002176278563656148,0.000544069640914037,0.0008161044613710555,1
2748,E02002876,0.001755926251097454,0.09306409130816505,0.2414398595258999,0.39508340649692714,0.21978343576236464,0.04067895815042435,0.004389815627743635,0.0026338893766461808,0.001170617500731636,1
2749,E02002877,0.014685885232526516,0.11367963013326081,0.27304868098993745,0.23660592874626055,0.26488985586075603,0.07070981778623878,0.015229806907805276,0.006799020940984498,0.004351373402230079,1
2750,E02002878,0.0,0.022770398481973434,0.038266919671094246,0.8070841239721696,0.09835547122074637,0.030676786843769767,0.0015812776723592662,0.0006325110689437065,0.0006325110689437065,1
2751,E02002879,0.010148514851485149,0.06707920792079208,0.2707920792079208,0.2829207920792079,0.3207920792079208,0.03811881188118812,0.007425742574257425,0.0019801980198019802,0.0007425742574257426,1
2752,E02002880,0.003107520198881293,0.031696706028589185,0.12026103169670603,0.7206339341205718,0.1124922311995028,0.00839030453697949,0.0027967681789931634,0.00031075201988812925,0.00031075201988812925,1
2753,E02002881,0.0010857763300760044,0.12233079985522982,0.18132464712269272,0.343467245747376,0.29388346000723853,0.03546869344914948,0.015924719507781397,0.006514657980456026,0.0,1
2754,E02002882,0.03038105046343975,0.19747682801235839,0.2615859938208033,0.15550978372811536,0.12770339855818744,0.10324407826982493,0.06719876416065912,0.02729145211122554,0.0296086508753862,1
2755,E02002883,0.0005714285714285715,0.10171428571428572,0.378,0.32142857142857145,0.164,0.02857142857142857,0.0034285714285714284,0.0014285714285714286,0.0008571428571428571,1
2756,E02002884,0.009137862534763607,0.14858959078267778,0.2951926897099722,0.2737385776718315,0.16686531585220502,0.049662296384584824,0.03098927294398093,0.013905442987683751,0.011918951132300357,1
2757,E02002885,0.015909090909090907,0.1564935064935065,0.3353896103896104,0.2655844155844156,0.12727272727272726,0.0775974025974026,0.011688311688311689,0.004545454545454545,0.00551948051948052,1
2758,E02002886,0.0010902153175252113,0.06350504224584355,0.18915235759062415,0.3218860724993186,0.36167893158898884,0.04279095121286454,0.013355137639683837,0.0035431997819569366,0.002998092123194331,1
2759,E02002887,0.000362844702467344,0.06894049346879536,0.3073294629898404,0.2532656023222061,0.34252539912917274,0.019593613933236574,0.006894049346879536,0.000362844702467344,0.000725689404934688,1
2760,E02002888,0.00029717682020802375,0.16196136701337296,0.2826151560178306,0.4404160475482912,0.099851411589896,0.011292719167904903,0.0014858841010401188,0.0005943536404160475,0.0014858841010401188,1
2761,E02002889,0.015700934579439253,0.27551401869158876,0.314392523364486,0.14093457943925233,0.08560747663551402,0.055700934579439254,0.055700934579439254,0.019065420560747663,0.037383177570093455,1
