,GEOGRAPHY_CODE,All persons,Female,Male
80,E02000084,1,0.75,0.25
81,E02000085,1,0.6666666666666666,0.3333333333333333
82,E02000086,1,0.4,0.6
83,E02000087,1,0.75,0.25
84,E02000088,1,0.6666666666666666,0.3333333333333333
85,E02000089,1,0.4444444444444444,0.5555555555555556
86,E02000090,1,0.875,0.125
87,E02000091,1,0.75,0.25
88,E02000092,1,0.5555555555555556,0.4444444444444444
89,E02000093,1,0.37254901960784315,0.6274509803921569
90,E02000094,1,0.5526315789473685,0.4473684210526316
91,E02000095,1,0.3770491803278688,0.6229508196721312
92,E02000096,1,0.36666666666666664,0.6333333333333333
93,E02000097,1,0.5135135135135135,0.4864864864864865
94,E02000098,1,0.6410256410256411,0.358974358974359
95,E02000099,1,0.5,0.5
96,E02000100,1,0.7010309278350515,0.29896907216494845
97,E02000101,1,0.3617021276595745,0.6382978723404256
98,E02000102,1,0.29411764705882354,0.7058823529411765
99,E02000103,1,0.6060606060606061,0.3939393939393939
100,E02000104,1,0.65625,0.34375
101,E02000105,1,0.42592592592592593,0.5740740740740741
102,E02000106,1,0.48,0.52
103,E02000107,1,0.4827586206896552,0.5172413793103449
104,E02000108,1,0.5454545454545454,0.45454545454545453
105,E02000110,1,0.5483870967741935,0.45161290322580644
106,E02000111,1,0.53125,0.46875
107,E02000112,1,0.3709677419354839,0.6290322580645161
108,E02000113,1,0.5263157894736842,0.47368421052631576
109,E02000114,1,0.6428571428571429,0.35714285714285715
110,E02000115,1,0.3333333333333333,0.6666666666666666
111,E02000116,1,0.3448275862068966,0.6551724137931034
112,E02000117,1,0.34615384615384615,0.6538461538461539
113,E02000118,1,0.5166666666666667,0.48333333333333334
114,E02000119,1,0.3225806451612903,0.6774193548387096
115,E02000120,1,0.45454545454545453,0.5454545454545454
116,E02000121,1,0.41025641025641024,0.5897435897435898
117,E02000122,1,0.5555555555555556,0.4444444444444444
118,E02000123,1,0.6041666666666666,0.3958333333333333
119,E02000124,1,0.6896551724137931,0.3103448275862069
120,E02000125,1,0.6774193548387096,0.3225806451612903
121,E02000126,1,0.5217391304347826,0.4782608695652174
122,E02000127,1,0.5,0.5
123,E02000128,1,1.0,0.0
124,E02000130,1,0.47619047619047616,0.5238095238095238
125,E02000131,1,0.7692307692307693,0.23076923076923078
126,E02000132,1,0.9090909090909091,0.09090909090909091
127,E02000133,1,0.7777777777777778,0.2222222222222222
128,E02000134,1,0.6538461538461539,0.34615384615384615
129,E02000135,1,0.5625,0.4375
130,E02000136,1,0.7857142857142857,0.21428571428571427
131,E02000137,1,0.5,0.5
132,E02000138,1,0.625,0.375
133,E02000139,1,0.6086956521739131,0.391304347826087
134,E02000140,1,0.75,0.25
135,E02000141,1,0.375,0.625
136,E02000142,1,0.6153846153846154,0.38461538461538464
137,E02000144,1,0.6,0.4
138,E02000145,1,0.25,0.75
139,E02000146,1,0.7619047619047619,0.23809523809523808
140,E02000147,1,0.6,0.4
141,E02000148,1,0.7692307692307693,0.23076923076923078
142,E02000149,1,0.8571428571428571,0.14285714285714285
143,E02000150,1,0.8571428571428571,0.14285714285714285
144,E02000151,1,1.0,0.0
145,E02000152,1,1.0,0.0
146,E02000153,1,0.7,0.3
147,E02000154,1,0.5,0.5
148,E02000155,1,0.42857142857142855,0.5714285714285714
149,E02000156,1,0.35714285714285715,0.6428571428571429
150,E02000157,1,0.8181818181818182,0.18181818181818182
151,E02000158,1,0.5555555555555556,0.4444444444444444
152,E02000159,1,0.8888888888888888,0.1111111111111111
153,E02000160,1,0.3333333333333333,0.6666666666666666
154,E02000161,1,0.5833333333333334,0.4166666666666667
155,E02000162,1,0.5714285714285714,0.42857142857142855
156,E02000163,1,0.7,0.3
157,E02000166,1,0.75,0.25
158,E02000167,1,0.5714285714285714,0.42857142857142855
159,E02000168,1,0.5294117647058824,0.47058823529411764
160,E02000169,1,0.5517241379310345,0.4482758620689655
161,E02000170,1,0.5254237288135594,0.4745762711864407
162,E02000171,1,0.5,0.5
163,E02000172,1,0.647887323943662,0.352112676056338
164,E02000173,1,0.7021276595744681,0.2978723404255319
165,E02000174,1,0.5769230769230769,0.4230769230769231
166,E02000175,1,0.6515151515151515,0.3484848484848485
167,E02000176,1,0.7391304347826086,0.2608695652173913
168,E02000177,1,0.8333333333333334,0.16666666666666666
169,E02000178,1,0.56,0.44
170,E02000179,1,0.375,0.625
171,E02000180,1,0.6296296296296297,0.37037037037037035
172,E02000181,1,0.6,0.4
173,E02000182,1,0.5657894736842105,0.4342105263157895
174,E02000183,1,0.5625,0.4375
175,E02000184,1,0.6130434782608696,0.3869565217391304
176,E02000185,1,0.5263157894736842,0.47368421052631576
177,E02000186,1,0.5952380952380952,0.40476190476190477
178,E02000187,1,0.6141078838174274,0.38589211618257263
179,E02000188,1,0.5792349726775956,0.4207650273224044
180,E02000191,1,0.6027397260273972,0.3972602739726027
181,E02000192,1,0.575,0.425
182,E02000193,1,0.592896174863388,0.40710382513661203
183,E02000194,1,0.38461538461538464,0.6153846153846154
184,E02000195,1,0.631578947368421,0.3684210526315789
185,E02000196,1,0.5238095238095238,0.47619047619047616
186,E02000197,1,0.6571428571428571,0.34285714285714286
187,E02000198,1,0.3076923076923077,0.6923076923076923
188,E02000199,1,0.5333333333333333,0.4666666666666667
189,E02000200,1,0.3333333333333333,0.6666666666666666
190,E02000201,1,0.6666666666666666,0.3333333333333333
191,E02000202,1,0.4074074074074074,0.5925925925925926
192,E02000203,1,0.4230769230769231,0.5769230769230769
193,E02000204,1,0.6129032258064516,0.3870967741935484
194,E02000206,1,0.4,0.6
195,E02000207,1,0.4166666666666667,0.5833333333333334
196,E02000208,1,0.5666666666666667,0.43333333333333335
197,E02000209,1,0.3333333333333333,0.6666666666666666
198,E02000210,1,0.7272727272727273,0.2727272727272727
199,E02000211,1,0.3125,0.6875
200,E02000212,1,0.375,0.625
201,E02000213,1,0.5230769230769231,0.47692307692307695
202,E02000214,1,0.6666666666666666,0.3333333333333333
203,E02000215,1,0.5609756097560976,0.43902439024390244
204,E02000216,1,0.6129032258064516,0.3870967741935484
205,E02000217,1,0.5945945945945946,0.40540540540540543
206,E02000218,1,0.625,0.375
207,E02000219,1,0.5,0.5
208,E02000221,1,0.42857142857142855,0.5714285714285714
209,E02000222,1,0.42105263157894735,0.5789473684210527
210,E02000223,1,0.42857142857142855,0.5714285714285714
211,E02000224,1,0.6,0.4
212,E02000225,1,0.25,0.75
213,E02000226,1,0.2222222222222222,0.7777777777777778
214,E02000227,1,1.0,0.0
215,E02000228,1,0.8888888888888888,0.1111111111111111
216,E02000229,1,0.6,0.4
217,E02000230,1,0.7333333333333333,0.26666666666666666
218,E02000231,1,0.4166666666666667,0.5833333333333334
219,E02000232,1,0.4444444444444444,0.5555555555555556
220,E02000233,1,0.4,0.6
221,E02000234,1,0.7692307692307693,0.23076923076923078
222,E02000235,1,1.0,0.0
223,E02000236,1,0.8125,0.1875
224,E02000237,1,0.3333333333333333,0.6666666666666666
225,E02000238,1,0.46875,0.53125
226,E02000239,1,0.43243243243243246,0.5675675675675675
227,E02000240,1,0.4444444444444444,0.5555555555555556
228,E02000241,1,0.47368421052631576,0.5263157894736842
229,E02000242,1,0.4444444444444444,0.5555555555555556
230,E02000243,1,0.5555555555555556,0.4444444444444444
231,E02000244,1,0.5238095238095238,0.47619047619047616
232,E02000245,1,0.6,0.4
233,E02000246,1,0.45454545454545453,0.5454545454545454
234,E02000247,1,0.5769230769230769,0.4230769230769231
235,E02000248,1,0.5555555555555556,0.4444444444444444
236,E02000249,1,0.6875,0.3125
237,E02000250,1,0.5333333333333333,0.4666666666666667
238,E02000251,1,0.5135135135135135,0.4864864864864865
239,E02000252,1,0.5986622073578596,0.4013377926421405
240,E02000253,1,0.6,0.4
241,E02000254,1,0.5151515151515151,0.48484848484848486
242,E02000255,1,0.45454545454545453,0.5454545454545454
243,E02000256,1,0.6578947368421053,0.34210526315789475
244,E02000258,1,0.39285714285714285,0.6071428571428571
245,E02000259,1,0.7857142857142857,0.21428571428571427
246,E02000260,1,0.4772727272727273,0.5227272727272727
247,E02000261,1,0.5081967213114754,0.4918032786885246
248,E02000262,1,0.7586206896551724,0.2413793103448276
249,E02000263,1,0.5108695652173914,0.4891304347826087
250,E02000264,1,0.5945945945945946,0.40540540540540543
251,E02000265,1,0.22727272727272727,0.7727272727272727
252,E02000266,1,0.6,0.4
253,E02000267,1,0.7272727272727273,0.2727272727272727
254,E02000268,1,0.5428571428571428,0.45714285714285713
255,E02000269,1,0.7333333333333333,0.26666666666666666
256,E02000270,1,0.5161290322580645,0.4838709677419355
257,E02000271,1,0.696969696969697,0.30303030303030304
258,E02000272,1,0.625,0.375
259,E02000275,1,0.4230769230769231,0.5769230769230769
260,E02000276,1,0.5333333333333333,0.4666666666666667
261,E02000277,1,0.5882352941176471,0.4117647058823529
262,E02000278,1,0.8235294117647058,0.17647058823529413
263,E02000279,1,0.7058823529411765,0.29411764705882354
264,E02000280,1,0.75,0.25
265,E02000281,1,0.375,0.625
266,E02000282,1,0.5333333333333333,0.4666666666666667
267,E02000283,1,0.5,0.5
268,E02000284,1,0.5625,0.4375
269,E02000285,1,0.6666666666666666,0.3333333333333333
270,E02000286,1,0.6470588235294118,0.35294117647058826
271,E02000287,1,0.5652173913043478,0.43478260869565216
272,E02000288,1,0.559322033898305,0.4406779661016949
273,E02000289,1,0.5714285714285714,0.42857142857142855
274,E02000290,1,0.5714285714285714,0.42857142857142855
275,E02000291,1,0.68,0.32
276,E02000292,1,0.47058823529411764,0.5294117647058824
277,E02000293,1,0.75,0.25
278,E02000294,1,0.5,0.5
279,E02000295,1,0.2222222222222222,0.7777777777777778
280,E02000296,1,0.5588235294117647,0.4411764705882353
281,E02000297,1,0.45,0.55
282,E02000298,1,0.5555555555555556,0.4444444444444444
