,GEOGRAPHY_CODE,Apprenticeship,Level 1 and entry level qualifications,Level 2 qualifications,Level 3 qualifications,Level 4 qualifications or above,No qualifications,Other qualifications,Total: All usual residents aged 16 years and over
3100,E02003246,0.052570093457943924,0.15926791277258567,0.13006230529595014,0.11305815160955347,0.16796469366562825,0.3303478712357217,0.04672897196261682,7704.0
3101,E02003247,0.06084926309645411,0.1335181672260324,0.1482562381438786,0.1362906756165183,0.24047862250109442,0.23303662629505326,0.04757040712096892,6853.0
3102,E02003248,0.04806699552598371,0.1364001376620397,0.1257313295858667,0.12653435815073993,0.21681771251577378,0.29941493633130667,0.04703453022828955,8717.0
3103,E02003249,0.06080033088615448,0.12418570985420328,0.13897218488263882,0.13555992141453832,0.22221073311963602,0.27236066590838587,0.04591045393444318,9671.0
3104,E02003250,0.046550639547074855,0.12696582092681905,0.09949674984273432,0.10106940658418956,0.2601174250366953,0.31568462990144686,0.05011532816104005,9538.0
3105,E02003251,0.044300876788186436,0.08983233348715582,0.13474850023073373,0.13505614520842948,0.3948623288724812,0.1687432702661129,0.032456545146900474,6501.0
3106,E02003252,0.046526315789473686,0.10778947368421053,0.13147368421052633,0.1425263157894737,0.3217894736842105,0.2128421052631579,0.03705263157894737,9500.0
3107,E02003253,0.056815410875396245,0.11741038771031456,0.14313582053157767,0.152401853206535,0.26627651792245793,0.22579858571080225,0.038161424042916364,8202.0
3108,E02003254,0.055483198749674396,0.0988538681948424,0.148866892419901,0.18246939307111226,0.3510028653295129,0.14040114613180515,0.022922636103151862,7678.0
3109,E02003255,0.05999059708509638,0.12336624353549601,0.15129290079924776,0.1752703338034791,0.25096379877762104,0.20235072872590504,0.03676539727315468,10635.0
3110,E02003257,0.056001106194690266,0.144358407079646,0.1580475663716814,0.14408185840707965,0.19275442477876106,0.263412610619469,0.041344026548672565,7232.0
3111,E02003258,0.061592670894996475,0.10443974630021141,0.1276955602536998,0.16109936575052855,0.34545454545454546,0.1653276955602537,0.03439041578576462,7095.0
3112,E02003259,0.06120114394661583,0.12144899904671115,0.14966634890371783,0.1546234509056244,0.27721639656816016,0.1998093422306959,0.036034318398474735,5245.0
3113,E02003260,0.044981640146878825,0.13678090575275398,0.14351285189718482,0.14259485924112608,0.2484700122399021,0.24479804161566707,0.03886168910648715,6536.0
3114,E02003261,0.06270311603899828,0.09864270693939974,0.13840565857388645,0.14375836360160582,0.29860447333205886,0.21582871343911297,0.04205696807493787,5231.0
3115,E02003262,0.04964121868015527,0.1297494412422068,0.13539583578402542,0.14292436183978355,0.27761439830608164,0.23173744265380544,0.03293730149394189,8501.0
3116,E02003263,0.051708497127305714,0.11269025299868965,0.1279104928938615,0.148271343614555,0.2892853542989618,0.23112589456707994,0.039008164499546416,9921.0
3117,E02003264,0.042066517681083215,0.0879453135270146,0.12409622715919548,0.15945839358485606,0.4069935585644801,0.15314841593269357,0.02629157355067701,7607.0
3118,E02003265,0.0720164609053498,0.11743092298647854,0.1424162257495591,0.18592004703115814,0.26513815402704294,0.19047619047619047,0.026601998824221047,6804.0
3119,E02003266,0.0502452605064298,0.12183481373458836,0.14503513191038048,0.14172080074241017,0.26143444252949755,0.24393477396261434,0.03579477661407928,7543.0
3120,E02003267,0.028771531326897595,0.11253075903842513,0.12994510694681052,0.1384629945106947,0.2738027635812985,0.2680295286768881,0.04845731591898542,10566.0
3121,E02003268,0.03667167059832726,0.1054042461934377,0.12577739652584174,0.14443491314604331,0.299270855672314,0.24437057688183572,0.0440703409822003,9326.0
3122,E02003269,0.0569277816984239,0.10538696777228887,0.1290284638908492,0.16019760056457305,0.32909903552105385,0.18278052223006352,0.03657962832274759,8502.0
3123,E02003270,0.0474888473161606,0.10979997121888041,0.12160023024895668,0.12347100302201755,0.3465246798100446,0.21629011368542236,0.034825154698517775,6949.0
3124,E02003271,0.062005116335729075,0.11828480935558533,0.14240467779266658,0.1770008527226215,0.30917285905713243,0.161530028018029,0.029601656718236082,8209.0
3125,E02003272,0.02471089470480828,0.1169811320754717,0.12878880097382836,0.13536214242239805,0.24029214850882533,0.3112598904443092,0.0426049908703591,8215.0
3126,E02003273,0.05256921253904988,0.11795755682430249,0.13217709792093074,0.14542712485187978,0.3113217709792093,0.2065065172896693,0.034040719594958524,9283.0
3127,E02003274,0.03145556751584739,0.12450663796196627,0.11840688912809473,0.11589522784355938,0.25427580432962565,0.3031933979189092,0.05226647530199737,8361.0
3128,E02003276,0.04050670201797025,0.12800117837678598,0.10855796140816026,0.12299307703638239,0.26852261010458095,0.278391515687141,0.05302695536897923,6789.0
3129,E02003277,0.04845206583036023,0.12832316722292553,0.13131545632408792,0.1390263551616987,0.2457129704223731,0.26355161698699503,0.04361836805155944,8689.0
3130,E02003278,0.05082339579784213,0.10117357561991293,0.10297179632784403,0.1264433087261026,0.343081582434223,0.22600795002839297,0.04949839106568238,10566.0
3131,E02003279,0.06943919344675488,0.13282923755513548,0.16836798991808444,0.1749212350346566,0.20138626339004412,0.2207939508506616,0.032262129804662885,7935.0
3132,E02003280,0.06350688769554051,0.13448517394349754,0.16121877188886294,0.16682232080317536,0.21748774223674994,0.22717721223441514,0.02930189119775858,8566.0
3133,E02003281,0.06293441172753697,0.11386326298496145,0.15569316314924808,0.16011626437507898,0.23872109187413118,0.23631997978010869,0.03235182610893467,7913.0
3134,E02003282,0.05439086885627766,0.12252504076403448,0.1574656417423713,0.16340554390868856,0.2886093640810622,0.1861169345446075,0.027486606102958305,8586.0
3135,E02003283,0.048649880369146636,0.1155292241084653,0.16098894838783184,0.17523071664577874,0.26273214082260454,0.2094109604648513,0.027458129201321638,8777.0
3136,E02003284,0.04771035416196707,0.13895781637717122,0.16444845477103542,0.17978795398150238,0.22388901421159485,0.2148657793819084,0.030340627114820662,8866.0
3137,E02003285,0.045501197399931574,0.11859961227049835,0.15554795301630744,0.18702246550347817,0.29672710685368914,0.1660394571786977,0.03056220777739765,8769.0
3138,E02003286,0.0457681082515256,0.09445476253648183,0.16688776863889626,0.19209339347306978,0.35752188909525073,0.1162111966038737,0.027062881400902097,7538.0
3139,E02003287,0.04701116975573831,0.12507671535534554,0.16680986866331166,0.15551736835645022,0.24818951761384558,0.22646372897999265,0.030931631275316066,8147.0
3140,E02003288,0.04259674432205868,0.12077200506872014,0.152841407544595,0.16531825714007214,0.2715664294765572,0.216005458621698,0.03089969782629886,10259.0
3141,E02003289,0.04084386115540292,0.09567030540905189,0.1547896479823378,0.18741567521157856,0.383417147062431,0.11603090886790139,0.021832454311296455,8153.0
3142,E02003290,0.04486408467644936,0.10019244647582391,0.1397642530671157,0.16514313206639403,0.3427952850613423,0.18186191965359635,0.025378878999278327,8314.0
3143,E02003291,0.05093180855569674,0.13564167725540024,0.1693138500635324,0.17280813214739518,0.21601016518424396,0.22702244811520542,0.028271918678526048,9444.0
3144,E02003292,0.05155611442942471,0.1344440951482762,0.15571623179293723,0.1656711725872367,0.23682280205386147,0.22655349470816305,0.0292360892801006,9543.0
3145,E02003293,0.049292188613911804,0.10479682248701497,0.13942356655463897,0.18056828597616864,0.31113147978409206,0.18525308076178837,0.02953457582238517,9819.0
3146,E02003294,0.05105885409899961,0.11757827725087697,0.15499545277380797,0.17708197999220476,0.2951799402364558,0.16850721060153306,0.035598285046121864,7697.0
3147,E02003295,0.04957349486957597,0.13153665471628137,0.16825318333539374,0.16961305476573124,0.24836197304982074,0.2029917171467425,0.029669922116454445,8089.0
3148,E02003296,0.06539371409259885,0.13568773234200743,0.18316998986143967,0.18333896586684692,0.19161879013180128,0.21290976681311255,0.027881040892193308,5918.0
3149,E02003297,0.06368885869565218,0.13671875,0.18189538043478262,0.1827445652173913,0.15760869565217392,0.24507472826086957,0.03226902173913043,5888.0
3150,E02003298,0.06601340897369778,0.12188413271445762,0.18222451435447826,0.17534811758638474,0.17448856799037304,0.24565927454014097,0.034381983840467596,5817.0
3151,E02003299,0.061197916666666664,0.12239583333333333,0.15904017857142858,0.17950148809523808,0.25390625,0.19475446428571427,0.029203869047619048,5376.0
3152,E02003300,0.05423299056205099,0.12396112128468799,0.18213832934216087,0.1958022256655867,0.2329905620509931,0.18453303282152417,0.026341738272996195,7099.0
3153,E02003301,0.046180593284798434,0.11691839617516027,0.1540801912419863,0.15723133760730196,0.27795284146473975,0.2172117787677931,0.030424861458220147,9203.0
3154,E02003302,0.04235472078658767,0.13059372242531198,0.161225261565612,0.15819992436657002,0.22715240136140175,0.24946426320433632,0.03100970629018026,7933.0
3155,E02003303,0.04860068259385666,0.12819112627986348,0.16027303754266212,0.15754266211604095,0.24832764505119453,0.22976109215017065,0.027303754266211604,7325.0
3156,E02003304,0.05711305254922415,0.1288303559786152,0.15021515191028817,0.16168992045899075,0.21893336810535924,0.25244490807145653,0.03077324292606598,7669.0
