,GEOGRAPHY_CODE,Occupancy rating of bedrooms: +1,Occupancy rating of bedrooms: +2 or more,Occupancy rating of bedrooms: -1,Occupancy rating of bedrooms: -2 or less,Occupancy rating of bedrooms: 0,Total: All households
5723,E02005962,0.30886998784933173,0.5083839611178614,0.012393681652490888,0.0014580801944106927,0.16889428918590524,4115.0
5724,E02005963,0.3272946859903382,0.4344806763285024,0.0160024154589372,0.0024154589371980675,0.21980676328502416,3312.0
5725,E02005964,0.3046618516086671,0.5476034143138543,0.010833880499015102,0.0016414970453053185,0.13525935653315824,3046.0
5726,E02005965,0.3015397775876818,0.5265183917878529,0.01240376390076989,0.00213857998289136,0.15739948674080412,2338.0
5727,E02005966,0.4118883218252777,0.3251275893125188,0.01621134794356049,0.0021014710297208045,0.24467126988892224,3331.0
5728,E02005967,0.36794219962536795,0.3443938988493444,0.02702702702702703,0.0021407546160021407,0.2584961198822585,3737.0
5729,E02005968,0.35510771369006255,0.4642112578179291,0.009728978457261988,0.002779708130646282,0.16817234190410008,2878.0
5730,E02005969,0.34048640915593703,0.4039103481163567,0.01692894611349547,0.0026227944682880307,0.23605150214592274,4194.0
5731,E02005970,0.34989733059548256,0.24353182751540042,0.03655030800821355,0.004928131416837783,0.3650924024640657,2435.0
5732,E02005971,0.3828395536744902,0.37591381300500193,0.024240092343208928,0.0034628703347441324,0.21354367064255483,2599.0
5733,E02005972,0.32740434332988627,0.48500517063081694,0.01592554291623578,0.0006204756980351603,0.17104446742502585,4835.0
5734,E02005973,0.3532159540064678,0.39453826805605463,0.020481494789795184,0.001437297879985627,0.23032698526769674,2783.0
5735,E02005974,0.32798573975044565,0.4370766488413547,0.01675579322638146,0.0017825311942959,0.21639928698752228,2805.0
5736,E02005975,0.2684789248625534,0.5989615149664019,0.007025045815516188,0.0009163103237629811,0.12461820403176542,3274.0
5737,E02005976,0.2208111429741909,0.6706267922982384,0.006554690700532569,0.0008193363375665711,0.10118803768947153,2441.0
5738,E02005977,0.3022508038585209,0.5590836012861736,0.011254019292604502,0.0012057877813504824,0.12620578778135047,2488.0
5739,E02005978,0.27397708674304416,0.5793780687397708,0.014075286415711947,0.0022913256955810145,0.13027823240589198,3055.0
5740,E02005979,0.2999512670565302,0.4775828460038986,0.01583820662768031,0.003167641325536062,0.20346003898635479,4104.0
5741,E02005980,0.31742243436754175,0.4840095465393795,0.011694510739856803,0.0016706443914081145,0.18520286396181385,4190.0
5742,E02005981,0.28789592760180993,0.5475113122171946,0.010746606334841629,0.0008484162895927602,0.1529977375565611,3536.0
5743,E02005982,0.3234445817882159,0.44870210135970334,0.019777503090234856,0.0012360939431396785,0.20683971981870622,2427.0
5744,E02005983,0.3314917127071823,0.3016969218626677,0.022888713496448304,0.0015785319652722968,0.34234411996842934,5068.0
5745,E02005984,0.2746308724832215,0.5884563758389262,0.009395973154362415,0.00026845637583892615,0.127248322147651,3725.0
5746,E02005985,0.2975839717147908,0.41514437242192104,0.022981732469063054,0.0011785503830288745,0.26311137301119625,3394.0
5747,E02005986,0.3445993854880643,0.4169227133065469,0.01630820137083432,0.0009454029780193808,0.2212242968565351,4231.0
5748,E02005987,0.29043853342918763,0.48334531512101603,0.014857416726575605,0.0014378145219266715,0.20992092020129402,4173.0
5749,E02005988,0.31150117893633744,0.4810060256746136,0.015981137018600995,0.0007859575582918522,0.19072570081215615,3817.0
5750,E02005991,0.30900134348410213,0.45790416480071655,0.012763098969995522,0.0013434841021047917,0.21898790864308107,4466.0
5751,E02005992,0.3088157663206053,0.47457328875593874,0.011789547774062995,0.0008798169980644026,0.20394158015132852,5683.0
5752,E02005993,0.3666564134112581,0.40110735158412797,0.01445709012611504,0.0012303906490310674,0.21654875422946784,3251.0
5753,E02005994,0.32084309133489464,0.5257611241217799,0.01405152224824356,0.00039032006245121,0.13895394223263074,2562.0
5754,E02005995,0.31256870648589224,0.5258336386954928,0.011359472334188348,0.001832172957127153,0.14840600952729938,2729.0
5755,E02005996,0.3094747682801236,0.4933058702368692,0.01184346035015448,0.000772399588053553,0.18460350154479918,3884.0
