,GEOGRAPHY_CODE,All persons,Female,Male
0,E02000001,8583.0,0.4498427123383432,0.5501572876616567
1,E02000002,8281.0,0.5267479772974278,0.47325202270257216
2,E02000003,11542.0,0.5054583261133252,0.49454167388667475
3,E02000004,6640.0,0.511144578313253,0.488855421686747
4,E02000005,11082.0,0.512542862299224,0.48745713770077603
5,E02000007,10162.0,0.5266679787443417,0.4733320212556583
6,E02000008,13250.0,0.5173584905660378,0.4826415094339623
7,E02000009,12864.0,0.5099502487562189,0.4900497512437811
8,E02000010,9485.0,0.5241960991038482,0.4758039008961518
9,E02000011,7031.0,0.513298250604466,0.48670174939553407
10,E02000012,11511.0,0.5012596646685779,0.4987403353314221
11,E02000013,9398.0,0.5183017663332624,0.4816982336667376
12,E02000014,9865.0,0.5192093258996452,0.4807906741003548
13,E02000015,8228.0,0.5192027224112785,0.48079727758872143
14,E02000016,10568.0,0.5059613928841786,0.49403860711582137
15,E02000017,9133.0,0.48384977553925324,0.5161502244607468
16,E02000018,9552.0,0.5132956448911222,0.4867043551088777
17,E02000019,9663.0,0.5185760115906033,0.48142398840939665
18,E02000020,14055.0,0.5057986481679118,0.49420135183208824
19,E02000021,8759.0,0.5133006050919054,0.48669939490809455
20,E02000022,7741.0,0.5120785428239245,0.48792145717607543
21,E02000023,8019.0,0.5211372989150767,0.4788627010849233
22,E02000024,10841.0,0.5194170279494511,0.48058297205054884
23,E02000025,8582.0,0.5244698205546493,0.47553017944535075
24,E02000026,6457.0,0.5147901502245625,0.4852098497754375
25,E02000027,9646.0,0.5223927016379847,0.4776072983620153
26,E02000028,6533.0,0.5115567120771468,0.4884432879228532
27,E02000029,9678.0,0.5090927877660674,0.49090721223393263
28,E02000030,9457.0,0.5131648514328011,0.4868351485671989
29,E02000031,8331.0,0.525147041171528,0.47485295882847195
30,E02000032,7939.0,0.5081244489230382,0.49187555107696185
31,E02000033,8891.0,0.5170397030705207,0.4829602969294792
32,E02000034,9087.0,0.5234951028942445,0.4765048971057555
33,E02000035,8530.0,0.5159437280187573,0.4840562719812427
34,E02000036,11244.0,0.5112059765208111,0.4887940234791889
35,E02000037,10835.0,0.5156437471158284,0.48435625288417167
36,E02000038,10719.0,0.5172124265323258,0.4827875734676742
37,E02000039,7168.0,0.5125558035714286,0.48744419642857145
38,E02000040,9139.0,0.5189845716161505,0.4810154283838494
39,E02000041,9455.0,0.518244315177155,0.48175568482284503
40,E02000042,11559.0,0.5091270871182628,0.4908729128817372
41,E02000043,7570.0,0.5137384412153236,0.48626155878467636
42,E02000044,8844.0,0.5197874265038445,0.4802125734961556
43,E02000045,10524.0,0.5230900798175598,0.47690992018244016
44,E02000046,6962.0,0.5182418845159437,0.4817581154840563
45,E02000047,12397.0,0.5147213035411793,0.48527869645882066
46,E02000048,10283.0,0.5249440824662064,0.4750559175337936
47,E02000049,10532.0,0.5220281048233953,0.47797189517660466
48,E02000050,10378.0,0.5106957024474851,0.4893042975525149
49,E02000051,9160.0,0.5246724890829695,0.47532751091703057
50,E02000052,9849.0,0.5279723829830439,0.47202761701695606
51,E02000054,7631.0,0.5045210326300615,0.4954789673699384
52,E02000055,11725.0,0.5072921108742005,0.49270788912579955
53,E02000056,9130.0,0.5311062431544359,0.46889375684556406
54,E02000057,8013.0,0.5051790839885186,0.4948209160114813
55,E02000058,10227.0,0.5318275154004107,0.4681724845995893
56,E02000059,11626.0,0.5076552554618957,0.49234474453810423
57,E02000060,11558.0,0.4973178750648901,0.5026821249351099
58,E02000061,8346.0,0.5132997843278218,0.4867002156721783
59,E02000062,6958.0,0.5127910319057201,0.48720896809428
60,E02000063,7584.0,0.5179324894514767,0.4820675105485232
61,E02000064,6676.0,0.5188735769922109,0.4811264230077891
62,E02000065,8062.0,0.5140163731084099,0.4859836268915902
63,E02000066,9430.0,0.5167550371155886,0.48324496288441143
64,E02000067,10231.0,0.5107027661030202,0.48929723389697977
65,E02000068,8176.0,0.5287426614481409,0.4712573385518591
66,E02000069,7212.0,0.5199667221297837,0.4800332778702163
67,E02000070,8111.0,0.5223770188632721,0.4776229811367279
68,E02000071,7672.0,0.5151199165797706,0.4848800834202294
69,E02000072,12924.0,0.5282420303311668,0.47175796966883315
70,E02000073,10726.0,0.5135185530486668,0.4864814469513332
71,E02000074,8861.0,0.5265771357634579,0.4734228642365422
72,E02000075,7986.0,0.5175306786877035,0.48246932131229653
73,E02000077,8140.0,0.5245700245700246,0.47542997542997545
74,E02000078,7933.0,0.515819992436657,0.484180007563343
75,E02000079,8770.0,0.5282782212086659,0.4717217787913341
76,E02000080,10065.0,0.5113760556383508,0.4886239443616493
77,E02000081,8306.0,0.5220322658319287,0.47796773416807126
78,E02000082,9336.0,0.5036418166238218,0.4963581833761782
79,E02000083,11270.0,0.5161490683229814,0.48385093167701865
80,E02000084,11115.0,0.5143499775078723,0.48565002249212774
81,E02000085,7961.0,0.5241803793493279,0.475819620650672
82,E02000086,7178.0,0.51797157982725,0.48202842017275005
83,E02000087,8209.0,0.5110244853209892,0.48897551467901085
84,E02000088,7750.0,0.5134193548387097,0.48658064516129035
85,E02000089,7869.0,0.5083238022620409,0.49167619773795906
86,E02000090,9638.0,0.5334094210417099,0.4665905789582901
87,E02000091,10164.0,0.5291223927587564,0.4708776072412436
88,E02000092,6753.0,0.5341329779357322,0.4658670220642677
89,E02000093,11877.0,0.4962532626084028,0.5037467373915973
90,E02000094,10462.0,0.4981839036513095,0.5018160963486905
91,E02000095,10461.0,0.4914444125800593,0.5085555874199408
92,E02000096,7632.0,0.5066823899371069,0.4933176100628931
93,E02000097,9532.0,0.5010490977759127,0.4989509022240873
94,E02000098,8744.0,0.5109789569990851,0.4890210430009149
95,E02000099,9560.0,0.4884937238493724,0.5115062761506276
96,E02000100,8319.0,0.517249669431422,0.48275033056857797
97,E02000101,9937.0,0.5236993056254403,0.47630069437455974
98,E02000102,8328.0,0.49723823246878,0.5027617675312199
99,E02000103,9973.0,0.5212072596009225,0.4787927403990775
100,E02000104,7505.0,0.4954030646235843,0.5045969353764157
101,E02000105,9844.0,0.49461600975213327,0.5053839902478667
102,E02000106,10353.0,0.49859943977591037,0.5014005602240896
103,E02000107,10937.0,0.5085489622382737,0.4914510377617263
104,E02000108,7259.0,0.5019975203196032,0.49800247968039674
105,E02000110,8175.0,0.5087461773700306,0.4912538226299694
106,E02000111,11284.0,0.4873271889400922,0.5126728110599078
107,E02000112,11749.0,0.49119073963741594,0.508809260362584
108,E02000113,9630.0,0.5271028037383177,0.47289719626168225
109,E02000114,8996.0,0.5083370386838595,0.4916629613161405
110,E02000115,8622.0,0.5055671537926235,0.4944328462073765
111,E02000116,8549.0,0.5285998362381565,0.4714001637618435
112,E02000117,12733.0,0.5396999921463913,0.46030000785360875
113,E02000118,11294.0,0.4931822206481318,0.5068177793518682
114,E02000119,10624.0,0.5232492469879518,0.47675075301204817
115,E02000120,9017.0,0.5254519241432849,0.4745480758567151
116,E02000121,12240.0,0.5003267973856209,0.4996732026143791
117,E02000122,8177.0,0.5196282255105784,0.48037177448942153
118,E02000123,13578.0,0.5260715863897482,0.4739284136102519
119,E02000124,9954.0,0.5355635925256178,0.46443640747438214
120,E02000125,9941.0,0.530127753747108,0.4698722462528921
