,GEOGRAPHY_CODE,Aged 10 to 14 years,Aged 15 to 19 years,Aged 20 to 24 years,Aged 25 to 29 years,Aged 30 to 34 years,Aged 35 to 39 years,Aged 4 years and under,Aged 40 to 44 years,Aged 45 to 49 years,Aged 5 to 9 years,Aged 50 to 54 years,Aged 55 to 59 years,Aged 60 to 64 years,Aged 65 to 69 years,Aged 70 to 74 years,Aged 75 to 79 years,Aged 80 to 84 years,Aged 85 years and over,Total
10,E02000012,0.07498479450864541,0.07507168303067165,0.08028499435224606,0.0790685550438787,0.07385524372230429,0.07263880441393691,0.06455817186549657,0.07463724042054044,0.06638283082804762,0.0773307846033539,0.06507950299765401,0.050916673907376836,0.04161960205056912,0.030671648275262836,0.027022330350160745,0.01789903553740551,0.013380832392041011,0.014597271700408376,1
11,E02000013,0.08584193170939262,0.07041804063397511,0.05658972449739389,0.06722689075630252,0.07339644718646952,0.08233166684395277,0.07456653547494947,0.07882140197851292,0.07243910222316775,0.08190618019359643,0.05946175938729922,0.05595149452185938,0.04329326667375811,0.03212424210190405,0.029571322199765982,0.014572917774704819,0.011169024571854059,0.010318051271141368,1
12,E02000014,0.08211678832116788,0.06761962692619627,0.05809002433090024,0.06640308191403083,0.07755474452554745,0.08100162206001622,0.0681265206812652,0.0722830494728305,0.07319545823195459,0.08252230332522303,0.06538929440389295,0.056163828061638284,0.044505271695052716,0.031326034063260344,0.02929845904298459,0.018957826439578263,0.012773722627737226,0.01267234387672344,1
13,E02000015,0.08932912007778318,0.06514341273699563,0.056514341273699566,0.07231404958677685,0.08276616431696646,0.07851239669421488,0.08252309188138066,0.07122022362664074,0.06903257170636849,0.08070004861448711,0.07194944093339815,0.051409820126397665,0.040228488089450655,0.028439474963539133,0.023091881380651436,0.015070491006319884,0.011789013125911522,0.009965969859017987,1
14,E02000016,0.07306454665909522,0.06227522241150861,0.05877342419080068,0.08991103539655498,0.11290933181904221,0.11196289986749952,0.09644141586219951,0.08073064546659095,0.06246450880181715,0.09880749574105621,0.05347340526216165,0.03634298693923907,0.028771531326897595,0.012587544955517699,0.0089911035396555,0.006057164489873178,0.00416430058678781,0.002271436683702442,1
15,E02000017,0.06458675424192666,0.06808976464148878,0.07049808429118774,0.0742200328407225,0.09118773946360154,0.09655172413793103,0.07246852764094143,0.0810071154898741,0.07082649151614669,0.06841817186644773,0.06644772851669403,0.04915161466885605,0.043130815544608646,0.03097974822112753,0.019813902572523263,0.012260536398467433,0.011056376573617953,0.009304871373836891,1
16,E02000018,0.08667434313828117,0.06825081126347744,0.061027949335287345,0.06762273631320004,0.0796608395268502,0.08091698942740501,0.0796608395268502,0.0878258138804564,0.0689835653721344,0.08541819323772637,0.05977179943473254,0.04993195854705328,0.04197634251020622,0.02763529781220559,0.021563906626190725,0.013084894797445828,0.011619386580131896,0.008374332670365331,1
17,E02000019,0.09065507606333437,0.0688192072855221,0.05847045431025561,0.06664596916071613,0.0811342233260892,0.07720169719548794,0.08599813722446445,0.07720169719548794,0.06705991927972679,0.08196212356411052,0.07140639552933871,0.04915657663251578,0.03725551071095933,0.028769533271240814,0.024216081962123565,0.014384766635620407,0.010452240505019144,0.009210390147987168,1
18,E02000020,0.07805051583066525,0.07022411953041623,0.05350409107079331,0.07506225542511562,0.09420135183208822,0.09704731412308787,0.0919245819992885,0.08139452152258983,0.07150480256136606,0.08459622909996442,0.059053717538242616,0.04418356456776948,0.03159018143009605,0.020277481323372464,0.016008537886873,0.012379935965848453,0.009818569903948773,0.009178228388473852,1
19,E02000021,0.09360730593607305,0.06860730593607306,0.06175799086757991,0.05799086757990868,0.07237442922374429,0.07557077625570777,0.07146118721461187,0.07123287671232877,0.07694063926940639,0.09018264840182648,0.0639269406392694,0.05502283105022831,0.04246575342465753,0.03264840182648402,0.024200913242009132,0.01723744292237443,0.011187214611872146,0.01358447488584475,1
20,E02000022,0.08757427021441488,0.07362438646344614,0.05334538878842676,0.07853267889434255,0.10384913459054508,0.1077241022991475,0.10811159907000775,0.09080340997158357,0.06497029191423405,0.09002841642986309,0.048049599586670114,0.03358305347455438,0.023508137432188065,0.014983208473262722,0.009558253681219323,0.005812451562903643,0.002970808576595195,0.002970808576595195,1
21,E02000023,0.10365473369090682,0.0808282399900212,0.06074591493077211,0.06673319196706998,0.08382187850817013,0.0830734688786329,0.08369714356991394,0.08893601097667457,0.06673319196706998,0.09529749282774105,0.0651116377697393,0.041287264562804044,0.03093426468753898,0.016215541973306723,0.013097168516901583,0.006361481851066483,0.0067356866658351,0.0067356866658351,1
22,E02000024,0.05829182807600074,0.05045194613539937,0.049160671462829736,0.055893746541228556,0.058937465412285554,0.06539383877513374,0.0519276886183361,0.07314148681055156,0.07480169710385538,0.05414130234274119,0.07175797823279838,0.07314148681055156,0.061427780852241286,0.053403431101272825,0.05248109204943737,0.03753919940970301,0.02527209002029146,0.03283527024534219,1
23,E02000025,0.0611674239776302,0.04893393918210416,0.0459046953279739,0.06594430851683561,0.07048817429803099,0.08213911219853198,0.05802167074449493,0.07013864616101596,0.07608062449027146,0.05662355819643481,0.07584760573226144,0.070721193056041,0.06093440521962018,0.04392403588488873,0.044856110916928815,0.027845741582197367,0.019690085051846672,0.020738669462891764,1
24,E02000026,0.05993495431314852,0.050487842651386096,0.04630633421093387,0.05668266997057457,0.0700015487068298,0.06194827319188478,0.06287749728976305,0.0713953848536472,0.06783335914511383,0.05854111816633111,0.06659439368127613,0.0687625832429921,0.0673687470961747,0.050642713334365805,0.0492488771875484,0.038562800061948274,0.02415982654483506,0.02865107635124671,1
25,E02000027,0.06987352270371139,0.0626166286543645,0.05660377358490566,0.05805515239477504,0.060024880779597764,0.07142857142857142,0.055463404520008294,0.07785610615799295,0.07308729006842214,0.060024880779597764,0.07298362015343147,0.07101389176860876,0.051627617665353516,0.0431266846361186,0.0420899854862119,0.030893634667219574,0.022081691893012647,0.02114866265809662,1
26,E02000028,0.05772469759608023,0.051140713520134745,0.04685346807533303,0.06369621803705405,0.06844281120808451,0.08023273618128923,0.05803092941356607,0.07839534527637422,0.06599295666819782,0.06185882713213903,0.07701730209768795,0.07104578165671413,0.05481549532996478,0.041953758995559635,0.04287245444801715,0.029857602204869087,0.023426734037666513,0.0266421681212678,1
27,E02000029,0.06787190082644629,0.0621900826446281,0.05712809917355372,0.06384297520661157,0.06890495867768595,0.07396694214876033,0.07706611570247934,0.08078512396694215,0.07448347107438016,0.06983471074380165,0.07107438016528926,0.06508264462809918,0.04700413223140496,0.03760330578512397,0.03171487603305785,0.025103305785123965,0.0128099173553719,0.01353305785123967,1
28,E02000030,0.0658423166349609,0.06076939336292539,0.04703022616782921,0.04850982878883957,0.04703022616782921,0.05590784189389136,0.045867681251321075,0.07049249630099345,0.06975269499048826,0.05971253434791799,0.07313464383851194,0.07482561826252378,0.06859015007398013,0.054428239272881,0.05664764320439653,0.03920946945677447,0.028218135700697526,0.034030860283238214,1
29,E02000031,0.05760921747479597,0.04632741238598176,0.039366298607777246,0.06889102256361018,0.07261161785885742,0.08389342294767163,0.05964954392702832,0.07477196351416227,0.07273163706192991,0.05556889102256361,0.0643302928468555,0.05772923667786846,0.05472875660105617,0.046087373979836775,0.044527124339894385,0.03480556889102256,0.026764282285165628,0.03960633701392223,1
30,E02000032,0.07847335936515934,0.061342738380148636,0.05013225847084016,0.05151782340345132,0.03804005542259731,0.05655624134021917,0.0382919763194357,0.07393878322206827,0.07721375488096738,0.06109081748331024,0.0835117773019272,0.07708779443254818,0.059957173447537475,0.04824285174455221,0.05164378385187051,0.03690641138682454,0.028970903136415167,0.02708149641012722,1
31,E02000033,0.0684962321448656,0.053762231470025866,0.05623664379709819,0.05747384996063435,0.06939601844561917,0.07816893487796649,0.05173771229333034,0.07929366775390845,0.06995838488359014,0.062310201327184796,0.0778315150151839,0.06365988077831515,0.06444719379147452,0.04262737599820043,0.03790349791924418,0.025756382859070972,0.018445619165448207,0.022494657518839275,1
32,E02000034,0.06459777704412897,0.05337295036865852,0.049081104875096294,0.06536810828656323,0.07098052162429845,0.07142071090568945,0.05722460658082976,0.08407615274568064,0.07142071090568945,0.06481787168482447,0.06789919665456146,0.06602839220864971,0.04919115219544404,0.045559590623968305,0.04214812369318807,0.03301419610432486,0.019698470342247167,0.024100363156157146,1
33,E02000035,0.05110772476849138,0.036103622084163636,0.0501699683507209,0.07818544133161412,0.08885242058375337,0.08381197983823702,0.053100457156253666,0.09178290938928613,0.06493963193060602,0.058375337006212634,0.0657601687961552,0.05286601805181104,0.04759113820185207,0.04184738014300785,0.044895088500761925,0.035165865666393153,0.021333958504278515,0.03411088969640136,1
34,E02000036,0.07381714692280328,0.056830309498399144,0.05540732835289933,0.06216648879402348,0.06928139452152259,0.07310565635005337,0.06314478833155461,0.07168267520455354,0.06412308786908573,0.08004268943436499,0.06625755958733547,0.06412308786908573,0.0523834934187122,0.04197794379224475,0.03628601921024546,0.029171113482746355,0.017876200640341514,0.022323016720028458,1
35,E02000037,0.08185677371723883,0.06266149870801034,0.05260243632336656,0.056847545219638244,0.06543004798818752,0.07188999630860096,0.06543004798818752,0.07032115171650055,0.06395348837209303,0.08065706902916205,0.057770394979697305,0.052417866371354746,0.05001845699520118,0.046511627906976744,0.046696197858988556,0.028608342561830934,0.021963824289405683,0.024363233665559248,1
36,E02000038,0.06987592126131169,0.060733277357962495,0.04692601921821066,0.06008023136486613,0.0702490904002239,0.0736076126504338,0.04991137232950835,0.07855210374102062,0.07948502658830114,0.060453400503778336,0.07659296576173151,0.06362533818453214,0.05653512454520011,0.04851198805858756,0.037037037037037035,0.02490904002239015,0.018471872376154493,0.024442578598749883,1
37,E02000039,0.07019257605358638,0.06070332123918504,0.052609545073960366,0.057633268210996375,0.06321518280770304,0.07828635221881106,0.06740161875523304,0.07033212391850405,0.07033212391850405,0.056656433156572705,0.06321518280770304,0.06991348032375104,0.055679598102149036,0.041166620150711694,0.04521350823332403,0.032514652525816354,0.023164945576332682,0.021769466927156013,1
38,E02000040,0.0669877408056042,0.07114711033274956,0.048817863397548164,0.06808231173380035,0.08001313485113835,0.08537653239929947,0.06414185639229422,0.07771453590192645,0.06961471103327496,0.06239054290718039,0.06217162872154115,0.05407180385288967,0.04400175131348511,0.038747810858143605,0.03699649737302977,0.03042907180385289,0.017513134851138354,0.02178196147110333,1
39,E02000041,0.06950909860347017,0.057871349978840456,0.059987304274227674,0.0669699534490055,0.07881929750317393,0.07924248836225138,0.05903512484130343,0.07575116377486246,0.06612357173085061,0.07003808717731697,0.05924672027084215,0.05628438425730004,0.04898434193821413,0.04506982649174778,0.037558188743123146,0.026026237833262803,0.016821836648328398,0.026661024121878967,1
40,E02000042,0.05926630905000865,0.044730922304897044,0.05199861567745285,0.07319605468074061,0.08271327219242083,0.09101920747534176,0.05736286554767261,0.0843571552171656,0.07838726423256619,0.05779546634365807,0.06627444194497317,0.059352829209205746,0.045769164215262156,0.037982349887523796,0.03495414431562554,0.028205571898252294,0.021197439003287764,0.02543692680394532,1
41,E02000043,0.07423061682736759,0.051248183859463746,0.03949280147932902,0.05428609166556597,0.05877691190067362,0.06987187954035134,0.05930524369303923,0.08651433099986791,0.08004226654338925,0.07396645093118479,0.07158895786553957,0.06036190727777044,0.05547483819838859,0.044511953506802274,0.045700700039624884,0.02998282921674812,0.01968035926561881,0.024963677189274863,1
42,E02000044,0.07607958399276508,0.06059235812796744,0.0648880850101741,0.07460999321727334,0.0704273117793353,0.08286231064888085,0.06353153967895094,0.08026226543070314,0.07630567488130229,0.06963599366945512,0.06805335744969478,0.06127063079357902,0.048157359258421885,0.035044087723264755,0.028035270178611803,0.018087271082975358,0.012774135202351345,0.009382771874293466,1
43,E02000045,0.07439429928741093,0.058812351543942994,0.051021377672209024,0.06451306413301662,0.06536817102137767,0.08323040380047506,0.05890736342042755,0.08285035629453681,0.08161520190023754,0.06755344418052256,0.07429928741092637,0.0701187648456057,0.048931116389548696,0.03496437054631829,0.034109263657957245,0.01985748218527316,0.015296912114014252,0.014156769596199525,1
44,E02000046,0.050969131371141424,0.03488872936109117,0.05053840631730079,0.08715003589375449,0.10437903804737976,0.09892318736539842,0.06590093323761666,0.09030868628858578,0.06733668341708543,0.05570710696338837,0.06891600861450108,0.05226130653266332,0.045513280689160086,0.035319454414931804,0.031873653984206746,0.02455132806891601,0.01823402727925341,0.01722900215362527,1
45,E02000047,0.07067365873336022,0.0626865671641791,0.06655909640984267,0.06906010488100041,0.08277531262605889,0.07777329568374344,0.07010891488503429,0.08059701492537313,0.07349737797498991,0.07470754336425978,0.07123840258168616,0.051472367890278335,0.04033884630899556,0.035578862444534086,0.027672448567970957,0.01645824929407019,0.013150463896732554,0.015651472367890277,1
46,E02000048,0.06486433920062239,0.052708353593309346,0.05231936205387533,0.06146066323057473,0.07137994748614218,0.07332490518331226,0.06768452786151902,0.07886803462024701,0.07099095594670816,0.06904599824953807,0.06116891957599922,0.05737625206651755,0.04852669454439366,0.04473402703491199,0.041719342604298354,0.03355052027618399,0.02421472332976758,0.02606243314207916,1
47,E02000049,0.07519939232814281,0.069787314849981,0.06921762248385871,0.0804215723509305,0.08450436764147361,0.08402962400303836,0.0744398025066464,0.07671857197113559,0.08165590581086213,0.07368021268515001,0.06428028864413217,0.055924800607671854,0.03769464489175845,0.025731105203190278,0.0186099506266616,0.013957462969996202,0.008735282947208508,0.005412077478161793,1
48,E02000050,0.06934412019647501,0.059424058557257055,0.06212077434267553,0.07107772320138689,0.07261870365019744,0.07647115477222383,0.05374169315226813,0.07955311566984494,0.07098141192333622,0.06019454878166233,0.07377443898680536,0.06308388712318212,0.049503996918039105,0.03919869016661851,0.03698353077145334,0.02937493980545122,0.01791389771742271,0.014639314263700279,1
49,E02000051,0.05403930131004367,0.04847161572052402,0.05131004366812227,0.06473799126637554,0.07620087336244541,0.08111353711790394,0.05589519650655022,0.07980349344978166,0.06299126637554585,0.06091703056768559,0.061899563318777294,0.06222707423580786,0.04847161572052402,0.04377729257641921,0.04945414847161572,0.03820960698689956,0.026528384279475983,0.03395196506550218,1
50,E02000052,0.06354039788875356,0.04679252943564759,0.03989037758830694,0.08607389362565976,0.0881039382866423,0.08038976857490865,0.057450263905805925,0.0861753958587089,0.07998375964271214,0.05816077953714982,0.07013804303694682,0.057450263905805925,0.04709703613479497,0.038469346325619165,0.03451075923670321,0.03197320341047503,0.018371904181892003,0.015428339423467316,1
51,E02000054,0.05922431865828092,0.0465146750524109,0.0770440251572327,0.09119496855345911,0.0834643605870021,0.08241614255765199,0.05673480083857442,0.07927148846960168,0.07416142557651992,0.059748427672955975,0.05948637316561845,0.055424528301886794,0.044549266247379454,0.046776729559748424,0.03236373165618449,0.024764150943396228,0.011923480083857442,0.014937106918238994,1
52,E02000055,0.06210544275720867,0.0557072171984303,0.09836205425695274,0.09665586077461184,0.09000170619348234,0.07669339703122334,0.05937553318546323,0.0691861457089234,0.06782119092305067,0.05809588807370756,0.05783995905135642,0.04973554001023716,0.04256952738440539,0.030967411704487288,0.02781095376215663,0.021668657225729398,0.014587954274014674,0.02081556048455895,1
53,E02000056,0.07293834191216735,0.05727740663673201,0.03964516482313,0.05147300405213011,0.055853685248056076,0.06187712189245428,0.054648997919176434,0.071952688643084,0.07501916548023217,0.07020041616471362,0.06921476289563028,0.06494359872960245,0.05245865732121345,0.042602124630380024,0.05322527653050049,0.03657868798598182,0.035702551746796624,0.03438834738801884,1
54,E02000057,0.07773895682555527,0.05527826303968056,0.08297978537559271,0.08522585475418018,0.08647367107561767,0.08035937110057399,0.0837284751684552,0.060643873221861745,0.058647367107561764,0.08572498128275517,0.04854005490391814,0.04092837534314949,0.040179685550286996,0.02957324681806838,0.02969802845021213,0.022585475418018468,0.014349887696531071,0.017344646867981033,1
55,E02000058,0.06827073552425665,0.04919796557120501,0.0509585289514867,0.07149843505477309,0.06562989045383412,0.08665884194053208,0.06973787167449139,0.07325899843505478,0.06269561815336464,0.07110719874804382,0.05457746478873239,0.05066510172143975,0.04831768388106416,0.04078638497652582,0.04460093896713615,0.0382433489827856,0.02415884194053208,0.029636150234741785,1
