,GEOGRAPHY_CODE,1 person in household,2 people in household,3 people in household,4 people in household,5 people in household,6 people in household,7 people in household,8 or more people in household,Total: All households
65,E02000068,0.3002504696305573,0.2517219787100814,0.19223544145272387,0.15184721352536004,0.07263619286161553,0.020350657482780213,0.007514088916718848,0.0034439574201628053,1
66,E02000069,0.2777382645803698,0.29694167852062586,0.17425320056899005,0.14829302987197723,0.0689900426742532,0.020625889046941678,0.009246088193456615,0.0039118065433854906,1
67,E02000070,0.25127388535031847,0.310828025477707,0.17643312101910827,0.16942675159235668,0.06146496815286624,0.021337579617834394,0.0070063694267515925,0.0022292993630573248,1
68,E02000071,0.23112208892025407,0.28440366972477066,0.1993648553281581,0.17572335920959775,0.07127734650670431,0.02611150317572336,0.008115737473535639,0.0038814396612561752,1
69,E02000072,0.24477611940298508,0.25650319829424306,0.19914712153518124,0.1695095948827292,0.08528784648187633,0.02857142857142857,0.009168443496801706,0.0070362473347547975,1
70,E02000073,0.20444781400050543,0.31210513014910285,0.19206469547637098,0.19459186252211272,0.06646449330300733,0.02249178670710134,0.004801617386909275,0.003032600454890068,1
71,E02000074,0.2970353477765108,0.2759407069555302,0.18187001140250855,0.145096921322691,0.06698973774230331,0.022234891676168756,0.0068415051311288486,0.003990877993158495,1
72,E02000075,0.2307936507936508,0.34095238095238095,0.18888888888888888,0.16444444444444445,0.05619047619047619,0.013968253968253968,0.004126984126984127,0.0006349206349206349,1
73,E02000077,0.21083106267029972,0.2847411444141689,0.1955040871934605,0.20844686648501362,0.06743869209809264,0.023841961852861037,0.007493188010899182,0.0017029972752043597,1
74,E02000078,0.21629678701556806,0.33620404107320306,0.1871480622722756,0.1825107651540245,0.052997681351440874,0.016230539913878766,0.004968532626697582,0.00364359059291156,1
75,E02000079,0.2923634336677815,0.3149386845039019,0.18227424749163879,0.15217391304347827,0.04069119286510591,0.011984392419175028,0.004180602006688963,0.0013935340022296545,1
