,GEOGRAPHY_CODE,Main language is English (English or Welsh in Wales),Main language is not English (English or Welsh in Wales),Main language is not English (English or Welsh in Wales): Can speak English very well,Main language is not English (English or Welsh in Wales): Can speak English well,Main language is not English (English or Welsh in Wales): Cannot speak English,Main language is not English (English or Welsh in Wales): Cannot speak English well,Total: All usual residents aged 3 years and over
130,E02000136,0.9356693620844564,0.06433063791554358,0.036657681940700806,0.018867924528301886,0.0012578616352201257,0.007547169811320755,5565.0
131,E02000137,0.9134662727720335,0.08653372722796653,0.05292959133431807,0.02486459871984244,0.0013540128015755786,0.007385524372230428,8124.0
132,E02000138,0.9081422157505157,0.09185778424948429,0.05970149253731343,0.025360999878655505,0.0008494114791894187,0.005945880354325931,8241.0
133,E02000139,0.9228382571158775,0.07716174288412249,0.04060434372049103,0.024416565493052746,0.0014838796708485094,0.010656953999730203,7413.0
134,E02000140,0.9142685129440097,0.08573148705599037,0.042745334136062615,0.031306441902468396,0.0016857314870559904,0.009993979530403372,8305.0
135,E02000141,0.9033704614494431,0.09662953855055692,0.049038044264429335,0.03167944452480833,0.0024591349631129756,0.013452914798206279,6913.0
136,E02000142,0.9189825718323128,0.08101742816768724,0.050282618935468676,0.021549693829486575,0.0018841262364578427,0.00730098916627414,8492.0
137,E02000144,0.8486508839036493,0.15134911609635066,0.09490333919156414,0.043213067300734,0.0016540887005065646,0.011578620903545953,9673.0
138,E02000145,0.8971829311779389,0.1028170688220611,0.05194342089623202,0.03661000832045644,0.00202068227742779,0.012242957327944847,8413.0
139,E02000146,0.9204643164230438,0.07953568357695615,0.0468615649183147,0.02310834049871023,0.0007523645743766122,0.0088134135855546,9304.0
140,E02000147,0.9378140703517588,0.062185929648241205,0.04057788944723618,0.015703517587939697,0.0005025125628140704,0.005402010050251256,7960.0
141,E02000148,0.9478607575525226,0.052139242447477384,0.03373715687777948,0.012268057046465266,0.00030670142616163164,0.005827327097071002,6521.0
142,E02000149,0.9224894998090875,0.07751050019091256,0.04378261422934963,0.022654957362861144,0.0019091256204658267,0.009163802978235968,7857.0
143,E02000150,0.9481552929828791,0.05184470701712081,0.03146853146853147,0.013021461297323367,0.0004822763443453099,0.006872437906920666,8294.0
144,E02000151,0.9436426116838488,0.056357388316151204,0.03848797250859107,0.013470790378006872,0.0008247422680412372,0.0035738831615120276,7275.0
145,E02000152,0.9204174820613177,0.07958251793868232,0.047488584474885846,0.021395955642530985,0.0023483365949119373,0.008349641226353555,7665.0
146,E02000153,0.956483238456673,0.04351676154332701,0.030613535736875395,0.008981657179000633,0.0007590132827324478,0.0031625553447185324,7905.0
147,E02000154,0.896032997695014,0.10396700230498605,0.06138541793036516,0.03190585951716608,0.001213150551983501,0.00946257430547131,8243.0
148,E02000155,0.9281177829099307,0.07188221709006928,0.0401270207852194,0.021362586605080832,0.0020207852193995382,0.008371824480369515,6928.0
149,E02000156,0.95676801332778,0.04323198667221991,0.022157434402332362,0.013494377342773844,0.0009995835068721366,0.006580591420241566,12005.0
150,E02000157,0.9418604651162791,0.05813953488372093,0.043451652386780906,0.01175030599755202,0.00012239902080783354,0.0028151774785801715,8170.0
151,E02000158,0.919286094832179,0.080713905167821,0.0487480021310602,0.025173148641449122,0.0011987213638785296,0.005594033031433138,7508.0
152,E02000159,0.9607081174438687,0.03929188255613126,0.022452504317789293,0.011226252158894647,0.0012953367875647669,0.004317789291882556,6948.0
153,E02000160,0.9645015105740181,0.035498489425981876,0.019889224572004028,0.012336354481369587,0.0006294058408862034,0.0026435045317220545,7944.0
154,E02000161,0.9126121870571563,0.08738781294284365,0.06376948512045347,0.018304204062352385,0.0011809163911195087,0.00413320736891828,8468.0
155,E02000162,0.9482461184588844,0.051753881541115584,0.03234617596319724,0.014519838987924095,0.000718803910293272,0.004169062679700977,6956.0
156,E02000163,0.9423923189758634,0.057607681024136555,0.040805440725430055,0.011068142418989199,0.000933457794372583,0.004800640085344712,7499.0
157,E02000165,0.9776592678005189,0.022340732199481118,0.014125108100317094,0.005765350245027385,0.0002882675122513693,0.0021620063418852694,6938.0
158,E02000166,0.8981567431375149,0.10184325686248508,0.06259116828006896,0.026919506696724573,0.0015913008884763293,0.010741280997215224,7541.0
159,E02000167,0.8541785918717802,0.1458214081282198,0.11047510017172295,0.025615340583858042,0.0008586147681740126,0.008872352604464796,6988.0
160,E02000168,0.8699881687919022,0.1300118312080978,0.07953200999079794,0.03286446693834626,0.003286446693834626,0.014328907585118969,7607.0
161,E02000169,0.807842569816235,0.19215743018376502,0.12545217768774417,0.0470264795253943,0.0021704529011720448,0.01750832006945449,6911.0
162,E02000170,0.8023452768729642,0.19765472312703583,0.11986970684039087,0.05498371335504886,0.0028664495114006515,0.01993485342019544,7675.0
163,E02000171,0.8443363446838082,0.1556636553161918,0.10396108408617095,0.0325225851285615,0.0030576789437109105,0.016122307157748435,7195.0
164,E02000172,0.7990914722279578,0.20090852777204213,0.09405327276481519,0.06266776791245096,0.005162089613875697,0.03902539748090027,9686.0
165,E02000173,0.7620239088128996,0.23797609118710036,0.17236586043925495,0.04962468723936614,0.0015290519877675841,0.014456491520711705,7194.0
166,E02000174,0.8403660396542959,0.15963396034570412,0.09265378749364514,0.04499237417386884,0.002541942043721403,0.019445856634468735,7868.0
167,E02000175,0.7871856151132355,0.21281438488676455,0.13326505064299535,0.05360191191532947,0.003641743484693297,0.022305678843746443,8787.0
168,E02000176,0.794179523141655,0.205820476858345,0.15164796633941094,0.04014726507713885,0.001402524544179523,0.012622720897615708,5704.0
169,E02000177,0.8097898700352241,0.1902101299647759,0.10251427183286772,0.05077128628689421,0.00668043240617029,0.030244139438843676,8233.0
170,E02000178,0.7577697590501687,0.24223024094983123,0.13211500407403096,0.06902572459550693,0.005587242463042719,0.03550226981725061,8591.0
171,E02000179,0.7903139013452914,0.20968609865470852,0.13022421524663677,0.054708520179372194,0.003228699551569507,0.021524663677130046,5575.0
172,E02000180,0.8006510416666667,0.19934895833333333,0.115625,0.05325520833333333,0.0048177083333333336,0.025651041666666666,7680.0
173,E02000181,0.7791205965543841,0.22087940344561585,0.16623810748264337,0.04139881717665209,0.001671380817690923,0.011571097968629467,7778.0
174,E02000182,0.7216283496851662,0.2783716503148338,0.15126665690437838,0.08581051398447796,0.00424659540196222,0.03704788402401523,6829.0
175,E02000183,0.8396085360880794,0.1603914639119206,0.10180780209324453,0.03982601603914639,0.003941824113089574,0.014815821666440125,7357.0
176,E02000184,0.7578278451761987,0.24217215482380128,0.13067590987868286,0.07371461582900057,0.00462160600808781,0.03316002310803004,8655.0
177,E02000185,0.725740848343986,0.27425915165601394,0.1294596165020337,0.09506101104009297,0.005694363742010459,0.04404416037187681,8605.0
178,E02000186,0.7770648239552485,0.22293517604475158,0.14281013491280026,0.055445870352089505,0.0036196117143797303,0.021059559065482066,6078.0
179,E02000187,0.7507109004739336,0.24928909952606634,0.11374407582938388,0.09141653501843075,0.007477619799894681,0.03665086887835703,9495.0
180,E02000188,0.7346236559139785,0.2653763440860215,0.12086021505376345,0.0953405017921147,0.007168458781362007,0.042007168458781365,6975.0
181,E02000191,0.7182215466463994,0.28177845335360063,0.19133574007220217,0.06441193235797074,0.0030400912027360822,0.02299068972069162,5263.0
182,E02000192,0.7799570946981306,0.22004290530186946,0.11538461538461539,0.06405148636224334,0.008581060373889058,0.03202574318112167,6526.0
183,E02000193,0.7631220177232447,0.23687798227675527,0.15167007498295842,0.059134287661895026,0.0027266530334014998,0.02334696659850034,5868.0
184,E02000194,0.874872492349541,0.12512750765045902,0.061430352487815934,0.04250255015300918,0.0032868638784993767,0.017907741131134535,8823.0
185,E02000195,0.8314209115281501,0.16857908847184985,0.07731903485254692,0.060053619302949064,0.004396782841823057,0.02680965147453083,9325.0
186,E02000196,0.7616797900262468,0.23832020997375328,0.09645669291338582,0.09120734908136482,0.0068241469816272965,0.04383202099737533,7620.0
187,E02000197,0.74919945105215,0.25080054894785,0.09846752058554438,0.09858188472095152,0.009492223238792315,0.044258920402561755,8744.0
188,E02000198,0.8008896172304811,0.1991103827695189,0.07116937843848765,0.07631979398337821,0.00772562331733583,0.04389558703031722,8543.0
189,E02000199,0.8381845091267883,0.16181549087321165,0.06746423285643809,0.06191415885545141,0.0059200789343857915,0.02651702022693636,8108.0
190,E02000200,0.8435043920480814,0.15649560795191864,0.07454923717059639,0.053629218677762366,0.004507628294036061,0.023809523809523808,8652.0
191,E02000201,0.8413346135381661,0.1586653864618339,0.06409025444071051,0.06192990878540566,0.003840614498319731,0.028804608737397985,8332.0
192,E02000202,0.7362332253586302,0.2637667746413697,0.09521055067098566,0.10411846367422489,0.007751041184636742,0.05668671911152244,8644.0
193,E02000203,0.7584313725490196,0.2415686274509804,0.09477124183006536,0.09450980392156863,0.007973856209150327,0.044313725490196076,7650.0
194,E02000204,0.720754716981132,0.2792452830188679,0.11309973045822103,0.1079245283018868,0.008517520215633423,0.049703504043126685,9275.0
195,E02000206,0.8040625911167266,0.1959374088832734,0.07376810185635144,0.07969676353387112,0.005345514627271844,0.03712702886577899,10289.0
196,E02000207,0.88232552720494,0.11767447279506,0.05103110800419434,0.04322497961085867,0.0033787719911452874,0.020039613188861702,8583.0
197,E02000208,0.740578439964943,0.25942156003505695,0.10867659947414549,0.09806212873697537,0.0065244911870678745,0.046158340636868245,10269.0
198,E02000209,0.6881499257227746,0.31185007427722544,0.12364301222717404,0.13049937150039995,0.007427722545994744,0.05027996800365672,8751.0
199,E02000210,0.8473018147086915,0.1526981852913085,0.06626074498567336,0.055038204393505256,0.0037010506208213943,0.027698185291308502,8376.0
200,E02000211,0.9110834371108344,0.08891656288916563,0.04707347447073475,0.030386052303860524,0.00099626400996264,0.01046077210460772,8030.0
201,E02000212,0.7167936402782378,0.28320635972176217,0.11184719001877001,0.11549078061168157,0.006072650988185934,0.049795738103124654,9057.0
202,E02000213,0.7480425286408967,0.2519574713591033,0.10632160224181983,0.09643122063792961,0.005851809115635045,0.04335283936371878,12133.0
