,GEOGRAPHY_CODE,A caravan or other mobile or temporary structure,Detached,"In a commercial building, for example, in an office building, hotel or over a shop",In a purpose-built block of flats or tenement,"Part of a converted or shared house, including bedsits","Part of another converted building, for example, former school, church or warehouse",Semi-detached,Terraced,Total
71,E02000074,0.0,0.021701884637350087,0.002569960022844089,0.33609366076527697,0.017418617932609938,0.003997715591090805,0.4628783552255854,0.1553398058252427,1
72,E02000075,0.0006355258976803305,0.07467429297743883,0.010486177311725452,0.08071178900540198,0.015252621544327931,0.0009532888465204957,0.6854146806482364,0.13187162376866857,1
73,E02000077,0.0,0.017711171662125342,0.011920980926430519,0.0923024523160763,0.012942779291553134,0.004087193460490463,0.7316076294277929,0.12942779291553133,1
74,E02000078,0.0,0.05428666004634227,0.013571665011585568,0.08573320092684542,0.0165508109897385,0.0,0.581264481959616,0.24859318106587222,1
75,E02000079,0.0005575689991636465,0.0755505993866741,0.028714803456927795,0.25341511011987733,0.04014496793978255,0.004181767493727348,0.4137161973794257,0.1837189852244215,1
76,E02000080,0.0005243838489774515,0.04902988987939171,0.03801782905086523,0.13607760880964867,0.012847404299947561,0.0007865757734661773,0.6295228106974305,0.1331934976402727,1
77,E02000081,0.0003049710277523635,0.0811222933821287,0.007014333638304361,0.19365660262275083,0.02775236352546508,0.0015248551387618177,0.5306495882891126,0.1579749923757243,1
78,E02000082,0.0005805515239477503,0.03686502177068215,0.011320754716981131,0.050507982583454285,0.006386066763425254,0.0005805515239477503,0.4815674891146589,0.41219158200290273,1
79,E02000083,0.0011253657438667567,0.06099482331757821,0.01845599819941481,0.2183209543101508,0.008777852802160702,0.0031510240828269186,0.39747918073373845,0.29169480081026333,1
80,E02000084,0.0002380952380952381,0.17642857142857143,0.0033333333333333335,0.09690476190476191,0.017380952380952382,0.002619047619047619,0.5430952380952381,0.16,1
81,E02000085,0.0003255208333333333,0.027018229166666668,0.024088541666666668,0.083984375,0.013671875,0.0013020833333333333,0.4010416666666667,0.4485677083333333,1
82,E02000086,0.0003586800573888092,0.11406025824964132,0.01291248206599713,0.0663558106169297,0.004662840746054519,0.011836441893830704,0.46305595408895267,0.3267575322812052,1
83,E02000087,0.0,0.29294755877034356,0.014767932489451477,0.16033755274261605,0.024110910186859555,0.010548523206751054,0.37613019891500904,0.12115732368896925,1
84,E02000088,0.0,0.07243460764587525,0.006371562709590879,0.03118712273641851,0.00335345405767941,0.0006706908115358819,0.506036217303823,0.3799463447350771,1
85,E02000089,0.0,0.06641431520991053,0.00653819683413627,0.0364762560220234,0.010667584308327599,0.0,0.6871988988300068,0.19270474879559532,1
86,E02000090,0.0002384358607534573,0.09465903671912256,0.030519790176442536,0.41034811635670004,0.03338102050548403,0.005960896518836433,0.23223652837386743,0.19265617548879352,1
87,E02000091,0.0004496402877697842,0.11465827338129496,0.010341726618705036,0.3887140287769784,0.02922661870503597,0.003372302158273381,0.3556654676258993,0.09757194244604317,1
88,E02000092,0.0014727540500736377,0.06701030927835051,0.008100147275405008,0.3332106038291605,0.022459499263622975,0.004050073637702504,0.35235640648011785,0.211340206185567,1
89,E02000093,0.00026737967914438503,0.05401069518716577,0.011229946524064172,0.24812834224598931,0.037165775401069516,0.0034759358288770055,0.43983957219251335,0.20588235294117646,1
90,E02000094,0.0008658008658008658,0.04213564213564214,0.01038961038961039,0.3823953823953824,0.05656565656565657,0.0025974025974025974,0.37518037518037517,0.12987012987012986,1
