,GEOGRAPHY_CODE,A caravan or other mobile or temporary structure,Detached,"In a commercial building, for example, in an office building, hotel or over a shop",In a purpose-built block of flats or tenement,"Part of a converted or shared house, including bedsits","Part of another converted building, for example, former school, church or warehouse",Semi-detached,Terraced,Total
725,E02000765,0.021030927835051547,0.05360824742268041,0.019381443298969073,0.2465979381443299,0.04082474226804124,0.002061855670103093,0.20948453608247422,0.4070103092783505,1
726,E02000767,0.000361271676300578,0.048771676300578035,0.006502890173410405,0.22507225433526012,0.04226878612716763,0.006864161849710983,0.20520231213872833,0.4649566473988439,1
727,E02000768,0.00045495905368516835,0.08917197452229299,0.001364877161055505,0.1851683348498635,0.05141037306642402,0.0031847133757961785,0.40764331210191085,0.26160145586897177,1
728,E02000770,0.0004017677782241864,0.04580152671755725,0.012856568903173965,0.22137404580152673,0.0920048212133387,0.002008838891120932,0.2278023302531137,0.39775010044194453,1
729,E02000772,0.0,0.062352012628255724,0.01499605367008682,0.23914759273875297,0.09352801894238358,0.004735595895816891,0.19613259668508287,0.38910812943962114,1
730,E02000773,0.0019286403085824494,0.04243008678881389,0.01575056252009,0.24847315975570555,0.046930247508839604,0.0032144005143040825,0.15043394406943106,0.49083895853423337,1
731,E02000774,0.00040666937779585197,0.05978039853599024,0.022366815778771858,0.12403416022773485,0.15453436356242375,0.0056933712891419274,0.2244814965433103,0.4087027246848312,1
732,E02000776,0.001440922190201729,0.05523535062439962,0.012007684918347743,0.14121037463976946,0.24159462055715658,0.004322766570605188,0.17050912584053796,0.37367915465898177,1
733,E02000777,0.0,0.03531438415159346,0.0008613264427217916,0.2859603789836348,0.05211024978466839,0.0103359173126615,0.26356589147286824,0.35185185185185186,1
734,E02000779,0.0018031013342949874,0.031734583483591774,0.02271907681211684,0.2740714028128381,0.3205914172376488,0.01009736747205193,0.1146772448611612,0.22430580598629643,1
735,E02000781,0.0018066847335140017,0.11630532971996387,0.005420054200542005,0.12330623306233063,0.025745257452574527,0.00022583559168925022,0.2856820234869015,0.4415085817524842,1
736,E02000782,0.0016773832820799553,0.06290187307799833,0.01397819401733296,0.44087223930668157,0.047805423539278726,0.005870841487279843,0.08918087783058429,0.33771316745876434,1
737,E02000783,0.0004725897920604915,0.11625708884688091,0.007561436672967864,0.22589792060491493,0.0330812854442344,0.0004725897920604915,0.16257088846880907,0.45368620037807184,1
738,E02000784,0.0004784688995215311,0.06435406698564593,0.015311004784688996,0.27535885167464114,0.09354066985645933,0.018660287081339714,0.29688995215311004,0.23540669856459331,1
739,E02000785,0.0014419610670511895,0.0966113914924297,0.020187454938716654,0.22422494592645997,0.14732035568372986,0.012977649603460706,0.21509252583513577,0.2821437154530161,1
740,E02000786,0.0,0.035613112100364226,0.010926750303520841,0.3990287333063537,0.0811412383650344,0.012343180898421692,0.11938486442735735,0.3415621205989478,1
741,E02000787,0.00019331142470520006,0.030349893678716412,0.008312391262323603,0.4227720858302726,0.07964430697854243,0.011018751208196405,0.16528126812294608,0.2824279914942973,1
742,E02000788,0.0002760143527463428,0.04471432514490754,0.04554236820314656,0.18078940104885455,0.10847364062931272,0.008280430582390284,0.3248688931824455,0.28705492685619655,1
743,E02000789,0.00035174111853675694,0.10165318325712276,0.009848751319029195,0.367569468870911,0.1421034118888498,0.014773126978543792,0.1308476960956736,0.2328526204713331,1
744,E02000790,0.008505917159763314,0.07285502958579881,0.019970414201183433,0.2507396449704142,0.14349112426035504,0.019230769230769232,0.1867603550295858,0.2984467455621302,1
745,E02000791,0.00033692722371967657,0.039420485175202157,0.03605121293800539,0.36556603773584906,0.22911051212938005,0.04481132075471698,0.12095687331536388,0.1637466307277628,1
746,E02000792,0.00709448564979039,0.05288616575298291,0.019671073847146083,0.3402128345694937,0.21573685907771686,0.009351821992905514,0.1873589164785553,0.16768784263140923,1
747,E02000793,0.0003190810465858328,0.07881301850670071,0.027121888959795788,0.16751754945756223,0.05041480536056158,0.004467134652201659,0.43363114231014677,0.23771537970644543,1
748,E02000794,0.0,0.11018484958318231,0.003624501631025734,0.23595505617977527,0.07249003262051468,0.0025371511417180137,0.3831098223994201,0.1920985864443639,1
749,E02000795,0.0011587485515643105,0.2634221707222866,0.009656237929702587,0.1560448049439938,0.028196214754731556,0.00656624179219776,0.25531093086133644,0.27964465044418696,1
750,E02000796,0.00025131942699170643,0.07212867554661975,0.007539582809751194,0.21085699924604173,0.029404372958029657,0.002764513696908771,0.5637094747423976,0.11334506157325962,1
751,E02000797,0.004310344827586207,0.027298850574712645,0.06408045977011494,0.26925287356321836,0.09166666666666666,0.022126436781609197,0.1396551724137931,0.3816091954022989,1
752,E02000798,0.00023126734505087883,0.03769657724329325,0.007631822386679001,0.1933395004625347,0.05666049953746531,0.001156336725254394,0.3080481036077706,0.3952358926919519,1
753,E02000799,0.012704918032786885,0.09139344262295082,0.009016393442622951,0.28647540983606556,0.0778688524590164,0.005327868852459016,0.27827868852459015,0.2389344262295082,1
754,E02000800,0.0,0.041280148423005564,0.004174397031539889,0.33766233766233766,0.006493506493506494,0.002319109461966605,0.21289424860853431,0.39517625231910947,1
755,E02000801,0.000662471016893011,0.06525339516396157,0.016230539913878766,0.2477641603179861,0.11659489897316992,0.005631003643590593,0.20768466379595893,0.34017886717456114,1
756,E02000802,0.0003361344537815126,0.11798319327731092,0.021512605042016807,0.26789915966386557,0.07899159663865546,0.024873949579831932,0.2578151260504202,0.23058823529411765,1
757,E02000803,0.00244140625,0.153564453125,0.00146484375,0.236572265625,0.0244140625,0.002685546875,0.27734375,0.301513671875,1
758,E02000804,0.00031575623618566466,0.06757183454373224,0.03504894221660878,0.31070413640669403,0.07357120303125987,0.011367224502683928,0.21755604673192294,0.2838648563309125,1
759,E02000805,0.004530744336569579,0.10938511326860842,0.009924487594390506,0.4306364617044229,0.06947141316073355,0.015318230852211435,0.1766990291262136,0.18403451995685005,1
760,E02000806,0.011753643629525154,0.17912552891396333,0.01386929948283968,0.19910672308415608,0.038316878232252,0.02562294311236483,0.3001880582980724,0.23201692524682652,1
761,E02000807,0.0,0.015261044176706828,0.003748326639892905,0.6069611780455154,0.015261044176706828,0.03721552878179384,0.08647925033467202,0.23507362784471217,1
762,E02000808,0.0010642826734780758,0.004257130693912303,0.02639421030225628,0.844614729672201,0.021711366538952746,0.05023414218816517,0.0140485312899106,0.037675606641123884,1
763,E02000810,0.0003708511032820323,0.004079362136102355,0.004450213239384387,0.8670498794733914,0.011496384201743001,0.02633042833302429,0.015946597441127388,0.07027628407194511,1
764,E02000812,0.0,0.005956320317670417,0.016104125303331128,0.8411647915287889,0.01588352084712111,0.0730200750055151,0.012353849547760865,0.035517317449812486,1
765,E02000813,0.00022306491188935982,0.006915012268570154,0.012045505242025429,0.8253401739906313,0.02119116662948918,0.041936203435199645,0.0205219718938211,0.07182690162837385,1
766,E02000814,0.015907605142732623,0.01220309435606886,0.002397036391370669,0.7371976465460884,0.012856831553715406,0.007191109174112007,0.060579646981913274,0.15166702985399869,1
767,E02000815,0.0006188118811881188,0.002165841584158416,0.008972772277227722,0.8638613861386139,0.056002475247524754,0.03558168316831683,0.006806930693069307,0.02599009900990099,1
768,E02000816,0.0,0.01446480231436837,0.010366441658630666,0.710221793635487,0.02965284474445516,0.02651880424300868,0.04580520732883317,0.16297010607521698,1
769,E02000817,0.0041025641025641026,0.014358974358974359,0.008547008547008548,0.7788034188034189,0.024273504273504273,0.008547008547008548,0.04376068376068376,0.11760683760683761,1
770,E02000818,0.00089126559714795,0.006238859180035651,0.013591800356506239,0.7455436720142602,0.0964795008912656,0.026737967914438502,0.02094474153297683,0.08957219251336898,1
771,E02000819,0.0011251758087201125,0.01350210970464135,0.004781997187060478,0.7713080168776372,0.02869198312236287,0.005063291139240506,0.04247538677918425,0.13305203938115331,1
772,E02000820,0.0018912529550827422,0.008747044917257684,0.006382978723404255,0.7728132387706855,0.06879432624113475,0.005200945626477541,0.02553191489361702,0.11063829787234042,1
773,E02000821,0.001277139208173691,0.012452107279693486,0.01756066411238825,0.7442528735632183,0.10312899106002554,0.01181353767560664,0.02713920817369093,0.08237547892720307,1
774,E02000822,0.0003604902667627974,0.011535688536409516,0.007930785868781542,0.821917808219178,0.04397981254506128,0.016222062004325882,0.014419610670511895,0.083633741888969,1
775,E02000823,0.000550812448361333,0.010465436518865326,0.01735059212338199,0.6708895621041036,0.1297163315890939,0.025337372624621317,0.027540622418066648,0.11814927017350592,1
776,E02000824,0.005275652862041678,0.019256132946452124,0.008968609865470852,0.7694539699287787,0.04299657082563967,0.011342653653389607,0.039303613822210495,0.10340279609601688,1
777,E02000825,0.00025700334104343357,0.021331277306604987,0.00359804677460807,0.7689539964019533,0.007453096890259574,0.009509123618607042,0.047802621434078645,0.14109483423284502,1
778,E02000826,0.000994530084535057,0.011685728493286921,0.0034808552958727,0.7023868722028841,0.09671805072103432,0.03505718547986077,0.03157633018398807,0.11810044753853804,1
779,E02000827,0.002390914524805738,0.007172743574417215,0.016537158796573023,0.8172942817294282,0.07890017931858936,0.016537158796573023,0.018728830444311617,0.042438732815301854,1
780,E02000828,0.000278473962684489,0.02506265664160401,0.018100807574491784,0.6226677805625174,0.10025062656641603,0.00835421888053467,0.05123920913394597,0.17404622667780562,1
781,E02000829,0.001477728520160439,0.019632678910702975,0.008655267046654,0.5051720498205615,0.15832805573147563,0.034198860037998734,0.04792062486805995,0.22461473506438676,1
782,E02000830,0.0002658160552897395,0.037480063795853266,0.012759170653907496,0.35858585858585856,0.2817650186071239,0.025784157363104732,0.07177033492822966,0.21158958001063263,1
783,E02000831,0.00024679170779861795,0.01949654491609082,0.024925962487660415,0.35538005923000987,0.22309970384995065,0.021224086870681145,0.07724580454096742,0.2783810463968411,1
784,E02000832,0.00121921482565228,0.028285783955132895,0.011216776396000975,0.4255059741526457,0.1472811509387954,0.011216776396000975,0.08729578151670324,0.2879785418190685,1
785,E02000833,0.0003284072249589491,0.014121510673234812,0.002955665024630542,0.7431855500821019,0.03711001642036125,0.00361247947454844,0.0748768472906404,0.12380952380952381,1
786,E02000834,0.00024372410431391665,0.019985376553741167,0.011942481111381915,0.2122836948574214,0.38142822325127956,0.010723860589812333,0.13209846453814283,0.2312941749939069,1
787,E02000835,0.00033003300330033004,0.024092409240924092,0.0029702970297029703,0.3198019801980198,0.21056105610561057,0.018481848184818482,0.11815181518151815,0.3056105610561056,1
788,E02000836,0.0014983518130056938,0.013485166317051244,0.024872640095894516,0.09469583458195985,0.30056937368894215,0.009889121965837579,0.1525322145639796,0.4024572969733293,1
789,E02000837,0.0009529860228716646,0.08036848792884371,0.011753494282083863,0.10927573062261753,0.1480304955527319,0.0054002541296060995,0.31480304955527316,0.329415501905972,1
790,E02000838,0.0005095541401273885,0.022420382165605095,0.011719745222929937,0.35337579617834397,0.26853503184713373,0.008662420382165605,0.14369426751592357,0.1910828025477707,1
791,E02000839,0.00029171528588098014,0.12747957992998832,0.006126021003500583,0.5700116686114353,0.040256709451575265,0.004667444574095682,0.10093348891481914,0.15023337222870478,1
792,E02000840,0.0,0.03454231433506045,0.0063327576280944155,0.20984455958549222,0.021013241220495107,0.00489349453080023,0.1600460564191134,0.5633275762809442,1
793,E02000841,0.0003029385034837928,0.02908209633444411,0.016358679188124812,0.17116025446834293,0.025749772796122387,0.0021205695243865495,0.176916086034535,0.5783096031505605,1
794,E02000842,0.0,0.03583502366463827,0.025016903313049357,0.11832319134550372,0.014874915483434753,0.0067613252197430695,0.5963488843813387,0.2028397565922921,1
795,E02000843,0.0,0.02512562814070352,0.004271356783919598,0.5135678391959799,0.024120603015075376,0.003015075376884422,0.18165829145728643,0.24824120603015076,1
796,E02000844,0.0009325458501709667,0.040410320174075226,0.010568852968604289,0.19769972023624494,0.030463164438918246,0.0018650917003419335,0.24743549891202984,0.47062480571961457,1
797,E02000845,0.0,0.061789969520642835,0.028539761706844,0.17844278193405375,0.02798559157661402,0.003047935716264893,0.26766417290108063,0.43252978664449987,1
798,E02000846,0.0,0.07142857142857142,0.007896625987078248,0.17264895908111988,0.023689877961234746,0.0010768126346015793,0.4221105527638191,0.30114860014357503,1
799,E02000847,0.00027166530834012495,0.1154577560445531,0.009779951100244499,0.16951915240423798,0.013039934800325998,0.009508285791904374,0.45992936701983156,0.22249388753056235,1
800,E02000848,0.0,0.031207133058984912,0.023662551440329218,0.11796982167352538,0.012345679012345678,0.0027434842249657062,0.31378600823045266,0.49828532235939643,1
801,E02000849,0.0,0.04151291512915129,0.01076260762607626,0.3139606396063961,0.044587945879458794,0.007072570725707257,0.37177121771217714,0.21033210332103322,1
802,E02000850,0.0,0.07238933724627049,0.005624847150892639,0.13132795304475423,0.013450721447786746,0.004891171435558816,0.4333577891905111,0.338958180484226,1
803,E02000851,0.0013899920571882446,0.028594122319301033,0.022239872915011914,0.6681890389197777,0.05500397140587768,0.01687847498014297,0.12073073868149325,0.08697378872120731,1
804,E02000852,0.0003075030750307503,0.056580565805658053,0.010455104551045511,0.22632226322263221,0.07841328413284133,0.007072570725707257,0.3843788437884379,0.23646986469864698,1
805,E02000853,0.0003123048094940662,0.06964397251717676,0.0021861336664584633,0.2535915053091818,0.05902560899437851,0.0,0.26139912554653344,0.353841349156777,1
806,E02000854,0.0003243593902043464,0.13785274083684723,0.02465131365553033,0.21537463509568602,0.0684398313331171,0.012325656827765165,0.37495945507622447,0.16607200778462536,1
807,E02000855,0.0,0.14975093399750933,0.03331257783312578,0.20921544209215442,0.0161892901618929,0.010585305105853052,0.4455168119551681,0.13542963885429637,1
808,E02000856,0.0007892659826361484,0.11496974480399895,0.024730334122599316,0.331754801368061,0.10944488292554591,0.012365167061299658,0.31202315180215734,0.09392265193370165,1
809,E02000857,0.0017148456638902498,0.049730524252817244,0.004409603135717786,0.6959823615874571,0.08451739343459089,0.0031847133757961785,0.06369426751592357,0.09676629103380696,1
810,E02000858,0.0012084592145015106,0.04682779456193353,0.017220543806646525,0.42084592145015104,0.02084592145015106,0.006344410876132931,0.1770392749244713,0.30966767371601206,1
811,E02000859,0.0,0.16890924706555968,0.006870884626395649,0.42313197824219867,0.029201259662181504,0.002004008016032064,0.28542799885485254,0.08445462353277984,1
812,E02000860,0.0009711094925952901,0.028404952658412235,0.0024277737314882253,0.7953386744355426,0.0733187666909444,0.004855547462976451,0.03908715707696043,0.05559601845108036,1
813,E02000861,0.0,0.4128536500174642,0.012574222843171499,0.12923506811037375,0.024100593782745372,0.0034928396786587496,0.38386308068459657,0.033880544882989874,1
814,E02000863,0.002474226804123711,0.3777319587628866,0.00577319587628866,0.13195876288659794,0.008247422680412371,0.0,0.36329896907216497,0.11051546391752577,1
815,E02000864,0.0008578168561012224,0.016298520265923225,0.014368432339695475,0.7803988848380871,0.019086425048252198,0.022732146686682393,0.028522410465365643,0.11773536349989278,1
816,E02000865,0.00276529554096094,0.009332872450743173,0.015900449360525405,0.7777393708952645,0.06533010715520221,0.027307293466989284,0.0197027307293467,0.08192188040096786,1
817,E02000866,0.0016859344894026974,0.01300578034682081,0.020712909441233142,0.4913294797687861,0.11801541425818883,0.043111753371868976,0.030828516377649325,0.2813102119460501,1
818,E02000867,0.0016416991586291811,0.011081469320746972,0.00615637184485943,0.7358916478555305,0.02011081469320747,0.09665503796429305,0.022573363431151242,0.10588959573158219,1
819,E02000868,0.001793400286944046,0.006456241032998565,0.018292682926829267,0.7808464849354376,0.031205164992826398,0.08034433285509325,0.018651362984218076,0.062410329985652796,1
820,E02000869,0.00039603960396039607,0.005148514851485149,0.026138613861386138,0.7267326732673267,0.025346534653465348,0.025346534653465348,0.027326732673267327,0.16356435643564357,1
821,E02000870,0.0,0.00826787928896238,0.017362546506821,0.7486564696155437,0.030177759404712692,0.018189334435717238,0.02149648615130219,0.15584952459694087,1
822,E02000871,0.0004731488052992666,0.010882422521883131,0.0040217648450437665,0.8843151171043293,0.010172699313934233,0.0047314880529926665,0.018216229004021766,0.06718713035249586,1
823,E02000872,0.0,0.007832080200501253,0.02788220551378446,0.8295739348370927,0.02412280701754386,0.039473684210526314,0.013471177944862155,0.05764411027568922,1
824,E02000873,0.0017117425539198905,0.009585758301951387,0.009243409791167409,0.8620335501540568,0.01780212256076686,0.012324546388223211,0.014720985963711058,0.07257788428620336,1
825,E02000874,0.0007927070947284979,0.0075307173999207295,0.005945303210463734,0.8208481965913595,0.04558065794688863,0.037653586999603646,0.023781212841854936,0.05786761791518034,1
826,E02000875,0.002756448119708604,0.004922228785193936,0.003937783028155149,0.886394959637724,0.028745816105532587,0.010238235873203386,0.01772002362669817,0.04528450482378421,1
827,E02000876,0.0003599712023038157,0.012239020878329733,0.026277897768178547,0.7948164146868251,0.02591792656587473,0.04463642908567315,0.02339812814974802,0.07235421166306695,1
828,E02000877,0.0002035416242621616,0.015265621819662121,0.01017708121310808,0.8347242010991248,0.018318746183594546,0.021982495420313455,0.015876246692448606,0.08345206594748626,1
829,E02000878,0.0004988775255674732,0.008730356697430781,0.04963831379396358,0.7258667997006735,0.027188825143427287,0.07657770017460713,0.02269892741332003,0.08880019955101023,1
830,E02000879,0.0,0.009514435695538058,0.015748031496062992,0.7532808398950132,0.03510498687664042,0.038385826771653545,0.024934383202099737,0.12303149606299213,1
831,E02000880,0.0008775778850372971,0.009214567792891619,0.02457218078104432,0.8078104431768319,0.0298376480912681,0.02413339183852567,0.018867924528301886,0.08468626590609916,1
832,E02000881,0.0012976901116013497,0.012457825071372957,0.004412146379444588,0.8123540098624449,0.011160134959771606,0.042564235660524266,0.024656112120425643,0.09109784583441474,1
833,E02000882,0.0007878151260504202,0.027048319327731093,0.011029411764705883,0.6927521008403361,0.014705882352941176,0.017331932773109245,0.044642857142857144,0.19170168067226892,1
834,E02000883,0.0009900990099009901,0.011881188118811881,0.022112211221122113,0.7927392739273927,0.01782178217821782,0.015511551155115511,0.040594059405940595,0.09834983498349835,1
835,E02000884,0.0011730205278592375,0.004105571847507331,0.030107526881720432,0.8101661779081134,0.025024437927663734,0.07311827956989247,0.011534701857282503,0.0447702834799609,1
836,E02000885,0.0,0.011301799916282964,0.01590623691921306,0.8225198827961491,0.03516115529510255,0.019254918375889492,0.0246965257429887,0.07115948095437422,1
837,E02000886,0.000523149359142035,0.004969918911849333,0.010201412503269683,0.8611038451477897,0.015432906094690033,0.029296364111953962,0.029819513471095998,0.04865289040020926,1
838,E02000887,0.0012674271229404308,0.0058301647655259825,0.008365019011406844,0.8550063371356147,0.02256020278833967,0.026615969581749048,0.01977186311787072,0.0605830164765526,1
839,E02000888,0.004464285714285714,0.00625,0.008333333333333333,0.8833333333333333,0.01607142857142857,0.029464285714285714,0.008928571428571428,0.043154761904761904,1
840,E02000889,0.0005250721974271463,0.01181412444211079,0.007876082961407193,0.8175374113940667,0.00761354686269362,0.03754266211604096,0.02179049619322657,0.09530060383302705,1
841,E02000890,0.005188516084399862,0.004842615012106538,0.002421307506053269,0.7225873400207541,0.010377032168799724,0.1781390522310619,0.012106537530266344,0.06433759944655829,1
842,E02000893,0.0010046885465505692,0.013060951105157401,0.0026791694574681848,0.7558606831882116,0.012056262558606833,0.01942397856664434,0.0666443402545211,0.12926992632283993,1
843,E02000894,0.00022406453058480843,0.012099484651579655,0.002688774367017701,0.7199193367689894,0.00560161326462021,0.029576518037194712,0.05086264844275151,0.17902755993726194,1
844,E02000895,0.0003051571559353067,0.04607873054623131,0.007018614586512054,0.23039365273115656,0.0183094293561184,0.0021361000915471468,0.5086969789441562,0.187061336588343,1
845,E02000896,0.0010424811050299713,0.07088871514203805,0.017982799061767005,0.2757362522804274,0.06724003127443315,0.005212405525149857,0.3526192337763878,0.20927808183476673,1
846,E02000897,0.0008899436369029962,0.0453871254820528,0.005636309700385643,0.2563037674280629,0.02373183031741323,0.0059329575793533075,0.3966182141797686,0.2654998516760605,1
847,E02000898,0.00031259768677711783,0.035948733979368555,0.00031259768677711783,0.2910284463894967,0.025633010315723664,0.00031259768677711783,0.4048140043763676,0.2416380118787121,1
848,E02000899,0.0,0.034739454094292806,0.028846153846153848,0.1944789081885856,0.03380893300248139,0.0024813895781637717,0.31482630272952855,0.39081885856079407,1
849,E02000900,0.0,0.06918641896220372,0.009609224855861628,0.19891095451633567,0.03779628443305574,0.0019218449711723255,0.23126201153106982,0.4513132607303011,1
850,E02000901,0.0,0.04466372370812776,0.015580368735393405,0.22409763697740848,0.05608932744741626,0.0015580368735393405,0.2614905219423526,0.39652038431576214,1
851,E02000902,0.0005685048322910744,0.03098351335986356,0.00824332006822058,0.34991472427515635,0.04519613416714042,0.0008527572484366117,0.11483797612279704,0.44940306992609436,1
852,E02000903,0.0011534025374855825,0.05709342560553633,0.008938869665513265,0.2433679354094579,0.04555940023068051,0.003748558246828143,0.19838523644752018,0.4417531718569781,1
853,E02000904,0.0006435006435006435,0.04826254826254826,0.0054697554697554695,0.18854568854568854,0.08172458172458172,0.007078507078507079,0.21074646074646075,0.4575289575289575,1
854,E02000905,0.0013774104683195593,0.03856749311294766,0.01928374655647383,0.19476584022038568,0.10798898071625344,0.00743801652892562,0.14545454545454545,0.48512396694214877,1
855,E02000906,0.0005514199062586159,0.03722084367245657,0.009374138406396471,0.3399503722084367,0.1513647642679901,0.0024813895781637717,0.08381582575130962,0.37524124620898813,1
856,E02000907,0.0054133858267716535,0.01968503937007874,0.012795275590551181,0.5994094488188977,0.08169291338582677,0.012795275590551181,0.08784448818897637,0.18036417322834647,1
857,E02000908,0.0015270089711777056,0.02252338232487116,0.007444168734491315,0.5315899980912387,0.11242603550295859,0.00477190303493033,0.052109181141439205,0.2676083221988929,1
858,E02000909,0.0,0.030269058295964126,0.010650224215246636,0.34360986547085204,0.11378923766816143,0.010089686098654708,0.15442825112107622,0.33716367713004486,1
859,E02000910,0.0013627072450601862,0.039972745855098794,0.019986372927549397,0.33000227117874176,0.16284351578469225,0.018623665682489212,0.08176243470361118,0.3454462866227572,1
860,E02000911,0.00041245617653124357,0.03134666941637451,0.03196535368117138,0.3699731903485255,0.2109713342957311,0.008661579707156114,0.058568777067436587,0.28810063930707364,1
861,E02000912,0.003057169061449098,0.06603485172730052,0.004280036686028737,0.17517578722103333,0.07245490675634363,0.0024457352491592784,0.12412106389483338,0.552430449403852,1
862,E02000913,0.00032071840923669016,0.059012187299550996,0.010583707504810776,0.14111610006414368,0.18088518280949326,0.005452212957023733,0.13534316869788326,0.4672867222578576,1
863,E02000914,0.0010067958721369243,0.038761641077271584,0.02668009061162849,0.40724893027938586,0.16008054366977095,0.005789076264787314,0.08683614397180972,0.27359677825320916,1
864,E02000915,0.0009137983551629607,0.03228754188242461,0.004873591227535791,0.26469692354553764,0.3307950045689918,0.007919585744745659,0.1419433445019799,0.21657021017362169,1
865,E02000916,0.0002512562814070352,0.03542713567839196,0.016582914572864323,0.4434673366834171,0.15904522613065328,0.010804020100502512,0.0728643216080402,0.2615577889447236,1
866,E02000917,0.000547645125958379,0.029572836801752465,0.01067907995618839,0.3387185104052574,0.2579408543263965,0.011500547645125958,0.08214676889375684,0.26889375684556405,1
867,E02000918,0.0008792497069167644,0.025498241500586168,0.03194607268464244,0.3613716295427902,0.15211019929660025,0.007327080890973036,0.08616647127784291,0.3347010550996483,1
868,E02000919,0.0008931229532598987,0.04048824054778208,0.0244120273891039,0.1690979458172075,0.23786841321821972,0.005954153021732658,0.08812146472164335,0.4331646323310509,1
869,E02000920,0.0015727391874180866,0.04167758846657929,0.015727391874180863,0.3876802096985583,0.12057667103538663,0.015203145478374836,0.10170380078636959,0.31585845347313235,1
870,E02000921,0.0007394626571358146,0.052748336209021446,0.016514666009366526,0.3029332018733054,0.12324377618930243,0.003943800838057678,0.10697559773231452,0.3929011584914962,1
871,E02000922,0.0008253094910591472,0.04979367262723521,0.015680880330123798,0.14552957359009627,0.12214580467675379,0.006327372764786795,0.11059147180192572,0.5491059147180193,1
872,E02000923,0.0017296050735082155,0.006918420294032862,0.00807149034303834,0.7414240415105218,0.08965119631017585,0.03084462381089651,0.02450273854136639,0.09685788411646007,1
873,E02000925,0.000297441998810232,0.0074360499702558,0.014277215942891136,0.7314098750743605,0.10826888756692445,0.018441403926234383,0.03866745984533016,0.08120166567519334,1
874,E02000926,0.004686373467916366,0.007570295602018745,0.014059120403749098,0.7921773612112473,0.05948089401586157,0.021629416005767843,0.04307858687815429,0.057317952415284784,1
875,E02000927,0.0012372409526755336,0.01824930405196412,0.017012063099288585,0.3040519641200124,0.21373337457469843,0.010207237859573151,0.04423136405815033,0.3912774512836375,1
876,E02000928,0.0005534034311012728,0.01936912008854455,0.02407304925290537,0.30298837852794686,0.21029330381848368,0.009131156613171001,0.12506917542888765,0.3085224128389596,1
877,E02000929,0.0005722460658082976,0.011158798283261802,0.007439198855507869,0.878969957081545,0.010872675250357653,0.005150214592274678,0.01430615164520744,0.0715307582260372,1
878,E02000930,0.0004693733865289838,0.009152781037315184,0.03801924430884769,0.3363060314480169,0.2691856371743722,0.026754283032152076,0.027693029805210045,0.29241961980755693,1
879,E02000931,0.0,0.00802982506452538,0.005735589331803843,0.11012331517063378,0.4341841124175509,0.007743045597935188,0.05276742185259536,0.38141669056495553,1
880,E02000932,0.0042158516020236085,0.014839797639123103,0.029679595278246207,0.5507588532883643,0.18313659359190557,0.012647554806070826,0.04536256323777403,0.15935919055649242,1
881,E02000933,0.0,0.09460834181078331,0.011953204476093592,0.470498474059003,0.12512716174974567,0.01347914547304171,0.13555442522889116,0.1487792472024415,1
882,E02000934,0.0007149666348903718,0.011677788369876072,0.019304099142040038,0.3856053384175405,0.31124880838894187,0.025738798856053385,0.047664442326024785,0.198045757864633,1
883,E02000935,0.0008206811653672548,0.04431678292983176,0.004924086992203529,0.8457119409109561,0.011899876897825195,0.003282724661469019,0.01928600738613049,0.06975789905621665,1
884,E02000936,0.0,0.02943189596167009,0.0025096965548710927,0.7460643394934976,0.10198494182067078,0.006388318503308237,0.040611453342459504,0.07300935432352271,1
885,E02000937,0.0,0.03677646306363927,0.017908538535337384,0.1963543332267349,0.2932523185161497,0.008954269267668692,0.1451870802686281,0.30156699712184204,1
886,E02000938,0.00023014959723820482,0.038204833141542,0.0020713463751438435,0.6632911392405063,0.014959723820483314,0.003222094361334868,0.06467203682393556,0.21334867663981588,1
887,E02000939,0.0014104372355430183,0.032792665726375174,0.006346967559943582,0.13293370944992947,0.20909732016925248,0.008110014104372355,0.16290550070521861,0.4464033850493653,1
888,E02000940,0.0,0.007593735168485999,0.01779781680113906,0.7007593735168486,0.10299003322259136,0.018272425249169437,0.035358329378262936,0.11722828666350261,1
889,E02000941,0.0014503263234227702,0.020788010635726373,0.005801305293691081,0.1984529852550157,0.3526710176456369,0.00821851583272903,0.0727580372250423,0.3398598017887358,1
890,E02000942,0.0,0.046383647798742135,0.01519916142557652,0.2109538784067086,0.1970649895178197,0.01939203354297694,0.17767295597484276,0.3333333333333333,1
891,E02000943,0.0007871949619522435,0.014694305956441878,0.036735764891104694,0.3757543951718709,0.23064812385200734,0.010758331146680662,0.053004460771451066,0.2776174232484912,1
892,E02000944,0.0006920415224913495,0.030103806228373702,0.0,0.7636678200692042,0.014186851211072665,0.02698961937716263,0.06608996539792387,0.09826989619377163,1
893,E02000945,0.0,0.04630969609261939,0.008683068017366137,0.7170767004341534,0.034370477568740954,0.002532561505065123,0.06331403762662807,0.12771345875542692,1
894,E02000946,0.0,0.017374517374517374,0.023809523809523808,0.4494851994851995,0.15862290862290862,0.03893178893178893,0.08815958815958816,0.2236164736164736,1
895,E02000947,0.00025510204081632655,0.009438775510204082,0.007142857142857143,0.3346938775510204,0.21862244897959185,0.01020408163265306,0.04056122448979592,0.3790816326530612,1
896,E02000948,0.00022825838849577722,0.01072814425930153,0.003195617438940881,0.3490070760100434,0.34352887468614474,0.010043369093814198,0.06893403332572472,0.21433462679753482,1
