,GEOGRAPHY_CODE,Establishment not stated,Medical and care establishment,Medical and care establishment: Local Authority: Care home with nursing,Medical and care establishment: Local Authority: Care home without nursing,Medical and care establishment: Local Authority: Children's home (including secure units),Medical and care establishment: Local Authority: Other home,Medical and care establishment: NHS: General hospital,Medical and care establishment: NHS: Mental health hospital or unit (including secure units),Medical and care establishment: NHS: Other hospital,Medical and care establishment: Other: Care home with nursing,Medical and care establishment: Other: Care home without nursing,Medical and care establishment: Other: Children's home (including secure units),Medical and care establishment: Other: Mental health hospital or unit (including secure units),Medical and care establishment: Other: Other establishment,Medical and care establishment: Other: Other hospital,Medical and care establishment: Registered Social Landlord or Housing Association: Home or hostel,Medical and care establishment:Local Authority,Medical and care establishment:NHS,Medical and care establishment:Other,Medical and care establishment:Registered Social Landlord or Housing Association,Other establishment,Other establishment: Approved premises (probation or bail hostel),Other establishment: Defence,Other establishment: Detention centres and other detention,Other establishment: Education,Other establishment: Holiday accommodation,Other establishment: Hostel or temporary shelter for the homeless,"Other establishment: Hotel, guest house, B&B or youth hostel",Other establishment: Other travel or temporary accommodation,Other establishment: Prison service,Other establishment: Religious,Other establishment: Staff or worker accommodation or Other,Total
0,E02000001,0.009478672985781991,0.009478672985781991,0.0,0.0,0.0,0.0,0.0,0.0,0.009478672985781991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009478672985781991,0.0,0.0,0.981042654028436,0.0,0.0,0.0,0.44549763033175355,0.0,0.4028436018957346,0.12796208530805686,0.0,0.0,0.0,0.004739336492890996,1
1,E02000002,0.08695652173913043,0.9130434782608695,0.0,0.5217391304347826,0.0,0.0,0.0,0.0,0.0,0.0,0.391304347826087,0.0,0.0,0.0,0.0,0.0,0.5217391304347826,0.0,0.391304347826087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2,E02000003,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3,E02000004,0.0,0.5497076023391813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4327485380116959,0.04093567251461988,0.0,0.0,0.0,0.0,0.07602339181286549,0.0,0.0,0.47368421052631576,0.07602339181286549,0.4502923976608187,0.0,0.0,0.0,0.0,0.0,0.4502923976608187,0.0,0.0,0.0,0.0,0.0,1
4,E02000005,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
5,E02000007,0.045454545454545456,0.5545454545454546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5545454545454546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5545454545454546,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,1
6,E02000008,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
7,E02000009,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8,E02000010,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
9,E02000011,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
10,E02000012,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
11,E02000014,0.02127659574468085,0.9787234042553191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9361702127659575,0.0425531914893617,0.0,0.0,0.0,0.0,0.0,0.0,0.9787234042553191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
12,E02000015,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
13,E02000016,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,1
14,E02000017,0.2222222222222222,0.7777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
15,E02000018,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
16,E02000019,0.03389830508474576,0.9661016949152542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9491525423728814,0.01694915254237288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9661016949152542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
17,E02000020,0.1111111111111111,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
18,E02000021,0.0297029702970297,0.9207920792079208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9207920792079208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9207920792079208,0.0,0.04950495049504951,0.0,0.0,0.0,0.0,0.0,0.0,0.04950495049504951,0.0,0.0,0.0,0.0,1
19,E02000022,0.0,0.5357142857142857,0.0,0.5357142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5357142857142857,0.0,0.0,0.0,0.4642857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.4642857142857143,0.0,0.0,0.0,0.0,1
20,E02000023,0.13793103448275862,0.1839080459770115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1839080459770115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1839080459770115,0.0,0.6781609195402298,0.0,0.0,0.0,0.0,0.0,0.6781609195402298,0.0,0.0,0.0,0.0,0.0,1
21,E02000024,0.009615384615384616,0.9903846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7307692307692307,0.25961538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9903846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
22,E02000025,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
23,E02000026,0.0,0.5714285714285714,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.32142857142857145,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.32142857142857145,0.0,0.42857142857142855,0.0,0.0,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
24,E02000027,0.038834951456310676,0.9611650485436893,0.0,0.07766990291262135,0.0,0.0,0.0,0.0,0.0,0.5436893203883495,0.24271844660194175,0.0,0.0,0.0970873786407767,0.0,0.0,0.07766990291262135,0.0,0.883495145631068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
25,E02000028,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
26,E02000030,0.041666666666666664,0.9583333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8020833333333334,0.15625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9583333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
27,E02000031,0.006060606060606061,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8909090909090909,0.0,0.0,0.0,0.0,0.04242424242424243,0.0,0.0,0.8909090909090909,0.04242424242424243,0.06060606060606061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06060606060606061,0.0,1
28,E02000032,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
29,E02000033,0.0,1.0,0.0,0.8666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
30,E02000034,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
31,E02000035,0.022082018927444796,0.6088328075709779,0.0,0.1829652996845426,0.0,0.0,0.0,0.0,0.0,0.15141955835962145,0.2744479495268139,0.0,0.0,0.0,0.0,0.0,0.1829652996845426,0.0,0.42586750788643535,0.0,0.36908517350157727,0.0,0.0,0.0,0.35962145110410093,0.0,0.0,0.0,0.0,0.0,0.0,0.00946372239747634,1
32,E02000036,0.10344827586206896,0.7068965517241379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2413793103448276,0.46551724137931033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7068965517241379,0.0,0.1896551724137931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1896551724137931,0.0,1
33,E02000037,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
34,E02000038,0.007905138339920948,0.9920948616600791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4150197628458498,0.5770750988142292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9920948616600791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
35,E02000039,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
36,E02000040,0.3142857142857143,0.12857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12857142857142856,0.0,0.0,0.0,0.12857142857142856,0.0,0.5571428571428572,0.0,0.0,0.0,0.5571428571428572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
37,E02000041,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
38,E02000042,0.05263157894736842,0.9473684210526315,0.0,0.19138755980861244,0.0,0.0,0.0,0.0,0.0,0.20095693779904306,0.5550239234449761,0.0,0.0,0.0,0.0,0.0,0.19138755980861244,0.0,0.7559808612440191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
39,E02000043,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38666666666666666,0.6133333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
40,E02000045,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
41,E02000047,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0967741935483871,0.9032258064516129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0967741935483871,0.9032258064516129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
42,E02000048,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
43,E02000049,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
44,E02000050,0.07692307692307693,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.4230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.4230769230769231,0.0,0.0,0.0,0.0,1
45,E02000051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9565217391304348,0.0,0.0,0.0,0.0,0.043478260869565216,1
46,E02000054,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1891891891891892,0.8108108108108109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
47,E02000055,0.0,0.2018348623853211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2018348623853211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2018348623853211,0.0,0.7981651376146789,0.0,0.0,0.0,0.7981651376146789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
48,E02000056,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
49,E02000057,0.0,0.9574468085106383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9574468085106383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9574468085106383,0.0,0.0425531914893617,0.0,0.0,0.0,0.0,0.0,0.0,0.0425531914893617,0.0,0.0,0.0,0.0,1
50,E02000058,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1
51,E02000059,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
52,E02000060,0.0,0.9928057553956835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09352517985611511,0.8992805755395683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9928057553956835,0.0,0.007194244604316547,0.0,0.0,0.0,0.0,0.0,0.0,0.007194244604316547,0.0,0.0,0.0,0.0,1
53,E02000061,0.03389830508474576,0.9491525423728814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9491525423728814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9491525423728814,0.0,0.01694915254237288,0.0,0.0,0.0,0.0,0.0,0.0,0.01694915254237288,0.0,0.0,0.0,0.0,1
54,E02000062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,0.2857142857142857,0.0,0.0,0.0,0.0,1
55,E02000063,0.0684931506849315,0.8904109589041096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8904109589041096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8904109589041096,0.0,0.0410958904109589,0.0,0.0,0.0,0.0,0.0,0.0410958904109589,0.0,0.0,0.0,0.0,0.0,1
56,E02000064,0.024691358024691357,0.012345679012345678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012345679012345678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012345679012345678,0.0,0.9629629629629629,0.0,0.0,0.0,0.9135802469135802,0.0,0.0,0.04938271604938271,0.0,0.0,0.0,0.0,1
57,E02000065,0.061224489795918366,0.9387755102040817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9387755102040817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9387755102040817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
58,E02000066,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
59,E02000067,0.2857142857142857,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,1
60,E02000068,0.18181818181818182,0.8181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
61,E02000069,0.03571428571428571,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.21428571428571427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21428571428571427,0.0,1
62,E02000071,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
63,E02000072,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
64,E02000074,0.14285714285714285,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
65,E02000077,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
66,E02000078,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
67,E02000079,0.010638297872340425,0.9680851063829787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6968085106382979,0.2712765957446808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9680851063829787,0.0,0.02127659574468085,0.0,0.0,0.0,0.0,0.0,0.0,0.015957446808510637,0.0,0.0,0.0,0.005319148936170213,1
68,E02000081,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
69,E02000083,0.18181818181818182,0.8181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
70,E02000085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
71,E02000086,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
72,E02000087,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
73,E02000089,0.0,1.0,0.0,0.1349206349206349,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.7936507936507936,0.0,0.0,0.0,0.0,0.0,0.1349206349206349,0.0,0.8650793650793651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
74,E02000090,0.0,0.5616797900262467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47506561679790027,0.08661417322834646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5616797900262467,0.0,0.43832020997375326,0.0,0.0,0.0,0.43832020997375326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
75,E02000091,0.05714285714285714,0.9428571428571428,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.7714285714285715,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.1,0.8428571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
76,E02000092,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
77,E02000093,0.12962962962962962,0.8703703703703703,0.0,0.0,0.0,0.0,0.0,0.6481481481481481,0.0,0.0,0.09259259259259259,0.0,0.0,0.0,0.12962962962962962,0.0,0.0,0.6481481481481481,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
78,E02000094,0.07462686567164178,0.9253731343283582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9253731343283582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9253731343283582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
79,E02000096,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
80,E02000098,0.04878048780487805,0.9512195121951219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8861788617886179,0.06504065040650407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9512195121951219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
81,E02000099,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
82,E02000100,0.04461942257217848,0.07349081364829396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07349081364829396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07349081364829396,0.0,0.8818897637795275,0.0,0.0,0.0,0.8740157480314961,0.0,0.0,0.0,0.0,0.0,0.0,0.007874015748031496,1
83,E02000101,0.010309278350515464,0.8865979381443299,0.0,0.020618556701030927,0.0,0.0,0.0,0.0,0.0,0.5360824742268041,0.25773195876288657,0.0,0.0,0.0,0.0,0.07216494845360824,0.020618556701030927,0.0,0.7938144329896907,0.07216494845360824,0.10309278350515463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10309278350515463,1
84,E02000102,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
85,E02000103,0.06626506024096386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9337349397590361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9337349397590361,1
86,E02000104,0.044642857142857144,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3125,0.5625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.0,0.08035714285714286,0.0,0.0,0.0,0.0,0.0,0.08035714285714286,0.0,0.0,0.0,0.0,0.0,1
