,GEOGRAPHY_CODE,Usual residents per square kilometre
1145,E02001207,2026.8
1146,E02001208,2790.4
1147,E02001209,5882.9
1148,E02001210,4797.5
1149,E02001211,3340.0
1150,E02001212,4626.3
1151,E02001213,4039.1
1152,E02001214,2899.2
1153,E02001215,1000.8
1154,E02001216,3062.1
1155,E02001217,3818.3
1156,E02001218,1888.8
1157,E02001219,2695.9
1158,E02001220,3216.8
1159,E02001221,3229.3
1160,E02001222,2778.6
1161,E02001223,1957.0
1162,E02001224,856.3
1163,E02001225,2891.4
1164,E02001226,2954.1
1165,E02001227,3241.4
1166,E02001228,848.0
1167,E02001229,2023.6
1168,E02001230,1013.3
1169,E02001231,973.7
1170,E02001232,5713.7
1171,E02001233,3404.9
1172,E02001234,6053.0
1173,E02001235,4156.6
1174,E02001236,4378.4
1175,E02001237,480.3
1176,E02001238,3504.3
1177,E02001239,4947.4
1178,E02001240,5822.8
1179,E02001241,3226.8
1180,E02001242,2320.3
1181,E02001243,1756.0
1182,E02001244,3298.8
1183,E02001245,3059.9
1184,E02001246,4497.5
1185,E02001247,4316.8
1186,E02001248,4051.3
1187,E02001249,4436.6
1188,E02001250,1648.8
1189,E02001251,745.2
1190,E02001252,3099.9
1191,E02001253,1640.3
1192,E02001254,4199.8
1193,E02001255,2188.2
1194,E02001256,4510.2
1195,E02001257,3619.7
1196,E02001258,1281.8
1197,E02001259,6566.9
1198,E02001260,1130.6
1199,E02001261,4169.2
1200,E02001262,5396.0
1201,E02001263,2337.9
1202,E02001264,2163.3
1203,E02001265,2375.5
1204,E02001266,2028.7
1205,E02001267,2717.6
1206,E02001268,3676.0
1207,E02001269,3414.0
1208,E02001270,4270.2
1209,E02001271,2855.4
1210,E02001272,3545.4
1211,E02001273,5084.0
1212,E02001274,4041.5
1213,E02001275,681.1
1214,E02001276,3448.9
1215,E02001277,3113.9
1216,E02001278,5583.8
1217,E02001279,4803.5
1218,E02001280,4676.6
1219,E02001281,3114.5
1220,E02001282,5353.4
1221,E02001283,435.0
1222,E02001284,3896.9
1223,E02001285,1935.8
1224,E02001286,1171.2
1225,E02001287,1359.4
1226,E02001288,1377.7
1227,E02001289,1363.9
1228,E02001290,432.7
1229,E02001291,3167.9
1230,E02001292,3423.3
1231,E02001293,1081.8
1232,E02001294,4700.0
1233,E02001295,5516.0
1234,E02001296,2670.6
1235,E02001297,1818.9
1236,E02001298,1544.8
1237,E02001299,1889.8
1238,E02001300,4714.0
1239,E02001301,2678.6
1240,E02001302,4453.7
1241,E02001303,3948.9
1242,E02001304,1189.0
1243,E02001305,3315.8
1244,E02001306,2591.3
1245,E02001307,1878.6
1246,E02001308,2682.1
1247,E02001309,1690.0
1248,E02001310,1404.6
1249,E02001311,2213.3
1250,E02001312,1085.3
1251,E02001313,3007.9
1252,E02001314,3669.7
1253,E02001315,530.9
1254,E02001316,6193.1
1255,E02001317,2429.3
1256,E02001318,1839.5
1257,E02001319,1840.8
1258,E02001320,2533.3
1259,E02001321,1510.1
1260,E02001322,3748.6
1261,E02001323,1991.0
1262,E02001324,2934.3
1263,E02001325,986.4
1264,E02001326,1345.8
1265,E02001327,3109.8
1266,E02001328,4905.4
1267,E02001329,2637.9
1268,E02001330,3319.9
1269,E02001331,424.1
1270,E02001332,4071.9
1271,E02001333,3453.6
1272,E02001334,5402.6
1273,E02001335,4759.8
1274,E02001336,2150.8
1275,E02001337,3122.9
1276,E02001338,5617.3
1277,E02001339,3212.3
1278,E02001340,5299.2
1279,E02001341,3183.4
1280,E02001342,2311.0
1281,E02001343,337.6
1282,E02001344,2154.0
1283,E02001345,4137.2
1284,E02001346,2281.2
1285,E02001347,3547.0
1286,E02001348,6299.2
1287,E02001349,6486.0
1288,E02001350,2788.9
1289,E02001351,2956.0
1290,E02001352,6076.3
1291,E02001353,3069.7
1292,E02001354,4748.9
1293,E02001355,4719.9
1294,E02001356,7203.5
1295,E02001357,6567.4
1296,E02001358,11681.5
1297,E02001359,1899.6
1298,E02001360,3662.9
1299,E02001361,4804.5
1300,E02001362,5595.2
1301,E02001363,5067.1
1302,E02001364,6091.7
1303,E02001365,10594.3
1304,E02001366,5777.6
1305,E02001367,3921.2
1306,E02001368,2092.6
1307,E02001369,3942.9
1308,E02001370,6405.3
1309,E02001371,8219.3
1310,E02001372,3440.5
1311,E02001373,5451.8
1312,E02001374,3708.8
1313,E02001375,7455.4
1314,E02001376,10664.6
1315,E02001377,7096.5
1316,E02001378,5461.1
1317,E02001380,4933.4
1318,E02001381,7585.6
1319,E02001382,5269.1
1320,E02001383,8694.5
1321,E02001384,11007.8
1322,E02001385,9617.5
1323,E02001386,4444.3
1324,E02001387,4845.6
1325,E02001388,6657.0
1326,E02001389,5965.1
1327,E02001390,7772.6
1328,E02001391,2275.4
1329,E02001392,3631.5
1330,E02001393,2165.8
1331,E02001394,3845.2
1332,E02001395,4627.8
1333,E02001396,5142.9
1334,E02001397,5210.6
1335,E02001398,3260.0
1336,E02001399,4856.8
1337,E02001400,2186.9
1338,E02001401,2587.1
1339,E02001402,3565.2
1340,E02001403,3652.0
1341,E02001404,880.0
1342,E02001405,4643.2
1343,E02001406,293.6
1344,E02001407,793.9
1345,E02001408,588.4
1346,E02001409,1850.6
1347,E02001410,836.0
1348,E02001411,2441.0
1349,E02001412,1298.0
1350,E02001413,5176.4
1351,E02001414,1022.2
1352,E02001415,3078.0
1353,E02001416,3255.8
1354,E02001417,4318.2
1355,E02001418,2985.0
1356,E02001419,2291.5
1357,E02001420,1618.3
1358,E02001421,4180.7
1359,E02001422,2754.9
1360,E02001423,1492.3
1361,E02001425,3552.0
1362,E02001426,3890.1
1363,E02001427,589.6
1364,E02001428,1067.0
1365,E02001429,1204.0
1366,E02001430,2099.8
1367,E02001431,3595.1
1368,E02001432,1188.4
1369,E02001433,4324.0
1370,E02001434,3662.6
1371,E02001435,6068.2
1372,E02001436,2841.2
1373,E02001437,1028.7
1374,E02001438,4162.8
1375,E02001439,2958.7
1376,E02001440,971.2
1377,E02001441,492.1
1378,E02001442,2614.0
1379,E02001443,1052.9
1380,E02001444,406.3
1381,E02001445,1007.0
1382,E02001446,3013.5
1383,E02001447,1743.9
1384,E02001448,2822.3
1385,E02001449,545.1
1386,E02001450,1926.7
1387,E02001451,4771.3
1388,E02001452,3795.6
1389,E02001453,5685.9
1390,E02001454,716.7
1391,E02001455,2191.8
1392,E02001456,4247.5
1393,E02001457,2710.0
1394,E02001458,7143.3
1395,E02001459,4698.2
1396,E02001460,2567.0
1397,E02001461,4410.9
1398,E02001462,3421.5
1399,E02001463,4841.9
1400,E02001464,7400.6
1401,E02001465,2100.3
1402,E02001466,6409.5
1403,E02001467,5509.6
1404,E02001468,7512.6
1405,E02001469,3277.0
1406,E02001470,5662.6
1407,E02001471,7779.9
1408,E02001472,1661.4
1409,E02001473,6329.3
1410,E02001474,5795.0
1411,E02001475,2450.2
1412,E02001476,3028.9
1413,E02001477,2155.4
1414,E02001478,4267.5
1415,E02001479,846.9
1416,E02001480,2289.7
1417,E02001481,2942.8
1418,E02001482,2807.9
1419,E02001483,3810.9
1420,E02001484,3009.5
1421,E02001485,4254.4
1422,E02001486,3046.3
1423,E02001487,5139.2
1424,E02001488,6839.1
1425,E02001489,1522.2
1426,E02001490,3292.4
1427,E02001491,3354.1
1428,E02001492,1658.6
1429,E02001493,4900.5
1430,E02001494,1115.1
1431,E02001495,5256.0
1432,E02001496,3052.0
1433,E02001497,4862.0
1434,E02001498,3870.4
1435,E02001499,798.1
1436,E02001500,874.0
1437,E02001501,1034.9
1438,E02001502,1845.5
1439,E02001503,2474.5
1440,E02001504,318.6
1441,E02001505,2343.0
1442,E02001506,645.2
1443,E02001507,3151.8
1444,E02001508,1366.6
1445,E02001509,1557.5
1446,E02001510,1253.4
1447,E02001511,969.1
1448,E02001512,1609.1
1449,E02001513,773.2
1450,E02001514,745.7
1451,E02001515,3296.5
1452,E02001516,1362.6
1453,E02001517,2156.3
1454,E02001518,2627.5
1455,E02001519,1727.5
1456,E02001520,1290.0
1457,E02001521,3535.3
1458,E02001522,1890.8
1459,E02001523,1264.5
1460,E02001524,171.0
1461,E02001525,4898.0
1462,E02001526,3764.3
1463,E02001527,1038.5
1464,E02001528,516.0
1465,E02001529,1090.7
1466,E02001530,1283.5
1467,E02001531,1974.6
1468,E02001532,1047.7
1469,E02001533,1564.0
1470,E02001534,1476.6
1471,E02001535,57.1
1472,E02001536,553.3
1473,E02001537,1141.7
1474,E02001538,2112.7
1475,E02001539,165.6
1476,E02001540,175.1
1477,E02001541,1756.4
1478,E02001542,212.5
1479,E02001543,1227.0
1480,E02001544,1238.8
1481,E02001545,630.0
1482,E02001546,159.7
1483,E02001547,1326.3
1484,E02001548,661.2
1485,E02001549,1501.6
1486,E02001550,2875.4
1487,E02001551,1128.9
1488,E02001552,1182.2
1489,E02001553,1910.0
1490,E02001554,1627.4
1491,E02001555,1195.0
1492,E02001556,3311.3
1493,E02001557,2631.6
1494,E02001558,82.0
1495,E02001559,863.7
1496,E02001560,2958.5
1497,E02001561,4804.6
1498,E02001562,1915.7
1499,E02001563,3131.2
1500,E02001564,235.1
1501,E02001565,1403.2
1502,E02001566,1437.7
1503,E02001567,4012.8
1504,E02001568,1769.2
1505,E02001569,4398.5
1506,E02001570,1225.9
1507,E02001571,186.5
1508,E02001572,1037.3
1509,E02001573,2979.1
1510,E02001574,804.7
1511,E02001575,1633.9
1512,E02001576,295.7
1513,E02001577,139.6
1514,E02001578,2621.7
1515,E02001579,1110.6
1516,E02001580,2262.6
1517,E02001581,2813.4
1518,E02001582,1942.3
1519,E02001583,1534.0
1520,E02001584,240.7
1521,E02001585,1798.0
1522,E02001586,1362.5
1523,E02001587,490.0
1524,E02001588,4447.1
1525,E02001589,908.1
1526,E02001590,2675.3
1527,E02001591,3531.3
1528,E02001592,1679.7
1529,E02001593,2260.7
1530,E02001594,2390.1
1531,E02001595,1540.4
1532,E02001596,4790.3
1533,E02001597,538.9
1534,E02001598,2253.7
1535,E02001600,2902.2
1536,E02001602,1766.0
1537,E02001603,559.4
1538,E02001604,937.0
1539,E02001605,222.6
1540,E02001606,1520.0
1541,E02001607,1536.5
1542,E02001608,690.5
1543,E02001609,460.5
1544,E02001610,277.7
1545,E02001611,1343.4
1546,E02001612,422.0
1547,E02001613,2390.3
1548,E02001614,2066.8
1549,E02001615,643.6
1550,E02001616,4423.6
1551,E02001617,3627.7
1552,E02001618,78.4
1553,E02001619,4385.3
1554,E02001620,4973.7
1555,E02001621,4075.9
1556,E02001622,4271.5
1557,E02001623,5320.3
1558,E02001624,2604.4
1559,E02001625,5260.7
1560,E02001626,6403.3
1561,E02001627,1853.6
1562,E02001628,908.4
1563,E02001629,3797.9
1564,E02001630,4676.3
1565,E02001631,5548.9
1566,E02001632,2232.0
1567,E02001633,418.2
1568,E02001634,6336.3
1569,E02001635,1777.5
1570,E02001636,5318.1
1571,E02001637,2008.0
1572,E02001638,12361.6
1573,E02001639,7333.4
1574,E02001640,5849.4
1575,E02001642,3003.9
1576,E02001643,1872.7
1577,E02001646,5824.1
1578,E02001647,3024.8
1579,E02001648,3885.8
1580,E02001649,3499.2
1581,E02001650,11403.6
1582,E02001651,255.8
1583,E02001652,8350.5
1584,E02001653,3684.5
1585,E02001654,2488.4
1586,E02001655,3836.2
1587,E02001656,5535.1
1588,E02001657,5183.4
1589,E02001658,5169.6
1590,E02001659,2524.1
1591,E02001660,6772.1
1592,E02001661,4960.9
1593,E02001662,4582.2
1594,E02001663,5268.0
1595,E02001664,5028.4
1596,E02001665,1500.7
1597,E02001666,2744.7
1598,E02001669,5548.9
1599,E02001670,4237.4
1600,E02001671,2835.0
1601,E02001672,3365.8
1602,E02001673,2271.1
1603,E02001674,1868.4
1604,E02001675,2944.0
1605,E02001676,1775.5
1606,E02001678,735.8
1607,E02001679,5067.3
1608,E02001680,4661.6
1609,E02001681,2747.6
1610,E02001682,1063.6
1611,E02001683,718.8
1612,E02001684,1793.1
1613,E02001685,4390.1
1614,E02001686,1191.6
1615,E02001688,1540.0
1616,E02001689,6617.6
1617,E02001690,1926.6
1618,E02001691,5856.8
1619,E02001692,5286.4
1620,E02001693,4813.7
1621,E02001694,2608.0
1622,E02001695,1502.6
1623,E02001696,4013.5
1624,E02001697,5167.8
1625,E02001698,3529.6
1626,E02001699,3104.0
1627,E02001700,620.1
1628,E02001701,4019.0
1629,E02001702,4083.5
1630,E02001703,552.4
1631,E02001704,4433.8
1632,E02001706,321.8
1633,E02001707,2170.4
1634,E02001709,1280.8
1635,E02001710,5081.5
1636,E02001711,553.4
1637,E02001712,4547.7
1638,E02001713,4216.8
1639,E02001714,3225.1
1640,E02001715,3399.5
1641,E02001718,5036.1
1642,E02001719,4299.7
1643,E02001720,7181.7
1644,E02001721,1123.9
1645,E02001722,4451.3
1646,E02001723,5389.6
1647,E02001724,7337.9
1648,E02001725,8519.0
1649,E02001726,4868.3
1650,E02001727,4120.3
1651,E02001728,2444.1
1652,E02001729,7450.0
1653,E02001732,2755.1
1654,E02001734,4023.7
1655,E02001735,6153.0
1656,E02001737,3376.4
1657,E02001738,1023.3
1658,E02001739,1490.8
1659,E02001740,4988.6
1660,E02001741,1066.4
1661,E02001742,5022.6
1662,E02001743,5826.6
1663,E02001744,1078.9
1664,E02001745,2822.8
1665,E02001746,2288.4
1666,E02001747,5005.2
1667,E02001748,3246.3
1668,E02001749,2564.6
1669,E02001750,3446.7
1670,E02001751,4241.9
1671,E02001752,2027.4
1672,E02001753,3319.5
1673,E02001754,3628.9
1674,E02001755,1773.1
1675,E02001756,2983.3
1676,E02001757,3747.3
1677,E02001758,3411.3
1678,E02001759,6424.8
1679,E02001760,3314.2
1680,E02001761,4866.7
1681,E02001762,2854.4
1682,E02001763,5295.9
1683,E02001764,2031.6
1684,E02001765,3029.2
1685,E02001766,3355.8
1686,E02001767,3135.7
1687,E02001768,4114.9
1688,E02001769,3686.5
1689,E02001770,7117.6
1690,E02001771,2714.5
1691,E02001772,4100.0
1692,E02001773,4150.4
1693,E02001774,1601.7
1694,E02001775,6265.9
1695,E02001776,4627.7
1696,E02001777,3299.6
1697,E02001778,5306.1
1698,E02001779,1990.2
1699,E02001780,5031.6
1700,E02001781,4662.3
1701,E02001782,3127.7
1702,E02001783,4867.9
1703,E02001784,2826.0
1704,E02001785,1151.6
1705,E02001786,3369.4
1706,E02001787,666.7
1707,E02001788,2785.4
1708,E02001789,910.8
1709,E02001790,693.8
1710,E02001791,2858.5
1711,E02001792,4191.4
1712,E02001793,4322.9
1713,E02001794,3426.6
1714,E02001795,2999.5
1715,E02001796,4721.3
1716,E02001797,466.4
1717,E02001798,2739.3
1718,E02001799,3635.8
1719,E02001800,1974.3
1720,E02001801,6685.8
1721,E02001802,4349.4
1722,E02001803,3386.3
1723,E02001804,2751.0
1724,E02001805,4327.4
1725,E02001806,2571.5
1726,E02001807,1649.9
1727,E02001808,6141.5
1728,E02001809,2963.5
1729,E02001810,3598.3
1730,E02001811,3708.3
1731,E02001812,3681.6
1732,E02001813,4331.1
1733,E02001814,2736.3
1734,E02001815,1975.2
1735,E02001816,2682.5
1736,E02001817,4443.7
1737,E02001818,2235.5
1738,E02001819,1847.8
1739,E02001820,2512.7
1740,E02001821,718.5
1741,E02001822,458.7
1742,E02001823,2962.3
1743,E02001824,2677.5
1744,E02001825,722.8
1745,E02001826,731.3
1746,E02001827,2786.5
1747,E02001828,2218.8
1748,E02001829,1687.0
1749,E02001830,738.3
1750,E02001831,4266.2
1751,E02001832,2314.3
1752,E02001833,3896.0
1753,E02001834,5717.8
1754,E02001835,3589.3
1755,E02001836,3947.4
1756,E02001837,7186.1
1757,E02001838,663.5
1758,E02001839,3484.1
1759,E02001840,6197.9
1760,E02001841,2586.8
1761,E02001842,5689.7
1762,E02001843,5302.7
1763,E02001844,5054.9
1764,E02001845,5789.5
1765,E02001846,6238.6
1766,E02001847,752.4
1767,E02001848,3654.2
1768,E02001849,6593.9
1769,E02001850,3624.8
1770,E02001851,4126.2
1771,E02001852,5890.2
1772,E02001855,3220.9
1773,E02001856,4997.4
1774,E02001857,5059.3
1775,E02001858,5581.1
1776,E02001859,3050.6
1777,E02001860,8541.0
1778,E02001861,9596.6
1779,E02001862,4444.1
1780,E02001863,3701.2
1781,E02001865,9349.0
1782,E02001866,10964.0
1783,E02001867,9447.5
1784,E02001868,5540.0
1785,E02001869,2568.0
1786,E02001870,7390.4
1787,E02001871,4997.3
1788,E02001872,3813.7
1789,E02001873,6195.5
1790,E02001874,5243.2
1791,E02001875,6239.4
1792,E02001876,5024.4
1793,E02001877,9981.5
1794,E02001878,4324.3
1795,E02001879,6162.0
1796,E02001880,7502.6
1797,E02001881,7098.4
1798,E02001882,5702.5
1799,E02001883,3626.7
1800,E02001884,7890.9
1801,E02001886,4941.1
1802,E02001888,5764.6
1803,E02001889,9753.3
1804,E02001890,4011.4
1805,E02001892,5594.9
1806,E02001893,5488.7
1807,E02001895,3635.6
1808,E02001896,9062.5
1809,E02001897,4594.7
1810,E02001898,5960.7
1811,E02001899,3709.0
1812,E02001900,4229.4
1813,E02001901,4871.4
1814,E02001902,5532.5
1815,E02001903,11142.4
1816,E02001904,3240.9
1817,E02001905,2336.7
1818,E02001906,5180.0
1819,E02001907,3616.6
1820,E02001908,16879.7
1821,E02001909,9593.8
1822,E02001910,8221.9
1823,E02001911,6303.6
1824,E02001913,2991.0
1825,E02001914,3008.2
1826,E02001915,6195.1
1827,E02001916,6794.6
1828,E02001918,5256.4
1829,E02001919,6324.9
1830,E02001920,2754.4
1831,E02001921,3886.8
1832,E02001922,11272.7
1833,E02001923,6376.1
1834,E02001924,6110.9
1835,E02001925,3048.9
1836,E02001926,4439.0
1837,E02001927,5043.1
1838,E02001928,4241.9
1839,E02001929,7522.7
1840,E02001930,5987.6
1841,E02001931,3418.5
1842,E02001932,2230.4
1843,E02001933,4649.7
1844,E02001934,5936.7
1845,E02001935,4105.9
1846,E02001936,5176.4
1847,E02001937,4567.7
1848,E02001938,4251.3
1849,E02001939,3662.9
1850,E02001941,4677.9
1851,E02001942,5873.7
1852,E02001943,3854.9
1853,E02001944,4316.5
1854,E02001945,4908.9
1855,E02001946,4207.4
1856,E02001947,5081.5
1857,E02001948,5874.9
1858,E02001949,3234.1
1859,E02001950,4529.1
1860,E02001951,5828.6
1861,E02001952,5476.7
1862,E02001953,3271.1
1863,E02001954,4111.8
1864,E02001955,2844.3
1865,E02001956,4226.6
1866,E02001957,5871.0
1867,E02001958,3005.9
1868,E02001959,1614.8
1869,E02001961,5281.1
1870,E02001962,5032.1
1871,E02001963,4811.5
1872,E02001964,3324.9
1873,E02001965,3587.6
1874,E02001966,6270.2
1875,E02001967,426.0
1876,E02001968,4999.7
1877,E02001969,7320.4
1878,E02001970,3276.1
1879,E02001971,5613.2
1880,E02001972,6186.1
1881,E02001973,6650.3
1882,E02001974,4628.2
1883,E02001975,6430.6
1884,E02001976,2216.0
1885,E02001977,6812.2
1886,E02001978,6821.6
1887,E02001979,4014.6
1888,E02001980,4220.0
1889,E02001981,10866.8
1890,E02001982,4085.2
1891,E02001983,3683.8
1892,E02001984,6564.4
1893,E02001985,7636.6
1894,E02001986,4000.9
1895,E02001987,7082.4
1896,E02001988,5106.7
1897,E02001989,4832.6
1898,E02001990,4042.4
1899,E02001991,2535.4
1900,E02001992,3773.4
1901,E02001993,2209.1
1902,E02001994,5780.1
1903,E02001995,2069.1
1904,E02001996,5010.8
1905,E02001997,3926.6
1906,E02001998,4608.7
1907,E02001999,1950.6
1908,E02002000,3657.6
1909,E02002001,3037.3
1910,E02002002,2873.5
1911,E02002003,4149.0
1912,E02002004,4494.4
1913,E02002005,3231.4
1914,E02002006,4732.7
1915,E02002007,3176.5
1916,E02002008,3750.6
1917,E02002009,5808.4
1918,E02002010,4004.5
1919,E02002011,1837.4
1920,E02002012,3441.7
1921,E02002013,3444.3
1922,E02002014,4006.2
1923,E02002015,3127.6
1924,E02002016,3172.4
1925,E02002017,3315.9
1926,E02002018,4112.3
1927,E02002019,3001.2
1928,E02002020,3855.2
1929,E02002021,2645.9
1930,E02002022,4324.8
1931,E02002023,5876.3
1932,E02002024,3973.4
1933,E02002025,4025.0
1934,E02002026,4326.2
1935,E02002027,4496.0
1936,E02002028,4579.4
1937,E02002029,3274.9
1938,E02002030,3961.2
1939,E02002031,3472.9
1940,E02002032,3930.3
1941,E02002033,2704.9
1942,E02002034,4557.0
1943,E02002035,1189.8
1944,E02002036,2912.4
1945,E02002037,3892.6
1946,E02002038,4756.6
1947,E02002039,3705.2
1948,E02002040,1422.3
1949,E02002041,2195.1
1950,E02002042,2105.2
1951,E02002043,4227.8
1952,E02002044,4682.8
1953,E02002045,3758.8
1954,E02002046,5661.9
1955,E02002047,2981.1
1956,E02002048,2391.0
1957,E02002049,4044.7
1958,E02002051,5766.0
1959,E02002052,4578.6
1960,E02002053,6114.8
1961,E02002054,3366.1
1962,E02002055,3139.3
1963,E02002056,4814.6
1964,E02002057,5246.1
1965,E02002058,3941.0
1966,E02002059,2928.1
1967,E02002060,2842.6
1968,E02002061,3833.5
1969,E02002062,2797.0
1970,E02002063,2792.5
1971,E02002064,5335.8
1972,E02002065,4043.7
1973,E02002066,2926.0
1974,E02002067,2608.2
1975,E02002069,4818.4
1976,E02002070,9803.7
1977,E02002071,3748.1
1978,E02002072,4518.0
1979,E02002073,5452.1
1980,E02002074,6013.0
1981,E02002075,4638.8
1982,E02002076,5683.7
1983,E02002077,4400.8
1984,E02002078,5632.7
1985,E02002079,4506.6
1986,E02002080,3049.1
1987,E02002081,2909.5
1988,E02002082,8312.0
1989,E02002083,4493.9
1990,E02002084,4625.3
1991,E02002085,4550.1
1992,E02002086,4046.0
1993,E02002087,5227.0
1994,E02002088,5742.8
1995,E02002089,537.4
1996,E02002090,4880.1
1997,E02002091,2305.1
1998,E02002092,4336.5
1999,E02002093,4055.4
2000,E02002094,2651.3
2001,E02002095,570.9
2002,E02002096,2833.5
2003,E02002097,155.5
2004,E02002098,4465.9
2005,E02002099,1807.6
2006,E02002101,4691.6
2007,E02002102,3046.0
2008,E02002103,3890.7
2009,E02002104,2144.2
2010,E02002105,360.7
2011,E02002106,1084.3
2012,E02002107,2258.3
2013,E02002108,1106.4
2014,E02002109,718.3
2015,E02002110,1396.0
2016,E02002111,2903.4
2017,E02002112,2171.9
2018,E02002113,1414.2
2019,E02002114,3383.0
2020,E02002115,2434.0
2021,E02002116,2042.8
2022,E02002117,3515.9
2023,E02002118,4137.4
2024,E02002119,3754.9
2025,E02002120,5238.8
2026,E02002121,5456.6
2027,E02002122,4511.3
2028,E02002123,5590.7
2029,E02002124,1202.8
2030,E02002125,1536.0
2031,E02002126,3197.5
2032,E02002127,3967.9
2033,E02002128,2769.4
2034,E02002129,3402.2
2035,E02002130,4176.6
2036,E02002131,929.8
2037,E02002132,4534.8
2038,E02002133,1964.1
2039,E02002134,3629.8
2040,E02002135,3685.0
2041,E02002136,3537.8
2042,E02002137,2838.2
2043,E02002138,3527.3
2044,E02002139,4586.2
2045,E02002140,4442.8
2046,E02002141,2426.0
2047,E02002142,2809.1
2048,E02002143,6242.8
2049,E02002144,2428.5
2050,E02002145,6720.5
2051,E02002146,3162.1
2052,E02002147,3859.9
2053,E02002148,1507.1
2054,E02002149,2811.8
2055,E02002150,2853.1
2056,E02002151,4950.5
2057,E02002152,3687.2
2058,E02002153,4968.5
2059,E02002154,3162.7
2060,E02002155,6326.5
2061,E02002156,5285.2
2062,E02002157,2436.6
2063,E02002158,4597.6
2064,E02002159,5271.3
2065,E02002160,2289.9
2066,E02002161,3559.9
2067,E02002162,2629.6
2068,E02002163,5114.6
2069,E02002164,9384.8
2070,E02002165,4822.2
2071,E02002166,3324.5
2072,E02002167,2562.6
2073,E02002168,3768.3
2074,E02002169,3022.1
2075,E02002170,5469.1
2076,E02002171,4288.8
2077,E02002174,4402.4
2078,E02002175,3514.5
2079,E02002176,5258.2
2080,E02002177,3425.5
2081,E02002178,3439.8
2082,E02002179,4130.3
2083,E02002180,3699.8
2084,E02002181,3908.2
2085,E02002182,4329.9
2086,E02002183,231.5
2087,E02002184,1766.3
2088,E02002185,1216.2
2089,E02002187,568.0
2090,E02002188,503.9
2091,E02002189,2167.8
2092,E02002190,1826.6
2093,E02002191,6589.4
2094,E02002192,615.6
2095,E02002193,2130.0
2096,E02002194,3951.1
2097,E02002195,853.8
2098,E02002196,461.9
2099,E02002197,1067.7
2100,E02002198,3257.2
2101,E02002199,811.7
2102,E02002200,1845.7
2103,E02002201,4494.4
2104,E02002202,2872.6
2105,E02002203,3405.8
2106,E02002204,1076.3
2107,E02002205,195.8
2108,E02002206,4755.0
2109,E02002207,5703.7
2110,E02002208,5420.2
2111,E02002209,4433.7
2112,E02002210,5525.0
2113,E02002211,3469.7
2114,E02002212,3747.1
2115,E02002213,347.0
2116,E02002214,6312.7
2117,E02002215,9834.1
2118,E02002216,5811.2
2119,E02002217,5234.3
2120,E02002218,3193.2
2121,E02002219,10601.0
2122,E02002220,7210.3
2123,E02002222,5192.9
2124,E02002223,3804.8
2125,E02002224,10455.2
2126,E02002225,706.8
2127,E02002226,7761.2
2128,E02002227,2872.0
2129,E02002228,3032.4
2130,E02002229,2116.7
2131,E02002230,6082.1
2132,E02002231,4837.3
2133,E02002232,6909.0
2134,E02002233,11321.4
2135,E02002234,4647.1
2136,E02002235,4294.5
2137,E02002236,5652.2
2138,E02002237,6180.7
2139,E02002238,5885.6
2140,E02002239,886.2
2141,E02002240,1595.7
2142,E02002241,4407.6
2143,E02002242,2059.1
2144,E02002243,1716.7
2145,E02002244,657.7
2146,E02002245,993.8
2147,E02002246,1081.7
2148,E02002247,94.1
2149,E02002248,3379.7
2150,E02002249,4579.0
2151,E02002250,196.2
2152,E02002251,1142.2
2153,E02002252,1170.9
2154,E02002253,5326.9
2155,E02002254,1231.1
2156,E02002255,5588.9
2157,E02002256,385.6
2158,E02002257,10041.4
2159,E02002258,756.5
2160,E02002259,3526.9
2161,E02002260,3631.3
2162,E02002261,1074.6
2163,E02002262,1449.8
2164,E02002263,556.1
2165,E02002264,2988.1
2166,E02002265,250.6
2167,E02002266,2463.6
2168,E02002267,1523.5
2169,E02002268,1471.3
2170,E02002269,645.2
2171,E02002270,143.0
2172,E02002271,1123.9
2173,E02002272,1794.0
2174,E02002273,855.8
2175,E02002274,1928.0
2176,E02002275,3453.6
2177,E02002276,2536.3
2178,E02002277,1677.8
2179,E02002278,2148.6
2180,E02002279,2012.8
2181,E02002280,4570.7
2182,E02002281,5145.4
2183,E02002282,6503.1
2184,E02002283,4439.8
2185,E02002284,2160.2
2186,E02002285,981.1
2187,E02002286,4265.3
2188,E02002287,3838.1
2189,E02002288,3277.6
2190,E02002289,3455.4
2191,E02002290,1772.8
2192,E02002291,3035.2
2193,E02002292,1067.2
2194,E02002293,3663.0
2195,E02002294,3236.1
2196,E02002295,2641.5
2197,E02002296,885.7
2198,E02002297,1506.5
2199,E02002298,691.7
2200,E02002299,1787.0
2201,E02002300,3307.7
2202,E02002301,7191.8
2203,E02002302,719.6
2204,E02002303,4319.1
2205,E02002304,4037.2
2206,E02002305,3423.4
2207,E02002306,845.5
2208,E02002307,2433.6
2209,E02002308,2955.2
2210,E02002309,3613.6
2211,E02002310,4786.1
2212,E02002311,3119.7
2213,E02002312,2828.7
2214,E02002313,7584.5
2215,E02002314,1424.8
2216,E02002315,2783.5
2217,E02002316,448.6
2218,E02002317,3585.8
2219,E02002318,1916.4
2220,E02002319,1195.0
2221,E02002320,1076.9
2222,E02002321,355.0
2223,E02002322,122.8
2224,E02002323,726.6
2225,E02002324,371.1
2226,E02002325,387.4
2227,E02002326,446.9
2228,E02002327,429.2
