,GEOGRAPHY_CODE,"1. Managers, directors and senior officials",2. Professional occupations,3. Associate professional and technical occupations,4. Administrative and secretarial occupations,5. Skilled trades occupations,"6. Caring, leisure and other service occupations",7. Sales and customer service occupations,"8. Process, plant and machine operatives",9. Elementary occupations,Total: All usual residents aged 16 years and over in employment the week before the census
2124,E02002223,0.04715789473684211,0.11410526315789474,0.07368421052631578,0.08378947368421052,0.08463157894736842,0.10947368421052632,0.1271578947368421,0.15326315789473685,0.20673684210526316,1
2125,E02002224,0.04290861447756305,0.11333114968883067,0.06485424172944644,0.07369800196528005,0.09269570913855224,0.1136586963642319,0.137897150343924,0.1680314444808385,0.1929249918113331,1
2126,E02002225,0.10654062340316811,0.1660705160960654,0.12442514052120593,0.11190597853857946,0.12314767501277465,0.11113949923352069,0.07920286152273888,0.07996934082779765,0.0975983648441492,1
2127,E02002226,0.05240692435380603,0.11690775432772113,0.07208916291202276,0.07422338155086554,0.09034858904434433,0.10623666113350723,0.13303296182119992,0.13635285748162201,0.21840170737491107,1
2128,E02002227,0.06043676993397664,0.09294057897409853,0.06856272219400711,0.06399187404773997,0.09243270695784662,0.11630269172168614,0.10766886744540376,0.15236160487557135,0.2453021838496699,1
2129,E02002228,0.05773420479302832,0.08351488743645606,0.09549745824255629,0.1056644880174292,0.10530137981118373,0.12273057371096587,0.10239651416122005,0.12926652142338416,0.19789397240377632,1
2130,E02002229,0.10116842405243659,0.17640353377030493,0.1134226275292106,0.11940723852949559,0.11114277571957823,0.11057281276717014,0.08492447990880593,0.07381020233684811,0.10914790538614991,1
2131,E02002230,0.040704500978473585,0.10802348336594912,0.08062622309197652,0.07279843444227006,0.08023483365949119,0.11154598825831702,0.11545988258317025,0.1365949119373777,0.2540117416829746,1
2132,E02002231,0.07866235987079613,0.1512445373361201,0.09918297548926468,0.11020330609918298,0.10412312369371081,0.10526315789473684,0.11989359680790423,0.10583317499524986,0.12559376781303438,1
2133,E02002232,0.053311120366513955,0.12994585589337776,0.09329446064139942,0.09037900874635568,0.09246147438567263,0.13077884214910454,0.10912119950020825,0.11453561016243231,0.18617242815493545,1
2134,E02002233,0.04381902386889918,0.10081938012112576,0.07053794086213039,0.07552547203420021,0.10046312789454934,0.12041325258282864,0.1218382614891343,0.16672604203776273,0.19985749910936942,1
2135,E02002234,0.05450141299959629,0.08720226079935406,0.0803391199031086,0.06257569640694388,0.08235769075494549,0.14574081550262413,0.08356883326604764,0.15139281388776746,0.25232135647961246,1
2136,E02002235,0.04333193100546908,0.12074042911232646,0.08035338662179217,0.07909129154396298,0.10391249474127051,0.11695414387883887,0.11569204880100968,0.1400925536390408,0.19983172065628943,1
2137,E02002236,0.07070340826686004,0.14793328498912256,0.10986221899927484,0.12472806381435823,0.09862218999274837,0.12037708484408992,0.11058738216098622,0.10333575054387237,0.11385061638868746,1
2138,E02002237,0.07673860911270983,0.12709832134292565,0.09565680788702371,0.11137756461497468,0.11510791366906475,0.13855582200905942,0.09645616839861444,0.11670663469224621,0.1223021582733813,1
2139,E02002238,0.07107843137254902,0.10375816993464053,0.09763071895424837,0.11683006535947713,0.1147875816993464,0.13112745098039216,0.09681372549019608,0.12091503267973856,0.14705882352941177,1
2140,E02002239,0.10126841243862521,0.12643207855973815,0.11006546644844517,0.10536006546644845,0.1061783960720131,0.10536006546644845,0.08858428805237316,0.10372340425531915,0.1530278232405892,1
2141,E02002240,0.1164685908319185,0.1733446519524618,0.14176570458404075,0.12190152801358234,0.13242784380305603,0.09796264855687606,0.06315789473684211,0.06842105263157895,0.08455008488964347,1
2142,E02002241,0.0794813979706877,0.12514092446448705,0.10860578729800827,0.10296880871852687,0.12232243517474634,0.13265689590379556,0.09150695227358135,0.10090191657271702,0.13641488162344984,1
2143,E02002242,0.09207650273224044,0.13825136612021857,0.11912568306010929,0.13497267759562842,0.12650273224043715,0.10218579234972677,0.07814207650273224,0.10765027322404372,0.10109289617486339,1
2144,E02002243,0.10369659145463274,0.1315410465674508,0.12506000960153624,0.10609697551608258,0.13274123859817571,0.10945751320211233,0.08593374939990399,0.09241478636581853,0.11305808929428708,1
2145,E02002244,0.11219512195121951,0.1616724738675958,0.13205574912891985,0.11045296167247387,0.1456445993031359,0.09721254355400696,0.07909407665505226,0.0770034843205575,0.08466898954703833,1
2146,E02002245,0.08402540302882266,0.08891060087933561,0.10503175378602833,0.08842208109428432,0.14069369809477283,0.14655593551538837,0.10112359550561797,0.11284807034684904,0.13238886174890083,1
2147,E02002246,0.150241647404917,0.21285984450514814,0.14351754570287875,0.11977306156755621,0.11472998529102753,0.07816768228619458,0.07060306787140155,0.04622819920151292,0.06387896616936331,1
2148,E02002247,0.14948911594846734,0.31563749444691247,0.17436694802310085,0.073745002221235,0.08862727676588184,0.06663705019991115,0.04531319413593958,0.03287427809862283,0.05330964015992892,1
2149,E02002248,0.0938337801608579,0.1161751563896336,0.10396187071790289,0.09681263032469467,0.14298480786416443,0.12034554661900507,0.08668453976764968,0.10277033065236818,0.13643133750372358,1
2150,E02002249,0.06693086745926904,0.09951563188022898,0.11316600616468515,0.09291061206516953,0.12901805372082784,0.1202113606340819,0.0964332892998679,0.12725671510347863,0.154557463672391,1
2151,E02002250,0.15348101265822786,0.22969409282700423,0.15453586497890295,0.09018987341772151,0.11998945147679325,0.07832278481012658,0.046413502109704644,0.047995780590717296,0.07937763713080169,1
2152,E02002251,0.09244863964464187,0.1787895613548029,0.11799000555247086,0.09466962798445308,0.10105496946141032,0.11382565241532482,0.0846751804553026,0.10827318156579678,0.10827318156579678,1
