,GEOGRAPHY_CODE,All household members have the same main language,Any other combination of multiple main languages,"Main language differs between generations, but not within partnerships",Main language differs within partnerships,One-person household,Total: All households
62,E02000065,0.6472072072072073,0.0363963963963964,0.04540540540540541,0.033873873873873875,0.2371171171171171,2775.0
63,E02000066,0.5655483507189174,0.03946997462644488,0.04708204116154497,0.029602480969833662,0.3182971525232591,3547.0
64,E02000067,0.6082370668006027,0.03390256152687092,0.03741838272225013,0.03691612255148167,0.28352586639879457,3982.0
65,E02000068,0.5994993742177722,0.03160200250312891,0.03911138923654568,0.02972465581977472,0.3000625782227785,3196.0
66,E02000069,0.6330014224751067,0.02667140825035562,0.027382645803698435,0.03520625889046942,0.2777382645803698,2812.0
67,E02000070,0.6719745222929936,0.024203821656050957,0.027070063694267517,0.025477707006369428,0.25127388535031847,3140.0
68,E02000071,0.7043048694424842,0.017290049400141144,0.025758645024700072,0.021524347212420608,0.23112208892025407,2834.0
69,E02000072,0.6659556313993175,0.02687713310580205,0.03434300341296928,0.027943686006825938,0.24488054607508533,4688.0
70,E02000073,0.725366346639717,0.020717534108135423,0.025517938352703384,0.024002021222839818,0.20439615967660435,3958.0
71,E02000074,0.6336661911554922,0.019686162624821684,0.025677603423680456,0.02368045649072753,0.2972895863052782,3505.0
72,E02000075,0.7147395171537484,0.015565438373570521,0.02255400254129606,0.016200762388818297,0.2309402795425667,3148.0
73,E02000077,0.6924386920980926,0.03167574931880109,0.03678474114441417,0.02826975476839237,0.21083106267029972,2936.0
74,E02000078,0.730794701986755,0.017880794701986755,0.017880794701986755,0.017218543046357615,0.2162251655629139,3020.0
75,E02000079,0.6263245956497491,0.022030117122141663,0.03290574456218628,0.026213050752928055,0.29252649191299496,3586.0
76,E02000080,0.6553983228511531,0.030922431865828093,0.036949685534591194,0.03249475890985325,0.24423480083857443,3816.0
77,E02000081,0.6537522879804759,0.016168395363026236,0.028370957901159243,0.026845637583892617,0.274862721171446,3278.0
78,E02000082,0.7156549520766773,0.01887888469358118,0.03456288120824862,0.020331106593087424,0.21057217542840545,3443.0
79,E02000083,0.6669668993469939,0.017338437288898896,0.02251745102454402,0.024093672596262102,0.26908353974330107,4441.0
80,E02000084,0.7135032150512026,0.020719218861633724,0.016908787806620623,0.025958561562276734,0.22291021671826625,4199.0
81,E02000085,0.6989912137975919,0.02082655385616661,0.01854864952814839,0.019199479336153596,0.24243410348193947,3073.0
82,E02000086,0.7349354375896701,0.008967001434720229,0.014705882352941176,0.01649928263988522,0.22489239598278335,2788.0
83,E02000087,0.691566265060241,0.01144578313253012,0.01536144578313253,0.020180722891566263,0.26144578313253014,3320.0
84,E02000088,0.7513422818791946,0.0077181208053691275,0.013422818791946308,0.01778523489932886,0.20973154362416108,2980.0
85,E02000089,0.7501722949689869,0.010682288077188146,0.019297036526533425,0.019297036526533425,0.2005513439007581,2902.0
86,E02000090,0.5919389458621512,0.012640114476508467,0.018602432625804913,0.022656808967326497,0.3541616980682089,4193.0
87,E02000091,0.6100247246572263,0.009440323668240054,0.015509103169251517,0.01910541694762868,0.3459204315576534,4449.0
88,E02000092,0.6551215917464996,0.013264554163596167,0.03021370670596905,0.015106853352984525,0.2862932940309506,2714.0
89,E02000093,0.5494652406417112,0.1125668449197861,0.09438502673796792,0.05855614973262032,0.18502673796791444,3740.0
90,E02000094,0.5301413325641765,0.09777905970579752,0.10729737525237958,0.05364868762618979,0.21113354485145658,3467.0
91,E02000095,0.5383165829145728,0.12123115577889447,0.1039572864321608,0.05621859296482412,0.18027638190954773,3184.0
92,E02000096,0.5957532051282052,0.10256410256410256,0.06810897435897435,0.046474358974358976,0.18709935897435898,2496.0
93,E02000097,0.5398288347597103,0.09940750493745885,0.09940750493745885,0.05233706385780119,0.20901909150757078,3038.0
94,E02000098,0.5408695652173913,0.09321739130434782,0.09913043478260869,0.050782608695652175,0.216,2875.0
95,E02000099,0.5207404868015084,0.11038738429893727,0.11038738429893727,0.06719232087761398,0.1912924237230031,2917.0
96,E02000100,0.5671990650564862,0.11219322165952474,0.07830151928320997,0.04285157771717959,0.19945461628359953,2567.0
97,E02000101,0.497043169722058,0.08870490833826139,0.09727971614429332,0.05972797161442933,0.257244234180958,3382.0
98,E02000102,0.4823091247672253,0.08715083798882682,0.11955307262569832,0.05325884543761639,0.25772811918063315,2685.0
99,E02000103,0.5017321016166282,0.07823325635103925,0.10594688221709007,0.05889145496535797,0.25519630484988454,3464.0
100,E02000104,0.4759933774834437,0.1146523178807947,0.10430463576158941,0.050496688741721855,0.2545529801324503,2416.0
101,E02000105,0.5037013196009011,0.11715481171548117,0.10267138719021564,0.05600257483102671,0.2204699066623753,3107.0
102,E02000106,0.4606804238706079,0.10122699386503067,0.09983268265476855,0.05437813720022309,0.2838817624093698,3586.0
103,E02000107,0.4448520981426278,0.0937858289383169,0.05870213253840862,0.05916074294886494,0.3434991974317817,4361.0
104,E02000108,0.522887323943662,0.09551056338028169,0.1289612676056338,0.06073943661971831,0.19190140845070422,2272.0
105,E02000110,0.5100193923723335,0.08597285067873303,0.04718810601163542,0.056884292178409825,0.29993535875888816,3094.0
106,E02000111,0.5115987460815047,0.12727272727272726,0.12006269592476489,0.055485893416927896,0.18557993730407524,3190.0
107,E02000112,0.529479107040641,0.1307956496851746,0.09959931310818546,0.05437893531768746,0.1857469948483114,3494.0
108,E02000113,0.4917933130699088,0.07355623100303951,0.135258358662614,0.044072948328267476,0.2553191489361702,3290.0
109,E02000114,0.45454545454545453,0.08956029134070677,0.05988670083625573,0.06015646074993256,0.3358510925276504,3707.0
110,E02000115,0.4547330410110911,0.0549393861232912,0.053649729172040236,0.052875935001289655,0.38380190869228786,3877.0
111,E02000116,0.46094473602963876,0.07625810435319542,0.11515899969126274,0.05402902130287126,0.2936091386230318,3239.0
112,E02000117,0.45681865938222316,0.05841563353645724,0.10485396091615885,0.041395251103172936,0.33851649506198783,4759.0
113,E02000118,0.5156794425087108,0.12480202724105163,0.1229014887551473,0.04497941083306937,0.1916376306620209,3157.0
114,E02000119,0.4683704453441296,0.05566801619433198,0.11234817813765183,0.046052631578947366,0.3175607287449393,3952.0
115,E02000120,0.45038887579542775,0.05420692905962762,0.03865189724251709,0.05632806976196088,0.40042422814046663,4243.0
116,E02000121,0.4858009374138406,0.1138682106424042,0.13702784670526605,0.060656189688447756,0.20264681555004135,3627.0
117,E02000122,0.522633744855967,0.08072174738841406,0.04843304843304843,0.04843304843304843,0.299778410889522,3159.0
118,E02000123,0.4677739664199314,0.06842390323163026,0.08774146957934645,0.03773244267918397,0.33832821808990793,5539.0
119,E02000124,0.5323239605863975,0.05695746214852199,0.046142754145638065,0.055275174236962266,0.30930064888248016,4161.0
120,E02000125,0.5388127853881278,0.07077625570776255,0.039320142059868085,0.05124302384576357,0.2998477929984779,3942.0
121,E02000126,0.4230769230769231,0.059307105108631825,0.09013505578391075,0.0546095126247798,0.37287140340575453,3406.0
122,E02000127,0.6071334214002642,0.027476882430647293,0.029590488771466316,0.03143989431968296,0.30435931307793923,3785.0
123,E02000128,0.6823375775383611,0.01305909239307868,0.019588638589618023,0.031668299053215804,0.25334639242572643,3063.0
124,E02000130,0.6064410480349345,0.023471615720524017,0.02101528384279476,0.035753275109170306,0.3133187772925764,3664.0
125,E02000131,0.5390532544378698,0.016568047337278107,0.027416173570019724,0.04694280078895464,0.3700197238658777,5070.0
126,E02000132,0.5058680696074463,0.01537838931606637,0.019222986645082964,0.046944556859571024,0.4125859975718333,4942.0
127,E02000133,0.6908502772643254,0.01132162661737523,0.011090573012939002,0.03650646950092421,0.2502310536044362,4328.0
128,E02000134,0.5652830188679245,0.019433962264150943,0.020943396226415095,0.04716981132075472,0.3471698113207547,5300.0
129,E02000135,0.5126012601260126,0.022277227722772276,0.04477947794779478,0.0423042304230423,0.37803780378037805,4444.0
130,E02000136,0.6557734204793029,0.01437908496732026,0.017429193899782137,0.022222222222222223,0.2901960784313726,2295.0
131,E02000137,0.6024489795918367,0.011700680272108844,0.01850340136054422,0.035918367346938776,0.3314285714285714,3675.0
132,E02000138,0.5446859903381642,0.014734299516908212,0.014251207729468598,0.04009661835748792,0.38623188405797104,4140.0
133,E02000139,0.6219401631912964,0.012994862496222424,0.014505893019038985,0.03626473254759746,0.31429434874584466,3309.0
