,GEOGRAPHY_CODE,Lives in a communal establishment,Lives in a household,Total: All usual residents
252,E02000265,0.011217948717948718,0.9887820512820513,1
253,E02000266,0.018834833002897667,0.9811651669971023,1
254,E02000267,0.002085633664581033,0.997914366335419,1
255,E02000268,0.011351351351351352,0.9886486486486487,1
256,E02000269,0.006122199093914534,0.9938778009060855,1
257,E02000270,0.0005204538357447694,0.9994795461642553,1
258,E02000271,0.0012949640287769784,0.9987050359712231,1
259,E02000272,0.008639952331297482,0.9913600476687026,1
260,E02000275,0.01077111383108935,0.9892288861689107,1
261,E02000276,0.00044372134299659814,0.9995562786570034,1
262,E02000277,0.006778309409888357,0.9932216905901117,1
263,E02000278,0.008483563096500531,0.9915164369034994,1
264,E02000279,0.000974025974025974,0.999025974025974,1
265,E02000280,0.005675237433402826,0.9943247625665972,1
266,E02000281,0.008287578990987258,0.9917124210090127,1
267,E02000282,0.00643151442066124,0.9935684855793387,1
268,E02000283,0.003630826891543687,0.9963691731084563,1
269,E02000284,0.003088891431186363,0.9969111085688136,1
270,E02000285,0.0,1.0,1
271,E02000286,0.005870165745856353,0.9941298342541437,1
272,E02000287,0.010740992522093814,0.9892590074779062,1
273,E02000288,0.0009386733416770963,0.9990613266583229,1
274,E02000289,0.0,1.0,1
275,E02000290,0.0013469021251122418,0.9986530978748878,1
276,E02000291,0.018106671914977366,0.9818933280850226,1
277,E02000292,0.0016265121480126055,0.9983734878519874,1
278,E02000293,0.0026579111944965606,0.9973420888055035,1
279,E02000294,0.006190628669014836,0.9938093713309851,1
280,E02000295,0.009435047750546542,0.9905649522494535,1
281,E02000296,0.016726288310934933,0.9832737116890651,1
282,E02000297,0.0067035539476484355,0.9932964460523516,1
283,E02000298,0.01102629346904156,0.9889737065309584,1
284,E02000299,0.005371248025276461,0.9946287519747236,1
285,E02000300,0.007792207792207792,0.9922077922077922,1
286,E02000301,0.0019567556990509735,0.998043244300949,1
287,E02000302,0.0018458698661744347,0.9981541301338256,1
288,E02000303,0.0023906287353573988,0.9976093712646426,1
289,E02000304,0.011814450938937944,0.988185549061062,1
290,E02000305,0.017909439062851994,0.982090560937148,1
291,E02000306,0.0019706590759798557,0.9980293409240202,1
292,E02000307,0.0007911392405063291,0.9992088607594937,1
293,E02000308,0.0018266925448110515,0.998173307455189,1
294,E02000309,0.004154654909275903,0.9958453450907241,1
295,E02000311,0.0008535660091047041,0.9991464339908953,1
296,E02000312,0.0036273555693178802,0.9963726444306821,1
297,E02000313,0.0015410695022345508,0.9984589304977655,1
298,E02000314,0.09861052034595208,0.9013894796540479,1
299,E02000315,0.004457501772870023,0.9955424982271299,1
300,E02000317,0.01005158047877265,0.9899484195212274,1
301,E02000318,0.0012653651482284888,0.9987346348517715,1
302,E02000319,0.006404219250329629,0.9935957807496704,1
303,E02000320,0.01278227524499361,0.9872177247550064,1
304,E02000321,0.007252946509519492,0.9927470534904805,1
305,E02000323,0.006609128372599331,0.9933908716274007,1
306,E02000324,0.008391608391608392,0.9916083916083916,1
307,E02000326,0.0010259040779687098,0.9989740959220312,1
308,E02000327,0.016150943396226414,0.9838490566037735,1
309,E02000328,0.006296068796068796,0.9937039312039312,1
310,E02000329,0.0009475679090334807,0.9990524320909665,1
311,E02000331,0.00764748725418791,0.992352512745812,1
312,E02000332,0.005502617098376057,0.9944973829016239,1
313,E02000333,0.011054149311118231,0.9889458506888817,1
314,E02000334,0.0015062509414068383,0.9984937490585931,1
315,E02000335,0.0,1.0,1
316,E02000337,0.0,1.0,1
317,E02000339,0.0007947862025115244,0.9992052137974885,1
318,E02000340,0.000291332847778587,0.9997086671522214,1
319,E02000341,0.004878048780487805,0.9951219512195122,1
320,E02000342,0.09341524889729048,0.9065847511027095,1
321,E02000343,0.0001419244961680386,0.999858075503832,1
322,E02000344,0.01181959564541213,0.9881804043545879,1
323,E02000345,0.00024393218685205513,0.999756067813148,1
324,E02000346,0.012555862949563738,0.9874441370504362,1
325,E02000347,0.011777695988222304,0.9882223040117777,1
326,E02000348,0.0001233654083395016,0.9998766345916605,1
327,E02000350,0.0,1.0,1
328,E02000351,0.004199870773206978,0.9958001292267931,1
329,E02000352,0.007408504963698326,0.9925914950363017,1
330,E02000353,0.0,1.0,1
331,E02000354,0.0022892819979188346,0.9977107180020812,1
332,E02000355,0.011227727605565048,0.988772272394435,1
333,E02000356,0.0,1.0,1
334,E02000357,0.0,1.0,1
335,E02000358,0.002254283137962128,0.9977457168620378,1
336,E02000359,0.002090488278333582,0.9979095117216664,1
337,E02000360,0.00017373175816539263,0.9998262682418346,1
338,E02000361,0.0008683786130753009,0.9991316213869247,1
339,E02000362,0.029449791696595316,0.9705502083034047,1
340,E02000363,0.060090893788924425,0.9399091062110756,1
341,E02000364,0.000759466203753933,0.9992405337962461,1
342,E02000366,0.011887608069164265,0.9881123919308358,1
343,E02000367,0.014110193895181417,0.9858898061048186,1
344,E02000368,0.001914936504736948,0.998085063495263,1
345,E02000369,0.002972209838014564,0.9970277901619854,1
346,E02000370,0.0038366057323403293,0.9961633942676597,1
347,E02000372,0.09375,0.90625,1
348,E02000373,0.00014216661927779356,0.9998578333807222,1
349,E02000374,0.03138559444605149,0.9686144055539485,1
350,E02000375,0.005344021376085505,0.9946559786239145,1
351,E02000376,0.0007461572899567229,0.9992538427100432,1
352,E02000377,0.028094932649134062,0.9719050673508659,1
353,E02000378,0.00233172703248873,0.9976682729675113,1
354,E02000379,0.016783974011911208,0.9832160259880888,1
355,E02000380,0.0019970951343500363,0.9980029048656499,1
356,E02000381,0.006292606187729418,0.9937073938122706,1
357,E02000382,0.043302633704960417,0.9566973662950395,1
358,E02000383,0.015362798392814937,0.984637201607185,1
359,E02000384,0.025160275795330832,0.9748397242046691,1
360,E02000385,0.003562522265764161,0.9964374777342359,1
361,E02000386,0.002637826431020839,0.9973621735689792,1
362,E02000387,0.02091633466135458,0.9790836653386454,1
363,E02000388,0.004505024835393323,0.9954949751646067,1
364,E02000389,0.0013880855986119144,0.9986119144013881,1
365,E02000390,0.00016142050040355126,0.9998385794995964,1
366,E02000391,0.0052721760906814285,0.9947278239093186,1
367,E02000392,0.0021670820240546106,0.9978329179759454,1
368,E02000393,0.0,1.0,1
369,E02000394,0.006357073591207844,0.9936429264087921,1
370,E02000395,0.0,1.0,1
371,E02000396,0.0011597564511452595,0.9988402435488547,1
372,E02000397,0.0002529404325281396,0.9997470595674719,1
373,E02000398,0.0030593242883745677,0.9969406757116255,1
374,E02000400,0.0013770655983975965,0.9986229344016024,1
375,E02000401,0.0002913752913752914,0.9997086247086248,1
376,E02000402,0.00030902348578491963,0.9996909765142151,1
377,E02000403,0.0018634367097031812,0.9981365632902969,1
378,E02000404,0.0011250175783996624,0.9988749824216003,1
379,E02000405,0.0,1.0,1
380,E02000406,0.0001484560570071259,0.9998515439429929,1
381,E02000407,0.005654174884944116,0.9943458251150559,1
382,E02000408,0.010541621228644129,0.9894583787713559,1
383,E02000409,0.0029698069625474343,0.9970301930374526,1
384,E02000410,0.027734496727952633,0.9722655032720474,1
385,E02000411,0.07682211917053111,0.9231778808294689,1
386,E02000412,0.010106528270964218,0.9898934717290357,1
387,E02000413,0.010305294344969728,0.9896947056550303,1
388,E02000414,0.0005648919644118063,0.9994351080355882,1
389,E02000415,0.0008285004142502071,0.9991714995857498,1
390,E02000416,0.0,1.0,1
391,E02000417,0.013266239707227814,0.9867337602927722,1
392,E02000418,0.0,1.0,1
393,E02000419,0.00011446886446886447,0.9998855311355311,1
394,E02000420,0.001627441161742614,0.9983725588382574,1
395,E02000421,0.031018681706027493,0.9689813182939725,1
396,E02000422,0.007910968087959238,0.9920890319120408,1
397,E02000423,0.004779837775202781,0.9952201622247973,1
398,E02000424,0.009179745336097127,0.9908202546639029,1
399,E02000425,0.0,1.0,1
400,E02000426,0.00569932224276032,0.9943006777572396,1
401,E02000427,0.0022634676324128564,0.9977365323675872,1
402,E02000428,0.005572682001422812,0.9944273179985772,1
403,E02000429,0.0,1.0,1
404,E02000430,0.0015891360878358856,0.9984108639121642,1
405,E02000431,0.0001709986320109439,0.999829001367989,1
406,E02000432,0.005555555555555556,0.9944444444444445,1
407,E02000433,0.013372093023255814,0.9866279069767442,1
408,E02000434,0.00710804224207961,0.9928919577579204,1
409,E02000435,0.008912220730069588,0.9910877792699304,1
410,E02000436,0.0019103855505383813,0.9980896144494616,1
411,E02000437,0.015410958904109588,0.9845890410958904,1
412,E02000438,0.011347683668694432,0.9886523163313056,1
413,E02000439,0.0,1.0,1
414,E02000440,0.0005205622071837585,0.9994794377928162,1
415,E02000441,0.006148910573452747,0.9938510894265472,1
416,E02000442,0.0006259780907668231,0.9993740219092332,1
417,E02000443,0.006048199497534196,0.9939518005024658,1
418,E02000444,0.002180399357355979,0.997819600642644,1
419,E02000445,0.012656077465386903,0.9873439225346131,1
420,E02000447,0.0,1.0,1
421,E02000448,0.0016973125884016972,0.9983026874115983,1
422,E02000449,0.0016877637130801688,0.9983122362869198,1
423,E02000451,0.004470272686633884,0.9955297273133661,1
424,E02000452,0.012311901504787962,0.987688098495212,1
425,E02000453,0.0011924636298592892,0.9988075363701407,1
426,E02000454,0.0,1.0,1
427,E02000455,0.013197360527894421,0.9868026394721056,1
428,E02000456,0.0001278281989006775,0.9998721718010993,1
429,E02000457,0.0012749681257968552,0.9987250318742031,1
430,E02000459,0.0008578168561012224,0.9991421831438988,1
431,E02000460,0.003419504855696895,0.9965804951443031,1
432,E02000461,0.12551440329218108,0.8744855967078189,1
433,E02000462,0.00028640985249892595,0.999713590147501,1
434,E02000463,0.0013783597518952446,0.9986216402481047,1
435,E02000464,0.01186178442496132,0.9881382155750387,1
436,E02000465,0.00010699764605178686,0.9998930023539482,1
437,E02000466,0.018414378652552653,0.9815856213474473,1
438,E02000467,0.0009601117220912979,0.9990398882779087,1
439,E02000468,0.008091550109813894,0.9919084498901861,1
440,E02000469,0.00947411780859536,0.9905258821914047,1
441,E02000470,0.0062359435698221225,0.9937640564301778,1
442,E02000471,0.00038363171355498723,0.9996163682864451,1
443,E02000472,0.00316722972972973,0.9968327702702703,1
444,E02000473,0.0041932717049461546,0.9958067282950539,1
445,E02000474,0.005334784975503539,0.9946652150244965,1
446,E02000475,0.013211276396546344,0.9867887236034537,1
447,E02000476,0.00993271387375841,0.9900672861262416,1
448,E02000477,0.001048767697954903,0.9989512323020451,1
449,E02000478,0.009851394222741693,0.9901486057772583,1
450,E02000479,0.007513227513227513,0.9924867724867725,1
451,E02000480,0.012064730530270192,0.9879352694697298,1
452,E02000481,0.0075297546757347586,0.9924702453242652,1
453,E02000482,0.0030358227079538553,0.9969641772920461,1
454,E02000483,0.003499562554680665,0.9965004374453194,1
455,E02000484,0.0012953367875647669,0.9987046632124352,1
456,E02000485,0.0,1.0,1
457,E02000486,0.007477906186267845,0.9925220938137321,1
458,E02000487,0.011752811828636422,0.9882471881713636,1
459,E02000488,0.004486079957778071,0.995513920042222,1
460,E02000489,0.0,1.0,1
461,E02000490,0.0,1.0,1
462,E02000491,0.004135338345864661,0.9958646616541353,1
463,E02000492,0.004099560761346999,0.995900439238653,1
464,E02000493,0.00014843402107763098,0.9998515659789223,1
465,E02000494,0.015707464186981653,0.9842925358130183,1
466,E02000495,0.004319861764423539,0.9956801382355764,1
467,E02000496,0.018843737982309962,0.98115626201769,1
468,E02000497,0.00819241676294507,0.991807583237055,1
469,E02000498,0.0,1.0,1
470,E02000499,0.0,1.0,1
471,E02000500,0.005073076458509481,0.9949269235414905,1
472,E02000501,0.006371681415929204,0.9936283185840707,1
473,E02000502,0.006159704334191959,0.993840295665808,1
474,E02000503,0.0,1.0,1
475,E02000504,0.0,1.0,1
476,E02000506,0.008290415776912448,0.9917095842230875,1
477,E02000507,0.005944437704719156,0.9940555622952808,1
478,E02000508,0.1237760482048707,0.8762239517951294,1
479,E02000509,0.19658929417337753,0.8034107058266224,1
480,E02000510,0.021503017004936918,0.978496982995063,1
481,E02000511,0.007248565388100272,0.9927514346118997,1
482,E02000512,0.00260682307605123,0.9973931769239488,1
483,E02000513,0.0,1.0,1
484,E02000514,0.0008431703204047217,0.9991568296795953,1
485,E02000515,0.00015045512675844429,0.9998495448732415,1
486,E02000516,0.001966227157066852,0.9980337728429332,1
487,E02000517,0.013180515759312322,0.9868194842406877,1
488,E02000518,0.0006229235880398671,0.9993770764119602,1
489,E02000519,0.0004186728072011723,0.9995813271927988,1
490,E02000520,0.007111363959607452,0.9928886360403926,1
491,E02000521,0.007354056103108415,0.9926459438968915,1
492,E02000522,0.01117376775271512,0.9888262322472848,1
493,E02000523,0.0015833919774806474,0.9984166080225193,1
494,E02000524,0.026542800265428004,0.973457199734572,1
495,E02000525,0.001689524945338899,0.9983104750546611,1
496,E02000526,0.021296296296296296,0.9787037037037037,1
497,E02000529,0.0002058460271716756,0.9997941539728283,1
498,E02000530,0.0007391893556732783,0.9992608106443267,1
499,E02000531,0.006129672796339463,0.9938703272036605,1
500,E02000532,0.00011140819964349375,0.9998885918003565,1
501,E02000533,0.0,1.0,1
502,E02000534,0.011451273662070577,0.9885487263379295,1
503,E02000535,0.0009948269001193793,0.9990051730998806,1
504,E02000536,0.01217599852412139,0.9878240014758786,1
505,E02000537,0.004062976130015236,0.9959370238699847,1
506,E02000538,0.0007913740231476902,0.9992086259768523,1
507,E02000539,0.0067081151832460734,0.9932918848167539,1
508,E02000540,0.0017323873948193367,0.9982676126051807,1
509,E02000541,0.003672316384180791,0.9963276836158192,1
510,E02000542,0.01219115734720416,0.9878088426527959,1
511,E02000543,0.002428397971573459,0.9975716020284265,1
512,E02000544,0.0,1.0,1
513,E02000545,0.005737793655948901,0.994262206344051,1
514,E02000546,0.015152968255490553,0.9848470317445095,1
515,E02000547,0.0002727024815925825,0.9997272975184074,1
516,E02000548,0.004916792738275341,0.9950832072617246,1
517,E02000549,0.024970083765456723,0.9750299162345433,1
518,E02000550,0.0002800336040324839,0.9997199663959675,1
519,E02000551,0.0026661197703035273,0.9973338802296965,1
520,E02000552,0.026571613739468567,0.9734283862605314,1
521,E02000553,0.0011243851018974,0.9988756148981026,1
522,E02000554,0.005771697306541257,0.9942283026934587,1
523,E02000555,0.007940654059136977,0.992059345940863,1
524,E02000556,0.030624780624780624,0.9693752193752194,1
525,E02000557,0.008312457299020724,0.9916875427009793,1
526,E02000558,0.014097943608225567,0.9859020563917744,1
527,E02000559,0.0006261740763932373,0.9993738259236068,1
528,E02000560,0.015637748164264345,0.9843622518357357,1
529,E02000561,0.027480709354271018,0.972519290645729,1
530,E02000562,0.01691036236490782,0.9830896376350922,1
531,E02000563,0.012209168394379175,0.9877908316056209,1
532,E02000564,0.03607085346215781,0.9639291465378422,1
