,GEOGRAPHY_CODE,No second address,Second address is in the UK,Second address is outside the UK,Total: All usual residents
93,E02000097,0.9616030214015946,0.01531682752832564,0.02308015107007973,1
94,E02000098,0.9562979064180299,0.020478206154902184,0.02322388742706784,1
95,E02000099,0.9528242677824268,0.015481171548117154,0.031694560669456064,1
96,E02000100,0.9172878095696081,0.04520317383986535,0.03750901659052657,1
97,E02000101,0.9539096306732414,0.01932172687933984,0.02676864244741874,1
98,E02000102,0.9701008645533141,0.011407300672430355,0.018491834774255523,1
99,E02000103,0.9607941441893112,0.017146294996490525,0.022059560814198336,1
100,E02000104,0.9538974017321785,0.02211858760826116,0.023984010659560292,1
101,E02000105,0.9633279154815115,0.01909792767167818,0.01757415684681024,1
102,E02000106,0.9591422776006955,0.0165169516082295,0.02434077079107505,1
103,E02000107,0.9454246274796599,0.026144985830514673,0.028430386689825397,1
104,E02000108,0.960049593607935,0.021628323460531753,0.01832208293153327,1
105,E02000110,0.9406655248348422,0.03193051137753854,0.027403963787619282,1
106,E02000111,0.9620701878766394,0.017369727047146403,0.02056008507621411,1
107,E02000112,0.9580389820410248,0.014724657417652566,0.027236360541322665,1
108,E02000113,0.975391963451355,0.013913404630879452,0.010694631917765549,1
109,E02000114,0.9341929746554024,0.03268119164072921,0.03312583370386839,1
110,E02000115,0.9214799350498725,0.04523312456506611,0.03328694038506147,1
111,E02000116,0.9633875307053457,0.020236284945607672,0.016376184349046672,1
112,E02000117,0.9627738946045707,0.01971255792036441,0.017513547475064794,1
113,E02000118,0.966882139378376,0.017710085893916587,0.01540777472770743,1
114,E02000119,0.9684705882352941,0.01788235294117647,0.013647058823529411,1
115,E02000120,0.9281357435954308,0.04147720971498281,0.030387046689586337,1
116,E02000121,0.9584967320261438,0.019444444444444445,0.022058823529411766,1
117,E02000122,0.9235661000366883,0.03852268558150911,0.037911214381802616,1
118,E02000123,0.9579497753884675,0.024670447013771264,0.01737977759776125,1
119,E02000124,0.9139039582077557,0.04822182037371911,0.037874221418525214,1
120,E02000125,0.9407444668008048,0.0369215291750503,0.022334004024144868,1
121,E02000126,0.9559487492373399,0.023184868822452714,0.020866381940207443,1
122,E02000127,0.9681637903312252,0.02197448815521492,0.009861721513559867,1
123,E02000128,0.9451790987289768,0.04275259982025934,0.012068301450763898,1
124,E02000130,0.9591739852836458,0.02955138855922146,0.011274626157132685,1
125,E02000131,0.9479256080114449,0.03729136862184072,0.014783023366714354,1
126,E02000132,0.9525116941224324,0.028167581858857028,0.019320724018710596,1
127,E02000133,0.9458755696084814,0.03189807495582628,0.022226355435692364,1
128,E02000134,0.9484299208577993,0.030295294017530422,0.02127478512467024,1
129,E02000135,0.9630229966568736,0.02512410090163104,0.011852902441495288,1
130,E02000136,0.9594359331476323,0.028725626740947075,0.011838440111420613,1
131,E02000137,0.9539175994284353,0.02762562514884496,0.018456775422719694,1
132,E02000138,0.9455422253587391,0.03387438249823571,0.02058339214302517,1
133,E02000139,0.9625453602903059,0.02436495593571799,0.013089683773976154,1
134,E02000140,0.968667204239143,0.021426102983527245,0.009906692777329801,1
135,E02000141,0.9644634955752213,0.026410398230088495,0.009126106194690266,1
136,E02000142,0.95247277676951,0.03436932849364791,0.013157894736842105,1
137,E02000144,0.9466361919904601,0.030309052966312235,0.023054755043227664,1
138,E02000145,0.9701949229374434,0.021645512239347235,0.008159564823209429,1
139,E02000146,0.9613441913204824,0.02618286774559324,0.012472940933924337,1
140,E02000147,0.9504273504273504,0.034432234432234435,0.01514041514041514,1
141,E02000148,0.9585006693440429,0.027219991075412762,0.0142793395805444,1
142,E02000149,0.9707323046779329,0.019838354151359296,0.009429341170707813,1
143,E02000150,0.9581963363081258,0.02912165335838422,0.012682010333489901,1
144,E02000151,0.9607583189712317,0.028900967784701047,0.010340713244067348,1
145,E02000152,0.9688598694123556,0.0233550979407333,0.0077850326469111,1
146,E02000153,0.9692820133234641,0.022699235134468296,0.008018751542067604,1
147,E02000154,0.9611866791744841,0.027204502814258912,0.011608818011257035,1
148,E02000155,0.9724591080665455,0.01761498671885922,0.009925905214595274,1
149,E02000156,0.9603807354376831,0.027904328018223234,0.01171493654409372,1
150,E02000157,0.966176646348751,0.024979084498625553,0.008844269152623402,1
151,E02000158,0.961864406779661,0.02298407806882383,0.015151515151515152,1
152,E02000159,0.9547434996486297,0.027687983134223472,0.017568517217146872,1
153,E02000160,0.959427796275743,0.02774694783573807,0.01282525588851893,1
154,E02000161,0.9671339921857044,0.02367271891519191,0.009193288899103653,1
155,E02000162,0.961100968965033,0.02920938070495717,0.00968965033000983,1
156,E02000163,0.9678589942975635,0.020347330222913428,0.011793675479523069,1
157,E02000165,0.9675125488008923,0.024958170663692138,0.007529280535415505,1
158,E02000166,0.8881859264041317,0.06791478373143964,0.04389928986442866,1
159,E02000167,0.832592386774104,0.08780216726868574,0.07960544595721034,1
160,E02000168,0.899667263885334,0.06897875607883286,0.03135398003583312,1
161,E02000169,0.8563466629510937,0.05754493520969765,0.08610840183920858,1
162,E02000170,0.903348073278585,0.050789639924194566,0.045862286797220465,1
163,E02000171,0.8916249492626167,0.05953186307671492,0.04884318766066838,1
164,E02000172,0.9163916391639164,0.052405240524052404,0.031203120312031204,1
165,E02000173,0.8734819164553583,0.05378353129587615,0.07273455224876552,1
166,E02000174,0.9036606480336384,0.06084590650507049,0.03549344546129112,1
167,E02000175,0.8973794318432063,0.05285179475886369,0.04976877339792997,1
168,E02000176,0.8792695299289821,0.055123435914778494,0.06560703415623943,1
169,E02000177,0.9170593779453345,0.05160226201696513,0.03133836003770028,1
170,E02000178,0.9166573065258902,0.049309221610693024,0.03403347186341683,1
171,E02000179,0.8992693110647182,0.04575504523312456,0.054975643702157274,1
172,E02000180,0.8775225282396243,0.07945170706942506,0.04302576469095063,1
173,E02000181,0.8980552458813328,0.046079524340393904,0.055865229778273254,1
174,E02000182,0.8867500351271603,0.04552479977518618,0.0677251650976535,1
175,E02000183,0.8607561586088789,0.07469371624291925,0.06455012514820181,1
176,E02000184,0.833969465648855,0.09272563987427032,0.07330489447687472,1
177,E02000185,0.9380839806371721,0.03433524710120455,0.027580772261623327,1
178,E02000186,0.8125703263140974,0.10512779295933129,0.0823018807265713,1
179,E02000187,0.8727514309076042,0.05672526573998365,0.0705233033524121,1
180,E02000188,0.8627942610391419,0.07967683521381808,0.05752890374703998,1
181,E02000191,0.6164511898070076,0.19636499906314409,0.18718381112984822,1
182,E02000192,0.8786604595284577,0.05316113530560144,0.06817840516594083,1
183,E02000193,0.7716442953020134,0.08691275167785235,0.14144295302013424,1
184,E02000194,0.9470198675496688,0.037020953208120724,0.0159591792422104,1
185,E02000195,0.9573012747434967,0.025183956886724014,0.017514768369779252,1
186,E02000196,0.9657568865301996,0.017942886024766236,0.016300227445034118,1
187,E02000197,0.9637673130193906,0.020609418282548475,0.015623268698060942,1
188,E02000198,0.968503937007874,0.02047244094488189,0.011023622047244094,1
189,E02000199,0.9651770858093653,0.02424530544330877,0.010577608747325886,1
190,E02000200,0.9614364640883978,0.026298342541436464,0.012265193370165746,1
191,E02000201,0.9679125934445083,0.020931569867740082,0.011155836687751582,1
192,E02000202,0.9735692686751036,0.014895285026318737,0.011535446298577669,1
193,E02000203,0.9687382297551789,0.017953546767106088,0.013308223477715004,1
194,E02000204,0.9661315380631798,0.020611082340756086,0.013257379596064215,1
195,E02000206,0.9654311858766984,0.022830206118864958,0.01173860800443664,1
196,E02000207,0.9664082687338501,0.023480507808111447,0.010111223458038422,1
197,E02000208,0.965196574901022,0.024215081484209557,0.010588343614768438,1
198,E02000209,0.9683467519576486,0.01885960074997243,0.012793647292378956,1
199,E02000210,0.9692413634798577,0.019281533340984737,0.01147710317915758,1
200,E02000211,0.9663967121963012,0.021153148797292395,0.012450139006406383,1
201,E02000212,0.9712503963640207,0.018391290561251453,0.01035831307472783,1
202,E02000213,0.9618660623583652,0.023989997655700555,0.014143939985934204,1
203,E02000214,0.9639191789608723,0.022771007055805002,0.013309813983322642,1
204,E02000215,0.9542494714587738,0.0266384778012685,0.019112050739957715,1
205,E02000216,0.9498743367774365,0.02555152192125105,0.024574141301312483,1
206,E02000217,0.9610868835961087,0.025159342502515933,0.013753773901375378,1
207,E02000218,0.9665717283765553,0.022935092190076452,0.01049317943336831,1
208,E02000219,0.9668370690785162,0.019923974308559446,0.013238956612924367,1
209,E02000221,0.9671240445713233,0.021641035086103693,0.011234920342572981,1
210,E02000222,0.9518447532343076,0.03246286535697173,0.015692381408720653,1
211,E02000223,0.9832356389214537,0.012075029308323564,0.004689331770222743,1
212,E02000224,0.9588922006954794,0.028191753601589667,0.012916045702930949,1
213,E02000225,0.980128034142438,0.01440384102427314,0.005468124833288877,1
214,E02000226,0.9516743269862115,0.028890347997373604,0.01943532501641497,1
215,E02000227,0.9654109589041096,0.024914383561643834,0.009674657534246575,1
216,E02000228,0.9605329311211664,0.02865761689291101,0.010809451985922574,1
217,E02000229,0.9730553327987169,0.021170809943865276,0.005773857257417803,1
218,E02000230,0.9545800799847648,0.026566368310797943,0.01885355170443725,1
219,E02000231,0.9592686002522068,0.024968474148802017,0.015762925598991173,1
220,E02000232,0.9630466354687752,0.024527997418105536,0.012425367113119251,1
221,E02000233,0.9677875549968573,0.021370207416719043,0.010842237586423633,1
222,E02000234,0.9637980311209908,0.02328781623795914,0.012914152641050069,1
223,E02000235,0.9586417065737919,0.028007546074590044,0.013350747351618052,1
224,E02000236,0.9691161975687219,0.019822582411565,0.011061220019713065,1
225,E02000237,0.9703986317589791,0.02210235495329562,0.007499013287725299,1
226,E02000238,0.9618940879798262,0.017745400205473057,0.020360511814700662,1
227,E02000239,0.9657155496571554,0.014709135147091351,0.019575315195753153,1
228,E02000240,0.9666339548577036,0.01659380854670354,0.016772236595592828,1
229,E02000241,0.9594320486815415,0.020824881676808654,0.019743069641649763,1
230,E02000242,0.9638186573670444,0.014966579482708514,0.02121476315024702,1
231,E02000243,0.9602155468929144,0.015134143545058473,0.02465030956202706,1
232,E02000244,0.9595690747782003,0.015462610899873257,0.02496831432192649,1
233,E02000245,0.9705629565964762,0.01708207993124194,0.012354963472281908,1
234,E02000246,0.9697706373533453,0.015220378395518444,0.015008984251136243,1
235,E02000247,0.9731886657101865,0.016140602582496413,0.010670731707317074,1
236,E02000248,0.9454451211610729,0.021251781780484643,0.0333030970584424,1
237,E02000249,0.9677727381236572,0.01635235139651468,0.01587491047982812,1
238,E02000250,0.9322844362178004,0.03717414777109363,0.03054141601110597,1
239,E02000251,0.9723324912787201,0.013954047876819439,0.013713460844460484,1
240,E02000252,0.829057035463311,0.1078607615623468,0.06308220297434221,1
241,E02000253,0.966260634184068,0.0191415313225058,0.01459783449342614,1
242,E02000254,0.9701379085677055,0.01759148658920621,0.012270604843088282,1
243,E02000255,0.9518255578093306,0.028296146044624746,0.019878296146044624,1
244,E02000256,0.9233449477351916,0.03985191637630662,0.036803135888501745,1
245,E02000258,0.9455072463768116,0.027391304347826086,0.02710144927536232,1
246,E02000259,0.9471445929526124,0.03219927095990279,0.020656136087484813,1
247,E02000260,0.9716376944190301,0.013317068211853206,0.015045237369116601,1
248,E02000261,0.9291867541294555,0.028451750572986642,0.042361495297557894,1
249,E02000262,0.9379546427043218,0.0366923406076166,0.025353016688061617,1
250,E02000263,0.9689916824748286,0.015832482124616958,0.015175835400554501,1
251,E02000264,0.9064045208382387,0.05439133506004238,0.03920414410171886,1
252,E02000265,0.9532585470085471,0.02733262108262108,0.01940883190883191,1
253,E02000266,0.9681256672258655,0.017309745310355347,0.014564587463779166,1
254,E02000267,0.9549637992391704,0.028715179776659713,0.016321020984169838,1
255,E02000268,0.9230353475299967,0.041833315317262997,0.03513133715274024,1
256,E02000269,0.9360920666013712,0.03942213516160627,0.024485798237022526,1
257,E02000270,0.9437909857395649,0.028000416363068596,0.028208597897366502,1
258,E02000271,0.8981294964028776,0.0576978417266187,0.044172661870503595,1
259,E02000272,0.9481680071492404,0.030980041703902294,0.02085195114685731,1
260,E02000275,0.9674338883447601,0.01395690499510284,0.01860920666013712,1
261,E02000276,0.9394970414201184,0.036242603550295856,0.0242603550295858,1
262,E02000277,0.9743453409544065,0.01581815764987372,0.009836501395719793,1
263,E02000278,0.975395057800403,0.016756814084208295,0.007848128115388694,1
264,E02000279,0.9732186333387437,0.01752962181464048,0.00925174484661581,1
265,E02000280,0.9639837869137232,0.02814128546612623,0.00787492762015055,1
266,E02000281,0.9708868628263573,0.02134272689598011,0.00777041027766266,1
267,E02000282,0.9774896995276856,0.013767460556727966,0.008742839915586373,1
268,E02000283,0.9742328414148512,0.01417193722183181,0.011595221363316937,1
269,E02000284,0.9646493536208671,0.023567097586088548,0.011783548793044274,1
270,E02000285,0.963570675899443,0.022881228360680416,0.013548095739876562,1
271,E02000286,0.9579783559751324,0.027860925627446465,0.014160718397421137,1
272,E02000287,0.9408726383036564,0.02963164333288025,0.029495718363463368,1
273,E02000288,0.9745775969962454,0.015409887359199,0.010012515644555695,1
274,E02000289,0.9619131975199291,0.024062592264540893,0.014024210215529968,1
275,E02000290,0.9742669060442849,0.015409934171154997,0.010323159784560144,1
276,E02000291,0.9588663648888014,0.0222397165912222,0.018893918519976384,1
277,E02000292,0.9732642065670428,0.01748500559113551,0.009250787841821694,1
278,E02000293,0.9566984523995623,0.023292168203845554,0.020009379396592152,1
279,E02000294,0.9744903404845768,0.013768812039705411,0.011740847475717792,1
280,E02000295,0.959038085375676,0.022782188470831896,0.01817972615349212,1
281,E02000296,0.9528183312385188,0.021657159431499564,0.02552450932998163,1
282,E02000297,0.9659502021706746,0.01840817195147904,0.01564162587784635,1
283,E02000298,0.9497152550587665,0.024597116200169637,0.025687628741063857,1
284,E02000299,0.9733543970510795,0.01463928383359663,0.012006319115323854,1
285,E02000300,0.9723382635203793,0.014564751044371684,0.013096985435248955,1
286,E02000301,0.973679060665362,0.013796477495107632,0.012524461839530333,1
287,E02000302,0.9621596677434241,0.01972773419473927,0.01811259806183664,1
288,E02000303,0.9684474722122625,0.018764192661646948,0.012788335126090594,1
289,E02000304,0.948762591717448,0.022634000746175848,0.028603407536376073,1
290,E02000305,0.9574228429826538,0.025681459788240595,0.016895697229105656,1
291,E02000306,0.9733873617347497,0.015989486365129778,0.010623151900120469,1
292,E02000307,0.9677546983184966,0.014243323442136498,0.018001978239366962,1
293,E02000308,0.9502226281538988,0.02545952734330403,0.02431784450279712,1
294,E02000309,0.9704934712565711,0.016957775139901644,0.012548753603527217,1
295,E02000311,0.9645295902883156,0.017450682852807285,0.018019726858877087,1
296,E02000312,0.9562063169070159,0.02273732637352915,0.02105635671945501,1
297,E02000313,0.9631684388965942,0.024503005085529356,0.012328556017876406,1
298,E02000314,0.9599461222174961,0.02495392031759535,0.01509995746490855,1
299,E02000315,0.9676896586650461,0.020864985313481212,0.011445356021472704,1
300,E02000317,0.9628356037561169,0.024467663007538686,0.012696733236344399,1
301,E02000318,0.9652024584237165,0.02105929139551699,0.01373825018076645,1
302,E02000319,0.9627048408363157,0.02260312676586928,0.014692032397815032,1
303,E02000320,0.9669034090909091,0.01946022727272727,0.013636363636363636,1
304,E02000321,0.9638647843543583,0.022147390234425593,0.013987825411216164,1
305,E02000323,0.9566096423017107,0.025116640746500777,0.01827371695178849,1
306,E02000324,0.9636456082369391,0.019066988686920045,0.01728740307614084,1
307,E02000326,0.952423698384201,0.03205950243652218,0.015516799179276737,1
308,E02000327,0.955622641509434,0.02943396226415094,0.014943396226415094,1
309,E02000328,0.9355036855036855,0.04253685503685504,0.02195945945945946,1
310,E02000329,0.9636765634870499,0.025268477574226154,0.011054958938723942,1
311,E02000331,0.9571341833636916,0.027686703096539162,0.015179113539769277,1
312,E02000332,0.94995303904468,0.03045753387897491,0.019589427076345096,1
313,E02000333,0.9216346153846153,0.05080128205128205,0.027564102564102563,1
314,E02000334,0.9597830998644374,0.025305015815634886,0.0149118843199277,1
315,E02000335,0.9652434456928839,0.0250187265917603,0.009737827715355805,1
316,E02000337,0.9711958446464408,0.019124070357690946,0.009680084995868256,1
317,E02000339,0.9589890319504053,0.027976474328405658,0.013034493721189,1
318,E02000340,0.9593590677348871,0.026365622723962128,0.014275309541150765,1
319,E02000341,0.9653533458411507,0.0225140712945591,0.012132582864290182,1
320,E02000342,0.8961714195682999,0.08886087915550654,0.014967701276193478,1
321,E02000343,0.9632467716758905,0.022420888321271464,0.014332340002838086,1
322,E02000344,0.9707529558182949,0.01913503422526447,0.010112009956440573,1
323,E02000345,0.9757228254239356,0.013785531291936074,0.010491643284128339,1
324,E02000346,0.9377527133432645,0.03362417535645882,0.028623111300276654,1
325,E02000347,0.967999019127023,0.01937224129475233,0.01262873957822462,1
326,E02000348,0.9692820133234641,0.019491734517641253,0.011226252158894647,1
327,E02000350,0.9501025290498974,0.029098720828044135,0.020798750122058392,1
328,E02000351,0.9198793883265131,0.05459832005169072,0.025522291621796252,1
329,E02000352,0.9430773791876668,0.04017195375037059,0.016750667061962644,1
330,E02000353,0.9341749323715058,0.04315342006956074,0.022671647558933403,1
331,E02000354,0.9532729732542408,0.028931210323654907,0.017795816422104278,1
332,E02000355,0.9517939956065413,0.03295093971198438,0.015255064681474249,1
333,E02000356,0.9293431902189366,0.04577765140744953,0.024879158373613874,1
334,E02000357,0.9627465303140978,0.022205989773557342,0.015047479912344777,1
335,E02000358,0.939224526600541,0.034265103697024346,0.026510369702434627,1
336,E02000359,0.9417649693892788,0.03897267433179035,0.019262356278930866,1
337,E02000360,0.9574357192494788,0.0258860319666435,0.01667824878387769,1
338,E02000361,0.9388185654008439,0.03698188136013899,0.024199553239017124,1
339,E02000362,0.9560407987358138,0.02973710673753771,0.01422209452664847,1
340,E02000363,0.9596869213937048,0.027436458508668573,0.012876620097626662,1
341,E02000364,0.933058478897689,0.043832049473798415,0.02310947162851253,1
342,E02000366,0.9381604226705091,0.04250720461095101,0.019332372718539867,1
343,E02000367,0.9271593090211132,0.04347408829174664,0.029366602687140114,1
344,E02000368,0.9513252040713494,0.027612617152070945,0.021062178776579663,1
345,E02000369,0.9395155297964036,0.03247139248030911,0.028013077723287264,1
346,E02000370,0.9204468517264726,0.03859174001354096,0.04096140825998646,1
347,E02000372,0.9116586538461539,0.041366185897435896,0.046975160256410256,1
348,E02000373,0.9540801819732727,0.024026158657947112,0.02189365936878021,1
349,E02000374,0.9101822389354932,0.055250216951113686,0.03456754411339311,1
350,E02000375,0.9095524382097528,0.05090180360721443,0.039545758183032735,1
351,E02000376,0.9223648850403106,0.04583457748581666,0.0318005374738728,1
352,E02000377,0.9066067992302759,0.05965362411802438,0.033739576651699806,1
353,E02000378,0.8877836493627603,0.056108175318619835,0.056108175318619835,1
354,E02000379,0.9141851651326476,0.04886302111532215,0.03695181375203032,1
355,E02000380,0.8936286077328008,0.0680704302051189,0.03830096206208023,1
356,E02000381,0.8657577346617724,0.07315154693235448,0.0610907184058731,1
357,E02000382,0.8733441033925686,0.07609046849757674,0.05056542810985461,1
358,E02000383,0.8586622547861026,0.06984164500118176,0.07149610021271567,1
359,E02000384,0.8956090480222572,0.05600580621749123,0.0483851457602516,1
360,E02000385,0.836480228001425,0.10064125400783755,0.06287851799073745,1
361,E02000386,0.9079641350210971,0.05485232067510549,0.037183544303797465,1
362,E02000387,0.8735269709543568,0.08315352697095435,0.0433195020746888,1
363,E02000388,0.8751299526394825,0.0637634284394132,0.061106618921104305,1
364,E02000389,0.8601503759398497,0.08525159051474841,0.054598033545401964,1
365,E02000390,0.8848886018727801,0.07426541814659347,0.04084597998062641,1
366,E02000391,0.8602873335969421,0.07381046526954001,0.06590220113351786,1
367,E02000392,0.8792935312601582,0.069563332972153,0.05114313576768881,1
368,E02000393,0.8799799129561433,0.06712420488784734,0.05289588215600938,1
369,E02000394,0.8841719642279927,0.0606615666415257,0.05516646913048163,1
370,E02000395,0.8394366197183099,0.1,0.06056338028169014,1
371,E02000396,0.8882284720208756,0.05726297477529719,0.0545085532038272,1
372,E02000397,0.9513089667383331,0.023144049576324776,0.0255469836853421,1
373,E02000398,0.9602287842511307,0.02114924181963288,0.0186219739292365,1
374,E02000400,0.9518027040560841,0.027916875312969453,0.02028042063094642,1
375,E02000401,0.9698426573426573,0.016317016317016316,0.01384032634032634,1
376,E02000402,0.965389369592089,0.015142150803461063,0.01946847960444994,1
377,E02000403,0.9490149094781682,0.02476038338658147,0.026224707135250266,1
378,E02000404,0.9600674915635545,0.017857142857142856,0.022075365579302588,1
379,E02000405,0.9382143960457213,0.039233858510966946,0.02255174544331171,1
380,E02000406,0.9553080920564216,0.02271714922048998,0.021974758723088343,1
381,E02000407,0.9613463055482514,0.019589797528267158,0.019063896923481462,1
382,E02000408,0.9590402326708677,0.015269025690741638,0.025690741638390694,1
383,E02000409,0.9541254125412542,0.024752475247524754,0.021122112211221122,1
384,E02000410,0.9099267570515818,0.05921770297646876,0.030855539971949508,1
385,E02000411,0.9057577878893944,0.061165558277913895,0.033076653832691635,1
