,GEOGRAPHY_CODE,Household is deprived in four dimensions,Household is deprived in one dimension,Household is deprived in three dimensions,Household is deprived in two dimensions,Household is not deprived in any dimension,Total: All households
36,E02000038,0.0024968789013732834,0.3193508114856429,0.029213483146067417,0.13008739076154807,0.5188514357053683,1
37,E02000039,0.002242152466367713,0.31988041853512705,0.02952167414050822,0.08781763826606875,0.5605381165919282,1
38,E02000040,0.0019937339789233835,0.28795215038450583,0.030190828823696954,0.12617487895186558,0.5536884078610083,1
39,E02000041,0.006313890559230307,0.34876728803367407,0.03397474443776308,0.15694527961515334,0.4539987973541792,1
40,E02000042,0.009751960992156031,0.3432266270934916,0.04430782276870893,0.14776340894636422,0.4549501801992792,1
41,E02000043,0.0014998125234345708,0.2827146606674166,0.013123359580052493,0.07499062617172854,0.6276715410573678,1
42,E02000044,0.004885993485342019,0.36579804560260587,0.05537459283387622,0.1758957654723127,0.3980456026058632,1
43,E02000045,0.0035705784337062606,0.32873125446322304,0.04570340395144013,0.15734348964532255,0.464651273506308,1
44,E02000046,0.0034734282737061478,0.3334491142757902,0.02674539770753734,0.11080236193122613,0.5255296978117402,1
45,E02000047,0.0030878859857482186,0.4002375296912114,0.06318289786223277,0.19667458432304039,0.3368171021377672,1
46,E02000048,0.003038743985819195,0.3076728285641935,0.024056723221068624,0.11167384147885541,0.5535578627500634,1
47,E02000049,0.008416622830089426,0.352709100473435,0.07127827459231983,0.18753287743293004,0.38006312467122566,1
48,E02000050,0.002478929102627665,0.33986117997025284,0.0443728309370352,0.15195835399107585,0.46132870599900844,1
49,E02000051,0.00738201950962299,0.3240179277616662,0.03480094911679409,0.1247034010018455,0.5090957026100712,1
50,E02000052,0.00190885230255309,0.336196611787163,0.02791696492483894,0.10904318778334526,0.5249343832020997,1
51,E02000054,0.006731740154830024,0.33187478963312017,0.03635139683608213,0.15382026253786604,0.47122181083810166,1
52,E02000055,0.004658385093167702,0.3799911268855368,0.04192546583850932,0.15350488021295475,0.4199201419698314,1
53,E02000056,0.0017431725740848344,0.27193492155723414,0.010459035444509006,0.07321324811156305,0.6426496223126089,1
54,E02000057,0.010347376201034738,0.3270509977827051,0.041019955654102,0.1419068736141907,0.4796747967479675,1
55,E02000058,0.003904343582235237,0.3140556368960469,0.030502684236212788,0.11078574914592484,0.5407515861395803,1
56,E02000059,0.00450755014649538,0.36240703177822853,0.04665314401622718,0.16835699797160245,0.4180752760874465,1
57,E02000060,0.012178619756427604,0.337212449255751,0.044654939106901215,0.14749661705006767,0.4584573748308525,1
58,E02000061,0.012031337437045327,0.3228875209848909,0.03077783995523223,0.10520425293788473,0.5290990486849468,1
59,E02000062,0.00764525993883792,0.37155963302752293,0.07224770642201835,0.18960244648318042,0.35894495412844035,1
60,E02000063,0.010236498411577833,0.3565125308859866,0.047299682315566534,0.14931168372749734,0.4366396046593717,1
61,E02000064,0.006154960173787111,0.3287472845763939,0.04380883417813179,0.14228819695872555,0.47900072411296163,1
62,E02000065,0.003243243243243243,0.3744144144144144,0.04756756756756757,0.16288288288288288,0.4118918918918919,1
63,E02000066,0.005636978579481398,0.37711386696730553,0.06426155580608793,0.18630214205186021,0.3666854565952649,1
64,E02000067,0.0045192066281697215,0.3484810444388652,0.04192819482801908,0.15490836053226212,0.4501631935726839,1
65,E02000068,0.004693366708385482,0.3426157697121402,0.046620775969962454,0.18961201501877348,0.4164580725907384,1
66,E02000069,0.0028469750889679717,0.37117437722419927,0.03416370106761566,0.1298932384341637,0.4619217081850534,1
67,E02000070,0.0022292993630573248,0.35477707006369424,0.03089171974522293,0.15573248407643311,0.45636942675159237,1
68,E02000071,0.0017642907551164433,0.36838390966831336,0.02893436838390967,0.1464361326746648,0.4544812985179958,1
69,E02000072,0.00448239060832444,0.33084311632870866,0.06382070437566702,0.1831376734258271,0.4177161152614728,1
70,E02000073,0.001516300227445034,0.33535506696992673,0.018701036138488752,0.10816274955774577,0.5362648471063938,1
71,E02000074,0.004282043962318013,0.3591207536397374,0.05309734513274336,0.19155009991435912,0.39194975735084214,1
72,E02000075,0.0012702445220704986,0.35376309939663386,0.01651317878691648,0.12130835185773262,0.5071451254366466,1
73,E02000077,0.0010217983651226157,0.3341280653950954,0.0326975476839237,0.1481607629427793,0.483991825613079,1
74,E02000078,0.0016561775422325273,0.3285856243789334,0.019211659489897316,0.11825107651540245,0.5322954620735343,1
75,E02000079,0.0019509476031215162,0.3375139353400223,0.02201783723522854,0.12068004459308806,0.5178372352285395,1
76,E02000080,0.0007863695937090433,0.34967234600262126,0.022018348623853212,0.13211009174311927,0.4954128440366973,1
77,E02000081,0.0009149130832570906,0.34187252211039953,0.03202195791399817,0.1405916437938396,0.48459896309850564,1
78,E02000082,0.0008713331397037467,0.31571304095265756,0.015683996514667443,0.11007841998257334,0.5576532094103979,1
79,E02000083,0.0031503150315031502,0.32898289828982896,0.0333033303330333,0.14716471647164717,0.4873987398739874,1
80,E02000084,0.0007144558228149559,0.33103119790426294,0.015241724220052393,0.1059776137175518,0.5470350083353179,1
81,E02000085,0.0003254149040026033,0.3462414578587699,0.02245362837617963,0.12561015294500488,0.505369345916043,1
82,E02000086,0.0007173601147776184,0.3246054519368723,0.017934002869440458,0.10365853658536585,0.5530846484935438,1
83,E02000087,0.0006027727546714888,0.32881253767329716,0.014466546112115732,0.10096443640747438,0.5551537070524413,1
84,E02000088,0.0013422818791946308,0.31476510067114094,0.0174496644295302,0.11476510067114094,0.5516778523489932,1
85,E02000089,0.0013774104683195593,0.33505509641873277,0.01825068870523416,0.09504132231404959,0.550275482093664,1
86,E02000090,0.001430615164520744,0.3302336671435384,0.023605150214592276,0.11325703385789222,0.5314735336194564,1
87,E02000091,0.0015730337078651685,0.3417977528089888,0.028314606741573035,0.14179775280898876,0.48651685393258426,1
