,GEOGRAPHY_CODE,10km to less than 20km,20km to less than 30km,2km to less than 5km,30km to less than 40km,40km to less than 60km,5km to less than 10km,60km and over,Less than 2km,Total: All usual residents aged 16 years and over in employment the week before the census,"Works mainly at an offshore installation, in no fixed place, or outside the UK",Works mainly from home
2401,E02002509,0.05505026328386788,0.026807084729535663,0.2359980852082336,0.004786979415988511,0.00861656294877932,0.16084250837721398,0.0205840114887506,0.19004308281474389,1,0.15988511249401627,0.13738630923887027
2402,E02002510,0.09267563527653214,0.01674140508221226,0.2600896860986547,0.01554559043348281,0.015844544095665172,0.17189835575485798,0.022122571001494767,0.04005979073243647,1,0.15276532137518684,0.21225710014947682
2403,E02002512,0.07113821138211382,0.026422764227642278,0.16097560975609757,0.013821138211382113,0.01097560975609756,0.24065040650406505,0.01991869918699187,0.046341463414634146,1,0.1508130081300813,0.25894308943089434
2404,E02002513,0.09336198662846228,0.029847182425978988,0.1721585482330468,0.011461318051575931,0.012177650429799427,0.248567335243553,0.0164756446991404,0.07831900668576887,1,0.16714422158548234,0.17048710601719197
2405,E02002514,0.08294036061026352,0.033287101248266296,0.15312066574202496,0.00943134535367545,0.010263522884882107,0.24299583911234396,0.017753120665742025,0.08599167822468794,1,0.16920943134535368,0.19500693481276005
2406,E02002515,0.19876495561559243,0.007719027402547279,0.08413739868776535,0.021999228097259745,0.011192589733693555,0.12041682747973756,0.021227325357005018,0.20069471246622925,1,0.15939791586260132,0.1744500192975685
2407,E02002516,0.212001579155152,0.015791551519936834,0.07816818002368733,0.024871693643900513,0.010264508487958943,0.109751283063561,0.015396762731938412,0.2064745361231741,1,0.17291748914330832,0.15436241610738255
2408,E02002517,0.17954872779644743,0.01632261161785886,0.11665866538646183,0.012481997119539127,0.01200192030724916,0.14498319731156986,0.015362457993278924,0.1502640422467595,1,0.19395103216514642,0.15842534805568892
2409,E02002518,0.24010967489228358,0.009792401096748922,0.1118292205248727,0.02506854680767724,0.014688601645123384,0.11476694085389738,0.020564042303172738,0.09400705052878966,1,0.14688601645123384,0.22228750489620056
2410,E02002519,0.21330798479087454,0.015209125475285171,0.14220532319391635,0.02167300380228137,0.014068441064638783,0.14068441064638784,0.02129277566539924,0.11863117870722434,1,0.16844106463878328,0.1444866920152091
