,GEOGRAPHY_CODE,Not in employment: Never worked,Not in employment: Not worked in the last 12 months,Not in employment: Worked in the last 12 months,Total: All usual residents aged 16 years and over not in employment the week before the census
1035,E02001092,0.3428867403314917,0.5086325966850829,0.1484806629834254,2896.0
1036,E02001093,0.3845245126993503,0.4884819846426462,0.12699350265800355,3386.0
1037,E02001094,0.4063482985416071,0.46897340577637975,0.12467829568201315,3497.0
1038,E02001095,0.35006561679790027,0.5229658792650919,0.12696850393700787,3048.0
1039,E02001096,0.3170212765957447,0.549290780141844,0.13368794326241135,2820.0
1040,E02001097,0.35978297728043407,0.49643947100712105,0.14377755171244488,2949.0
1041,E02001098,0.20540098199672668,0.7107201309328969,0.08387888707037643,2444.0
1042,E02001099,0.2275,0.6485,0.124,2000.0
1043,E02001100,0.2380546075085324,0.6501706484641638,0.11177474402730375,2344.0
1044,E02001101,0.18363370677057964,0.7169995129079396,0.09936678032148076,2053.0
1045,E02001102,0.21905274488697524,0.6603875134553283,0.12055974165769645,1858.0
1046,E02001103,0.17535314174378958,0.7267413541159279,0.09790550414028251,2053.0
1047,E02001104,0.2861920688007645,0.5910176779741997,0.12279025322503584,2093.0
1048,E02001105,0.2375222816399287,0.6631016042780749,0.09937611408199644,2244.0
1049,E02001106,0.24495171202809482,0.6453028972783144,0.10974539069359086,2278.0
1050,E02001107,0.3503442689347914,0.5423248278655326,0.10733090319967598,2469.0
1051,E02001108,0.34205020920502094,0.5371338912133892,0.12081589958158996,1912.0
1052,E02001109,0.3286566117151877,0.5548930199929849,0.11645036829182744,2851.0
1053,E02001110,0.16061013907581875,0.7397936294302377,0.09959623149394348,2229.0
1054,E02001111,0.4811946902654867,0.3932522123893805,0.12555309734513273,3616.0
1055,E02001112,0.21023017902813299,0.6925831202046036,0.09718670076726342,1955.0
1056,E02001113,0.5925548189699134,0.2758796532381438,0.1315655277919429,3922.0
1057,E02001114,0.3673887587822014,0.5178571428571429,0.11475409836065574,3416.0
1058,E02001115,0.24473420260782347,0.6504513540621866,0.10481444332998997,1994.0
1059,E02001116,0.5111263266004793,0.3611776788770969,0.12769599452242383,2921.0
1060,E02001117,0.16479063484916703,0.7352543899144529,0.09995497523638001,2221.0
1061,E02001118,0.1947069943289225,0.7046313799621928,0.10066162570888469,2116.0
1062,E02001119,0.5949661181026138,0.285188770571152,0.11984511132623427,5165.0
1063,E02001121,0.5761702127659575,0.2899290780141844,0.13390070921985817,3525.0
1064,E02001123,0.379601226993865,0.49808282208588955,0.1223159509202454,2608.0
1065,E02001124,0.4098613251155624,0.47303543913713403,0.11710323574730354,2596.0
1066,E02001125,0.2789909638554217,0.6001506024096386,0.12085843373493976,2656.0
1067,E02001126,0.4119815668202765,0.4700460829493088,0.11797235023041475,3255.0
1068,E02001127,0.37919826652221017,0.5045142650776454,0.11628746840014445,2769.0
1069,E02001128,0.2862016679302502,0.5833965125094769,0.13040181956027294,2638.0
1070,E02001129,0.3129904097646033,0.5614646904969486,0.12554489973844812,2294.0
1071,E02001130,0.255079006772009,0.6460496613995486,0.09887133182844243,2215.0
1072,E02001131,0.2704,0.6229333333333333,0.10666666666666667,1875.0
1073,E02001132,0.2337129840546697,0.6592255125284738,0.1070615034168565,2195.0
1074,E02001133,0.21113801452784503,0.6924939467312349,0.09636803874092009,2065.0
1075,E02001134,0.20106999554168525,0.6999554168524298,0.09897458760588497,2243.0
1076,E02001135,0.43608543194134525,0.46381893528849216,0.10009563277016258,3137.0
1077,E02001136,0.26533907427341225,0.6283638320775027,0.10629709364908503,3716.0
1078,E02001137,0.22641509433962265,0.6479642502482622,0.1256206554121152,2014.0
1079,E02001138,0.21618320610687022,0.6787786259541985,0.1050381679389313,3275.0
1080,E02001139,0.5553075396825397,0.3256448412698413,0.11904761904761904,4032.0
1081,E02001140,0.39707927677329624,0.49235048678720444,0.1105702364394993,2876.0
1082,E02001141,0.4899487583760347,0.3992905005912495,0.11076074103271581,5074.0
1083,E02001142,0.21807228915662652,0.6771084337349398,0.10481927710843374,2490.0
1084,E02001143,0.45251396648044695,0.42574487895716945,0.12174115456238362,4296.0
1085,E02001144,0.25065847234416155,0.6444249341527656,0.10491659350307288,2278.0
1086,E02001145,0.22076271186440677,0.6834745762711865,0.09576271186440678,2360.0
1087,E02001146,0.563935948015781,0.329542817359016,0.10652123462520306,4309.0
1088,E02001147,0.34328358208955223,0.5460930640913082,0.1106233538191396,3417.0
1089,E02001148,0.31508991399530883,0.5858743810268439,0.09903570497784728,3837.0
1090,E02001149,0.3037496628001079,0.5802535743188563,0.11599676288103587,3707.0
1091,E02001150,0.3058900097624471,0.5789131142206313,0.11519687601692158,3073.0
1092,E02001151,0.2755417956656347,0.6052631578947368,0.11919504643962849,3230.0
1093,E02001152,0.2824102251978089,0.5952525867315885,0.12233718807060255,3286.0
1094,E02001153,0.36657875809158474,0.5080316470870295,0.12538959482138576,4171.0
1095,E02001154,0.27893447642375996,0.5866503368034293,0.13441518677281078,3266.0
1096,E02001155,0.2893457943925234,0.5988785046728972,0.11177570093457943,2675.0
1097,E02001156,0.21022235056309557,0.6838001732601791,0.10597747617672539,3463.0
1098,E02001157,0.40107628996517886,0.4849635960747072,0.11396011396011396,3159.0
1099,E02001158,0.3259548611111111,0.5529513888888888,0.12109375,2304.0
1100,E02001159,0.28228516562650025,0.5621699471915507,0.15554488718194912,2083.0
1101,E02001160,0.3616339607529035,0.5442531037244693,0.09411293552262716,2497.0
1102,E02001161,0.2733812949640288,0.6129496402877698,0.11366906474820145,2085.0
1103,E02001162,0.26935123042505593,0.6277404921700224,0.1029082774049217,2235.0
1104,E02001163,0.22535647861128333,0.6608803471791692,0.11376317420954743,3226.0
1105,E02001164,0.33610709117221416,0.49421128798842257,0.16968162083936325,2764.0
1106,E02001165,0.2967032967032967,0.5855572998430141,0.11773940345368916,1911.0
1107,E02001166,0.4537559704732957,0.4363873208858011,0.10985670864090318,2303.0
1108,E02001167,0.3522975929978118,0.5028446389496718,0.1448577680525164,2285.0
1109,E02001168,0.3098370927318296,0.5789473684210527,0.1112155388471178,3192.0
1110,E02001169,0.1963876146788991,0.6860665137614679,0.11754587155963303,3488.0
1111,E02001170,0.1830759330759331,0.7123552123552124,0.10456885456885456,3108.0
1112,E02001171,0.236896197327852,0.6510791366906474,0.11202466598150052,1946.0
1113,E02001173,0.3649208282582217,0.4085261875761267,0.22655298416565164,4105.0
1114,E02001174,0.23224773091297385,0.6161238654564869,0.15162840363053925,1873.0
1115,E02001175,0.32522671063478975,0.5226710634789777,0.15210222588623248,2426.0
1116,E02001176,0.2964623816641754,0.5782262082710513,0.12531141006477328,4014.0
1117,E02001177,0.32133966960850874,0.5195745643810817,0.1590857660104096,4419.0
1118,E02001179,0.3312858312858313,0.4774774774774775,0.19123669123669124,2442.0
1119,E02001180,0.4025297619047619,0.41629464285714285,0.18117559523809523,2688.0
1120,E02001181,0.3366954851104707,0.5297790585975024,0.1335254562920269,2082.0
1121,E02001182,0.3627090983272134,0.48714810281517745,0.15014279885760914,2451.0
1122,E02001183,0.3891560996939222,0.45474420638390906,0.15609969392216877,2287.0
1123,E02001185,0.2542322542322542,0.6257796257796258,0.11998811998811999,3367.0
1124,E02001186,0.25407779171894607,0.6031994981179423,0.14272271016311167,3188.0
1125,E02001187,0.25229960578186594,0.6171703898379326,0.1305300043802015,2283.0
1126,E02001188,0.31618519984170956,0.5504550850811238,0.1333597150771666,2527.0
1127,E02001189,0.245703125,0.63046875,0.123828125,2560.0
1128,E02001190,0.34203569068076667,0.5532055518836748,0.1047587574355585,3026.0
1129,E02001191,0.18136135221562358,0.7204202832343536,0.09821836455002284,2189.0
1130,E02001192,0.23686818632309217,0.645193260654113,0.11793855302279485,2018.0
1131,E02001193,0.2705242334322453,0.5880316518298714,0.1414441147378833,2022.0
1132,E02001194,0.1974206349206349,0.691468253968254,0.1111111111111111,2016.0
1133,E02001195,0.22533495736906212,0.6707267559886317,0.10393828664230613,2463.0
1134,E02001196,0.16374462454515382,0.729407872973867,0.10684750248097916,3023.0
1135,E02001197,0.24638457418318158,0.6432779860739154,0.11033743974290305,1867.0
1136,E02001198,0.2360972360972361,0.6713286713286714,0.09257409257409258,3003.0
1137,E02001199,0.24335378323108384,0.6400817995910021,0.1165644171779141,2445.0
1138,E02001200,0.3201754385964912,0.553306342780027,0.12651821862348178,2964.0
1139,E02001201,0.20610687022900764,0.6641221374045801,0.1297709923664122,1572.0
1140,E02001202,0.2873254564983888,0.5655209452201934,0.14715359828141783,1862.0
1141,E02001203,0.11095700416088766,0.7979657882570504,0.09107720758206195,2163.0
1142,E02001204,0.26624655376132333,0.6049625836943678,0.12879086254430877,2539.0
1143,E02001205,0.25485799701046336,0.6266816143497758,0.11846038863976084,2676.0
1144,E02001206,0.1764932562620424,0.7236994219653179,0.09980732177263969,2595.0
1145,E02001207,0.17000871839581516,0.7127288578901482,0.11726242371403661,2294.0
1146,E02001208,0.24903557651093014,0.6292327475353622,0.12173167595370767,2333.0
1147,E02001209,0.26208766380478987,0.6122910076818798,0.12562132851333033,2213.0
1148,E02001210,0.294250281848929,0.6042841037204059,0.10146561443066517,2661.0
1149,E02001211,0.24271380793119923,0.6454849498327759,0.11180124223602485,2093.0
1150,E02001212,0.37626494940202393,0.5124195032198712,0.11131554737810488,2174.0
1151,E02001213,0.2268877911079746,0.6460832745236414,0.12702893436838392,2834.0
1152,E02001214,0.2751925008369602,0.6277201205222631,0.0970873786407767,2987.0
1153,E02001215,0.1749669457910974,0.7382106654914059,0.0868223887174967,2269.0
1154,E02001216,0.19335572974990667,0.6991414706980217,0.10750279955207166,2679.0
1155,E02001217,0.21486486486486486,0.6806306306306307,0.1045045045045045,2220.0
1156,E02001218,0.16319926028663892,0.7415626444752659,0.09523809523809523,2163.0
1157,E02001219,0.16220556745182013,0.7435760171306209,0.09421841541755889,1868.0
1158,E02001220,0.21146764860599684,0.6612309310889006,0.12730142030510258,1901.0
1159,E02001221,0.1581894540363976,0.7480167988800747,0.09379374708352776,2143.0
1160,E02001222,0.23459326211996714,0.6528348397699261,0.11257189811010682,2434.0
1161,E02001223,0.16721446179129007,0.7362366474938373,0.09654889071487263,2434.0
1162,E02001224,0.14435389988358557,0.7737679472254559,0.08187815289095848,2577.0
1163,E02001225,0.1810012836970475,0.7282841249465126,0.09071459135643987,2337.0
1164,E02001226,0.267294310274253,0.6225951698731068,0.1101105198526402,2443.0
1165,E02001227,0.14849074975657253,0.7711781888997079,0.08033106134371958,2054.0
1166,E02001228,0.1565771506599909,0.7391898042785616,0.10423304506144743,2197.0
1167,E02001229,0.22225725094577553,0.6532156368221942,0.12452711223203027,3172.0
1168,E02001230,0.24279279279279278,0.6563063063063063,0.1009009009009009,2220.0
1169,E02001231,0.2511170688114388,0.6407506702412868,0.10813226094727435,2238.0
1170,E02001232,0.34472559973710154,0.5395990798554059,0.11567532040749261,3043.0
1171,E02001233,0.3127413127413127,0.5978120978120978,0.08944658944658945,3108.0
1172,E02001234,0.3493635077793494,0.5403111739745403,0.11032531824611033,2828.0
1173,E02001235,0.2988505747126437,0.5815240527884206,0.11962537249893572,2349.0
1174,E02001236,0.30613185799907794,0.586906408483172,0.10696173351775011,2169.0
1175,E02001237,0.27137042062415195,0.621438263229308,0.10719131614654002,2211.0
1176,E02001238,0.26278984173721015,0.6278984173721016,0.10931174089068826,2717.0
1177,E02001239,0.27363665698612455,0.6056792513714101,0.12068409164246531,3099.0
1178,E02001240,0.26546517291768146,0.5962006819288845,0.138334145153434,2053.0
1179,E02001241,0.4391462306993642,0.44118982742960944,0.11966394187102634,4404.0
1180,E02001242,0.24783599088838268,0.614123006833713,0.13804100227790433,2195.0
1181,E02001243,0.21844821844821846,0.668997668997669,0.11255411255411256,3003.0
1182,E02001244,0.19956966110812266,0.7079074771382464,0.09252286175363099,1859.0
1183,E02001245,0.3002257336343115,0.5854025583145221,0.1143717080511663,2658.0
1184,E02001246,0.3113379511483777,0.6004374772147284,0.08822457163689391,2743.0
1185,E02001247,0.3033213285314126,0.5770308123249299,0.11964785914365746,2499.0
1186,E02001248,0.32228915662650603,0.56078860898138,0.11692223439211391,3652.0
1187,E02001249,0.26564610535794686,0.6141377757766772,0.12021611886537596,2221.0
1188,E02001250,0.22443313280888477,0.6686719111522443,0.10689495603887089,2161.0
1189,E02001251,0.1696997270245678,0.718835304822566,0.11146496815286625,2198.0
1190,E02001252,0.2104642014162077,0.6852871754523997,0.1042486231313926,2542.0
1191,E02001253,0.2523148148148148,0.6354166666666666,0.11226851851851852,1728.0
1192,E02001254,0.252,0.6415,0.1065,2000.0
1193,E02001255,0.3433388157894737,0.5563322368421053,0.10032894736842106,2432.0
1194,E02001256,0.40092640247040656,0.4927946474523932,0.1062789500772002,3886.0
1195,E02001257,0.26787741203178206,0.6313847900113507,0.1007377979568672,3524.0
1196,E02001258,0.2016348773841962,0.7014402491241728,0.09692487349163098,2569.0
1197,E02001259,0.4627594627594628,0.3758241758241758,0.16141636141636143,4095.0
1198,E02001260,0.24164629176854116,0.6414017929910351,0.1169519152404238,2454.0
1199,E02001261,0.3177379983726607,0.5134255492270138,0.16883645240032547,2458.0
1200,E02001262,0.3951267698386566,0.468225222258808,0.1366480079025354,3037.0
1201,E02001263,0.16987865810135616,0.7366167023554604,0.09350463954318344,2802.0
1202,E02001264,0.2840212505108296,0.5823457294646506,0.13363302002451982,2447.0
1203,E02001265,0.2298937784522003,0.6475720789074355,0.12253414264036419,2636.0
1204,E02001266,0.2668621700879765,0.611646418098031,0.12149141181399246,2387.0
1205,E02001267,0.20833333333333334,0.6885313531353136,0.10313531353135313,2424.0
1206,E02001268,0.18506224066390042,0.7327800829875518,0.08215767634854772,2410.0
1207,E02001269,0.29314863347061026,0.579932609509547,0.12691875701984276,2671.0
1208,E02001270,0.22994880546075086,0.6382252559726962,0.1318259385665529,2344.0
1209,E02001271,0.22857142857142856,0.6428571428571429,0.12857142857142856,2100.0
1210,E02001272,0.1915330867242088,0.7044800657624332,0.10398684751335799,2433.0
1211,E02001273,0.20617789356159286,0.6732415333085225,0.12058057312988463,2687.0
1212,E02001274,0.20625841184387617,0.6880888290713324,0.10565275908479138,2972.0
1213,E02001275,0.29789437348981707,0.5947531929582327,0.10735243355195029,2897.0
1214,E02001276,0.2697784810126582,0.6159018987341772,0.11431962025316456,2528.0
1215,E02001277,0.29009864815491415,0.5622944830105956,0.1476068688344903,2737.0
1216,E02001278,0.21583601286173634,0.6764469453376206,0.10771704180064309,2488.0
1217,E02001279,0.1816318163181632,0.6994669946699467,0.11890118901189012,2439.0
1218,E02001280,0.24916943521594684,0.632890365448505,0.11794019933554817,3010.0
1219,E02001281,0.16305632138637258,0.7254824734147302,0.1114612051988972,2539.0
1220,E02001282,0.2530308955807587,0.6010950332420806,0.14587407117716072,2557.0
1221,E02001283,0.21061305207646672,0.6634805537244561,0.12590639419907712,3034.0
1222,E02001284,0.18791946308724833,0.6769574944071588,0.13512304250559284,2235.0
1223,E02001285,0.20572450805008943,0.673345259391771,0.12093023255813953,2795.0
1224,E02001286,0.23537323470073973,0.6553463349024883,0.10928043039677203,2974.0
1225,E02001287,0.18504966021955044,0.7036069001568217,0.1113434396236278,1913.0
1226,E02001288,0.19896193771626297,0.6961937716262976,0.10484429065743944,2890.0
1227,E02001289,0.18550567874526772,0.7282314764737696,0.08626284478096269,3698.0
1228,E02001290,0.2478972996901284,0.6600265604249668,0.09207613988490483,2259.0
1229,E02001291,0.27093772369362923,0.6249105225483178,0.10415175375805297,2794.0
1230,E02001292,0.19560669456066945,0.701534170153417,0.10285913528591353,2868.0
1231,E02001293,0.21418764302059495,0.6755148741418764,0.1102974828375286,2185.0
1232,E02001294,0.26777910210568134,0.6034962256654748,0.12872467222884387,2517.0
1233,E02001295,0.3181818181818182,0.5678524374176548,0.11396574440052701,3036.0
1234,E02001296,0.38758340586016826,0.5102988105599071,0.10211778357992457,3447.0
1235,E02001297,0.2865595942519019,0.6124260355029586,0.10101437024513947,2366.0
1236,E02001298,0.3440480395619922,0.5383256799717414,0.11762628046626633,2831.0
1237,E02001299,0.27582714382174206,0.6103983794733289,0.1137744767049291,2962.0
1238,E02001300,0.28359826589595377,0.6206647398843931,0.09573699421965318,2768.0
1239,E02001301,0.2969058591178407,0.5806451612903226,0.12244897959183673,3038.0
1240,E02001302,0.3006993006993007,0.6073926073926074,0.0919080919080919,3003.0
1241,E02001303,0.327930174563591,0.5679551122194514,0.1041147132169576,3208.0
1242,E02001304,0.19859601449275363,0.7008605072463768,0.10054347826086957,4416.0
1243,E02001305,0.2279023746701847,0.6784300791556728,0.09366754617414248,3032.0
1244,E02001306,0.22991583779648048,0.6928079571537873,0.0772762050497322,2614.0
1245,E02001307,0.21097417840375587,0.6851525821596244,0.10387323943661972,3408.0
1246,E02001308,0.22731439046746105,0.6709440879926672,0.10174152153987168,2182.0
1247,E02001309,0.23607932875667428,0.6575133485888635,0.10640732265446225,2622.0
1248,E02001310,0.33728,0.552,0.11072,3125.0
1249,E02001311,0.23474848376739207,0.6646450231894399,0.10060649304316803,2803.0
1250,E02001312,0.2949919224555735,0.5789983844911147,0.1260096930533118,3095.0
1251,E02001313,0.32367149758454106,0.5723027375201288,0.10402576489533011,3105.0
1252,E02001314,0.220233139050791,0.6473771856786011,0.13238967527060783,2402.0
1253,E02001315,0.22826475849731664,0.6711985688729875,0.10053667262969589,2795.0
1254,E02001316,0.334926324173636,0.5169255276782159,0.14814814814814814,2511.0
1255,E02001317,0.2657818064098414,0.6393654904499838,0.09485270314017481,3089.0
1256,E02001318,0.24698391420911528,0.6595174262734584,0.09349865951742628,2984.0
1257,E02001319,0.31908237747653806,0.5790754257907542,0.10184219673270768,2877.0
1258,E02001320,0.24663173652694612,0.6380988023952096,0.11526946107784432,2672.0
1259,E02001321,0.23678332092330603,0.6574832464631423,0.10573343261355175,2686.0
1260,E02001322,0.19421338155515372,0.6994575045207957,0.10632911392405063,2765.0
1261,E02001323,0.22085889570552147,0.6802598339949477,0.09888127029953085,2771.0
1262,E02001324,0.26101201310520566,0.6305060065526028,0.10848198034219148,2747.0
1263,E02001325,0.20996818663838812,0.6967126193001061,0.09331919406150584,2829.0
1264,E02001326,0.20700867052023122,0.6914739884393064,0.10151734104046242,2768.0
1265,E02001327,0.43482252141982863,0.4531823745410037,0.11199510403916768,3268.0
1266,E02001328,0.2974390620178957,0.572354211663067,0.13020672631903735,3241.0
1267,E02001329,0.39210252857637684,0.5005195704883962,0.10737790093522688,2887.0
1268,E02001330,0.37799333131251894,0.510457714458927,0.11154895422855411,3299.0
1269,E02001331,0.3735810113519092,0.5152218782249742,0.11119711042311661,3876.0
1270,E02001332,0.37517680339462517,0.5173267326732673,0.1074964639321075,2828.0
1271,E02001333,0.33872901678657075,0.559652278177458,0.10161870503597123,3336.0
1272,E02001334,0.44335169158143195,0.45357985837922893,0.10306845003933911,2542.0
1273,E02001335,0.25722200237435694,0.6082311040759795,0.13454689354966362,2527.0
1274,E02001336,0.4066595820049593,0.48459086078639746,0.1087495572086433,2823.0
1275,E02001337,0.3501469147894221,0.5367286973555337,0.11312438785504407,2042.0
1276,E02001338,0.3201712654614653,0.566127497621313,0.1137012369172217,2102.0
1277,E02001339,0.3486590038314176,0.5432098765432098,0.1081311196253725,2349.0
1278,E02001340,0.25,0.6275100401606426,0.12248995983935743,2988.0
1279,E02001341,0.3754349338900487,0.5219206680584552,0.10264439805149617,2874.0
1280,E02001342,0.2264426588750913,0.677136596055515,0.09642074506939372,2738.0
1281,E02001343,0.22485453034081462,0.6591853699085619,0.11596009975062344,2406.0
1282,E02001344,0.2928849902534113,0.597953216374269,0.10916179337231968,2052.0
1283,E02001345,0.22578947368421054,0.6621052631578948,0.11210526315789474,1900.0
1284,E02001346,0.34904970760233917,0.5416666666666666,0.10928362573099415,2736.0
1285,E02001347,0.3593472862717276,0.5278467541681447,0.1128059595601277,2819.0
1286,E02001348,0.27592345349354697,0.6083667111704495,0.11570983533600356,2247.0
1287,E02001349,0.2629455279085407,0.6045729657027572,0.1324815063887021,2974.0
1288,E02001350,0.3946260925865976,0.5098737455487212,0.09550016186468113,3089.0
1289,E02001351,0.37205567451820126,0.5029443254817987,0.125,3736.0
1290,E02001352,0.3879625864172428,0.5030500203334689,0.10898739324928833,2459.0
1291,E02001353,0.2968617472434266,0.5653095843935538,0.13782866836301952,2358.0
1292,E02001354,0.38362068965517243,0.5062997347480106,0.11007957559681697,3016.0
1293,E02001355,0.35127591706539074,0.5350877192982456,0.11363636363636363,2508.0
1294,E02001356,0.39021739130434785,0.4717391304347826,0.13804347826086957,2760.0
1295,E02001357,0.3883426966292135,0.5080758426966292,0.1035814606741573,2848.0
1296,E02001358,0.35577924331829225,0.49392572023602915,0.15029503644567857,2881.0
1297,E02001359,0.2836649699213327,0.6080518278574734,0.10828320222119389,2161.0
1298,E02001360,0.41044977107460273,0.47993536224077565,0.1096148666846216,3713.0
1299,E02001361,0.3392055267702936,0.5544041450777202,0.10639032815198618,2895.0
1300,E02001362,0.316288520149001,0.5797494073823231,0.10396207246867592,2953.0
1301,E02001363,0.3977386099102095,0.4835384103757898,0.11872297971400067,3007.0
1302,E02001364,0.3983148219073152,0.47759479126771354,0.12409038682497127,2611.0
1303,E02001365,0.3900414937759336,0.47717842323651455,0.13278008298755187,3615.0
1304,E02001366,0.3471939517301541,0.53416690898517,0.11863913928467577,3439.0
1305,E02001367,0.25326215895610915,0.6337485172004745,0.11298932384341637,3372.0
1306,E02001368,0.4410339256865913,0.44232633279483036,0.11663974151857835,3095.0
1307,E02001369,0.39994740993952144,0.468051538259269,0.13200105180120958,3803.0
1308,E02001370,0.44490892803822035,0.4386383995222454,0.1164526724395342,3349.0
1309,E02001371,0.39191627571273907,0.48430169613857815,0.12378202814868279,2771.0
1310,E02001372,0.3381294964028777,0.5587529976019184,0.10311750599520383,2502.0
1311,E02001373,0.34673065386922614,0.5332933413317337,0.11997600479904019,3334.0
1312,E02001374,0.4242593627724986,0.407769703745109,0.1679709334823924,3578.0
1313,E02001375,0.3310810810810811,0.5570570570570571,0.11186186186186187,2664.0
1314,E02001376,0.3964285714285714,0.37589285714285714,0.22767857142857142,4480.0
1315,E02001377,0.3747929144896139,0.3022811265451765,0.32292595896520965,7847.0
1316,E02001378,0.3305439330543933,0.5557880055788006,0.11366806136680614,2868.0
1317,E02001380,0.22994652406417113,0.6454134101192924,0.1246400658165364,2431.0
1318,E02001381,0.39374379344587884,0.4056603773584906,0.2005958291956306,4028.0
1319,E02001382,0.22622803064443442,0.6561514195583596,0.11762054979720594,2219.0
1320,E02001383,0.36468068535825543,0.3518302180685358,0.2834890965732087,5136.0
1321,E02001384,0.24340804218853,0.3859591298615689,0.3706328279499011,6068.0
1322,E02001385,0.5619814543679844,0.2903855539287457,0.14763299170326988,4098.0
1323,E02001386,0.34074074074074073,0.5584045584045584,0.10085470085470086,3510.0
1324,E02001387,0.21172161172161172,0.6648351648351648,0.12344322344322345,2730.0
1325,E02001388,0.24210526315789474,0.40964912280701754,0.3482456140350877,3420.0
1326,E02001389,0.3553382233088835,0.4743276283618582,0.17033414832925836,2454.0
1327,E02001390,0.4498771498771499,0.42407862407862407,0.12604422604422605,4070.0
1328,E02001391,0.3888429752066116,0.5198347107438016,0.09132231404958678,2420.0
1329,E02001392,0.21162693433709745,0.7022166457549143,0.0861564199079883,2391.0
1330,E02001393,0.18360013067624958,0.6736360666448873,0.14276380267886313,3061.0
1331,E02001394,0.2709880068532267,0.565676756139349,0.16333523700742433,3502.0
1332,E02001395,0.215512753774076,0.6684018740239459,0.11608537220197813,1921.0
1333,E02001396,0.36437847866419293,0.49313543599257886,0.1424860853432282,2695.0
1334,E02001397,0.22667107875579087,0.6757114493712773,0.09761747187293184,3022.0
1335,E02001398,0.24198775657184013,0.5840835433921499,0.17392870003601008,2777.0
1336,E02001399,0.19319114027891715,0.706726825266612,0.10008203445447088,2438.0
1337,E02001400,0.28593508500772796,0.6136012364760433,0.10046367851622875,2588.0
1338,E02001401,0.2254971590909091,0.6740056818181818,0.10049715909090909,2816.0
1339,E02001402,0.23751987281399045,0.6581875993640699,0.10429252782193958,3145.0
1340,E02001403,0.33393747168101495,0.5400996828273674,0.12596284549161757,2207.0
1341,E02001404,0.3684998129442574,0.51440329218107,0.11709689487467265,2673.0
1342,E02001405,0.382449425915801,0.5079278294149808,0.10962274466921815,3658.0
1343,E02001406,0.17647058823529413,0.7525144772935081,0.0710149344711978,3281.0
1344,E02001407,0.19773348964439233,0.7194216490816725,0.08284486127393513,2559.0
1345,E02001408,0.19219924812030076,0.7166353383458647,0.09116541353383459,2128.0
1346,E02001409,0.2667345380503945,0.638839399338254,0.09442606261135149,3929.0
1347,E02001410,0.2855843565256935,0.6170986812187358,0.09731696225557071,2199.0
1348,E02001411,0.28028933092224234,0.6292947558770343,0.09041591320072333,2212.0
1349,E02001412,0.23525741029641187,0.6648985959438377,0.0998439937597504,3205.0
1350,E02001413,0.2507462686567164,0.653459972862958,0.09579375848032565,3685.0
1351,E02001414,0.16316270566727606,0.7422303473491774,0.09460694698354662,2188.0
1352,E02001415,0.30563124432334243,0.5849227974568574,0.10944595821980019,2202.0
1353,E02001416,0.33060890886800165,0.5643645279934614,0.10502656313853699,2447.0
1354,E02001417,0.325098814229249,0.5737812911725956,0.10111989459815547,3036.0
1355,E02001418,0.29311163895486936,0.5838479809976247,0.12304038004750593,2105.0
1356,E02001419,0.3717992488904063,0.5182656196654148,0.10993513144417891,2929.0
1357,E02001420,0.25780821917808217,0.6273972602739726,0.1147945205479452,3650.0
1358,E02001421,0.2556678503141218,0.6274242010379678,0.1169079486479104,3661.0
1359,E02001422,0.39590854392298436,0.5014039310068191,0.10268752507019654,2493.0
1360,E02001423,0.20653061224489797,0.6930612244897959,0.10040816326530612,2450.0
1361,E02001425,0.26347156692326795,0.6371989073752173,0.09932952570151478,4027.0
1362,E02001426,0.22448979591836735,0.6897031539888683,0.08580705009276438,2156.0
1363,E02001427,0.30924013767540376,0.5697643632512576,0.12099549907333863,3777.0
1364,E02001428,0.20025564550489988,0.7072858968896464,0.09245845760545376,2347.0
1365,E02001429,0.18639798488664988,0.733717164447643,0.0798848506657071,2779.0
1366,E02001430,0.18463757663180672,0.7302560403894699,0.0851063829787234,2773.0
1367,E02001431,0.20749063670411985,0.7245942571785269,0.06791510611735331,4005.0
1368,E02001432,0.25837540156034877,0.6305644791188618,0.11106011932078935,4358.0
1369,E02001433,0.2508532423208191,0.6143344709897611,0.1348122866894198,2344.0
1370,E02001434,0.2449678800856531,0.6381156316916489,0.11691648822269807,2335.0
1371,E02001435,0.25631648936170215,0.6013962765957447,0.1422872340425532,3008.0
1372,E02001436,0.22215440952090326,0.6591394568202624,0.1187061336588343,3277.0
1373,E02001437,0.1801470588235294,0.7350778546712803,0.0847750865051903,4624.0
1374,E02001438,0.19216494845360824,0.6845360824742268,0.12329896907216495,2425.0
1375,E02001439,0.2479627473806752,0.6554132712456344,0.09662398137369034,2577.0
1376,E02001440,0.13044970820460006,0.8046687263989015,0.06488156539649846,2913.0
1377,E02001441,0.16203226913834534,0.7672502574665293,0.0707174733951253,2913.0
1378,E02001442,0.16186082276047675,0.7631680123029604,0.07497116493656286,2601.0
1379,E02001443,0.1574504010130857,0.7420852680455888,0.10046433094132545,2369.0
1380,E02001444,0.19467787114845939,0.6965452847805789,0.10877684407096172,2142.0
1381,E02001445,0.19642857142857142,0.7138975155279503,0.08967391304347826,2576.0
1382,E02001446,0.2260522496371553,0.6723512336719883,0.10159651669085631,2756.0
1383,E02001447,0.19916492693110646,0.7144050104384133,0.08643006263048017,2395.0
1384,E02001448,0.1995850622406639,0.7112033195020747,0.08921161825726141,2410.0
