,GEOGRAPHY_CODE,Not in employment: Never worked,Not in employment: Not worked in the last 12 months,Not in employment: Worked in the last 12 months,Total: All usual residents aged 16 years and over not in employment the week before the census
116,E02000121,0.4816594991145965,0.35871490007589174,0.15962560080951177,3953.0
117,E02000122,0.35208012326656396,0.4672573189522342,0.18066255778120185,2596.0
118,E02000123,0.42201834862385323,0.400174748798602,0.17780690257754478,4578.0
119,E02000124,0.29871977240398295,0.5103129445234709,0.19096728307254623,2812.0
120,E02000125,0.321830985915493,0.518661971830986,0.15950704225352114,2840.0
121,E02000126,0.43649946638207043,0.39701173959445035,0.1664887940234792,2811.0
122,E02000127,0.28861101723555255,0.5721527543088881,0.1392362284555593,2959.0
123,E02000128,0.21694915254237288,0.6546610169491526,0.12838983050847458,2360.0
124,E02000130,0.25187803800265135,0.5987627043747238,0.14935925762262484,2263.0
125,E02000131,0.30213121604680315,0.5027162557459256,0.19515252820727122,2393.0
126,E02000132,0.20683252877831415,0.6372075751949499,0.155959896026736,2693.0
127,E02000133,0.1963927855711423,0.6919553392499285,0.11165187517892929,3493.0
128,E02000134,0.24946953622309792,0.6001818732949379,0.15034859048196422,3299.0
129,E02000135,0.3742351046698873,0.4760064412238325,0.1497584541062802,3105.0
130,E02000136,0.22041763341067286,0.6756380510440835,0.10394431554524362,2155.0
131,E02000137,0.1821011673151751,0.6968871595330739,0.12101167315175097,2570.0
132,E02000138,0.15389996502273523,0.7289261979713186,0.11717383700594614,2859.0
133,E02000139,0.2288855572213893,0.6141929035482259,0.15692153923038482,2001.0
134,E02000140,0.32743682310469313,0.5429602888086643,0.1296028880866426,2770.0
135,E02000141,0.25509670674333507,0.5880815473078934,0.15682174594877157,1913.0
136,E02000142,0.21087124132613724,0.6534309946029299,0.13569776407093292,2594.0
137,E02000144,0.21505376344086022,0.6370967741935484,0.1478494623655914,2604.0
138,E02000145,0.3202042304886944,0.5485047410649161,0.13129102844638948,2742.0
139,E02000146,0.21752617293524623,0.6552927491275689,0.12718107793718494,2579.0
140,E02000147,0.18682891911238367,0.7018611309949893,0.11130994989262706,2794.0
141,E02000148,0.18620992534036013,0.6965305226174792,0.11725955204216074,2277.0
142,E02000149,0.27124702144559176,0.6131850675138999,0.11556791104050834,2518.0
143,E02000150,0.22778424524641055,0.6290259992239038,0.14318975552968569,2577.0
144,E02000151,0.15692554043234588,0.7401921537229784,0.10288230584467574,2498.0
145,E02000152,0.3161641541038526,0.5665829145728644,0.11725293132328309,2388.0
146,E02000153,0.19745484400656815,0.6888341543513957,0.11371100164203612,2436.0
147,E02000154,0.19229371137768084,0.6964740094511087,0.11123227917121047,2751.0
148,E02000155,0.21271848270732616,0.6935663815544812,0.09371513573819264,2689.0
149,E02000156,0.17836325483795756,0.7206808113779436,0.10095593378409885,4289.0
150,E02000157,0.1616554651574107,0.7407145383799081,0.09762999646268129,2827.0
151,E02000158,0.2308529945553539,0.6602540834845735,0.1088929219600726,2755.0
152,E02000159,0.2047768206734534,0.6816758026624902,0.11354737666405638,2554.0
153,E02000160,0.17698790765848296,0.7057530230853792,0.11725906925613779,2729.0
154,E02000161,0.2041847041847042,0.6886724386724387,0.10714285714285714,2772.0
155,E02000162,0.2055365946150929,0.6901782328403488,0.10428517254455821,2637.0
156,E02000163,0.1868764389869532,0.7014581734458941,0.11166538756715272,2606.0
157,E02000165,0.20097087378640777,0.6635922330097087,0.1354368932038835,2060.0
158,E02000166,0.28516445066480056,0.5762771168649405,0.13855843247025892,2858.0
159,E02000167,0.20275862068965517,0.6694252873563218,0.127816091954023,2175.0
160,E02000168,0.2844638949671772,0.5404814004376368,0.175054704595186,2285.0
161,E02000169,0.2806776556776557,0.5837912087912088,0.13553113553113552,2184.0
162,E02000170,0.3012670107930549,0.5307367433129986,0.16799624589394652,2131.0
163,E02000171,0.2942222222222222,0.5431111111111111,0.16266666666666665,2250.0
164,E02000172,0.4136587899246949,0.4201506102311088,0.16619059984419632,3851.0
165,E02000173,0.2586458840720896,0.5625913297613249,0.17876278616658547,2053.0
166,E02000174,0.3541666666666667,0.46651785714285715,0.1793154761904762,2688.0
167,E02000175,0.34259984338292876,0.46554424432263114,0.1918559122944401,2554.0
168,E02000176,0.2158034528552457,0.6228419654714475,0.16135458167330677,1506.0
169,E02000177,0.3756544502617801,0.4630235602094241,0.1613219895287958,3056.0
170,E02000178,0.39245960502693,0.4509874326750449,0.15655296229802512,2785.0
171,E02000179,0.33386923901393356,0.5203644158628081,0.1457663451232583,1866.0
172,E02000180,0.3394187779433681,0.4493293591654247,0.21125186289120715,2684.0
173,E02000181,0.29035482258870565,0.5197401299350325,0.18990504747626186,2001.0
174,E02000182,0.3744254074383619,0.46928541579607186,0.15628917676556622,2393.0
175,E02000183,0.2815384615384615,0.555,0.16346153846153846,2600.0
176,E02000184,0.4044736842105263,0.3713157894736842,0.22421052631578947,3800.0
177,E02000185,0.41297232966379055,0.4326093424576019,0.15441832787860757,3361.0
178,E02000186,0.362736660929432,0.42512908777969016,0.2121342512908778,2324.0
179,E02000187,0.45618439068918304,0.37083523505248744,0.17298037425832952,4382.0
180,E02000188,0.4388888888888889,0.3493827160493827,0.21172839506172839,3240.0
181,E02000191,0.45590277777777777,0.3055555555555556,0.23854166666666668,2880.0
182,E02000192,0.3960663324334747,0.44388738912456616,0.16004627844195912,2593.0
183,E02000193,0.3881210310048562,0.42547627941725813,0.1864026895778857,2677.0
184,E02000194,0.2876159741831384,0.5578862444534086,0.15449778136345302,2479.0
185,E02000195,0.2987959442332066,0.5506970849176173,0.15050697084917616,3156.0
186,E02000196,0.36,0.5042201834862385,0.13577981651376148,2725.0
187,E02000197,0.33869839048285516,0.510146955913226,0.15115465360391883,2858.0
188,E02000198,0.37144938091769847,0.4395484340859432,0.18900218499635835,2746.0
189,E02000199,0.3389355742296919,0.48659463785514206,0.17446978791516607,2499.0
190,E02000200,0.3078393881453155,0.5108986615678777,0.1812619502868069,2615.0
191,E02000201,0.3362934362934363,0.49266409266409267,0.17104247104247106,2590.0
192,E02000202,0.36850810453192195,0.47105524313595765,0.1604366523321204,3023.0
