,GEOGRAPHY_CODE,Has not previously served in any UK armed forces,Previously served in UK regular armed forces,Previously served in UK reserve armed forces,Previously served in both regular and reserve UK armed forces,Total: All usual residents aged 16 and over
180,E02000188,0.9912310286677909,0.005902192242833052,0.002866779089376054,0.0,1
181,E02000191,0.9888535031847133,0.005573248407643312,0.004777070063694267,0.0007961783439490446,1
182,E02000192,0.9876306620209059,0.008188153310104529,0.003832752613240418,0.0003484320557491289,1
183,E02000193,0.9883657516815124,0.0074531903290310855,0.003090347209598255,0.0010907107798582077,1
184,E02000194,0.9842309234264333,0.01042362688761192,0.004677268475210477,0.0006681812107443538,1
185,E02000195,0.9868234078284459,0.008784394781036042,0.004004650561942901,0.0003875468285751195,1
186,E02000196,0.9907407407407407,0.0060185185185185185,0.0030864197530864196,0.00015432098765432098,1
187,E02000197,0.9904319300164024,0.005740841990158557,0.0031437944231820667,0.000683433570256971,1
188,E02000198,0.9880290722530997,0.006270485962662106,0.005130397605814451,0.0005700441784238278,1
189,E02000199,0.9879964433906343,0.007854179016004742,0.004001185536455246,0.00014819205690574984,1
190,E02000200,0.9869458797933097,0.008430785966820778,0.003807451726951319,0.0008158825129181398,1
191,E02000201,0.9856995429750848,0.009877635264632168,0.0041279669762641896,0.0002948547840188707,1
192,E02000202,0.9896358543417367,0.0061624649859943975,0.0036414565826330533,0.0005602240896358543,1
193,E02000203,0.9906245034164946,0.006038455426664548,0.0031781344350866043,0.0001589067217543302,1
194,E02000204,0.9917235943247504,0.004072517078297425,0.0038097740409879137,0.00039411455596426696,1
195,E02000206,0.9888569374550683,0.007189072609633357,0.003474718427989456,0.0004792715073088905,1
196,E02000207,0.9887687188019967,0.005684969495285635,0.004853022739877981,0.0006932889628397116,1
197,E02000208,0.9917568897637795,0.004183070866141733,0.003813976377952756,0.00024606299212598425,1
198,E02000209,0.9908584487930295,0.0049992858163119555,0.0035709184402228254,0.0005713469504356521,1
199,E02000210,0.9854508787093057,0.00965139729184673,0.004177470469605301,0.0007202535292422932,1
200,E02000211,0.9729096500219652,0.01845072484990482,0.006735978913457314,0.0019036462146727192,1
201,E02000212,0.9925031236984589,0.0058309037900874635,0.0015271414688324309,0.00013883104262113008,1
202,E02000213,0.9900889967637541,0.006270226537216829,0.0034385113268608413,0.0002022653721682848,1
203,E02000214,0.9819111285882816,0.012583562721195438,0.004522217852929611,0.0009830908375933936,1
204,E02000215,0.9832640332640332,0.010187110187110188,0.006340956340956341,0.0002079002079002079,1
205,E02000216,0.9815684228829769,0.011824030603373326,0.005912015301686663,0.0006955312119631368,1
206,E02000217,0.985613055615203,0.008589220528237063,0.0055829933433540905,0.00021473051320592657,1
207,E02000218,0.9795201872440024,0.013848254339769847,0.005851375073142188,0.0007801833430856252,1
208,E02000219,0.9757259179597481,0.017053310800430172,0.005377170072207713,0.0018436011676140728,1
209,E02000221,0.9825317061497966,0.0104091888011486,0.006939459200765733,0.00011964584828906437,1
210,E02000222,0.9815668202764977,0.013081611416679054,0.005202913631633715,0.0001486546751895347,1
211,E02000223,0.9847074468085106,0.010139627659574468,0.004155585106382979,0.0009973404255319148,1
212,E02000224,0.9854823602872307,0.009054011863877614,0.004683109584764283,0.0007805182641273806,1
213,E02000225,0.9799176107106076,0.013216615173360797,0.006522485410230003,0.00034328870580157915,1
214,E02000226,0.9729428616902753,0.01830335826834315,0.007798822218685341,0.0009549578226961642,1
215,E02000227,0.9756877799104287,0.016208146726380893,0.006397952655150352,0.0017061207080400938,1
216,E02000228,0.967948717948718,0.020637898686679174,0.010006253908692933,0.0014071294559099437,1
217,E02000229,0.9788538803129626,0.01585958976527807,0.005286529921759357,0.0,1
218,E02000230,0.9800559832050385,0.01364590622813156,0.005248425472358292,0.0010496850944716584,1
219,E02000231,0.9815069539966377,0.012532477456824087,0.005502063273727648,0.0004585052728106373,1
220,E02000232,0.968053638335634,0.02326957207651351,0.0072963912443305065,0.0013803983435219877,1
221,E02000233,0.976390556222489,0.016606642657062826,0.005402160864345739,0.001600640256102441,1
222,E02000234,0.977226788842474,0.0163050801778736,0.0060638727934240666,0.00040425818622827114,1
223,E02000235,0.9721825962910129,0.018544935805991442,0.008024251069900143,0.0012482168330955777,1
224,E02000236,0.979482099900948,0.012310740059431158,0.006933635205886515,0.001273524833734258,1
225,E02000237,0.96685173089484,0.023187459177008492,0.008327890267798824,0.0016329196603527107,1
226,E02000238,0.9866434378629501,0.009523809523809525,0.0033681765389082462,0.0004645760743321719,1
227,E02000239,0.9895372233400402,0.00818242790073776,0.0018779342723004694,0.00040241448692152917,1
228,E02000240,0.978815985342952,0.017061719912973776,0.0036642619947326233,0.0004580327493415779,1
229,E02000241,0.9786765950245389,0.01641563716364867,0.004230834320528008,0.0006769334912844813,1
230,E02000242,0.9925571504518873,0.005670742512847776,0.001594896331738437,0.000177210703526493,1
231,E02000243,0.9856640899508081,0.008432888264230498,0.0046380885453267745,0.0012649332396345748,1
232,E02000244,0.9907595927956148,0.006734534064212999,0.002192638997650744,0.00031323414252153485,1
233,E02000245,0.9868894971906066,0.009076501944964703,0.00345771502665322,0.0005762858377755367,1
234,E02000246,0.9842902822188239,0.011260948144028917,0.0034756012790212705,0.0009731683581259558,1
235,E02000247,0.9830038154699965,0.012486992715920915,0.003699849693606197,0.0008093421204763557,1
236,E02000248,0.9907181240840254,0.00537371763556424,0.0035824784237094938,0.0003256798567008631,1
237,E02000249,0.9877282250823107,0.008530380125710864,0.0032924274169410356,0.0004489673750374139,1
238,E02000250,0.9844529750479847,0.009596928982725527,0.005758157389635317,0.00019193857965451057,1
239,E02000251,0.9917231000752446,0.005869074492099322,0.002106847253574116,0.00030097817908201655,1
240,E02000252,0.9907274639135838,0.006978300353694676,0.002294235732721537,0.0,1
241,E02000253,0.9885657469550087,0.00695998011434253,0.0038528461347253295,0.0006214267959234402,1
242,E02000254,0.9923949299533023,0.005203468979319547,0.002134756504336224,0.000266844563042028,1
243,E02000255,0.9900977529516314,0.005585882950361813,0.0036816046718293766,0.0006347594261774788,1
244,E02000256,0.9889445944208767,0.006299010155546986,0.004370741740583622,0.0003856536829926726,1
245,E02000258,0.986870897155361,0.008388037928519328,0.004194018964259664,0.0005470459518599562,1
246,E02000259,0.9877906976744186,0.006007751937984496,0.005813953488372093,0.0003875968992248062,1
247,E02000260,0.9960428899668113,0.0020423793719683433,0.0015317845289762573,0.00038294613224406433,1
248,E02000261,0.9924790280590107,0.004435444990839842,0.0028926815157651145,0.00019284543438434094,1
249,E02000262,0.9894736842105263,0.0044736842105263155,0.005657894736842106,0.00039473684210526315,1
250,E02000263,0.9960357702590578,0.0016594450078362682,0.0022125933437816907,9.219138932423711e-05,1
251,E02000264,0.9861454046639232,0.008093278463648833,0.0054869684499314125,0.00027434842249657066,1
252,E02000265,0.9908630559225011,0.005614266842800529,0.0030823425803610744,0.00044033465433729633,1
253,E02000266,0.9910904512880109,0.005713732326166957,0.0030989734650397056,9.68429207824908e-05,1
254,E02000267,0.9881638374085033,0.007163993147484816,0.004049213518143592,0.0006229559258682448,1
255,E02000268,0.9808851828094932,0.011930724823604875,0.006414368184733804,0.0007697241821680564,1
256,E02000269,0.9874108903382375,0.008038829061125435,0.0037919005005308663,0.0007583801001061733,1
257,E02000270,0.9884169884169884,0.004761904761904762,0.005920205920205921,0.0009009009009009009,1
258,E02000271,0.9852706299911269,0.007630878438331854,0.006211180124223602,0.0008873114463176575,1
259,E02000272,0.9880619287446372,0.009886215258347323,0.0016787912702853946,0.00037306472673008767,1
260,E02000275,0.9943606157597927,0.0038103947568968147,0.0016765736930345985,0.00015241579027587258,1
261,E02000276,0.9845132743362832,0.009402654867256638,0.0055309734513274336,0.0005530973451327434,1
262,E02000277,0.9851528384279477,0.011353711790393014,0.0034934497816593887,0.0,1
263,E02000278,0.9895163544870003,0.006429969247973162,0.0030752026838132512,0.0009784735812133072,1
264,E02000279,0.98887542680912,0.006939090208172706,0.0038550501156515036,0.00033043286705584316,1
265,E02000280,0.9808548530721283,0.01365390323538142,0.004897595725734639,0.0005936479667557139,1
266,E02000281,0.9859040390349688,0.009216589861751152,0.00433721875847113,0.0005421523448088912,1
267,E02000282,0.9875715682167295,0.008239072755201788,0.004049713727133082,0.00013964530093562352,1
268,E02000283,0.9879944589810682,0.006002770509465907,0.005387101739264276,0.0006156687702016315,1
269,E02000284,0.9830827067669173,0.010410641989589358,0.00578368999421631,0.0007229612492770387,1
270,E02000285,0.9771120208410867,0.01618905842947525,0.006326758466691477,0.0003721622627465575,1
271,E02000286,0.9742719819055697,0.018659881255301103,0.005795872208085948,0.001272264631043257,1
272,E02000287,0.9835520850639641,0.011962119953480645,0.004153513872736335,0.0003322811098189068,1
273,E02000288,0.9901991779955738,0.005796185056381073,0.003583096216671936,0.00042154073137316893,1
274,E02000289,0.9797074954296161,0.014442413162705668,0.005118829981718464,0.0007312614259597807,1
275,E02000290,0.9927879662064703,0.00329692973418504,0.0035029878425716053,0.00041211621677313,1
276,E02000291,0.9808576755748912,0.013424487259167185,0.0053449347420758235,0.00037290242386575515,1
277,E02000292,0.9869959280178642,0.008669381321423881,0.004203336398266123,0.00013135426244581636,1
278,E02000293,0.9768376722817764,0.01454823889739663,0.007274119448698315,0.001339969372128637,1
279,E02000294,0.9902642559109874,0.007093184979137691,0.0025034770514603616,0.00013908205841446454,1
280,E02000295,0.9846220803713913,0.010445379370375743,0.0043522414043232266,0.0005802988539097636,1
281,E02000296,0.9868150477803315,0.008225474779242773,0.004233700254022015,0.0007257771864037741,1
282,E02000297,0.9827920817699572,0.012032604476646397,0.004399016690386855,0.0007762970630094449,1
283,E02000298,0.9851663170512436,0.009139946059334731,0.00464489062031765,0.0010488462691039856,1
284,E02000299,0.9915989918790254,0.0043405208625035005,0.0037804536544385325,0.0002800336040324839,1
285,E02000300,0.9891707461800919,0.007120605251446373,0.003263610740246254,0.0004450378282153983,1
286,E02000301,0.9908387096774194,0.005161290322580645,0.004,0.0,1
287,E02000302,0.9865637507146942,0.008290451686678102,0.0037164093767867354,0.001429388221841052,1
288,E02000303,0.9894948246562645,0.006025027035377723,0.002935269581337865,0.001544878727019929,1
289,E02000304,0.9848854961832061,0.011297709923664122,0.003511450381679389,0.0003053435114503817,1
290,E02000305,0.9890590809628009,0.007521881838074398,0.002735229759299781,0.0006838074398249453,1
291,E02000306,0.9921087242437527,0.00394563787812363,0.0035072336694432268,0.00043840420868040335,1
292,E02000307,0.9925821716332012,0.004476275738585497,0.002557871850620284,0.0003836807775930426,1
293,E02000308,0.9887927365583771,0.0065257483330968934,0.003688466449141722,0.0009930486593843098,1
294,E02000309,0.9912470160281914,0.005001705126747755,0.0032965783789928385,0.0004547004660679777,1
295,E02000311,0.9924803195864176,0.0042298202326401125,0.00328986018094231,0.0,1
296,E02000312,0.9913071474565357,0.005044000858553338,0.0031122558488946126,0.0005365958360163126,1
297,E02000313,0.9829323462882994,0.012543697306189596,0.003907053259304956,0.0006169031462060457,1
