,GEOGRAPHY_CODE,Lives in a communal establishment,Lives in a household,Total: All usual residents
0,E02000001,0.034722222222222224,0.9652777777777778,1
1,E02000002,0.022988505747126436,0.9770114942528736,1
2,E02000003,0.0,1.0,1
3,E02000004,0.02830188679245283,0.9716981132075472,1
4,E02000005,0.0,1.0,1
5,E02000007,0.042735042735042736,0.9572649572649573,1
6,E02000008,0.0,1.0,1
7,E02000009,0.0,1.0,1
8,E02000010,0.0,1.0,1
9,E02000011,0.0,1.0,1
10,E02000012,0.0,1.0,1
11,E02000013,0.0,1.0,1
12,E02000014,0.04065040650406504,0.959349593495935,1
13,E02000015,0.0,1.0,1
14,E02000016,0.0,1.0,1
15,E02000017,0.03636363636363636,0.9636363636363636,1
16,E02000018,0.0,1.0,1
17,E02000019,0.08490566037735849,0.9150943396226415,1
18,E02000020,0.0,1.0,1
19,E02000021,0.022222222222222223,0.9777777777777777,1
20,E02000022,0.0,1.0,1
21,E02000023,0.0,1.0,1
22,E02000024,0.031746031746031744,0.9682539682539683,1
23,E02000025,0.0,1.0,1
24,E02000026,0.0,1.0,1
25,E02000027,0.06896551724137931,0.9310344827586207,1
26,E02000028,0.02830188679245283,0.9716981132075472,1
27,E02000029,0.0,1.0,1
28,E02000030,0.06944444444444445,0.9305555555555556,1
29,E02000031,0.047619047619047616,0.9523809523809523,1
30,E02000032,0.0,1.0,1
31,E02000033,0.020833333333333332,0.9791666666666666,1
32,E02000034,0.008547008547008548,0.9914529914529915,1
33,E02000035,0.0,1.0,1
34,E02000036,0.021739130434782608,0.9782608695652174,1
35,E02000037,0.0,1.0,1
36,E02000038,0.1875,0.8125,1
37,E02000039,0.0,1.0,1
38,E02000040,0.0392156862745098,0.9607843137254902,1
39,E02000041,0.011111111111111112,0.9888888888888889,1
40,E02000042,0.020618556701030927,0.979381443298969,1
41,E02000043,0.0,1.0,1
42,E02000044,0.0,1.0,1
43,E02000045,0.0392156862745098,0.9607843137254902,1
44,E02000046,0.0,1.0,1
45,E02000047,0.08176100628930817,0.9182389937106918,1
46,E02000048,0.0,1.0,1
47,E02000049,0.0,1.0,1
48,E02000050,0.0,1.0,1
49,E02000051,0.0,1.0,1
50,E02000052,0.0,1.0,1
51,E02000054,0.0,1.0,1
52,E02000055,0.0196078431372549,0.9803921568627451,1
53,E02000056,0.00980392156862745,0.9901960784313726,1
54,E02000057,0.0,1.0,1
55,E02000058,0.0,1.0,1
56,E02000059,0.0,1.0,1
57,E02000060,0.14084507042253522,0.8591549295774648,1
58,E02000061,0.04411764705882353,0.9558823529411765,1
59,E02000062,0.0,1.0,1
60,E02000063,0.0,1.0,1
61,E02000064,0.0,1.0,1
62,E02000065,0.010526315789473684,0.9894736842105263,1
63,E02000066,0.088,0.912,1
64,E02000067,0.0,1.0,1
65,E02000068,0.0,1.0,1
66,E02000069,0.013157894736842105,0.9868421052631579,1
67,E02000070,0.0,1.0,1
68,E02000071,0.0,1.0,1
69,E02000072,0.0,1.0,1
70,E02000073,0.0,1.0,1
71,E02000074,0.006802721088435374,0.9931972789115646,1
72,E02000075,0.0,1.0,1
73,E02000077,0.00558659217877095,0.994413407821229,1
74,E02000078,0.015625,0.984375,1
75,E02000079,0.09547738693467336,0.9045226130653267,1
76,E02000080,0.0,1.0,1
77,E02000081,0.039603960396039604,0.9603960396039604,1
78,E02000082,0.0,1.0,1
79,E02000083,0.014423076923076924,0.9855769230769231,1
80,E02000084,0.0,1.0,1
81,E02000085,0.0,1.0,1
82,E02000086,0.0,1.0,1
83,E02000087,0.005025125628140704,0.9949748743718593,1
84,E02000088,0.0,1.0,1
85,E02000089,0.05851063829787234,0.9414893617021277,1
86,E02000090,0.08173076923076923,0.9182692307692307,1
87,E02000091,0.024390243902439025,0.975609756097561,1
88,E02000092,0.012578616352201259,0.9874213836477987,1
89,E02000093,0.036585365853658534,0.9634146341463414,1
90,E02000094,0.13846153846153847,0.8615384615384616,1
91,E02000095,0.0,1.0,1
92,E02000096,0.01818181818181818,0.9818181818181818,1
93,E02000097,0.0,1.0,1
94,E02000098,0.0625,0.9375,1
95,E02000099,0.0,1.0,1
96,E02000100,0.03225806451612903,0.967741935483871,1
97,E02000101,0.12903225806451613,0.8709677419354839,1
98,E02000102,0.05,0.95,1
99,E02000103,0.03636363636363636,0.9636363636363636,1
100,E02000104,0.0851063829787234,0.9148936170212766,1
101,E02000105,0.0,1.0,1
102,E02000106,0.0,1.0,1
103,E02000107,0.0,1.0,1
104,E02000108,0.023809523809523808,0.9761904761904762,1
105,E02000110,0.0,1.0,1
106,E02000111,0.10204081632653061,0.8979591836734694,1
107,E02000112,0.0,1.0,1
108,E02000113,0.0,1.0,1
109,E02000114,0.0,1.0,1
110,E02000115,0.014925373134328358,0.9850746268656716,1
111,E02000116,0.029411764705882353,0.9705882352941176,1
112,E02000117,0.06153846153846154,0.9384615384615385,1
113,E02000118,0.0,1.0,1
114,E02000119,0.1774193548387097,0.8225806451612904,1
115,E02000120,0.0,1.0,1
116,E02000121,0.0,1.0,1
117,E02000122,0.0,1.0,1
118,E02000123,0.0,1.0,1
119,E02000124,0.0,1.0,1
120,E02000125,0.0,1.0,1
121,E02000126,0.09302325581395349,0.9069767441860465,1
122,E02000127,0.03355704697986577,0.9664429530201343,1
123,E02000128,0.0457516339869281,0.954248366013072,1
124,E02000130,0.0,1.0,1
125,E02000131,0.0,1.0,1
126,E02000132,0.012422360248447204,0.9875776397515528,1
127,E02000133,0.08368200836820083,0.9163179916317992,1
128,E02000134,0.03614457831325301,0.963855421686747,1
129,E02000135,0.07766990291262135,0.9223300970873787,1
130,E02000136,0.06626506024096386,0.9337349397590361,1
131,E02000137,0.045454545454545456,0.9545454545454546,1
132,E02000138,0.0,1.0,1
133,E02000139,0.0,1.0,1
134,E02000140,0.014184397163120567,0.9858156028368794,1
135,E02000141,0.0,1.0,1
136,E02000142,0.0625,0.9375,1
137,E02000144,0.0,1.0,1
138,E02000145,0.0,1.0,1
139,E02000146,0.1497326203208556,0.8502673796791443,1
140,E02000147,0.0,1.0,1
141,E02000148,0.006493506493506494,0.9935064935064936,1
142,E02000149,0.0,1.0,1
143,E02000150,0.007042253521126761,0.9929577464788732,1
144,E02000151,0.0,1.0,1
145,E02000152,0.020833333333333332,0.9791666666666666,1
146,E02000153,0.0,1.0,1
147,E02000154,0.0,1.0,1
148,E02000155,0.0,1.0,1
149,E02000156,0.009316770186335404,0.9906832298136646,1
150,E02000157,0.0,1.0,1
151,E02000158,0.0,1.0,1
152,E02000159,0.0,1.0,1
153,E02000160,0.04419889502762431,0.9558011049723757,1
154,E02000161,0.0,1.0,1
155,E02000162,0.057971014492753624,0.9420289855072463,1
156,E02000163,0.0,1.0,1
157,E02000165,0.0,1.0,1
158,E02000166,0.0,1.0,1
159,E02000167,0.0,1.0,1
160,E02000168,0.047058823529411764,0.9529411764705882,1
161,E02000169,0.0,1.0,1
162,E02000170,0.0,1.0,1
163,E02000171,0.023255813953488372,0.9767441860465116,1
164,E02000172,0.05434782608695652,0.9456521739130435,1
165,E02000173,0.014285714285714285,0.9857142857142858,1
166,E02000174,0.0,1.0,1
167,E02000175,0.0,1.0,1
168,E02000176,0.0,1.0,1
169,E02000177,0.07894736842105263,0.9210526315789473,1
170,E02000178,0.0,1.0,1
171,E02000179,0.0784313725490196,0.9215686274509803,1
172,E02000180,0.05084745762711865,0.9491525423728814,1
173,E02000181,0.0,1.0,1
174,E02000182,0.0,1.0,1
175,E02000183,0.0,1.0,1
176,E02000184,0.05263157894736842,0.9473684210526315,1
177,E02000185,0.0,1.0,1
178,E02000186,0.0,1.0,1
179,E02000187,0.04411764705882353,0.9558823529411765,1
180,E02000188,0.0,1.0,1
181,E02000191,0.23636363636363636,0.7636363636363637,1
182,E02000192,0.1267605633802817,0.8732394366197183,1
183,E02000193,0.015625,0.984375,1
184,E02000194,0.059322033898305086,0.940677966101695,1
185,E02000195,0.0,1.0,1
186,E02000196,0.0,1.0,1
187,E02000197,0.0,1.0,1
188,E02000198,0.0,1.0,1
189,E02000199,0.04938271604938271,0.9506172839506173,1
190,E02000200,0.03225806451612903,0.967741935483871,1
191,E02000201,0.0,1.0,1
192,E02000202,0.08974358974358974,0.9102564102564102,1
193,E02000203,0.0,1.0,1
194,E02000204,0.0,1.0,1
195,E02000206,0.043010752688172046,0.956989247311828,1
196,E02000207,0.0,1.0,1
197,E02000208,0.0,1.0,1
198,E02000209,0.0,1.0,1
199,E02000210,0.0,1.0,1
200,E02000211,0.0,1.0,1
201,E02000212,0.0,1.0,1
202,E02000213,0.0,1.0,1
203,E02000214,0.0,1.0,1
204,E02000215,0.055900621118012424,0.9440993788819876,1
205,E02000216,0.05714285714285714,0.9428571428571428,1
206,E02000217,0.0,1.0,1
207,E02000218,0.0,1.0,1
208,E02000219,0.0,1.0,1
209,E02000221,0.04794520547945205,0.952054794520548,1
210,E02000222,0.0,1.0,1
211,E02000223,0.0,1.0,1
212,E02000224,0.031914893617021274,0.9680851063829787,1
213,E02000225,0.0,1.0,1
214,E02000226,0.04678362573099415,0.9532163742690059,1
215,E02000227,0.0,1.0,1
216,E02000228,0.01951219512195122,0.9804878048780488,1
217,E02000229,0.04950495049504951,0.9504950495049505,1
218,E02000230,0.05263157894736842,0.9473684210526315,1
219,E02000231,0.03278688524590164,0.9672131147540983,1
220,E02000232,0.0,1.0,1
221,E02000233,0.05084745762711865,0.9491525423728814,1
222,E02000234,0.0,1.0,1
223,E02000235,0.09032258064516129,0.9096774193548387,1
224,E02000236,0.0,1.0,1
225,E02000237,0.0,1.0,1
226,E02000238,0.0,1.0,1
227,E02000239,0.0,1.0,1
228,E02000240,0.0,1.0,1
229,E02000241,0.0,1.0,1
230,E02000242,0.0,1.0,1
231,E02000243,0.0,1.0,1
232,E02000244,0.0,1.0,1
233,E02000245,0.01098901098901099,0.989010989010989,1
234,E02000246,0.0,1.0,1
235,E02000247,0.041666666666666664,0.9583333333333334,1
236,E02000248,0.0,1.0,1
237,E02000249,0.025,0.975,1
238,E02000250,0.012195121951219513,0.9878048780487805,1
239,E02000251,0.01818181818181818,0.9818181818181818,1
240,E02000252,0.041237113402061855,0.9587628865979382,1
241,E02000253,0.0,1.0,1
242,E02000254,0.09090909090909091,0.9090909090909091,1
243,E02000255,0.012987012987012988,0.987012987012987,1
244,E02000256,0.0,1.0,1
245,E02000258,0.013888888888888888,0.9861111111111112,1
246,E02000259,0.0,1.0,1
247,E02000260,0.06451612903225806,0.9354838709677419,1
248,E02000261,0.0125,0.9875,1
249,E02000262,0.0379746835443038,0.9620253164556962,1
250,E02000263,0.0,1.0,1
251,E02000264,0.07920792079207921,0.9207920792079208,1
252,E02000265,0.0,1.0,1
253,E02000266,0.09574468085106383,0.9042553191489362,1
254,E02000267,0.0,1.0,1
255,E02000268,0.039735099337748346,0.9602649006622517,1
256,E02000269,0.023809523809523808,0.9761904761904762,1
257,E02000270,0.01098901098901099,0.989010989010989,1
258,E02000271,0.0,1.0,1
259,E02000272,0.0,1.0,1
260,E02000275,0.1891891891891892,0.8108108108108109,1
261,E02000276,0.012195121951219513,0.9878048780487805,1
262,E02000277,0.0,1.0,1
263,E02000278,0.013333333333333334,0.9866666666666667,1
264,E02000279,0.0,1.0,1
265,E02000280,0.0,1.0,1
266,E02000281,0.0594059405940594,0.9405940594059405,1
267,E02000282,0.0,1.0,1
268,E02000283,0.0,1.0,1
269,E02000284,0.0,1.0,1
270,E02000285,0.0,1.0,1
271,E02000286,0.01098901098901099,0.989010989010989,1
272,E02000287,0.0,1.0,1
273,E02000288,0.0,1.0,1
274,E02000289,0.0,1.0,1
275,E02000290,0.0,1.0,1
276,E02000291,0.07142857142857142,0.9285714285714286,1
277,E02000292,0.0,1.0,1
278,E02000293,0.008403361344537815,0.9915966386554622,1
279,E02000294,0.014285714285714285,0.9857142857142858,1
280,E02000295,0.018867924528301886,0.9811320754716981,1
281,E02000296,0.009174311926605505,0.9908256880733946,1
282,E02000297,0.007518796992481203,0.9924812030075187,1
283,E02000298,0.020202020202020204,0.9797979797979798,1
284,E02000299,0.0,1.0,1
285,E02000300,0.041666666666666664,0.9583333333333334,1
286,E02000301,0.0,1.0,1
287,E02000302,0.0,1.0,1
288,E02000303,0.0,1.0,1
289,E02000304,0.13,0.87,1
290,E02000305,0.1,0.9,1
291,E02000306,0.0,1.0,1
292,E02000307,0.0,1.0,1
293,E02000308,0.038461538461538464,0.9615384615384616,1
294,E02000309,0.05128205128205128,0.9487179487179487,1
295,E02000311,0.0,1.0,1
296,E02000312,0.0375,0.9625,1
297,E02000313,0.0,1.0,1
298,E02000314,0.35185185185185186,0.6481481481481481,1
299,E02000315,0.008695652173913044,0.991304347826087,1
300,E02000317,0.0,1.0,1
301,E02000318,0.002890173410404624,0.9971098265895953,1
302,E02000319,0.025906735751295335,0.9740932642487047,1
303,E02000320,0.0,1.0,1
304,E02000321,0.008695652173913044,0.991304347826087,1
305,E02000323,0.020100502512562814,0.9798994974874372,1
306,E02000324,0.0423728813559322,0.9576271186440678,1
307,E02000326,0.0,1.0,1
308,E02000327,0.031914893617021274,0.9680851063829787,1
309,E02000328,0.0,1.0,1
310,E02000329,0.0,1.0,1
311,E02000331,0.0,1.0,1
312,E02000332,0.014388489208633094,0.9856115107913669,1
313,E02000333,0.09210526315789473,0.9078947368421053,1
314,E02000334,0.0,1.0,1
315,E02000335,0.0,1.0,1
316,E02000337,0.0,1.0,1
317,E02000339,0.0,1.0,1
318,E02000340,0.0,1.0,1
319,E02000341,0.0,1.0,1
320,E02000342,0.031914893617021274,0.9680851063829787,1
321,E02000343,0.0,1.0,1
322,E02000344,0.029197080291970802,0.9708029197080292,1
323,E02000345,0.0,1.0,1
324,E02000346,0.0,1.0,1
325,E02000347,0.11320754716981132,0.8867924528301887,1
326,E02000348,0.0,1.0,1
327,E02000350,0.0,1.0,1
328,E02000351,0.0,1.0,1
329,E02000352,0.047619047619047616,0.9523809523809523,1
330,E02000353,0.0,1.0,1
331,E02000354,0.0,1.0,1
332,E02000355,0.0967741935483871,0.9032258064516129,1
333,E02000356,0.0,1.0,1
334,E02000357,0.0,1.0,1
335,E02000358,0.0,1.0,1
336,E02000359,0.0,1.0,1
337,E02000360,0.0,1.0,1
338,E02000361,0.0,1.0,1
339,E02000362,0.0425531914893617,0.9574468085106383,1
340,E02000363,0.046153846153846156,0.9538461538461539,1
341,E02000364,0.015384615384615385,0.9846153846153847,1
342,E02000366,0.014705882352941176,0.9852941176470589,1
343,E02000367,0.02531645569620253,0.9746835443037974,1
344,E02000368,0.0,1.0,1
