,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_OCC_105_NAME,OBS_VALUE
0,2021,E02003289,2021 super output areas - middle layer,152,"311 Science, Engineering and Production Technicians",28
1,2021,E02003289,2021 super output areas - middle layer,152,"312 CAD, Drawing and Architectural Technicians",11
2,2021,E02003289,2021 super output areas - middle layer,152,313 Information Technology Technicians,38
3,2021,E02003289,2021 super output areas - middle layer,152,321 Health Associate Professionals,20
4,2021,E02003289,2021 super output areas - middle layer,152,322 Welfare and Housing Associate Professionals,59
5,2021,E02003289,2021 super output areas - middle layer,152,323 Teaching and Childcare Associate Professionals,12
6,2021,E02003289,2021 super output areas - middle layer,152,324 Veterinary nurses,0
7,2021,E02003289,2021 super output areas - middle layer,152,331 Protective Service Occupations,87
8,2021,E02003289,2021 super output areas - middle layer,152,"341 Artistic, Literary and Media Occupations",121
9,2021,E02003289,2021 super output areas - middle layer,152,342 Design Occupations,20
10,2021,E02003289,2021 super output areas - middle layer,152,343 Sports and Fitness Occupations,30
11,2021,E02003289,2021 super output areas - middle layer,152,351 Transport Associate Professionals,7
12,2021,E02003289,2021 super output areas - middle layer,152,352 Legal Associate Professionals,17
13,2021,E02003289,2021 super output areas - middle layer,152,353 Finance Associate Professionals,189
14,2021,E02003289,2021 super output areas - middle layer,152,354 Business Associate Professionals,66
15,2021,E02003289,2021 super output areas - middle layer,152,"355 Sales, Marketing and Related Associate Professionals",153
16,2021,E02003289,2021 super output areas - middle layer,152,356 Public Services Associate Professionals,7
17,2021,E02003289,2021 super output areas - middle layer,152,"357 HR, Training and Other Vocational Associate Guidance Professionals",91
18,2021,E02003289,2021 super output areas - middle layer,152,358 Regulatory Associate Professionals,10
19,2021,E02003289,2021 super output areas - middle layer,152,411 Administrative Occupations: Government and Related Organisations,53
20,2021,E02003289,2021 super output areas - middle layer,152,412 Administrative Occupations: Finance,109
21,2021,E02003289,2021 super output areas - middle layer,152,413 Administrative Occupations: Records,89
22,2021,E02003289,2021 super output areas - middle layer,152,414 Administrative Occupations: Office Managers and Supervisors,57
23,2021,E02003289,2021 super output areas - middle layer,152,415 Other Administrative Occupations,132
24,2021,E02003289,2021 super output areas - middle layer,152,421 Secretarial and Related Occupations,187
25,2021,E02003289,2021 super output areas - middle layer,152,511 Agricultural and Related Trades,33
26,2021,E02003289,2021 super output areas - middle layer,152,"521 Metal Forming, Welding and Related Trades",17
27,2021,E02003289,2021 super output areas - middle layer,152,"522 Metal Machining, Fitting and Instrument Making Trades",14
28,2021,E02003289,2021 super output areas - middle layer,152,523 Vehicle Trades,11
29,2021,E02003289,2021 super output areas - middle layer,152,524 Electrical and Electronic Trades,48
30,2021,E02003289,2021 super output areas - middle layer,152,"525 Skilled Metal, Electrical and Electronic Trades Supervisors",3
31,2021,E02003289,2021 super output areas - middle layer,152,531 Construction and Building Trades,136
32,2021,E02003289,2021 super output areas - middle layer,152,532 Building Finishing Trades,43
33,2021,E02003289,2021 super output areas - middle layer,152,533 Construction and Building Trades Supervisors,13
34,2021,E02003289,2021 super output areas - middle layer,152,541 Textiles and Garments Trades,3
35,2021,E02003289,2021 super output areas - middle layer,152,542 Printing Trades,6
36,2021,E02003289,2021 super output areas - middle layer,152,543 Food Preparation and Hospitality Trades,65
37,2021,E02003289,2021 super output areas - middle layer,152,544 Other Skilled Trades,9
38,2021,E02003289,2021 super output areas - middle layer,152,611 Teaching and Childcare Support Occupations,86
