,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_HEATING_13_NAME,OBS_VALUE
244,2021,E02005609,2021 super output areas - middle layer,152,Two or more types of central heating (including renewable energy),46
245,2021,E02005610,2021 super output areas - middle layer,152,Total: All households,3527
246,2021,E02005610,2021 super output areas - middle layer,152,No central heating,64
247,2021,E02005610,2021 super output areas - middle layer,152,Mains gas only,560
248,2021,E02005610,2021 super output areas - middle layer,152,Tank or bottled gas only,102
249,2021,E02005610,2021 super output areas - middle layer,152,Electric only,387
250,2021,E02005610,2021 super output areas - middle layer,152,Oil only,1690
251,2021,E02005610,2021 super output areas - middle layer,152,Wood only,26
252,2021,E02005610,2021 super output areas - middle layer,152,Solid fuel only,18
253,2021,E02005610,2021 super output areas - middle layer,152,Renewable energy only,127
254,2021,E02005610,2021 super output areas - middle layer,152,District or communal heat networks only,3
255,2021,E02005610,2021 super output areas - middle layer,152,Other central heating only,14
256,2021,E02005610,2021 super output areas - middle layer,152,Two or more types of central heating (not including renewable energy),483
257,2021,E02005610,2021 super output areas - middle layer,152,Two or more types of central heating (including renewable energy),53
258,2021,E02005611,2021 super output areas - middle layer,152,Total: All households,5101
259,2021,E02005611,2021 super output areas - middle layer,152,No central heating,52
260,2021,E02005611,2021 super output areas - middle layer,152,Mains gas only,3726
261,2021,E02005611,2021 super output areas - middle layer,152,Tank or bottled gas only,46
262,2021,E02005611,2021 super output areas - middle layer,152,Electric only,498
263,2021,E02005611,2021 super output areas - middle layer,152,Oil only,276
264,2021,E02005611,2021 super output areas - middle layer,152,Wood only,7
265,2021,E02005611,2021 super output areas - middle layer,152,Solid fuel only,3
266,2021,E02005611,2021 super output areas - middle layer,152,Renewable energy only,33
267,2021,E02005611,2021 super output areas - middle layer,152,District or communal heat networks only,18
268,2021,E02005611,2021 super output areas - middle layer,152,Other central heating only,18
269,2021,E02005611,2021 super output areas - middle layer,152,Two or more types of central heating (not including renewable energy),381
270,2021,E02005611,2021 super output areas - middle layer,152,Two or more types of central heating (including renewable energy),43
271,2021,E02007054,2021 super output areas - middle layer,152,Total: All households,3544
272,2021,E02007054,2021 super output areas - middle layer,152,No central heating,18
273,2021,E02007054,2021 super output areas - middle layer,152,Mains gas only,2867
274,2021,E02007054,2021 super output areas - middle layer,152,Tank or bottled gas only,18
275,2021,E02007054,2021 super output areas - middle layer,152,Electric only,157
276,2021,E02007054,2021 super output areas - middle layer,152,Oil only,100
277,2021,E02007054,2021 super output areas - middle layer,152,Wood only,3
278,2021,E02007054,2021 super output areas - middle layer,152,Solid fuel only,4
279,2021,E02007054,2021 super output areas - middle layer,152,Renewable energy only,26
280,2021,E02007054,2021 super output areas - middle layer,152,District or communal heat networks only,5
281,2021,E02007054,2021 super output areas - middle layer,152,Other central heating only,16
282,2021,E02007054,2021 super output areas - middle layer,152,Two or more types of central heating (not including renewable energy),282
283,2021,E02007054,2021 super output areas - middle layer,152,Two or more types of central heating (including renewable energy),48
284,2021,E02007055,2021 super output areas - middle layer,152,Total: All households,3439
