,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_HEATING_13_NAME,OBS_VALUE
0,2021,E02005137,2021 super output areas - middle layer,152,Tank or bottled gas only,11
1,2021,E02005137,2021 super output areas - middle layer,152,Electric only,172
2,2021,E02005137,2021 super output areas - middle layer,152,Oil only,3
3,2021,E02005137,2021 super output areas - middle layer,152,Wood only,0
4,2021,E02005137,2021 super output areas - middle layer,152,Solid fuel only,2
5,2021,E02005137,2021 super output areas - middle layer,152,Renewable energy only,8
6,2021,E02005137,2021 super output areas - middle layer,152,District or communal heat networks only,9
7,2021,E02005137,2021 super output areas - middle layer,152,Other central heating only,50
8,2021,E02005137,2021 super output areas - middle layer,152,Two or more types of central heating (not including renewable energy),201
9,2021,E02005137,2021 super output areas - middle layer,152,Two or more types of central heating (including renewable energy),6
10,2021,E02005138,2021 super output areas - middle layer,152,Total: All households,4178
11,2021,E02005138,2021 super output areas - middle layer,152,No central heating,54
12,2021,E02005138,2021 super output areas - middle layer,152,Mains gas only,3303
13,2021,E02005138,2021 super output areas - middle layer,152,Tank or bottled gas only,19
14,2021,E02005138,2021 super output areas - middle layer,152,Electric only,492
15,2021,E02005138,2021 super output areas - middle layer,152,Oil only,12
16,2021,E02005138,2021 super output areas - middle layer,152,Wood only,2
17,2021,E02005138,2021 super output areas - middle layer,152,Solid fuel only,0
18,2021,E02005138,2021 super output areas - middle layer,152,Renewable energy only,3
19,2021,E02005138,2021 super output areas - middle layer,152,District or communal heat networks only,4
20,2021,E02005138,2021 super output areas - middle layer,152,Other central heating only,15
21,2021,E02005138,2021 super output areas - middle layer,152,Two or more types of central heating (not including renewable energy),268
22,2021,E02005138,2021 super output areas - middle layer,152,Two or more types of central heating (including renewable energy),6
23,2021,E02005139,2021 super output areas - middle layer,152,Total: All households,4287
24,2021,E02005139,2021 super output areas - middle layer,152,No central heating,50
25,2021,E02005139,2021 super output areas - middle layer,152,Mains gas only,3435
26,2021,E02005139,2021 super output areas - middle layer,152,Tank or bottled gas only,13
27,2021,E02005139,2021 super output areas - middle layer,152,Electric only,409
28,2021,E02005139,2021 super output areas - middle layer,152,Oil only,7
29,2021,E02005139,2021 super output areas - middle layer,152,Wood only,1
30,2021,E02005139,2021 super output areas - middle layer,152,Solid fuel only,0
31,2021,E02005139,2021 super output areas - middle layer,152,Renewable energy only,10
32,2021,E02005139,2021 super output areas - middle layer,152,District or communal heat networks only,2
