,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_ETHNIC_288_NAME,OBS_VALUE
0,2021,E02000141,2021 super output areas - middle layer,152,White: North Macedonian,0
1,2021,E02000141,2021 super output areas - middle layer,152,White: Norwegian,0
2,2021,E02000141,2021 super output areas - middle layer,152,White: Other Eastern European,15
3,2021,E02000141,2021 super output areas - middle layer,152,White: Other Middle East,1
4,2021,E02000141,2021 super output areas - middle layer,152,White: Other Mixed,7
5,2021,E02000141,2021 super output areas - middle layer,152,White: Other North African,2
6,2021,E02000141,2021 super output areas - middle layer,152,White: Other Traveller,0
7,2021,E02000141,2021 super output areas - middle layer,152,"White: Other White, White unspecified",48
8,2021,E02000141,2021 super output areas - middle layer,152,White: Polish,94
9,2021,E02000141,2021 super output areas - middle layer,152,White: Portuguese,41
10,2021,E02000141,2021 super output areas - middle layer,152,White: Roma,15
11,2021,E02000141,2021 super output areas - middle layer,152,White: Romanian,17
12,2021,E02000141,2021 super output areas - middle layer,152,White: Russian,22
13,2021,E02000141,2021 super output areas - middle layer,152,White: Serbian,1
14,2021,E02000141,2021 super output areas - middle layer,152,White: Slovakian,7
15,2021,E02000141,2021 super output areas - middle layer,152,White: Slovenian,0
16,2021,E02000141,2021 super output areas - middle layer,152,White: South African,12
17,2021,E02000141,2021 super output areas - middle layer,152,White: South American,12
18,2021,E02000141,2021 super output areas - middle layer,152,White: Spanish,18
19,2021,E02000141,2021 super output areas - middle layer,152,White: Swedish,9
20,2021,E02000141,2021 super output areas - middle layer,152,White: Swiss,1
21,2021,E02000141,2021 super output areas - middle layer,152,White: Turkish,5
22,2021,E02000141,2021 super output areas - middle layer,152,White: Turkish Cypriot,5
23,2021,E02000141,2021 super output areas - middle layer,152,White: Ukrainian,7
24,2021,E02000141,2021 super output areas - middle layer,152,White: White African,3
25,2021,E02000141,2021 super output areas - middle layer,152,White: White and North African or Middle Eastern,0
26,2021,E02000141,2021 super output areas - middle layer,152,White: White Caribbean,0
27,2021,E02000141,2021 super output areas - middle layer,152,White: Zimbabwean,0
28,2021,E02000141,2021 super output areas - middle layer,152,White: Any other ethnic group,5
29,2021,E02000141,2021 super output areas - middle layer,152,Other ethnic group,191
30,2021,E02000141,2021 super output areas - middle layer,152,Other ethnic group: Afghan,0
31,2021,E02000141,2021 super output areas - middle layer,152,Other ethnic group: African unspecified,4
32,2021,E02000141,2021 super output areas - middle layer,152,Other ethnic group: African Asian,0
33,2021,E02000141,2021 super output areas - middle layer,152,Other ethnic group: Albanian,0
34,2021,E02000141,2021 super output areas - middle layer,152,Other ethnic group: Algerian,1
35,2021,E02000141,2021 super output areas - middle layer,152,Other ethnic group: Arab,24
36,2021,E02000141,2021 super output areas - middle layer,152,Other ethnic group: Armenian,0
37,2021,E02000141,2021 super output areas - middle layer,152,Other ethnic group: Asian British,1
38,2021,E02000141,2021 super output areas - middle layer,152,"Other ethnic group: Bangladeshi, British Bangladeshi",1
39,2021,E02000141,2021 super output areas - middle layer,152,Other ethnic group: Black and Asian,3
40,2021,E02000141,2021 super output areas - middle layer,152,Other ethnic group: Brazilian,5
41,2021,E02000141,2021 super output areas - middle layer,152,Other ethnic group: Bulgarian,0
42,2021,E02000141,2021 super output areas - middle layer,152,Other ethnic group: Caribbean,0
43,2021,E02000141,2021 super output areas - middle layer,152,Other ethnic group: Caribbean Asian,6
44,2021,E02000141,2021 super output areas - middle layer,152,Other ethnic group: Chinese,7
45,2021,E02000141,2021 super output areas - middle layer,152,Other ethnic group: Colombian,0
46,2021,E02000141,2021 super output areas - middle layer,152,Other ethnic group: Cornish,0
47,2021,E02000141,2021 super output areas - middle layer,152,Other ethnic group: Cypriot (part not stated),0
48,2021,E02000141,2021 super output areas - middle layer,152,Other ethnic group: Czech,0
