,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_NATID_71_NAME,OBS_VALUE
0,2021,E02003501,2021 super output areas - middle layer,152,Other identity only: Middle Eastern and Asian: South-East Asian: Other South-East Asian,8
1,2021,E02003501,2021 super output areas - middle layer,152,Other identity only: Middle Eastern and Asian: Central Asian,0
2,2021,E02003501,2021 super output areas - middle layer,152,Other identity only: Middle Eastern and Asian: Asian not otherwise specified,8
3,2021,E02003501,2021 super output areas - middle layer,152,Other identity only: American and Caribbean,60
4,2021,E02003501,2021 super output areas - middle layer,152,Other identity only: American and Caribbean: North American,32
5,2021,E02003501,2021 super output areas - middle layer,152,Other identity only: American and Caribbean: North American: Canadian,2
6,2021,E02003501,2021 super output areas - middle layer,152,Other identity only: American and Caribbean: North American: US Citizen,28
7,2021,E02003501,2021 super output areas - middle layer,152,Other identity only: American and Caribbean: North American: Other North American,2
8,2021,E02003501,2021 super output areas - middle layer,152,Other identity only: American and Caribbean: Central American,4
9,2021,E02003501,2021 super output areas - middle layer,152,Other identity only: American and Caribbean: South American,21
10,2021,E02003501,2021 super output areas - middle layer,152,Other identity only: American and Caribbean: Caribbean,3
11,2021,E02003501,2021 super output areas - middle layer,152,Other identity only: American and Caribbean: Caribbean: Jamaican,0
12,2021,E02003501,2021 super output areas - middle layer,152,Other identity only: American and Caribbean: Caribbean: Other Caribbean,3
13,2021,E02003501,2021 super output areas - middle layer,152,Other identity only: Antarctican and Oceanian,21
14,2021,E02003501,2021 super output areas - middle layer,152,Other identity only: Antarctican and Oceanian: Australasian,21
15,2021,E02003501,2021 super output areas - middle layer,152,Other identity only: Antarctican and Oceanian: Australasian: Australian,13
16,2021,E02003501,2021 super output areas - middle layer,152,Other identity only: Antarctican and Oceanian: Australasian: New Zealander,8
17,2021,E02003501,2021 super output areas - middle layer,152,Other identity only: Antarctican and Oceanian: Australasian: Other Australasian,0
18,2021,E02003501,2021 super output areas - middle layer,152,Other identity only: Antarctican and Oceanian: Other Oceanian,0
19,2021,E02003501,2021 super output areas - middle layer,152,Other identity only: Other,21
20,2021,E02003502,2021 super output areas - middle layer,152,Total: All usual residents,7779
21,2021,E02003502,2021 super output areas - middle layer,152,UK identity,7197
22,2021,E02003502,2021 super output areas - middle layer,152,UK identity: British only identity,4720
23,2021,E02003502,2021 super output areas - middle layer,152,UK identity: English only identity,1171
24,2021,E02003502,2021 super output areas - middle layer,152,UK identity: English and British only identity,1069
25,2021,E02003502,2021 super output areas - middle layer,152,UK identity:  Welsh only identity,19
26,2021,E02003502,2021 super output areas - middle layer,152,UK identity: Welsh and British only identity,6
27,2021,E02003502,2021 super output areas - middle layer,152,UK identity: Scottish only identity,29
28,2021,E02003502,2021 super output areas - middle layer,152,UK identity:  Scottish and British only identity,16
29,2021,E02003502,2021 super output areas - middle layer,152,UK identity: Northern Irish only identity,5
30,2021,E02003502,2021 super output areas - middle layer,152,UK identity: Northern Irish and British only identity,4
31,2021,E02003502,2021 super output areas - middle layer,152,UK identity: Cornish only identity,0
32,2021,E02003502,2021 super output areas - middle layer,152,UK identity: Cornish and British only identity,0
33,2021,E02003502,2021 super output areas - middle layer,152,UK identity: Any other combination of UK identities (UK only),14
34,2021,E02003502,2021 super output areas - middle layer,152,UK identity: Other identity and at least one UK identity ,144
35,2021,E02003502,2021 super output areas - middle layer,152,Other identity only,582
36,2021,E02003502,2021 super output areas - middle layer,152,Other identity only: Guernsey Islander,0
37,2021,E02003502,2021 super output areas - middle layer,152,Other identity only: Jersey Islander,0
38,2021,E02003502,2021 super output areas - middle layer,152,Other identity only: Isle of Man (Manx),0
39,2021,E02003502,2021 super output areas - middle layer,152,Other identity only: Channel Islander not otherwise specified,0
40,2021,E02003502,2021 super output areas - middle layer,152,Other identity only: Irish only identity,47
41,2021,E02003502,2021 super output areas - middle layer,152,Other identity only: Irish and at least one UK identity,15
42,2021,E02003502,2021 super output areas - middle layer,152,Other identity only: European,354
43,2021,E02003502,2021 super output areas - middle layer,152,Other identity only: European: EU countries,269
44,2021,E02003502,2021 super output areas - middle layer,152,Other identity only: European: EU countries: French,16
45,2021,E02003502,2021 super output areas - middle layer,152,Other identity only: European: EU countries: German,8
46,2021,E02003502,2021 super output areas - middle layer,152,Other identity only: European: EU countries: Italian,35
47,2021,E02003502,2021 super output areas - middle layer,152,Other identity only: European: EU countries: Portuguese,16
48,2021,E02003502,2021 super output areas - middle layer,152,Other identity only: European: EU countries: Spanish (including Canary Islander),24
49,2021,E02003502,2021 super output areas - middle layer,152,Other identity only: European: EU countries: Other member countries in March 2001,29
50,2021,E02003502,2021 super output areas - middle layer,152,Other identity only: European: EU countries:  Lithuanian,12
51,2021,E02003502,2021 super output areas - middle layer,152,Other identity only: European: EU countries:  Polish,47
52,2021,E02003502,2021 super output areas - middle layer,152,Other identity only: European: EU countries: Romanian,25
53,2021,E02003502,2021 super output areas - middle layer,152,Other identity only: European: EU countries: Other member countries,57
54,2021,E02003502,2021 super output areas - middle layer,152,Other identity only: European: Non-EU countries,85
55,2021,E02003502,2021 super output areas - middle layer,152,Other identity only: European: Non-EU countries: Turkish,4
56,2021,E02003502,2021 super output areas - middle layer,152,Other identity only: European: Non-EU countries: Other European,81
57,2021,E02003502,2021 super output areas - middle layer,152,Other identity only: African,54
58,2021,E02003502,2021 super output areas - middle layer,152,Other identity only: African: North African,21
59,2021,E02003502,2021 super output areas - middle layer,152,Other identity only: African: Central and Western African,9
60,2021,E02003502,2021 super output areas - middle layer,152,Other identity only: African: Central and Western African: Ghanaian,0
61,2021,E02003502,2021 super output areas - middle layer,152,Other identity only: African: Central and Western African: Nigerian,2
62,2021,E02003502,2021 super output areas - middle layer,152,Other identity only: African: Central and Western African: Other Central and Western African,7
63,2021,E02003502,2021 super output areas - middle layer,152,Other identity only: African: South and Eastern African,24
64,2021,E02003502,2021 super output areas - middle layer,152,Other identity only: African: South and Eastern African: Kenyan,1
65,2021,E02003502,2021 super output areas - middle layer,152,Other identity only: African: South and Eastern African: Somali,0
