,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_WLANGU_3_NAME,OBS_VALUE
159,2021,W02000056,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,5060
160,2021,W02000056,2021 super output areas - middle layer,152,Cannot understand spoken Welsh,2497
161,2021,W02000056,2021 super output areas - middle layer,152,Can understand spoken Welsh,2563
162,2021,W02000057,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,6083
163,2021,W02000057,2021 super output areas - middle layer,152,Cannot understand spoken Welsh,3816
164,2021,W02000057,2021 super output areas - middle layer,152,Can understand spoken Welsh,2267
165,2021,W02000419,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,10976
166,2021,W02000419,2021 super output areas - middle layer,152,Cannot understand spoken Welsh,8713
167,2021,W02000419,2021 super output areas - middle layer,152,Can understand spoken Welsh,2263
168,2021,W02000058,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,4984
169,2021,W02000058,2021 super output areas - middle layer,152,Cannot understand spoken Welsh,3865
170,2021,W02000058,2021 super output areas - middle layer,152,Can understand spoken Welsh,1119
171,2021,W02000059,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,6382
172,2021,W02000059,2021 super output areas - middle layer,152,Cannot understand spoken Welsh,5000
173,2021,W02000059,2021 super output areas - middle layer,152,Can understand spoken Welsh,1382
174,2021,W02000060,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,10386
175,2021,W02000060,2021 super output areas - middle layer,152,Cannot understand spoken Welsh,8708
176,2021,W02000060,2021 super output areas - middle layer,152,Can understand spoken Welsh,1678
177,2021,W02000061,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,7330
178,2021,W02000061,2021 super output areas - middle layer,152,Cannot understand spoken Welsh,6299
179,2021,W02000061,2021 super output areas - middle layer,152,Can understand spoken Welsh,1031
180,2021,W02000062,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,5946
181,2021,W02000062,2021 super output areas - middle layer,152,Cannot understand spoken Welsh,5010
182,2021,W02000062,2021 super output areas - middle layer,152,Can understand spoken Welsh,936
183,2021,W02000063,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,7941
184,2021,W02000063,2021 super output areas - middle layer,152,Cannot understand spoken Welsh,6004
185,2021,W02000063,2021 super output areas - middle layer,152,Can understand spoken Welsh,1937
186,2021,W02000064,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,5912
187,2021,W02000064,2021 super output areas - middle layer,152,Cannot understand spoken Welsh,5311
188,2021,W02000064,2021 super output areas - middle layer,152,Can understand spoken Welsh,601
189,2021,W02000065,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,7037
190,2021,W02000065,2021 super output areas - middle layer,152,Cannot understand spoken Welsh,6270
191,2021,W02000065,2021 super output areas - middle layer,152,Can understand spoken Welsh,767
192,2021,W02000066,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,9518
193,2021,W02000066,2021 super output areas - middle layer,152,Cannot understand spoken Welsh,8570
194,2021,W02000066,2021 super output areas - middle layer,152,Can understand spoken Welsh,948
195,2021,W02000067,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,6637
196,2021,W02000067,2021 super output areas - middle layer,152,Cannot understand spoken Welsh,5824
197,2021,W02000067,2021 super output areas - middle layer,152,Can understand spoken Welsh,813
198,2021,W02000068,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,5067
199,2021,W02000068,2021 super output areas - middle layer,152,Cannot understand spoken Welsh,4582
200,2021,W02000068,2021 super output areas - middle layer,152,Can understand spoken Welsh,485
201,2021,W02000069,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,6117
