,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_HEALTH_6_NAME,OBS_VALUE
0,2021,E02000141,2021 super output areas - middle layer,152,Bad health,201
1,2021,E02000141,2021 super output areas - middle layer,152,Very bad health,74
2,2021,E02000142,2021 super output areas - middle layer,152,Total: All usual residents,8816
3,2021,E02000142,2021 super output areas - middle layer,152,Very good health,5066
4,2021,E02000142,2021 super output areas - middle layer,152,Good health,2650
5,2021,E02000142,2021 super output areas - middle layer,152,Fair health,826
6,2021,E02000142,2021 super output areas - middle layer,152,Bad health,209
7,2021,E02000142,2021 super output areas - middle layer,152,Very bad health,65
8,2021,E02000144,2021 super output areas - middle layer,152,Total: All usual residents,10063
9,2021,E02000144,2021 super output areas - middle layer,152,Very good health,5736
10,2021,E02000144,2021 super output areas - middle layer,152,Good health,3204
11,2021,E02000144,2021 super output areas - middle layer,152,Fair health,860
12,2021,E02000144,2021 super output areas - middle layer,152,Bad health,204
13,2021,E02000144,2021 super output areas - middle layer,152,Very bad health,59
14,2021,E02000145,2021 super output areas - middle layer,152,Total: All usual residents,8826
15,2021,E02000145,2021 super output areas - middle layer,152,Very good health,4218
16,2021,E02000145,2021 super output areas - middle layer,152,Good health,2983
17,2021,E02000145,2021 super output areas - middle layer,152,Fair health,1106
18,2021,E02000145,2021 super output areas - middle layer,152,Bad health,407
19,2021,E02000145,2021 super output areas - middle layer,152,Very bad health,112
20,2021,E02000146,2021 super output areas - middle layer,152,Total: All usual residents,9702
21,2021,E02000146,2021 super output areas - middle layer,152,Very good health,5260
22,2021,E02000146,2021 super output areas - middle layer,152,Good health,3060
23,2021,E02000146,2021 super output areas - middle layer,152,Fair health,1026
24,2021,E02000146,2021 super output areas - middle layer,152,Bad health,286
25,2021,E02000146,2021 super output areas - middle layer,152,Very bad health,70
26,2021,E02000147,2021 super output areas - middle layer,152,Total: All usual residents,8190
27,2021,E02000147,2021 super output areas - middle layer,152,Very good health,4825
28,2021,E02000147,2021 super output areas - middle layer,152,Good health,2485
29,2021,E02000147,2021 super output areas - middle layer,152,Fair health,696
30,2021,E02000147,2021 super output areas - middle layer,152,Bad health,139
31,2021,E02000147,2021 super output areas - middle layer,152,Very bad health,45
32,2021,E02000148,2021 super output areas - middle layer,152,Total: All usual residents,6725
33,2021,E02000148,2021 super output areas - middle layer,152,Very good health,3746
34,2021,E02000148,2021 super output areas - middle layer,152,Good health,2151
35,2021,E02000148,2021 super output areas - middle layer,152,Fair health,623
36,2021,E02000148,2021 super output areas - middle layer,152,Bad health,157
37,2021,E02000148,2021 super output areas - middle layer,152,Very bad health,48
38,2021,E02000149,2021 super output areas - middle layer,152,Total: All usual residents,8166
39,2021,E02000149,2021 super output areas - middle layer,152,Very good health,4102
40,2021,E02000149,2021 super output areas - middle layer,152,Good health,2737
41,2021,E02000149,2021 super output areas - middle layer,152,Fair health,933
42,2021,E02000149,2021 super output areas - middle layer,152,Bad health,297
43,2021,E02000149,2021 super output areas - middle layer,152,Very bad health,97
44,2021,E02000150,2021 super output areas - middle layer,152,Total: All usual residents,8516
45,2021,E02000150,2021 super output areas - middle layer,152,Very good health,4667
46,2021,E02000150,2021 super output areas - middle layer,152,Good health,2744
47,2021,E02000150,2021 super output areas - middle layer,152,Fair health,821
48,2021,E02000150,2021 super output areas - middle layer,152,Bad health,207
49,2021,E02000150,2021 super output areas - middle layer,152,Very bad health,77
50,2021,E02000151,2021 super output areas - middle layer,152,Total: All usual residents,7544
51,2021,E02000151,2021 super output areas - middle layer,152,Very good health,4127
52,2021,E02000151,2021 super output areas - middle layer,152,Good health,2497
53,2021,E02000151,2021 super output areas - middle layer,152,Fair health,732
54,2021,E02000151,2021 super output areas - middle layer,152,Bad health,145
55,2021,E02000151,2021 super output areas - middle layer,152,Very bad health,43
56,2021,E02000152,2021 super output areas - middle layer,152,Total: All usual residents,7967
57,2021,E02000152,2021 super output areas - middle layer,152,Very good health,4128
58,2021,E02000152,2021 super output areas - middle layer,152,Good health,2569
59,2021,E02000152,2021 super output areas - middle layer,152,Fair health,849
60,2021,E02000152,2021 super output areas - middle layer,152,Bad health,325
61,2021,E02000152,2021 super output areas - middle layer,152,Very bad health,96
62,2021,E02000153,2021 super output areas - middle layer,152,Total: All usual residents,8105
63,2021,E02000153,2021 super output areas - middle layer,152,Very good health,4684
64,2021,E02000153,2021 super output areas - middle layer,152,Good health,2506
65,2021,E02000153,2021 super output areas - middle layer,152,Fair health,691
66,2021,E02000153,2021 super output areas - middle layer,152,Bad health,162
67,2021,E02000153,2021 super output areas - middle layer,152,Very bad health,62
68,2021,E02000154,2021 super output areas - middle layer,152,Total: All usual residents,8530
69,2021,E02000154,2021 super output areas - middle layer,152,Very good health,4543
70,2021,E02000154,2021 super output areas - middle layer,152,Good health,2886
71,2021,E02000154,2021 super output areas - middle layer,152,Fair health,805
72,2021,E02000154,2021 super output areas - middle layer,152,Bad health,236
73,2021,E02000154,2021 super output areas - middle layer,152,Very bad health,60
74,2021,E02000155,2021 super output areas - middle layer,152,Total: All usual residents,7155
75,2021,E02000155,2021 super output areas - middle layer,152,Very good health,3307
76,2021,E02000155,2021 super output areas - middle layer,152,Good health,2524
77,2021,E02000155,2021 super output areas - middle layer,152,Fair health,961
78,2021,E02000155,2021 super output areas - middle layer,152,Bad health,276
79,2021,E02000155,2021 super output areas - middle layer,152,Very bad health,87
80,2021,E02000156,2021 super output areas - middle layer,152,Total: All usual residents,12292
81,2021,E02000156,2021 super output areas - middle layer,152,Very good health,6486
82,2021,E02000156,2021 super output areas - middle layer,152,Good health,4086
83,2021,E02000156,2021 super output areas - middle layer,152,Fair health,1301
84,2021,E02000156,2021 super output areas - middle layer,152,Bad health,332
85,2021,E02000156,2021 super output areas - middle layer,152,Very bad health,87
86,2021,E02000157,2021 super output areas - middle layer,152,Total: All usual residents,8369
87,2021,E02000157,2021 super output areas - middle layer,152,Very good health,4553
88,2021,E02000157,2021 super output areas - middle layer,152,Good health,2739
89,2021,E02000157,2021 super output areas - middle layer,152,Fair health,846
90,2021,E02000157,2021 super output areas - middle layer,152,Bad health,199
91,2021,E02000157,2021 super output areas - middle layer,152,Very bad health,32
92,2021,E02000158,2021 super output areas - middle layer,152,Total: All usual residents,7788
93,2021,E02000158,2021 super output areas - middle layer,152,Very good health,3918
94,2021,E02000158,2021 super output areas - middle layer,152,Good health,2649
95,2021,E02000158,2021 super output areas - middle layer,152,Fair health,872
96,2021,E02000158,2021 super output areas - middle layer,152,Bad health,263
97,2021,E02000158,2021 super output areas - middle layer,152,Very bad health,86
98,2021,E02000159,2021 super output areas - middle layer,152,Total: All usual residents,7119
99,2021,E02000159,2021 super output areas - middle layer,152,Very good health,3997
