,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C_HHSDUK11_NAME,OBS_VALUE
269,2001,E02003522,2001 super output areas - middle layer,305,Caravan or other mobile or temporary structure,18
270,2001,E02003523,2001 super output areas - middle layer,305,All household spaces - with residents,4177
271,2001,E02003523,2001 super output areas - middle layer,305,All household spaces - with no residents - vacant,81
272,2001,E02003523,2001 super output areas - middle layer,305,All household spaces - with no residents - second residence/holiday accommodation,52
273,2001,E02003523,2001 super output areas - middle layer,305,Whole house or bungalow - detatched,2727
274,2001,E02003523,2001 super output areas - middle layer,305,Whole house or bungalow - semi-detatched,704
275,2001,E02003523,2001 super output areas - middle layer,305,Whole house or bungalow - terraced,229
276,2001,E02003523,2001 super output areas - middle layer,305,"Flat, maisonette or apartment - in a purpose built block of flats or tenement",465
277,2001,E02003523,2001 super output areas - middle layer,305,"Flat, maisonette or apartment - part of a converted or shared house (includes bed-sit)",101
278,2001,E02003523,2001 super output areas - middle layer,305,"Flat, maisonette or apartment - in a commercial building",82
279,2001,E02003523,2001 super output areas - middle layer,305,Caravan or other mobile or temporary structure,0
280,2001,E02003581,2001 super output areas - middle layer,305,All household spaces - with residents,3520
281,2001,E02003581,2001 super output areas - middle layer,305,All household spaces - with no residents - vacant,162
282,2001,E02003581,2001 super output areas - middle layer,305,All household spaces - with no residents - second residence/holiday accommodation,187
283,2001,E02003581,2001 super output areas - middle layer,305,Whole house or bungalow - detatched,468
284,2001,E02003581,2001 super output areas - middle layer,305,Whole house or bungalow - semi-detatched,926
285,2001,E02003581,2001 super output areas - middle layer,305,Whole house or bungalow - terraced,1508
286,2001,E02003581,2001 super output areas - middle layer,305,"Flat, maisonette or apartment - in a purpose built block of flats or tenement",567
287,2001,E02003581,2001 super output areas - middle layer,305,"Flat, maisonette or apartment - part of a converted or shared house (includes bed-sit)",275
288,2001,E02003581,2001 super output areas - middle layer,305,"Flat, maisonette or apartment - in a commercial building",121
289,2001,E02003581,2001 super output areas - middle layer,305,Caravan or other mobile or temporary structure,4
290,2001,E02003582,2001 super output areas - middle layer,305,All household spaces - with residents,3194
291,2001,E02003582,2001 super output areas - middle layer,305,All household spaces - with no residents - vacant,56
