,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C_INDGPUK11_NAME,OBS_VALUE
1074,2001,E02001653,2001 super output areas - middle layer,305,J Financial Intermediation,56
1075,2001,E02001653,2001 super output areas - middle layer,305,"K Real estate,renting and business activities",167
1076,2001,E02001653,2001 super output areas - middle layer,305,"L Public administration and defence, social security",60
1077,2001,E02001653,2001 super output areas - middle layer,305,M Education,128
1078,2001,E02001653,2001 super output areas - middle layer,305,N Health and social work,238
1079,2001,E02001653,2001 super output areas - middle layer,305,"O,P,Q Other",112
1080,2001,E02001654,2001 super output areas - middle layer,305,All categories: Industry,3039
1081,2001,E02001654,2001 super output areas - middle layer,305,"A Agriculture, hunting, forestry",17
1082,2001,E02001654,2001 super output areas - middle layer,305,B Fishing,0
1083,2001,E02001654,2001 super output areas - middle layer,305,C Mining and quarrying,5
1084,2001,E02001654,2001 super output areas - middle layer,305,D Manufacturing,608
1085,2001,E02001654,2001 super output areas - middle layer,305,"E Electricity, gas and water supply",22
1086,2001,E02001654,2001 super output areas - middle layer,305,F Constructiion,304
1087,2001,E02001654,2001 super output areas - middle layer,305,"G Wholesale and retail trade, repair of motor vehicles",600
1088,2001,E02001654,2001 super output areas - middle layer,305,H Hotels and restaurants,105
1089,2001,E02001654,2001 super output areas - middle layer,305,I Transport storage and communications,189
1090,2001,E02001654,2001 super output areas - middle layer,305,J Financial Intermediation,163
1091,2001,E02001654,2001 super output areas - middle layer,305,"K Real estate,renting and business activities",274
1092,2001,E02001654,2001 super output areas - middle layer,305,"L Public administration and defence, social security",153
1093,2001,E02001654,2001 super output areas - middle layer,305,M Education,184
1094,2001,E02001654,2001 super output areas - middle layer,305,N Health and social work,302
1095,2001,E02001654,2001 super output areas - middle layer,305,"O,P,Q Other",113
1096,2001,E02001655,2001 super output areas - middle layer,305,All categories: Industry,3127
1097,2001,E02001655,2001 super output areas - middle layer,305,"A Agriculture, hunting, forestry",11
1098,2001,E02001655,2001 super output areas - middle layer,305,B Fishing,0
1099,2001,E02001655,2001 super output areas - middle layer,305,C Mining and quarrying,7
1100,2001,E02001655,2001 super output areas - middle layer,305,D Manufacturing,589
1101,2001,E02001655,2001 super output areas - middle layer,305,"E Electricity, gas and water supply",21
1102,2001,E02001655,2001 super output areas - middle layer,305,F Constructiion,277
1103,2001,E02001655,2001 super output areas - middle layer,305,"G Wholesale and retail trade, repair of motor vehicles",653
1104,2001,E02001655,2001 super output areas - middle layer,305,H Hotels and restaurants,133
1105,2001,E02001655,2001 super output areas - middle layer,305,I Transport storage and communications,233
1106,2001,E02001655,2001 super output areas - middle layer,305,J Financial Intermediation,102
1107,2001,E02001655,2001 super output areas - middle layer,305,"K Real estate,renting and business activities",271
1108,2001,E02001655,2001 super output areas - middle layer,305,"L Public administration and defence, social security",141
1109,2001,E02001655,2001 super output areas - middle layer,305,M Education,185
1110,2001,E02001655,2001 super output areas - middle layer,305,N Health and social work,376
1111,2001,E02001655,2001 super output areas - middle layer,305,"O,P,Q Other",128
1112,2001,E02001656,2001 super output areas - middle layer,305,All categories: Industry,3678
1113,2001,E02001656,2001 super output areas - middle layer,305,"A Agriculture, hunting, forestry",11
1114,2001,E02001656,2001 super output areas - middle layer,305,B Fishing,0
1115,2001,E02001656,2001 super output areas - middle layer,305,C Mining and quarrying,3
1116,2001,E02001656,2001 super output areas - middle layer,305,D Manufacturing,293
1117,2001,E02001656,2001 super output areas - middle layer,305,"E Electricity, gas and water supply",15
1118,2001,E02001656,2001 super output areas - middle layer,305,F Constructiion,122
1119,2001,E02001656,2001 super output areas - middle layer,305,"G Wholesale and retail trade, repair of motor vehicles",459
1120,2001,E02001656,2001 super output areas - middle layer,305,H Hotels and restaurants,243
1121,2001,E02001656,2001 super output areas - middle layer,305,I Transport storage and communications,132
1122,2001,E02001656,2001 super output areas - middle layer,305,J Financial Intermediation,182
1123,2001,E02001656,2001 super output areas - middle layer,305,"K Real estate,renting and business activities",543
1124,2001,E02001656,2001 super output areas - middle layer,305,"L Public administration and defence, social security",268
1125,2001,E02001656,2001 super output areas - middle layer,305,M Education,673
1126,2001,E02001656,2001 super output areas - middle layer,305,N Health and social work,539
1127,2001,E02001656,2001 super output areas - middle layer,305,"O,P,Q Other",195
1128,2001,E02001657,2001 super output areas - middle layer,305,All categories: Industry,4829
1129,2001,E02001657,2001 super output areas - middle layer,305,"A Agriculture, hunting, forestry",18
1130,2001,E02001657,2001 super output areas - middle layer,305,B Fishing,0
1131,2001,E02001657,2001 super output areas - middle layer,305,C Mining and quarrying,5
1132,2001,E02001657,2001 super output areas - middle layer,305,D Manufacturing,451
1133,2001,E02001657,2001 super output areas - middle layer,305,"E Electricity, gas and water supply",24
1134,2001,E02001657,2001 super output areas - middle layer,305,F Constructiion,215
1135,2001,E02001657,2001 super output areas - middle layer,305,"G Wholesale and retail trade, repair of motor vehicles",567
1136,2001,E02001657,2001 super output areas - middle layer,305,H Hotels and restaurants,209
1137,2001,E02001657,2001 super output areas - middle layer,305,I Transport storage and communications,181
1138,2001,E02001657,2001 super output areas - middle layer,305,J Financial Intermediation,251
1139,2001,E02001657,2001 super output areas - middle layer,305,"K Real estate,renting and business activities",696
1140,2001,E02001657,2001 super output areas - middle layer,305,"L Public administration and defence, social security",348
1141,2001,E02001657,2001 super output areas - middle layer,305,M Education,871
1142,2001,E02001657,2001 super output areas - middle layer,305,N Health and social work,764
1143,2001,E02001657,2001 super output areas - middle layer,305,"O,P,Q Other",229
1144,2001,E02001658,2001 super output areas - middle layer,305,All categories: Industry,1854
1145,2001,E02001658,2001 super output areas - middle layer,305,"A Agriculture, hunting, forestry",3
1146,2001,E02001658,2001 super output areas - middle layer,305,B Fishing,0
1147,2001,E02001658,2001 super output areas - middle layer,305,C Mining and quarrying,3
1148,2001,E02001658,2001 super output areas - middle layer,305,D Manufacturing,383
1149,2001,E02001658,2001 super output areas - middle layer,305,"E Electricity, gas and water supply",4
1150,2001,E02001658,2001 super output areas - middle layer,305,F Constructiion,189
1151,2001,E02001658,2001 super output areas - middle layer,305,"G Wholesale and retail trade, repair of motor vehicles",373
1152,2001,E02001658,2001 super output areas - middle layer,305,H Hotels and restaurants,135
1153,2001,E02001658,2001 super output areas - middle layer,305,I Transport storage and communications,118
1154,2001,E02001658,2001 super output areas - middle layer,305,J Financial Intermediation,40
1155,2001,E02001658,2001 super output areas - middle layer,305,"K Real estate,renting and business activities",151
1156,2001,E02001658,2001 super output areas - middle layer,305,"L Public administration and defence, social security",61
1157,2001,E02001658,2001 super output areas - middle layer,305,M Education,116
1158,2001,E02001658,2001 super output areas - middle layer,305,N Health and social work,204
1159,2001,E02001658,2001 super output areas - middle layer,305,"O,P,Q Other",74
1160,2001,E02001659,2001 super output areas - middle layer,305,All categories: Industry,2426
1161,2001,E02001659,2001 super output areas - middle layer,305,"A Agriculture, hunting, forestry",13
1162,2001,E02001659,2001 super output areas - middle layer,305,B Fishing,0
1163,2001,E02001659,2001 super output areas - middle layer,305,C Mining and quarrying,10
1164,2001,E02001659,2001 super output areas - middle layer,305,D Manufacturing,464
1165,2001,E02001659,2001 super output areas - middle layer,305,"E Electricity, gas and water supply",10
1166,2001,E02001659,2001 super output areas - middle layer,305,F Constructiion,246
1167,2001,E02001659,2001 super output areas - middle layer,305,"G Wholesale and retail trade, repair of motor vehicles",507
1168,2001,E02001659,2001 super output areas - middle layer,305,H Hotels and restaurants,127
1169,2001,E02001659,2001 super output areas - middle layer,305,I Transport storage and communications,155
1170,2001,E02001659,2001 super output areas - middle layer,305,J Financial Intermediation,80
1171,2001,E02001659,2001 super output areas - middle layer,305,"K Real estate,renting and business activities",199
1172,2001,E02001659,2001 super output areas - middle layer,305,"L Public administration and defence, social security",102
1173,2001,E02001659,2001 super output areas - middle layer,305,M Education,142
1174,2001,E02001659,2001 super output areas - middle layer,305,N Health and social work,273
1175,2001,E02001659,2001 super output areas - middle layer,305,"O,P,Q Other",98
1176,2001,E02001660,2001 super output areas - middle layer,305,All categories: Industry,4274
1177,2001,E02001660,2001 super output areas - middle layer,305,"A Agriculture, hunting, forestry",11
1178,2001,E02001660,2001 super output areas - middle layer,305,B Fishing,0
1179,2001,E02001660,2001 super output areas - middle layer,305,C Mining and quarrying,0
1180,2001,E02001660,2001 super output areas - middle layer,305,D Manufacturing,340
1181,2001,E02001660,2001 super output areas - middle layer,305,"E Electricity, gas and water supply",6
1182,2001,E02001660,2001 super output areas - middle layer,305,F Constructiion,138
1183,2001,E02001660,2001 super output areas - middle layer,305,"G Wholesale and retail trade, repair of motor vehicles",459
1184,2001,E02001660,2001 super output areas - middle layer,305,H Hotels and restaurants,247
1185,2001,E02001660,2001 super output areas - middle layer,305,I Transport storage and communications,206
1186,2001,E02001660,2001 super output areas - middle layer,305,J Financial Intermediation,182
1187,2001,E02001660,2001 super output areas - middle layer,305,"K Real estate,renting and business activities",623
1188,2001,E02001660,2001 super output areas - middle layer,305,"L Public administration and defence, social security",303
1189,2001,E02001660,2001 super output areas - middle layer,305,M Education,778
1190,2001,E02001660,2001 super output areas - middle layer,305,N Health and social work,719
1191,2001,E02001660,2001 super output areas - middle layer,305,"O,P,Q Other",262
1192,2001,E02001661,2001 super output areas - middle layer,305,All categories: Industry,2985
1193,2001,E02001661,2001 super output areas - middle layer,305,"A Agriculture, hunting, forestry",21
1194,2001,E02001661,2001 super output areas - middle layer,305,B Fishing,0
1195,2001,E02001661,2001 super output areas - middle layer,305,C Mining and quarrying,3
1196,2001,E02001661,2001 super output areas - middle layer,305,D Manufacturing,452
1197,2001,E02001661,2001 super output areas - middle layer,305,"E Electricity, gas and water supply",8
1198,2001,E02001661,2001 super output areas - middle layer,305,F Constructiion,234
1199,2001,E02001661,2001 super output areas - middle layer,305,"G Wholesale and retail trade, repair of motor vehicles",500
1200,2001,E02001661,2001 super output areas - middle layer,305,H Hotels and restaurants,201
1201,2001,E02001661,2001 super output areas - middle layer,305,I Transport storage and communications,190
1202,2001,E02001661,2001 super output areas - middle layer,305,J Financial Intermediation,107
1203,2001,E02001661,2001 super output areas - middle layer,305,"K Real estate,renting and business activities",277
1204,2001,E02001661,2001 super output areas - middle layer,305,"L Public administration and defence, social security",141
1205,2001,E02001661,2001 super output areas - middle layer,305,M Education,239
1206,2001,E02001661,2001 super output areas - middle layer,305,N Health and social work,467
1207,2001,E02001661,2001 super output areas - middle layer,305,"O,P,Q Other",145
1208,2001,E02001662,2001 super output areas - middle layer,305,All categories: Industry,3276
1209,2001,E02001662,2001 super output areas - middle layer,305,"A Agriculture, hunting, forestry",18
1210,2001,E02001662,2001 super output areas - middle layer,305,B Fishing,0
1211,2001,E02001662,2001 super output areas - middle layer,305,C Mining and quarrying,3
1212,2001,E02001662,2001 super output areas - middle layer,305,D Manufacturing,610
1213,2001,E02001662,2001 super output areas - middle layer,305,"E Electricity, gas and water supply",18
1214,2001,E02001662,2001 super output areas - middle layer,305,F Constructiion,296
1215,2001,E02001662,2001 super output areas - middle layer,305,"G Wholesale and retail trade, repair of motor vehicles",666
1216,2001,E02001662,2001 super output areas - middle layer,305,H Hotels and restaurants,142
1217,2001,E02001662,2001 super output areas - middle layer,305,I Transport storage and communications,223
1218,2001,E02001662,2001 super output areas - middle layer,305,J Financial Intermediation,116
1219,2001,E02001662,2001 super output areas - middle layer,305,"K Real estate,renting and business activities",277
1220,2001,E02001662,2001 super output areas - middle layer,305,"L Public administration and defence, social security",156
1221,2001,E02001662,2001 super output areas - middle layer,305,M Education,219
1222,2001,E02001662,2001 super output areas - middle layer,305,N Health and social work,383
1223,2001,E02001662,2001 super output areas - middle layer,305,"O,P,Q Other",149
1224,2001,E02001663,2001 super output areas - middle layer,305,All categories: Industry,3720
1225,2001,E02001663,2001 super output areas - middle layer,305,"A Agriculture, hunting, forestry",12
1226,2001,E02001663,2001 super output areas - middle layer,305,B Fishing,0
1227,2001,E02001663,2001 super output areas - middle layer,305,C Mining and quarrying,5
1228,2001,E02001663,2001 super output areas - middle layer,305,D Manufacturing,413
1229,2001,E02001663,2001 super output areas - middle layer,305,"E Electricity, gas and water supply",17
1230,2001,E02001663,2001 super output areas - middle layer,305,F Constructiion,233
1231,2001,E02001663,2001 super output areas - middle layer,305,"G Wholesale and retail trade, repair of motor vehicles",526
1232,2001,E02001663,2001 super output areas - middle layer,305,H Hotels and restaurants,170
1233,2001,E02001663,2001 super output areas - middle layer,305,I Transport storage and communications,216
1234,2001,E02001663,2001 super output areas - middle layer,305,J Financial Intermediation,179
1235,2001,E02001663,2001 super output areas - middle layer,305,"K Real estate,renting and business activities",410
1236,2001,E02001663,2001 super output areas - middle layer,305,"L Public administration and defence, social security",223
1237,2001,E02001663,2001 super output areas - middle layer,305,M Education,511
1238,2001,E02001663,2001 super output areas - middle layer,305,N Health and social work,604
1239,2001,E02001663,2001 super output areas - middle layer,305,"O,P,Q Other",201
1240,2001,E02001664,2001 super output areas - middle layer,305,All categories: Industry,2789
1241,2001,E02001664,2001 super output areas - middle layer,305,"A Agriculture, hunting, forestry",7
1242,2001,E02001664,2001 super output areas - middle layer,305,B Fishing,0
1243,2001,E02001664,2001 super output areas - middle layer,305,C Mining and quarrying,4
1244,2001,E02001664,2001 super output areas - middle layer,305,D Manufacturing,516
1245,2001,E02001664,2001 super output areas - middle layer,305,"E Electricity, gas and water supply",21
1246,2001,E02001664,2001 super output areas - middle layer,305,F Constructiion,263
1247,2001,E02001664,2001 super output areas - middle layer,305,"G Wholesale and retail trade, repair of motor vehicles",495
1248,2001,E02001664,2001 super output areas - middle layer,305,H Hotels and restaurants,115
1249,2001,E02001664,2001 super output areas - middle layer,305,I Transport storage and communications,186
1250,2001,E02001664,2001 super output areas - middle layer,305,J Financial Intermediation,131
1251,2001,E02001664,2001 super output areas - middle layer,305,"K Real estate,renting and business activities",263
1252,2001,E02001664,2001 super output areas - middle layer,305,"L Public administration and defence, social security",155
1253,2001,E02001664,2001 super output areas - middle layer,305,M Education,209
1254,2001,E02001664,2001 super output areas - middle layer,305,N Health and social work,314
1255,2001,E02001664,2001 super output areas - middle layer,305,"O,P,Q Other",110
1256,2001,E02001665,2001 super output areas - middle layer,305,All categories: Industry,4438
1257,2001,E02001665,2001 super output areas - middle layer,305,"A Agriculture, hunting, forestry",18
1258,2001,E02001665,2001 super output areas - middle layer,305,B Fishing,0
1259,2001,E02001665,2001 super output areas - middle layer,305,C Mining and quarrying,4
1260,2001,E02001665,2001 super output areas - middle layer,305,D Manufacturing,438
1261,2001,E02001665,2001 super output areas - middle layer,305,"E Electricity, gas and water supply",20
1262,2001,E02001665,2001 super output areas - middle layer,305,F Constructiion,181
1263,2001,E02001665,2001 super output areas - middle layer,305,"G Wholesale and retail trade, repair of motor vehicles",561
1264,2001,E02001665,2001 super output areas - middle layer,305,H Hotels and restaurants,155
1265,2001,E02001665,2001 super output areas - middle layer,305,I Transport storage and communications,143
1266,2001,E02001665,2001 super output areas - middle layer,305,J Financial Intermediation,236
1267,2001,E02001665,2001 super output areas - middle layer,305,"K Real estate,renting and business activities",609
1268,2001,E02001665,2001 super output areas - middle layer,305,"L Public administration and defence, social security",342
1269,2001,E02001665,2001 super output areas - middle layer,305,M Education,859
1270,2001,E02001665,2001 super output areas - middle layer,305,N Health and social work,694
1271,2001,E02001665,2001 super output areas - middle layer,305,"O,P,Q Other",178
1272,2001,E02001666,2001 super output areas - middle layer,305,All categories: Industry,2607
1273,2001,E02001666,2001 super output areas - middle layer,305,"A Agriculture, hunting, forestry",11
1274,2001,E02001666,2001 super output areas - middle layer,305,B Fishing,0
1275,2001,E02001666,2001 super output areas - middle layer,305,C Mining and quarrying,5
1276,2001,E02001666,2001 super output areas - middle layer,305,D Manufacturing,540
1277,2001,E02001666,2001 super output areas - middle layer,305,"E Electricity, gas and water supply",12
1278,2001,E02001666,2001 super output areas - middle layer,305,F Constructiion,224
1279,2001,E02001666,2001 super output areas - middle layer,305,"G Wholesale and retail trade, repair of motor vehicles",571
1280,2001,E02001666,2001 super output areas - middle layer,305,H Hotels and restaurants,112
1281,2001,E02001666,2001 super output areas - middle layer,305,I Transport storage and communications,185
1282,2001,E02001666,2001 super output areas - middle layer,305,J Financial Intermediation,101
1283,2001,E02001666,2001 super output areas - middle layer,305,"K Real estate,renting and business activities",219
1284,2001,E02001666,2001 super output areas - middle layer,305,"L Public administration and defence, social security",104
1285,2001,E02001666,2001 super output areas - middle layer,305,M Education,125
1286,2001,E02001666,2001 super output areas - middle layer,305,N Health and social work,277
1287,2001,E02001666,2001 super output areas - middle layer,305,"O,P,Q Other",121
1288,2001,E02001667,2001 super output areas - middle layer,305,All categories: Industry,3192
1289,2001,E02001667,2001 super output areas - middle layer,305,"A Agriculture, hunting, forestry",10
1290,2001,E02001667,2001 super output areas - middle layer,305,B Fishing,0
1291,2001,E02001667,2001 super output areas - middle layer,305,C Mining and quarrying,3
1292,2001,E02001667,2001 super output areas - middle layer,305,D Manufacturing,603
1293,2001,E02001667,2001 super output areas - middle layer,305,"E Electricity, gas and water supply",19
1294,2001,E02001667,2001 super output areas - middle layer,305,F Constructiion,329
1295,2001,E02001667,2001 super output areas - middle layer,305,"G Wholesale and retail trade, repair of motor vehicles",621
1296,2001,E02001667,2001 super output areas - middle layer,305,H Hotels and restaurants,117
1297,2001,E02001667,2001 super output areas - middle layer,305,I Transport storage and communications,232
1298,2001,E02001667,2001 super output areas - middle layer,305,J Financial Intermediation,120
1299,2001,E02001667,2001 super output areas - middle layer,305,"K Real estate,renting and business activities",263
1300,2001,E02001667,2001 super output areas - middle layer,305,"L Public administration and defence, social security",161
1301,2001,E02001667,2001 super output areas - middle layer,305,M Education,223
1302,2001,E02001667,2001 super output areas - middle layer,305,N Health and social work,349
1303,2001,E02001667,2001 super output areas - middle layer,305,"O,P,Q Other",142
1304,2001,E02001668,2001 super output areas - middle layer,305,All categories: Industry,2216
1305,2001,E02001668,2001 super output areas - middle layer,305,"A Agriculture, hunting, forestry",7
1306,2001,E02001668,2001 super output areas - middle layer,305,B Fishing,0
1307,2001,E02001668,2001 super output areas - middle layer,305,C Mining and quarrying,3
1308,2001,E02001668,2001 super output areas - middle layer,305,D Manufacturing,436
1309,2001,E02001668,2001 super output areas - middle layer,305,"E Electricity, gas and water supply",10
1310,2001,E02001668,2001 super output areas - middle layer,305,F Constructiion,188
1311,2001,E02001668,2001 super output areas - middle layer,305,"G Wholesale and retail trade, repair of motor vehicles",515
1312,2001,E02001668,2001 super output areas - middle layer,305,H Hotels and restaurants,120
1313,2001,E02001668,2001 super output areas - middle layer,305,I Transport storage and communications,165
1314,2001,E02001668,2001 super output areas - middle layer,305,J Financial Intermediation,59
1315,2001,E02001668,2001 super output areas - middle layer,305,"K Real estate,renting and business activities",156
1316,2001,E02001668,2001 super output areas - middle layer,305,"L Public administration and defence, social security",85
1317,2001,E02001668,2001 super output areas - middle layer,305,M Education,124
1318,2001,E02001668,2001 super output areas - middle layer,305,N Health and social work,245
1319,2001,E02001668,2001 super output areas - middle layer,305,"O,P,Q Other",103
1320,2001,E02001669,2001 super output areas - middle layer,305,All categories: Industry,3940
1321,2001,E02001669,2001 super output areas - middle layer,305,"A Agriculture, hunting, forestry",14
1322,2001,E02001669,2001 super output areas - middle layer,305,B Fishing,0
1323,2001,E02001669,2001 super output areas - middle layer,305,C Mining and quarrying,4
1324,2001,E02001669,2001 super output areas - middle layer,305,D Manufacturing,530
1325,2001,E02001669,2001 super output areas - middle layer,305,"E Electricity, gas and water supply",14
1326,2001,E02001669,2001 super output areas - middle layer,305,F Constructiion,304
1327,2001,E02001669,2001 super output areas - middle layer,305,"G Wholesale and retail trade, repair of motor vehicles",686
1328,2001,E02001669,2001 super output areas - middle layer,305,H Hotels and restaurants,178
1329,2001,E02001669,2001 super output areas - middle layer,305,I Transport storage and communications,230
1330,2001,E02001669,2001 super output areas - middle layer,305,J Financial Intermediation,199
1331,2001,E02001669,2001 super output areas - middle layer,305,"K Real estate,renting and business activities",395
1332,2001,E02001669,2001 super output areas - middle layer,305,"L Public administration and defence, social security",275
1333,2001,E02001669,2001 super output areas - middle layer,305,M Education,392
1334,2001,E02001669,2001 super output areas - middle layer,305,N Health and social work,529
1335,2001,E02001669,2001 super output areas - middle layer,305,"O,P,Q Other",190
1336,2001,E02001670,2001 super output areas - middle layer,305,All categories: Industry,2119
1337,2001,E02001670,2001 super output areas - middle layer,305,"A Agriculture, hunting, forestry",9
1338,2001,E02001670,2001 super output areas - middle layer,305,B Fishing,0
1339,2001,E02001670,2001 super output areas - middle layer,305,C Mining and quarrying,0
1340,2001,E02001670,2001 super output areas - middle layer,305,D Manufacturing,386
1341,2001,E02001670,2001 super output areas - middle layer,305,"E Electricity, gas and water supply",9
1342,2001,E02001670,2001 super output areas - middle layer,305,F Constructiion,218
1343,2001,E02001670,2001 super output areas - middle layer,305,"G Wholesale and retail trade, repair of motor vehicles",434
1344,2001,E02001670,2001 super output areas - middle layer,305,H Hotels and restaurants,119
1345,2001,E02001670,2001 super output areas - middle layer,305,I Transport storage and communications,140
1346,2001,E02001670,2001 super output areas - middle layer,305,J Financial Intermediation,54
1347,2001,E02001670,2001 super output areas - middle layer,305,"K Real estate,renting and business activities",196
1348,2001,E02001670,2001 super output areas - middle layer,305,"L Public administration and defence, social security",75
1349,2001,E02001670,2001 super output areas - middle layer,305,M Education,106
1350,2001,E02001670,2001 super output areas - middle layer,305,N Health and social work,268
1351,2001,E02001670,2001 super output areas - middle layer,305,"O,P,Q Other",105
1352,2001,E02001671,2001 super output areas - middle layer,305,All categories: Industry,3032
1353,2001,E02001671,2001 super output areas - middle layer,305,"A Agriculture, hunting, forestry",8
1354,2001,E02001671,2001 super output areas - middle layer,305,B Fishing,0
1355,2001,E02001671,2001 super output areas - middle layer,305,C Mining and quarrying,4
1356,2001,E02001671,2001 super output areas - middle layer,305,D Manufacturing,530
1357,2001,E02001671,2001 super output areas - middle layer,305,"E Electricity, gas and water supply",18
1358,2001,E02001671,2001 super output areas - middle layer,305,F Constructiion,250
1359,2001,E02001671,2001 super output areas - middle layer,305,"G Wholesale and retail trade, repair of motor vehicles",567
1360,2001,E02001671,2001 super output areas - middle layer,305,H Hotels and restaurants,123
1361,2001,E02001671,2001 super output areas - middle layer,305,I Transport storage and communications,194
1362,2001,E02001671,2001 super output areas - middle layer,305,J Financial Intermediation,213
1363,2001,E02001671,2001 super output areas - middle layer,305,"K Real estate,renting and business activities",292
1364,2001,E02001671,2001 super output areas - middle layer,305,"L Public administration and defence, social security",175
1365,2001,E02001671,2001 super output areas - middle layer,305,M Education,216
1366,2001,E02001671,2001 super output areas - middle layer,305,N Health and social work,320
1367,2001,E02001671,2001 super output areas - middle layer,305,"O,P,Q Other",122
1368,2001,E02001672,2001 super output areas - middle layer,305,All categories: Industry,2556
1369,2001,E02001672,2001 super output areas - middle layer,305,"A Agriculture, hunting, forestry",16
1370,2001,E02001672,2001 super output areas - middle layer,305,B Fishing,0
1371,2001,E02001672,2001 super output areas - middle layer,305,C Mining and quarrying,5
1372,2001,E02001672,2001 super output areas - middle layer,305,D Manufacturing,437
1373,2001,E02001672,2001 super output areas - middle layer,305,"E Electricity, gas and water supply",17
1374,2001,E02001672,2001 super output areas - middle layer,305,F Constructiion,240
1375,2001,E02001672,2001 super output areas - middle layer,305,"G Wholesale and retail trade, repair of motor vehicles",500
1376,2001,E02001672,2001 super output areas - middle layer,305,H Hotels and restaurants,92
1377,2001,E02001672,2001 super output areas - middle layer,305,I Transport storage and communications,171
1378,2001,E02001672,2001 super output areas - middle layer,305,J Financial Intermediation,120
1379,2001,E02001672,2001 super output areas - middle layer,305,"K Real estate,renting and business activities",213
1380,2001,E02001672,2001 super output areas - middle layer,305,"L Public administration and defence, social security",163
1381,2001,E02001672,2001 super output areas - middle layer,305,M Education,167
1382,2001,E02001672,2001 super output areas - middle layer,305,N Health and social work,313
1383,2001,E02001672,2001 super output areas - middle layer,305,"O,P,Q Other",102
1384,2001,E02001673,2001 super output areas - middle layer,305,All categories: Industry,3355
1385,2001,E02001673,2001 super output areas - middle layer,305,"A Agriculture, hunting, forestry",9
1386,2001,E02001673,2001 super output areas - middle layer,305,B Fishing,0
1387,2001,E02001673,2001 super output areas - middle layer,305,C Mining and quarrying,9
1388,2001,E02001673,2001 super output areas - middle layer,305,D Manufacturing,595
1389,2001,E02001673,2001 super output areas - middle layer,305,"E Electricity, gas and water supply",23
1390,2001,E02001673,2001 super output areas - middle layer,305,F Constructiion,261
1391,2001,E02001673,2001 super output areas - middle layer,305,"G Wholesale and retail trade, repair of motor vehicles",635
1392,2001,E02001673,2001 super output areas - middle layer,305,H Hotels and restaurants,123
1393,2001,E02001673,2001 super output areas - middle layer,305,I Transport storage and communications,212
1394,2001,E02001673,2001 super output areas - middle layer,305,J Financial Intermediation,247
1395,2001,E02001673,2001 super output areas - middle layer,305,"K Real estate,renting and business activities",336
1396,2001,E02001673,2001 super output areas - middle layer,305,"L Public administration and defence, social security",216
1397,2001,E02001673,2001 super output areas - middle layer,305,M Education,196
1398,2001,E02001673,2001 super output areas - middle layer,305,N Health and social work,355
1399,2001,E02001673,2001 super output areas - middle layer,305,"O,P,Q Other",138
1400,2001,E02001674,2001 super output areas - middle layer,305,All categories: Industry,4266
1401,2001,E02001674,2001 super output areas - middle layer,305,"A Agriculture, hunting, forestry",18
1402,2001,E02001674,2001 super output areas - middle layer,305,B Fishing,0
1403,2001,E02001674,2001 super output areas - middle layer,305,C Mining and quarrying,7
1404,2001,E02001674,2001 super output areas - middle layer,305,D Manufacturing,637
1405,2001,E02001674,2001 super output areas - middle layer,305,"E Electricity, gas and water supply",21
1406,2001,E02001674,2001 super output areas - middle layer,305,F Constructiion,398
1407,2001,E02001674,2001 super output areas - middle layer,305,"G Wholesale and retail trade, repair of motor vehicles",708
1408,2001,E02001674,2001 super output areas - middle layer,305,H Hotels and restaurants,157
1409,2001,E02001674,2001 super output areas - middle layer,305,I Transport storage and communications,235
1410,2001,E02001674,2001 super output areas - middle layer,305,J Financial Intermediation,197
1411,2001,E02001674,2001 super output areas - middle layer,305,"K Real estate,renting and business activities",467
1412,2001,E02001674,2001 super output areas - middle layer,305,"L Public administration and defence, social security",274
1413,2001,E02001674,2001 super output areas - middle layer,305,M Education,417
1414,2001,E02001674,2001 super output areas - middle layer,305,N Health and social work,513
1415,2001,E02001674,2001 super output areas - middle layer,305,"O,P,Q Other",217
1416,2001,E02001675,2001 super output areas - middle layer,305,All categories: Industry,4212
1417,2001,E02001675,2001 super output areas - middle layer,305,"A Agriculture, hunting, forestry",7
1418,2001,E02001675,2001 super output areas - middle layer,305,B Fishing,0
1419,2001,E02001675,2001 super output areas - middle layer,305,C Mining and quarrying,13
1420,2001,E02001675,2001 super output areas - middle layer,305,D Manufacturing,812
1421,2001,E02001675,2001 super output areas - middle layer,305,"E Electricity, gas and water supply",25
1422,2001,E02001675,2001 super output areas - middle layer,305,F Constructiion,334
1423,2001,E02001675,2001 super output areas - middle layer,305,"G Wholesale and retail trade, repair of motor vehicles",860
1424,2001,E02001675,2001 super output areas - middle layer,305,H Hotels and restaurants,185
1425,2001,E02001675,2001 super output areas - middle layer,305,I Transport storage and communications,314
1426,2001,E02001675,2001 super output areas - middle layer,305,J Financial Intermediation,178
1427,2001,E02001675,2001 super output areas - middle layer,305,"K Real estate,renting and business activities",381
1428,2001,E02001675,2001 super output areas - middle layer,305,"L Public administration and defence, social security",216
1429,2001,E02001675,2001 super output areas - middle layer,305,M Education,236
1430,2001,E02001675,2001 super output areas - middle layer,305,N Health and social work,451
1431,2001,E02001675,2001 super output areas - middle layer,305,"O,P,Q Other",200
1432,2001,E02001676,2001 super output areas - middle layer,305,All categories: Industry,2912
