,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,CELL_NAME,OBS_VALUE
0,2001,E02002661,2001 super output areas - middle layer,305,Age 85 to 89,88.0
1,2001,E02002661,2001 super output areas - middle layer,305,Age 90 and over,12.0
2,2001,E02002661,2001 super output areas - middle layer,305,Mean Age,40.32
3,2001,E02002661,2001 super output areas - middle layer,305,Median Age,40.0
4,2001,E02002662,2001 super output areas - middle layer,305,All usual residents,7649.0
5,2001,E02002662,2001 super output areas - middle layer,305,Age 0 to 4,346.0
6,2001,E02002662,2001 super output areas - middle layer,305,Age 5 to 7,269.0
7,2001,E02002662,2001 super output areas - middle layer,305,Age 8 to 9,180.0
8,2001,E02002662,2001 super output areas - middle layer,305,Age 10 to 14,533.0
9,2001,E02002662,2001 super output areas - middle layer,305,Age 15,103.0
10,2001,E02002662,2001 super output areas - middle layer,305,Age 16 to 17,187.0
11,2001,E02002662,2001 super output areas - middle layer,305,Age 18 to 19,161.0
12,2001,E02002662,2001 super output areas - middle layer,305,Age 20 to 24,305.0
13,2001,E02002662,2001 super output areas - middle layer,305,Age 25 to 29,359.0
14,2001,E02002662,2001 super output areas - middle layer,305,Age 30 to 44,1407.0
15,2001,E02002662,2001 super output areas - middle layer,305,Age 45 to 59,1296.0
16,2001,E02002662,2001 super output areas - middle layer,305,Age 60 to 64,475.0
17,2001,E02002662,2001 super output areas - middle layer,305,Age 65 to 74,1091.0
18,2001,E02002662,2001 super output areas - middle layer,305,Age 75 to 84,747.0
19,2001,E02002662,2001 super output areas - middle layer,305,Age 85 to 89,140.0
20,2001,E02002662,2001 super output areas - middle layer,305,Age 90 and over,50.0
21,2001,E02002662,2001 super output areas - middle layer,305,Mean Age,43.75
22,2001,E02002662,2001 super output areas - middle layer,305,Median Age,44.0
23,2001,E02002663,2001 super output areas - middle layer,305,All usual residents,6238.0
24,2001,E02002663,2001 super output areas - middle layer,305,Age 0 to 4,249.0
25,2001,E02002663,2001 super output areas - middle layer,305,Age 5 to 7,155.0
26,2001,E02002663,2001 super output areas - middle layer,305,Age 8 to 9,120.0
27,2001,E02002663,2001 super output areas - middle layer,305,Age 10 to 14,293.0
28,2001,E02002663,2001 super output areas - middle layer,305,Age 15,70.0
29,2001,E02002663,2001 super output areas - middle layer,305,Age 16 to 17,119.0
30,2001,E02002663,2001 super output areas - middle layer,305,Age 18 to 19,532.0
31,2001,E02002663,2001 super output areas - middle layer,305,Age 20 to 24,1568.0
32,2001,E02002663,2001 super output areas - middle layer,305,Age 25 to 29,380.0
33,2001,E02002663,2001 super output areas - middle layer,305,Age 30 to 44,1014.0
34,2001,E02002663,2001 super output areas - middle layer,305,Age 45 to 59,900.0
35,2001,E02002663,2001 super output areas - middle layer,305,Age 60 to 64,202.0
36,2001,E02002663,2001 super output areas - middle layer,305,Age 65 to 74,335.0
37,2001,E02002663,2001 super output areas - middle layer,305,Age 75 to 84,218.0
38,2001,E02002663,2001 super output areas - middle layer,305,Age 85 to 89,55.0
39,2001,E02002663,2001 super output areas - middle layer,305,Age 90 and over,28.0
40,2001,E02002663,2001 super output areas - middle layer,305,Mean Age,33.21
41,2001,E02002663,2001 super output areas - middle layer,305,Median Age,25.0
42,2001,E02002664,2001 super output areas - middle layer,305,All usual residents,7441.0
43,2001,E02002664,2001 super output areas - middle layer,305,Age 0 to 4,422.0
44,2001,E02002664,2001 super output areas - middle layer,305,Age 5 to 7,291.0
45,2001,E02002664,2001 super output areas - middle layer,305,Age 8 to 9,244.0
46,2001,E02002664,2001 super output areas - middle layer,305,Age 10 to 14,560.0
47,2001,E02002664,2001 super output areas - middle layer,305,Age 15,111.0
48,2001,E02002664,2001 super output areas - middle layer,305,Age 16 to 17,201.0
49,2001,E02002664,2001 super output areas - middle layer,305,Age 18 to 19,174.0
50,2001,E02002664,2001 super output areas - middle layer,305,Age 20 to 24,362.0
51,2001,E02002664,2001 super output areas - middle layer,305,Age 25 to 29,401.0
52,2001,E02002664,2001 super output areas - middle layer,305,Age 30 to 44,1864.0
53,2001,E02002664,2001 super output areas - middle layer,305,Age 45 to 59,1622.0
54,2001,E02002664,2001 super output areas - middle layer,305,Age 60 to 64,338.0
55,2001,E02002664,2001 super output areas - middle layer,305,Age 65 to 74,493.0
56,2001,E02002664,2001 super output areas - middle layer,305,Age 75 to 84,290.0
