,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C_HHCHUK11_NAME,OBS_VALUE
4902,2001,E02002603,2001 super output areas - middle layer,305,Without central heating; with sole use of bath/shower and toilet,152.0
4903,2001,E02002603,2001 super output areas - middle layer,305,With central heating; without sole use of bath/shower and toilet,0.0
4904,2001,E02002603,2001 super output areas - middle layer,305,Lowest floor level - Basement or semi-basement,4.0
4905,2001,E02002603,2001 super output areas - middle layer,305,Lowest floor level - Ground level (street level),2869.0
4906,2001,E02002603,2001 super output areas - middle layer,305,Lowest floor level - first to fourth floor,54.0
4907,2001,E02002603,2001 super output areas - middle layer,305,Lowest floor level - fifth floor or higher,0.0
4908,2001,E02002604,2001 super output areas - middle layer,305,All households,3030.0
4909,2001,E02002604,2001 super output areas - middle layer,305,Average household size,2.56
4910,2001,E02002604,2001 super output areas - middle layer,305,Average number of rooms per household,5.81
4911,2001,E02002604,2001 super output areas - middle layer,305,Occupancy rating of -1 or less,62.0
4912,2001,E02002604,2001 super output areas - middle layer,305,With central heating and sole use of bath/shower and toilet,2928.0
4913,2001,E02002604,2001 super output areas - middle layer,305,Without central heating or sole use of bath/shower and toilet,0.0
4914,2001,E02002604,2001 super output areas - middle layer,305,Without central heating; with sole use of bath/shower and toilet,102.0
4915,2001,E02002604,2001 super output areas - middle layer,305,With central heating; without sole use of bath/shower and toilet,0.0
4916,2001,E02002604,2001 super output areas - middle layer,305,Lowest floor level - Basement or semi-basement,8.0
4917,2001,E02002604,2001 super output areas - middle layer,305,Lowest floor level - Ground level (street level),2980.0
4918,2001,E02002604,2001 super output areas - middle layer,305,Lowest floor level - first to fourth floor,42.0
4919,2001,E02002604,2001 super output areas - middle layer,305,Lowest floor level - fifth floor or higher,0.0
4920,2001,E02002605,2001 super output areas - middle layer,305,All households,3349.0
4921,2001,E02002605,2001 super output areas - middle layer,305,Average household size,2.6
4922,2001,E02002605,2001 super output areas - middle layer,305,Average number of rooms per household,5.51
4923,2001,E02002605,2001 super output areas - middle layer,305,Occupancy rating of -1 or less,123.0
4924,2001,E02002605,2001 super output areas - middle layer,305,With central heating and sole use of bath/shower and toilet,3137.0
4925,2001,E02002605,2001 super output areas - middle layer,305,Without central heating or sole use of bath/shower and toilet,0.0
4926,2001,E02002605,2001 super output areas - middle layer,305,Without central heating; with sole use of bath/shower and toilet,210.0
4927,2001,E02002605,2001 super output areas - middle layer,305,With central heating; without sole use of bath/shower and toilet,3.0
4928,2001,E02002605,2001 super output areas - middle layer,305,Lowest floor level - Basement or semi-basement,4.0
4929,2001,E02002605,2001 super output areas - middle layer,305,Lowest floor level - Ground level (street level),3275.0
4930,2001,E02002605,2001 super output areas - middle layer,305,Lowest floor level - first to fourth floor,69.0
4931,2001,E02002605,2001 super output areas - middle layer,305,Lowest floor level - fifth floor or higher,0.0
4932,2001,E02002606,2001 super output areas - middle layer,305,All households,3747.0
4933,2001,E02002606,2001 super output areas - middle layer,305,Average household size,2.03
4934,2001,E02002606,2001 super output areas - middle layer,305,Average number of rooms per household,4.69
4935,2001,E02002606,2001 super output areas - middle layer,305,Occupancy rating of -1 or less,241.0
4936,2001,E02002606,2001 super output areas - middle layer,305,With central heating and sole use of bath/shower and toilet,2927.0
4937,2001,E02002606,2001 super output areas - middle layer,305,Without central heating or sole use of bath/shower and toilet,3.0
4938,2001,E02002606,2001 super output areas - middle layer,305,Without central heating; with sole use of bath/shower and toilet,804.0
4939,2001,E02002606,2001 super output areas - middle layer,305,With central heating; without sole use of bath/shower and toilet,13.0
4940,2001,E02002606,2001 super output areas - middle layer,305,Lowest floor level - Basement or semi-basement,57.0
4941,2001,E02002606,2001 super output areas - middle layer,305,Lowest floor level - Ground level (street level),3353.0
4942,2001,E02002606,2001 super output areas - middle layer,305,Lowest floor level - first to fourth floor,336.0
4943,2001,E02002606,2001 super output areas - middle layer,305,Lowest floor level - fifth floor or higher,3.0
4944,2001,E02002607,2001 super output areas - middle layer,305,All households,3773.0
4945,2001,E02002607,2001 super output areas - middle layer,305,Average household size,2.05
4946,2001,E02002607,2001 super output areas - middle layer,305,Average number of rooms per household,4.72
4947,2001,E02002607,2001 super output areas - middle layer,305,Occupancy rating of -1 or less,253.0
4948,2001,E02002607,2001 super output areas - middle layer,305,With central heating and sole use of bath/shower and toilet,3327.0
4949,2001,E02002607,2001 super output areas - middle layer,305,Without central heating or sole use of bath/shower and toilet,8.0
4950,2001,E02002607,2001 super output areas - middle layer,305,Without central heating; with sole use of bath/shower and toilet,434.0
4951,2001,E02002607,2001 super output areas - middle layer,305,With central heating; without sole use of bath/shower and toilet,4.0
4952,2001,E02002607,2001 super output areas - middle layer,305,Lowest floor level - Basement or semi-basement,55.0
4953,2001,E02002607,2001 super output areas - middle layer,305,Lowest floor level - Ground level (street level),3337.0
4954,2001,E02002607,2001 super output areas - middle layer,305,Lowest floor level - first to fourth floor,381.0
4955,2001,E02002607,2001 super output areas - middle layer,305,Lowest floor level - fifth floor or higher,0.0
4956,2001,E02002608,2001 super output areas - middle layer,305,All households,3521.0
4957,2001,E02002608,2001 super output areas - middle layer,305,Average household size,2.46
4958,2001,E02002608,2001 super output areas - middle layer,305,Average number of rooms per household,5.74
4959,2001,E02002608,2001 super output areas - middle layer,305,Occupancy rating of -1 or less,84.0
4960,2001,E02002608,2001 super output areas - middle layer,305,With central heating and sole use of bath/shower and toilet,3286.0
4961,2001,E02002608,2001 super output areas - middle layer,305,Without central heating or sole use of bath/shower and toilet,0.0
4962,2001,E02002608,2001 super output areas - middle layer,305,Without central heating; with sole use of bath/shower and toilet,234.0
4963,2001,E02002608,2001 super output areas - middle layer,305,With central heating; without sole use of bath/shower and toilet,0.0
4964,2001,E02002608,2001 super output areas - middle layer,305,Lowest floor level - Basement or semi-basement,12.0
4965,2001,E02002608,2001 super output areas - middle layer,305,Lowest floor level - Ground level (street level),3447.0
4966,2001,E02002608,2001 super output areas - middle layer,305,Lowest floor level - first to fourth floor,62.0
4967,2001,E02002608,2001 super output areas - middle layer,305,Lowest floor level - fifth floor or higher,0.0
4968,2001,E02002609,2001 super output areas - middle layer,305,All households,3345.0
4969,2001,E02002609,2001 super output areas - middle layer,305,Average household size,2.22
4970,2001,E02002609,2001 super output areas - middle layer,305,Average number of rooms per household,4.73
4971,2001,E02002609,2001 super output areas - middle layer,305,Occupancy rating of -1 or less,254.0
4972,2001,E02002609,2001 super output areas - middle layer,305,With central heating and sole use of bath/shower and toilet,2723.0
4973,2001,E02002609,2001 super output areas - middle layer,305,Without central heating or sole use of bath/shower and toilet,3.0
4974,2001,E02002609,2001 super output areas - middle layer,305,Without central heating; with sole use of bath/shower and toilet,611.0
4975,2001,E02002609,2001 super output areas - middle layer,305,With central heating; without sole use of bath/shower and toilet,8.0
4976,2001,E02002609,2001 super output areas - middle layer,305,Lowest floor level - Basement or semi-basement,25.0
4977,2001,E02002609,2001 super output areas - middle layer,305,Lowest floor level - Ground level (street level),3008.0
4978,2001,E02002609,2001 super output areas - middle layer,305,Lowest floor level - first to fourth floor,286.0
4979,2001,E02002609,2001 super output areas - middle layer,305,Lowest floor level - fifth floor or higher,26.0
4980,2001,E02002610,2001 super output areas - middle layer,305,All households,4426.0
4981,2001,E02002610,2001 super output areas - middle layer,305,Average household size,2.36
4982,2001,E02002610,2001 super output areas - middle layer,305,Average number of rooms per household,6.02
4983,2001,E02002610,2001 super output areas - middle layer,305,Occupancy rating of -1 or less,115.0
4984,2001,E02002610,2001 super output areas - middle layer,305,With central heating and sole use of bath/shower and toilet,4088.0
4985,2001,E02002610,2001 super output areas - middle layer,305,Without central heating or sole use of bath/shower and toilet,3.0
4986,2001,E02002610,2001 super output areas - middle layer,305,Without central heating; with sole use of bath/shower and toilet,335.0
4987,2001,E02002610,2001 super output areas - middle layer,305,With central heating; without sole use of bath/shower and toilet,0.0
4988,2001,E02002610,2001 super output areas - middle layer,305,Lowest floor level - Basement or semi-basement,117.0
4989,2001,E02002610,2001 super output areas - middle layer,305,Lowest floor level - Ground level (street level),4105.0
4990,2001,E02002610,2001 super output areas - middle layer,305,Lowest floor level - first to fourth floor,204.0
4991,2001,E02002610,2001 super output areas - middle layer,305,Lowest floor level - fifth floor or higher,0.0
4992,2001,E02002611,2001 super output areas - middle layer,305,All households,3080.0
4993,2001,E02002611,2001 super output areas - middle layer,305,Average household size,2.48
4994,2001,E02002611,2001 super output areas - middle layer,305,Average number of rooms per household,5.91
4995,2001,E02002611,2001 super output areas - middle layer,305,Occupancy rating of -1 or less,56.0
4996,2001,E02002611,2001 super output areas - middle layer,305,With central heating and sole use of bath/shower and toilet,2918.0
4997,2001,E02002611,2001 super output areas - middle layer,305,Without central heating or sole use of bath/shower and toilet,0.0
4998,2001,E02002611,2001 super output areas - middle layer,305,Without central heating; with sole use of bath/shower and toilet,160.0
4999,2001,E02002611,2001 super output areas - middle layer,305,With central heating; without sole use of bath/shower and toilet,0.0
5000,2001,E02002611,2001 super output areas - middle layer,305,Lowest floor level - Basement or semi-basement,20.0
5001,2001,E02002611,2001 super output areas - middle layer,305,Lowest floor level - Ground level (street level),2972.0
5002,2001,E02002611,2001 super output areas - middle layer,305,Lowest floor level - first to fourth floor,88.0
5003,2001,E02002611,2001 super output areas - middle layer,305,Lowest floor level - fifth floor or higher,0.0
5004,2001,E02002612,2001 super output areas - middle layer,305,All households,3960.0
5005,2001,E02002612,2001 super output areas - middle layer,305,Average household size,2.32
5006,2001,E02002612,2001 super output areas - middle layer,305,Average number of rooms per household,5.92
5007,2001,E02002612,2001 super output areas - middle layer,305,Occupancy rating of -1 or less,130.0
5008,2001,E02002612,2001 super output areas - middle layer,305,With central heating and sole use of bath/shower and toilet,3635.0
5009,2001,E02002612,2001 super output areas - middle layer,305,Without central heating or sole use of bath/shower and toilet,0.0
5010,2001,E02002612,2001 super output areas - middle layer,305,Without central heating; with sole use of bath/shower and toilet,321.0
5011,2001,E02002612,2001 super output areas - middle layer,305,With central heating; without sole use of bath/shower and toilet,4.0
5012,2001,E02002612,2001 super output areas - middle layer,305,Lowest floor level - Basement or semi-basement,106.0
5013,2001,E02002612,2001 super output areas - middle layer,305,Lowest floor level - Ground level (street level),3631.0
5014,2001,E02002612,2001 super output areas - middle layer,305,Lowest floor level - first to fourth floor,223.0
5015,2001,E02002612,2001 super output areas - middle layer,305,Lowest floor level - fifth floor or higher,0.0
5016,2001,E02002613,2001 super output areas - middle layer,305,All households,2202.0
5017,2001,E02002613,2001 super output areas - middle layer,305,Average household size,2.64
5018,2001,E02002613,2001 super output areas - middle layer,305,Average number of rooms per household,6.77
5019,2001,E02002613,2001 super output areas - middle layer,305,Occupancy rating of -1 or less,34.0
5020,2001,E02002613,2001 super output areas - middle layer,305,With central heating and sole use of bath/shower and toilet,2100.0
5021,2001,E02002613,2001 super output areas - middle layer,305,Without central heating or sole use of bath/shower and toilet,0.0
5022,2001,E02002613,2001 super output areas - middle layer,305,Without central heating; with sole use of bath/shower and toilet,93.0
5023,2001,E02002613,2001 super output areas - middle layer,305,With central heating; without sole use of bath/shower and toilet,8.0
5024,2001,E02002613,2001 super output areas - middle layer,305,Lowest floor level - Basement or semi-basement,21.0
5025,2001,E02002613,2001 super output areas - middle layer,305,Lowest floor level - Ground level (street level),2146.0
5026,2001,E02002613,2001 super output areas - middle layer,305,Lowest floor level - first to fourth floor,35.0
5027,2001,E02002613,2001 super output areas - middle layer,305,Lowest floor level - fifth floor or higher,0.0
5028,2001,E02002614,2001 super output areas - middle layer,305,All households,2278.0
5029,2001,E02002614,2001 super output areas - middle layer,305,Average household size,2.65
5030,2001,E02002614,2001 super output areas - middle layer,305,Average number of rooms per household,7.32
5031,2001,E02002614,2001 super output areas - middle layer,305,Occupancy rating of -1 or less,15.0
5032,2001,E02002614,2001 super output areas - middle layer,305,With central heating and sole use of bath/shower and toilet,2258.0
5033,2001,E02002614,2001 super output areas - middle layer,305,Without central heating or sole use of bath/shower and toilet,0.0
5034,2001,E02002614,2001 super output areas - middle layer,305,Without central heating; with sole use of bath/shower and toilet,19.0
5035,2001,E02002614,2001 super output areas - middle layer,305,With central heating; without sole use of bath/shower and toilet,3.0
5036,2001,E02002614,2001 super output areas - middle layer,305,Lowest floor level - Basement or semi-basement,7.0
5037,2001,E02002614,2001 super output areas - middle layer,305,Lowest floor level - Ground level (street level),2233.0
5038,2001,E02002614,2001 super output areas - middle layer,305,Lowest floor level - first to fourth floor,38.0
5039,2001,E02002614,2001 super output areas - middle layer,305,Lowest floor level - fifth floor or higher,0.0
5040,2001,E02003794,2001 super output areas - middle layer,305,All households,3345.0
5041,2001,E02003794,2001 super output areas - middle layer,305,Average household size,2.5
5042,2001,E02003794,2001 super output areas - middle layer,305,Average number of rooms per household,5.97
5043,2001,E02003794,2001 super output areas - middle layer,305,Occupancy rating of -1 or less,114.0
5044,2001,E02003794,2001 super output areas - middle layer,305,With central heating and sole use of bath/shower and toilet,3156.0
5045,2001,E02003794,2001 super output areas - middle layer,305,Without central heating or sole use of bath/shower and toilet,0.0
5046,2001,E02003794,2001 super output areas - middle layer,305,Without central heating; with sole use of bath/shower and toilet,186.0
5047,2001,E02003794,2001 super output areas - middle layer,305,With central heating; without sole use of bath/shower and toilet,0.0
5048,2001,E02003794,2001 super output areas - middle layer,305,Lowest floor level - Basement or semi-basement,26.0
5049,2001,E02003794,2001 super output areas - middle layer,305,Lowest floor level - Ground level (street level),3234.0
5050,2001,E02003794,2001 super output areas - middle layer,305,Lowest floor level - first to fourth floor,84.0
5051,2001,E02003794,2001 super output areas - middle layer,305,Lowest floor level - fifth floor or higher,0.0
5052,2001,E02003795,2001 super output areas - middle layer,305,All households,2134.0
5053,2001,E02003795,2001 super output areas - middle layer,305,Average household size,2.56
5054,2001,E02003795,2001 super output areas - middle layer,305,Average number of rooms per household,6.39
5055,2001,E02003795,2001 super output areas - middle layer,305,Occupancy rating of -1 or less,54.0
5056,2001,E02003795,2001 super output areas - middle layer,305,With central heating and sole use of bath/shower and toilet,2009.0
5057,2001,E02003795,2001 super output areas - middle layer,305,Without central heating or sole use of bath/shower and toilet,0.0
5058,2001,E02003795,2001 super output areas - middle layer,305,Without central heating; with sole use of bath/shower and toilet,119.0
5059,2001,E02003795,2001 super output areas - middle layer,305,With central heating; without sole use of bath/shower and toilet,6.0
5060,2001,E02003795,2001 super output areas - middle layer,305,Lowest floor level - Basement or semi-basement,14.0
5061,2001,E02003795,2001 super output areas - middle layer,305,Lowest floor level - Ground level (street level),2081.0
5062,2001,E02003795,2001 super output areas - middle layer,305,Lowest floor level - first to fourth floor,39.0
5063,2001,E02003795,2001 super output areas - middle layer,305,Lowest floor level - fifth floor or higher,0.0
5064,2001,E02003796,2001 super output areas - middle layer,305,All households,3203.0
5065,2001,E02003796,2001 super output areas - middle layer,305,Average household size,2.3
5066,2001,E02003796,2001 super output areas - middle layer,305,Average number of rooms per household,5.37
5067,2001,E02003796,2001 super output areas - middle layer,305,Occupancy rating of -1 or less,134.0
5068,2001,E02003796,2001 super output areas - middle layer,305,With central heating and sole use of bath/shower and toilet,2958.0
5069,2001,E02003796,2001 super output areas - middle layer,305,Without central heating or sole use of bath/shower and toilet,0.0
5070,2001,E02003796,2001 super output areas - middle layer,305,Without central heating; with sole use of bath/shower and toilet,230.0
5071,2001,E02003796,2001 super output areas - middle layer,305,With central heating; without sole use of bath/shower and toilet,15.0
5072,2001,E02003796,2001 super output areas - middle layer,305,Lowest floor level - Basement or semi-basement,8.0
5073,2001,E02003796,2001 super output areas - middle layer,305,Lowest floor level - Ground level (street level),2887.0
5074,2001,E02003796,2001 super output areas - middle layer,305,Lowest floor level - first to fourth floor,306.0
5075,2001,E02003796,2001 super output areas - middle layer,305,Lowest floor level - fifth floor or higher,3.0
5076,2001,E02003797,2001 super output areas - middle layer,305,All households,3696.0
5077,2001,E02003797,2001 super output areas - middle layer,305,Average household size,2.33
5078,2001,E02003797,2001 super output areas - middle layer,305,Average number of rooms per household,5.87
5079,2001,E02003797,2001 super output areas - middle layer,305,Occupancy rating of -1 or less,144.0
5080,2001,E02003797,2001 super output areas - middle layer,305,With central heating and sole use of bath/shower and toilet,3511.0
5081,2001,E02003797,2001 super output areas - middle layer,305,Without central heating or sole use of bath/shower and toilet,9.0
5082,2001,E02003797,2001 super output areas - middle layer,305,Without central heating; with sole use of bath/shower and toilet,163.0
5083,2001,E02003797,2001 super output areas - middle layer,305,With central heating; without sole use of bath/shower and toilet,13.0
5084,2001,E02003797,2001 super output areas - middle layer,305,Lowest floor level - Basement or semi-basement,44.0
5085,2001,E02003797,2001 super output areas - middle layer,305,Lowest floor level - Ground level (street level),3457.0
5086,2001,E02003797,2001 super output areas - middle layer,305,Lowest floor level - first to fourth floor,194.0
5087,2001,E02003797,2001 super output areas - middle layer,305,Lowest floor level - fifth floor or higher,0.0
5088,2001,E02003798,2001 super output areas - middle layer,305,All households,2529.0
5089,2001,E02003798,2001 super output areas - middle layer,305,Average household size,2.56
5090,2001,E02003798,2001 super output areas - middle layer,305,Average number of rooms per household,5.02
5091,2001,E02003798,2001 super output areas - middle layer,305,Occupancy rating of -1 or less,192.0
5092,2001,E02003798,2001 super output areas - middle layer,305,With central heating and sole use of bath/shower and toilet,2373.0
5093,2001,E02003798,2001 super output areas - middle layer,305,Without central heating or sole use of bath/shower and toilet,0.0
5094,2001,E02003798,2001 super output areas - middle layer,305,Without central heating; with sole use of bath/shower and toilet,154.0
5095,2001,E02003798,2001 super output areas - middle layer,305,With central heating; without sole use of bath/shower and toilet,0.0
5096,2001,E02003798,2001 super output areas - middle layer,305,Lowest floor level - Basement or semi-basement,5.0
5097,2001,E02003798,2001 super output areas - middle layer,305,Lowest floor level - Ground level (street level),2325.0
5098,2001,E02003798,2001 super output areas - middle layer,305,Lowest floor level - first to fourth floor,194.0
5099,2001,E02003798,2001 super output areas - middle layer,305,Lowest floor level - fifth floor or higher,5.0
5100,2001,E02003799,2001 super output areas - middle layer,305,All households,3045.0
5101,2001,E02003799,2001 super output areas - middle layer,305,Average household size,2.28
5102,2001,E02003799,2001 super output areas - middle layer,305,Average number of rooms per household,4.93
5103,2001,E02003799,2001 super output areas - middle layer,305,Occupancy rating of -1 or less,203.0
5104,2001,E02003799,2001 super output areas - middle layer,305,With central heating and sole use of bath/shower and toilet,2614.0
5105,2001,E02003799,2001 super output areas - middle layer,305,Without central heating or sole use of bath/shower and toilet,3.0
5106,2001,E02003799,2001 super output areas - middle layer,305,Without central heating; with sole use of bath/shower and toilet,420.0
5107,2001,E02003799,2001 super output areas - middle layer,305,With central heating; without sole use of bath/shower and toilet,9.0
5108,2001,E02003799,2001 super output areas - middle layer,305,Lowest floor level - Basement or semi-basement,12.0
5109,2001,E02003799,2001 super output areas - middle layer,305,Lowest floor level - Ground level (street level),2658.0
5110,2001,E02003799,2001 super output areas - middle layer,305,Lowest floor level - first to fourth floor,281.0
5111,2001,E02003799,2001 super output areas - middle layer,305,Lowest floor level - fifth floor or higher,94.0
5112,2001,E02003800,2001 super output areas - middle layer,305,All households,2500.0
5113,2001,E02003800,2001 super output areas - middle layer,305,Average household size,2.43
5114,2001,E02003800,2001 super output areas - middle layer,305,Average number of rooms per household,6.41
5115,2001,E02003800,2001 super output areas - middle layer,305,Occupancy rating of -1 or less,45.0
5116,2001,E02003800,2001 super output areas - middle layer,305,With central heating and sole use of bath/shower and toilet,2406.0
5117,2001,E02003800,2001 super output areas - middle layer,305,Without central heating or sole use of bath/shower and toilet,0.0
5118,2001,E02003800,2001 super output areas - middle layer,305,Without central heating; with sole use of bath/shower and toilet,93.0
5119,2001,E02003800,2001 super output areas - middle layer,305,With central heating; without sole use of bath/shower and toilet,0.0
5120,2001,E02003800,2001 super output areas - middle layer,305,Lowest floor level - Basement or semi-basement,41.0
5121,2001,E02003800,2001 super output areas - middle layer,305,Lowest floor level - Ground level (street level),2411.0
5122,2001,E02003800,2001 super output areas - middle layer,305,Lowest floor level - first to fourth floor,48.0
5123,2001,E02003800,2001 super output areas - middle layer,305,Lowest floor level - fifth floor or higher,0.0
5124,2001,E02003801,2001 super output areas - middle layer,305,All households,2892.0
5125,2001,E02003801,2001 super output areas - middle layer,305,Average household size,2.43
5126,2001,E02003801,2001 super output areas - middle layer,305,Average number of rooms per household,5.73
5127,2001,E02003801,2001 super output areas - middle layer,305,Occupancy rating of -1 or less,111.0
5128,2001,E02003801,2001 super output areas - middle layer,305,With central heating and sole use of bath/shower and toilet,2709.0
5129,2001,E02003801,2001 super output areas - middle layer,305,Without central heating or sole use of bath/shower and toilet,3.0
5130,2001,E02003801,2001 super output areas - middle layer,305,Without central heating; with sole use of bath/shower and toilet,163.0
5131,2001,E02003801,2001 super output areas - middle layer,305,With central heating; without sole use of bath/shower and toilet,18.0
5132,2001,E02003801,2001 super output areas - middle layer,305,Lowest floor level - Basement or semi-basement,4.0
5133,2001,E02003801,2001 super output areas - middle layer,305,Lowest floor level - Ground level (street level),2782.0
5134,2001,E02003801,2001 super output areas - middle layer,305,Lowest floor level - first to fourth floor,106.0
5135,2001,E02003801,2001 super output areas - middle layer,305,Lowest floor level - fifth floor or higher,0.0
5136,2001,E02003802,2001 super output areas - middle layer,305,All households,3163.0
5137,2001,E02003802,2001 super output areas - middle layer,305,Average household size,1.8
5138,2001,E02003802,2001 super output areas - middle layer,305,Average number of rooms per household,4.67
5139,2001,E02003802,2001 super output areas - middle layer,305,Occupancy rating of -1 or less,300.0
5140,2001,E02003802,2001 super output areas - middle layer,305,With central heating and sole use of bath/shower and toilet,2846.0
5141,2001,E02003802,2001 super output areas - middle layer,305,Without central heating or sole use of bath/shower and toilet,18.0
5142,2001,E02003802,2001 super output areas - middle layer,305,Without central heating; with sole use of bath/shower and toilet,239.0
5143,2001,E02003802,2001 super output areas - middle layer,305,With central heating; without sole use of bath/shower and toilet,60.0
5144,2001,E02003802,2001 super output areas - middle layer,305,Lowest floor level - Basement or semi-basement,66.0
5145,2001,E02003802,2001 super output areas - middle layer,305,Lowest floor level - Ground level (street level),2333.0
5146,2001,E02003802,2001 super output areas - middle layer,305,Lowest floor level - first to fourth floor,606.0
5147,2001,E02003802,2001 super output areas - middle layer,305,Lowest floor level - fifth floor or higher,158.0
5148,2001,E02003803,2001 super output areas - middle layer,305,All households,3030.0
5149,2001,E02003803,2001 super output areas - middle layer,305,Average household size,2.08
5150,2001,E02003803,2001 super output areas - middle layer,305,Average number of rooms per household,5.02
5151,2001,E02003803,2001 super output areas - middle layer,305,Occupancy rating of -1 or less,317.0
5152,2001,E02003803,2001 super output areas - middle layer,305,With central heating and sole use of bath/shower and toilet,2665.0
5153,2001,E02003803,2001 super output areas - middle layer,305,Without central heating or sole use of bath/shower and toilet,13.0
5154,2001,E02003803,2001 super output areas - middle layer,305,Without central heating; with sole use of bath/shower and toilet,324.0
5155,2001,E02003803,2001 super output areas - middle layer,305,With central heating; without sole use of bath/shower and toilet,28.0
5156,2001,E02003803,2001 super output areas - middle layer,305,Lowest floor level - Basement or semi-basement,127.0
5157,2001,E02003803,2001 super output areas - middle layer,305,Lowest floor level - Ground level (street level),2313.0
5158,2001,E02003803,2001 super output areas - middle layer,305,Lowest floor level - first to fourth floor,588.0
5159,2001,E02003803,2001 super output areas - middle layer,305,Lowest floor level - fifth floor or higher,0.0
5160,2001,E02003804,2001 super output areas - middle layer,305,All households,3095.0
5161,2001,E02003804,2001 super output areas - middle layer,305,Average household size,2.14
5162,2001,E02003804,2001 super output areas - middle layer,305,Average number of rooms per household,5.34
5163,2001,E02003804,2001 super output areas - middle layer,305,Occupancy rating of -1 or less,127.0
5164,2001,E02003804,2001 super output areas - middle layer,305,With central heating and sole use of bath/shower and toilet,2851.0
5165,2001,E02003804,2001 super output areas - middle layer,305,Without central heating or sole use of bath/shower and toilet,3.0
5166,2001,E02003804,2001 super output areas - middle layer,305,Without central heating; with sole use of bath/shower and toilet,237.0
5167,2001,E02003804,2001 super output areas - middle layer,305,With central heating; without sole use of bath/shower and toilet,4.0
5168,2001,E02003804,2001 super output areas - middle layer,305,Lowest floor level - Basement or semi-basement,63.0
5169,2001,E02003804,2001 super output areas - middle layer,305,Lowest floor level - Ground level (street level),2770.0
5170,2001,E02003804,2001 super output areas - middle layer,305,Lowest floor level - first to fourth floor,260.0
5171,2001,E02003804,2001 super output areas - middle layer,305,Lowest floor level - fifth floor or higher,3.0
5172,2001,E02003805,2001 super output areas - middle layer,305,All households,2518.0
5173,2001,E02003805,2001 super output areas - middle layer,305,Average household size,2.49
5174,2001,E02003805,2001 super output areas - middle layer,305,Average number of rooms per household,6.55
5175,2001,E02003805,2001 super output areas - middle layer,305,Occupancy rating of -1 or less,59.0
5176,2001,E02003805,2001 super output areas - middle layer,305,With central heating and sole use of bath/shower and toilet,2418.0
5177,2001,E02003805,2001 super output areas - middle layer,305,Without central heating or sole use of bath/shower and toilet,3.0
5178,2001,E02003805,2001 super output areas - middle layer,305,Without central heating; with sole use of bath/shower and toilet,94.0
5179,2001,E02003805,2001 super output areas - middle layer,305,With central heating; without sole use of bath/shower and toilet,3.0
5180,2001,E02003805,2001 super output areas - middle layer,305,Lowest floor level - Basement or semi-basement,13.0
5181,2001,E02003805,2001 super output areas - middle layer,305,Lowest floor level - Ground level (street level),2446.0
5182,2001,E02003805,2001 super output areas - middle layer,305,Lowest floor level - first to fourth floor,59.0
5183,2001,E02003805,2001 super output areas - middle layer,305,Lowest floor level - fifth floor or higher,0.0
5184,2001,E02003806,2001 super output areas - middle layer,305,All households,2475.0
5185,2001,E02003806,2001 super output areas - middle layer,305,Average household size,2.36
5186,2001,E02003806,2001 super output areas - middle layer,305,Average number of rooms per household,5.94
5187,2001,E02003806,2001 super output areas - middle layer,305,Occupancy rating of -1 or less,70.0
5188,2001,E02003806,2001 super output areas - middle layer,305,With central heating and sole use of bath/shower and toilet,2338.0
5189,2001,E02003806,2001 super output areas - middle layer,305,Without central heating or sole use of bath/shower and toilet,0.0
5190,2001,E02003806,2001 super output areas - middle layer,305,Without central heating; with sole use of bath/shower and toilet,123.0
5191,2001,E02003806,2001 super output areas - middle layer,305,With central heating; without sole use of bath/shower and toilet,12.0
5192,2001,E02003806,2001 super output areas - middle layer,305,Lowest floor level - Basement or semi-basement,12.0
5193,2001,E02003806,2001 super output areas - middle layer,305,Lowest floor level - Ground level (street level),2393.0
5194,2001,E02003806,2001 super output areas - middle layer,305,Lowest floor level - first to fourth floor,70.0
5195,2001,E02003806,2001 super output areas - middle layer,305,Lowest floor level - fifth floor or higher,0.0
5196,2001,E02003807,2001 super output areas - middle layer,305,All households,3774.0
5197,2001,E02003807,2001 super output areas - middle layer,305,Average household size,2.2
5198,2001,E02003807,2001 super output areas - middle layer,305,Average number of rooms per household,6.13
5199,2001,E02003807,2001 super output areas - middle layer,305,Occupancy rating of -1 or less,109.0
5200,2001,E02003807,2001 super output areas - middle layer,305,With central heating and sole use of bath/shower and toilet,3588.0
5201,2001,E02003807,2001 super output areas - middle layer,305,Without central heating or sole use of bath/shower and toilet,8.0
5202,2001,E02003807,2001 super output areas - middle layer,305,Without central heating; with sole use of bath/shower and toilet,172.0
5203,2001,E02003807,2001 super output areas - middle layer,305,With central heating; without sole use of bath/shower and toilet,6.0
5204,2001,E02003807,2001 super output areas - middle layer,305,Lowest floor level - Basement or semi-basement,67.0
5205,2001,E02003807,2001 super output areas - middle layer,305,Lowest floor level - Ground level (street level),3479.0
5206,2001,E02003807,2001 super output areas - middle layer,305,Lowest floor level - first to fourth floor,226.0
5207,2001,E02003807,2001 super output areas - middle layer,305,Lowest floor level - fifth floor or higher,3.0
5208,2001,E02003808,2001 super output areas - middle layer,305,All households,2674.0
5209,2001,E02003808,2001 super output areas - middle layer,305,Average household size,2.36
