,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,CELL_NAME,OBS_VALUE
0,2001,E02002559,2001 super output areas - middle layer,305,All categories: Car or van availability,2664
1,2001,E02002559,2001 super output areas - middle layer,305,No cars or vans in household,261
2,2001,E02002559,2001 super output areas - middle layer,305,1 car or van in household,1099
3,2001,E02002559,2001 super output areas - middle layer,305,2 cars or vans in household,1030
4,2001,E02002559,2001 super output areas - middle layer,305,3 cars or vans in household,203
5,2001,E02002559,2001 super output areas - middle layer,305,4 or more cars or vans in household,71
6,2001,E02002559,2001 super output areas - middle layer,305,sum of all cars or vans in the area,4089
7,2001,E02002560,2001 super output areas - middle layer,305,All categories: Car or van availability,2422
8,2001,E02002560,2001 super output areas - middle layer,305,No cars or vans in household,535
9,2001,E02002560,2001 super output areas - middle layer,305,1 car or van in household,1250
10,2001,E02002560,2001 super output areas - middle layer,305,2 cars or vans in household,538
11,2001,E02002560,2001 super output areas - middle layer,305,3 cars or vans in household,78
12,2001,E02002560,2001 super output areas - middle layer,305,4 or more cars or vans in household,21
13,2001,E02002560,2001 super output areas - middle layer,305,sum of all cars or vans in the area,2647
14,2001,E02002561,2001 super output areas - middle layer,305,All categories: Car or van availability,2468
15,2001,E02002561,2001 super output areas - middle layer,305,No cars or vans in household,474
16,2001,E02002561,2001 super output areas - middle layer,305,1 car or van in household,1241
17,2001,E02002561,2001 super output areas - middle layer,305,2 cars or vans in household,639
18,2001,E02002561,2001 super output areas - middle layer,305,3 cars or vans in household,87
19,2001,E02002561,2001 super output areas - middle layer,305,4 or more cars or vans in household,27
20,2001,E02002561,2001 super output areas - middle layer,305,sum of all cars or vans in the area,2898
21,2001,E02002562,2001 super output areas - middle layer,305,All categories: Car or van availability,2816
22,2001,E02002562,2001 super output areas - middle layer,305,No cars or vans in household,1230
23,2001,E02002562,2001 super output areas - middle layer,305,1 car or van in household,1183
24,2001,E02002562,2001 super output areas - middle layer,305,2 cars or vans in household,349
25,2001,E02002562,2001 super output areas - middle layer,305,3 cars or vans in household,45
26,2001,E02002562,2001 super output areas - middle layer,305,4 or more cars or vans in household,9
27,2001,E02002562,2001 super output areas - middle layer,305,sum of all cars or vans in the area,2056
28,2001,E02002563,2001 super output areas - middle layer,305,All categories: Car or van availability,2368
29,2001,E02002563,2001 super output areas - middle layer,305,No cars or vans in household,824
30,2001,E02002563,2001 super output areas - middle layer,305,1 car or van in household,1089
31,2001,E02002563,2001 super output areas - middle layer,305,2 cars or vans in household,383
32,2001,E02002563,2001 super output areas - middle layer,305,3 cars or vans in household,57
33,2001,E02002563,2001 super output areas - middle layer,305,4 or more cars or vans in household,15
34,2001,E02002563,2001 super output areas - middle layer,305,sum of all cars or vans in the area,2092
35,2001,E02002564,2001 super output areas - middle layer,305,All categories: Car or van availability,3968
36,2001,E02002564,2001 super output areas - middle layer,305,No cars or vans in household,1537
37,2001,E02002564,2001 super output areas - middle layer,305,1 car or van in household,1787
38,2001,E02002564,2001 super output areas - middle layer,305,2 cars or vans in household,556
39,2001,E02002564,2001 super output areas - middle layer,305,3 cars or vans in household,73
40,2001,E02002564,2001 super output areas - middle layer,305,4 or more cars or vans in household,15
41,2001,E02002564,2001 super output areas - middle layer,305,sum of all cars or vans in the area,3191
42,2001,E02002565,2001 super output areas - middle layer,305,All categories: Car or van availability,2597
43,2001,E02002565,2001 super output areas - middle layer,305,No cars or vans in household,836
44,2001,E02002565,2001 super output areas - middle layer,305,1 car or van in household,1338
45,2001,E02002565,2001 super output areas - middle layer,305,2 cars or vans in household,374
46,2001,E02002565,2001 super output areas - middle layer,305,3 cars or vans in household,36
47,2001,E02002565,2001 super output areas - middle layer,305,4 or more cars or vans in household,13
48,2001,E02002565,2001 super output areas - middle layer,305,sum of all cars or vans in the area,2250
49,2001,E02002566,2001 super output areas - middle layer,305,All categories: Car or van availability,2984
50,2001,E02002566,2001 super output areas - middle layer,305,No cars or vans in household,1398
51,2001,E02002566,2001 super output areas - middle layer,305,1 car or van in household,1273
52,2001,E02002566,2001 super output areas - middle layer,305,2 cars or vans in household,261
53,2001,E02002566,2001 super output areas - middle layer,305,3 cars or vans in household,38
54,2001,E02002566,2001 super output areas - middle layer,305,4 or more cars or vans in household,14
55,2001,E02002566,2001 super output areas - middle layer,305,sum of all cars or vans in the area,1974
56,2001,E02002567,2001 super output areas - middle layer,305,All categories: Car or van availability,2850
57,2001,E02002567,2001 super output areas - middle layer,305,No cars or vans in household,1154
58,2001,E02002567,2001 super output areas - middle layer,305,1 car or van in household,1330
59,2001,E02002567,2001 super output areas - middle layer,305,2 cars or vans in household,313
60,2001,E02002567,2001 super output areas - middle layer,305,3 cars or vans in household,36
61,2001,E02002567,2001 super output areas - middle layer,305,4 or more cars or vans in household,17
62,2001,E02002567,2001 super output areas - middle layer,305,sum of all cars or vans in the area,2135
63,2001,E02002568,2001 super output areas - middle layer,305,All categories: Car or van availability,2322
64,2001,E02002568,2001 super output areas - middle layer,305,No cars or vans in household,495
65,2001,E02002568,2001 super output areas - middle layer,305,1 car or van in household,1045
66,2001,E02002568,2001 super output areas - middle layer,305,2 cars or vans in household,663
67,2001,E02002568,2001 super output areas - middle layer,305,3 cars or vans in household,93
68,2001,E02002568,2001 super output areas - middle layer,305,4 or more cars or vans in household,26
69,2001,E02002568,2001 super output areas - middle layer,305,sum of all cars or vans in the area,2769
70,2001,E02002569,2001 super output areas - middle layer,305,All categories: Car or van availability,3866
71,2001,E02002569,2001 super output areas - middle layer,305,No cars or vans in household,553
72,2001,E02002569,2001 super output areas - middle layer,305,1 car or van in household,1843
73,2001,E02002569,2001 super output areas - middle layer,305,2 cars or vans in household,1238
74,2001,E02002569,2001 super output areas - middle layer,305,3 cars or vans in household,177
75,2001,E02002569,2001 super output areas - middle layer,305,4 or more cars or vans in household,55
76,2001,E02002569,2001 super output areas - middle layer,305,sum of all cars or vans in the area,5099
77,2001,E02002570,2001 super output areas - middle layer,305,All categories: Car or van availability,3280
78,2001,E02002570,2001 super output areas - middle layer,305,No cars or vans in household,1462
79,2001,E02002570,2001 super output areas - middle layer,305,1 car or van in household,1417
80,2001,E02002570,2001 super output areas - middle layer,305,2 cars or vans in household,330
81,2001,E02002570,2001 super output areas - middle layer,305,3 cars or vans in household,58
82,2001,E02002570,2001 super output areas - middle layer,305,4 or more cars or vans in household,13
83,2001,E02002570,2001 super output areas - middle layer,305,sum of all cars or vans in the area,2308
84,2001,E02002571,2001 super output areas - middle layer,305,All categories: Car or van availability,2220
85,2001,E02002571,2001 super output areas - middle layer,305,No cars or vans in household,933
86,2001,E02002571,2001 super output areas - middle layer,305,1 car or van in household,969
87,2001,E02002571,2001 super output areas - middle layer,305,2 cars or vans in household,279
88,2001,E02002571,2001 super output areas - middle layer,305,3 cars or vans in household,36
89,2001,E02002571,2001 super output areas - middle layer,305,4 or more cars or vans in household,3
90,2001,E02002571,2001 super output areas - middle layer,305,sum of all cars or vans in the area,1649
91,2001,E02002572,2001 super output areas - middle layer,305,All categories: Car or van availability,2620
92,2001,E02002572,2001 super output areas - middle layer,305,No cars or vans in household,1103
