,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C_OCCPUK11_2_NAME,OBS_VALUE
0,2001,E02005892,2001 super output areas - middle layer,305,All categories: Occupation,4234
1,2001,E02005892,2001 super output areas - middle layer,305,1. Managers and senior officials,784
2,2001,E02005892,2001 super output areas - middle layer,305,2. Professional occupations,573
3,2001,E02005892,2001 super output areas - middle layer,305,3. Associate professional and technical occupations,637
4,2001,E02005892,2001 super output areas - middle layer,305,4. Administrative and secretarial occupations,627
5,2001,E02005892,2001 super output areas - middle layer,305,5. Skilled trades occupations,455
6,2001,E02005892,2001 super output areas - middle layer,305,6. Personal service occupations,247
7,2001,E02005892,2001 super output areas - middle layer,305,7. Sales and customer service occupations,307
8,2001,E02005892,2001 super output areas - middle layer,305,"8. Process, plant and machine operatives",297
9,2001,E02005892,2001 super output areas - middle layer,305,9. Elementary occupations,307
10,2001,E02005893,2001 super output areas - middle layer,305,All categories: Occupation,3934
11,2001,E02005893,2001 super output areas - middle layer,305,1. Managers and senior officials,370
12,2001,E02005893,2001 super output areas - middle layer,305,2. Professional occupations,153
13,2001,E02005893,2001 super output areas - middle layer,305,3. Associate professional and technical occupations,322
14,2001,E02005893,2001 super output areas - middle layer,305,4. Administrative and secretarial occupations,311
15,2001,E02005893,2001 super output areas - middle layer,305,5. Skilled trades occupations,578
16,2001,E02005893,2001 super output areas - middle layer,305,6. Personal service occupations,332
17,2001,E02005893,2001 super output areas - middle layer,305,7. Sales and customer service occupations,265
18,2001,E02005893,2001 super output areas - middle layer,305,"8. Process, plant and machine operatives",641
19,2001,E02005893,2001 super output areas - middle layer,305,9. Elementary occupations,962
20,2001,E02005894,2001 super output areas - middle layer,305,All categories: Occupation,3458
21,2001,E02005894,2001 super output areas - middle layer,305,1. Managers and senior officials,432
22,2001,E02005894,2001 super output areas - middle layer,305,2. Professional occupations,232
23,2001,E02005894,2001 super output areas - middle layer,305,3. Associate professional and technical occupations,385
24,2001,E02005894,2001 super output areas - middle layer,305,4. Administrative and secretarial occupations,395
25,2001,E02005894,2001 super output areas - middle layer,305,5. Skilled trades occupations,479
26,2001,E02005894,2001 super output areas - middle layer,305,6. Personal service occupations,279
27,2001,E02005894,2001 super output areas - middle layer,305,7. Sales and customer service occupations,258
28,2001,E02005894,2001 super output areas - middle layer,305,"8. Process, plant and machine operatives",432
29,2001,E02005894,2001 super output areas - middle layer,305,9. Elementary occupations,566
30,2001,E02005895,2001 super output areas - middle layer,305,All categories: Occupation,3733
31,2001,E02005895,2001 super output areas - middle layer,305,1. Managers and senior officials,774
32,2001,E02005895,2001 super output areas - middle layer,305,2. Professional occupations,482
33,2001,E02005895,2001 super output areas - middle layer,305,3. Associate professional and technical occupations,418
34,2001,E02005895,2001 super output areas - middle layer,305,4. Administrative and secretarial occupations,386
35,2001,E02005895,2001 super output areas - middle layer,305,5. Skilled trades occupations,572
36,2001,E02005895,2001 super output areas - middle layer,305,6. Personal service occupations,238
37,2001,E02005895,2001 super output areas - middle layer,305,7. Sales and customer service occupations,181
38,2001,E02005895,2001 super output areas - middle layer,305,"8. Process, plant and machine operatives",298
39,2001,E02005895,2001 super output areas - middle layer,305,9. Elementary occupations,384
40,2001,E02005896,2001 super output areas - middle layer,305,All categories: Occupation,3013
41,2001,E02005896,2001 super output areas - middle layer,305,1. Managers and senior officials,594
42,2001,E02005896,2001 super output areas - middle layer,305,2. Professional occupations,388
43,2001,E02005896,2001 super output areas - middle layer,305,3. Associate professional and technical occupations,392
44,2001,E02005896,2001 super output areas - middle layer,305,4. Administrative and secretarial occupations,340
45,2001,E02005896,2001 super output areas - middle layer,305,5. Skilled trades occupations,417
46,2001,E02005896,2001 super output areas - middle layer,305,6. Personal service occupations,162
47,2001,E02005896,2001 super output areas - middle layer,305,7. Sales and customer service occupations,190
48,2001,E02005896,2001 super output areas - middle layer,305,"8. Process, plant and machine operatives",253
49,2001,E02005896,2001 super output areas - middle layer,305,9. Elementary occupations,277
50,2001,E02005897,2001 super output areas - middle layer,305,All categories: Occupation,3718
51,2001,E02005897,2001 super output areas - middle layer,305,1. Managers and senior officials,678
52,2001,E02005897,2001 super output areas - middle layer,305,2. Professional occupations,501
53,2001,E02005897,2001 super output areas - middle layer,305,3. Associate professional and technical occupations,503
54,2001,E02005897,2001 super output areas - middle layer,305,4. Administrative and secretarial occupations,388
55,2001,E02005897,2001 super output areas - middle layer,305,5. Skilled trades occupations,437
56,2001,E02005897,2001 super output areas - middle layer,305,6. Personal service occupations,285
57,2001,E02005897,2001 super output areas - middle layer,305,7. Sales and customer service occupations,176
58,2001,E02005897,2001 super output areas - middle layer,305,"8. Process, plant and machine operatives",321
59,2001,E02005897,2001 super output areas - middle layer,305,9. Elementary occupations,429
60,2001,E02005898,2001 super output areas - middle layer,305,All categories: Occupation,4654
61,2001,E02005898,2001 super output areas - middle layer,305,1. Managers and senior officials,557
62,2001,E02005898,2001 super output areas - middle layer,305,2. Professional occupations,258
63,2001,E02005898,2001 super output areas - middle layer,305,3. Associate professional and technical occupations,550
64,2001,E02005898,2001 super output areas - middle layer,305,4. Administrative and secretarial occupations,515
65,2001,E02005898,2001 super output areas - middle layer,305,5. Skilled trades occupations,668
66,2001,E02005898,2001 super output areas - middle layer,305,6. Personal service occupations,419
67,2001,E02005898,2001 super output areas - middle layer,305,7. Sales and customer service occupations,380
68,2001,E02005898,2001 super output areas - middle layer,305,"8. Process, plant and machine operatives",586
69,2001,E02005898,2001 super output areas - middle layer,305,9. Elementary occupations,721
70,2001,E02005899,2001 super output areas - middle layer,305,All categories: Occupation,4484
71,2001,E02005899,2001 super output areas - middle layer,305,1. Managers and senior officials,542
72,2001,E02005899,2001 super output areas - middle layer,305,2. Professional occupations,334
73,2001,E02005899,2001 super output areas - middle layer,305,3. Associate professional and technical occupations,465
74,2001,E02005899,2001 super output areas - middle layer,305,4. Administrative and secretarial occupations,409
75,2001,E02005899,2001 super output areas - middle layer,305,5. Skilled trades occupations,674
76,2001,E02005899,2001 super output areas - middle layer,305,6. Personal service occupations,317
77,2001,E02005899,2001 super output areas - middle layer,305,7. Sales and customer service occupations,367
78,2001,E02005899,2001 super output areas - middle layer,305,"8. Process, plant and machine operatives",630
79,2001,E02005899,2001 super output areas - middle layer,305,9. Elementary occupations,746
80,2001,E02005900,2001 super output areas - middle layer,305,All categories: Occupation,2995
81,2001,E02005900,2001 super output areas - middle layer,305,1. Managers and senior officials,581
82,2001,E02005900,2001 super output areas - middle layer,305,2. Professional occupations,578
83,2001,E02005900,2001 super output areas - middle layer,305,3. Associate professional and technical occupations,429
84,2001,E02005900,2001 super output areas - middle layer,305,4. Administrative and secretarial occupations,320
85,2001,E02005900,2001 super output areas - middle layer,305,5. Skilled trades occupations,305
86,2001,E02005900,2001 super output areas - middle layer,305,6. Personal service occupations,191
87,2001,E02005900,2001 super output areas - middle layer,305,7. Sales and customer service occupations,178
88,2001,E02005900,2001 super output areas - middle layer,305,"8. Process, plant and machine operatives",154
89,2001,E02005900,2001 super output areas - middle layer,305,9. Elementary occupations,259
90,2001,E02005901,2001 super output areas - middle layer,305,All categories: Occupation,3584
91,2001,E02005901,2001 super output areas - middle layer,305,1. Managers and senior officials,508
92,2001,E02005901,2001 super output areas - middle layer,305,2. Professional occupations,329
93,2001,E02005901,2001 super output areas - middle layer,305,3. Associate professional and technical occupations,458
94,2001,E02005901,2001 super output areas - middle layer,305,4. Administrative and secretarial occupations,402
95,2001,E02005901,2001 super output areas - middle layer,305,5. Skilled trades occupations,469
96,2001,E02005901,2001 super output areas - middle layer,305,6. Personal service occupations,246
97,2001,E02005901,2001 super output areas - middle layer,305,7. Sales and customer service occupations,285
98,2001,E02005901,2001 super output areas - middle layer,305,"8. Process, plant and machine operatives",399
99,2001,E02005901,2001 super output areas - middle layer,305,9. Elementary occupations,488
100,2001,E02005902,2001 super output areas - middle layer,305,All categories: Occupation,3068
101,2001,E02005902,2001 super output areas - middle layer,305,1. Managers and senior officials,320
102,2001,E02005902,2001 super output areas - middle layer,305,2. Professional occupations,173
103,2001,E02005902,2001 super output areas - middle layer,305,3. Associate professional and technical occupations,274
104,2001,E02005902,2001 super output areas - middle layer,305,4. Administrative and secretarial occupations,317
105,2001,E02005902,2001 super output areas - middle layer,305,5. Skilled trades occupations,441
106,2001,E02005902,2001 super output areas - middle layer,305,6. Personal service occupations,229
107,2001,E02005902,2001 super output areas - middle layer,305,7. Sales and customer service occupations,290
108,2001,E02005902,2001 super output areas - middle layer,305,"8. Process, plant and machine operatives",461
109,2001,E02005902,2001 super output areas - middle layer,305,9. Elementary occupations,563
110,2001,E02005903,2001 super output areas - middle layer,305,All categories: Occupation,4934
111,2001,E02005903,2001 super output areas - middle layer,305,1. Managers and senior officials,620
112,2001,E02005903,2001 super output areas - middle layer,305,2. Professional occupations,315
113,2001,E02005903,2001 super output areas - middle layer,305,3. Associate professional and technical occupations,494
114,2001,E02005903,2001 super output areas - middle layer,305,4. Administrative and secretarial occupations,541
115,2001,E02005903,2001 super output areas - middle layer,305,5. Skilled trades occupations,771
116,2001,E02005903,2001 super output areas - middle layer,305,6. Personal service occupations,414
117,2001,E02005903,2001 super output areas - middle layer,305,7. Sales and customer service occupations,475
118,2001,E02005903,2001 super output areas - middle layer,305,"8. Process, plant and machine operatives",586
119,2001,E02005903,2001 super output areas - middle layer,305,9. Elementary occupations,718
120,2001,E02005904,2001 super output areas - middle layer,305,All categories: Occupation,2903
121,2001,E02005904,2001 super output areas - middle layer,305,1. Managers and senior officials,602
122,2001,E02005904,2001 super output areas - middle layer,305,2. Professional occupations,410
123,2001,E02005904,2001 super output areas - middle layer,305,3. Associate professional and technical occupations,384
124,2001,E02005904,2001 super output areas - middle layer,305,4. Administrative and secretarial occupations,335
125,2001,E02005904,2001 super output areas - middle layer,305,5. Skilled trades occupations,373
126,2001,E02005904,2001 super output areas - middle layer,305,6. Personal service occupations,186
127,2001,E02005904,2001 super output areas - middle layer,305,7. Sales and customer service occupations,155
128,2001,E02005904,2001 super output areas - middle layer,305,"8. Process, plant and machine operatives",185
129,2001,E02005904,2001 super output areas - middle layer,305,9. Elementary occupations,273
130,2001,E02005905,2001 super output areas - middle layer,305,All categories: Occupation,2874
131,2001,E02005905,2001 super output areas - middle layer,305,1. Managers and senior officials,654
132,2001,E02005905,2001 super output areas - middle layer,305,2. Professional occupations,458
133,2001,E02005905,2001 super output areas - middle layer,305,3. Associate professional and technical occupations,415
134,2001,E02005905,2001 super output areas - middle layer,305,4. Administrative and secretarial occupations,363
135,2001,E02005905,2001 super output areas - middle layer,305,5. Skilled trades occupations,344
136,2001,E02005905,2001 super output areas - middle layer,305,6. Personal service occupations,145
137,2001,E02005905,2001 super output areas - middle layer,305,7. Sales and customer service occupations,132
138,2001,E02005905,2001 super output areas - middle layer,305,"8. Process, plant and machine operatives",138
139,2001,E02005905,2001 super output areas - middle layer,305,9. Elementary occupations,225
140,2001,E02005906,2001 super output areas - middle layer,305,All categories: Occupation,2931
141,2001,E02005906,2001 super output areas - middle layer,305,1. Managers and senior officials,670
142,2001,E02005906,2001 super output areas - middle layer,305,2. Professional occupations,472
143,2001,E02005906,2001 super output areas - middle layer,305,3. Associate professional and technical occupations,450
144,2001,E02005906,2001 super output areas - middle layer,305,4. Administrative and secretarial occupations,345
145,2001,E02005906,2001 super output areas - middle layer,305,5. Skilled trades occupations,326
146,2001,E02005906,2001 super output areas - middle layer,305,6. Personal service occupations,172
147,2001,E02005906,2001 super output areas - middle layer,305,7. Sales and customer service occupations,118
148,2001,E02005906,2001 super output areas - middle layer,305,"8. Process, plant and machine operatives",150
149,2001,E02005906,2001 super output areas - middle layer,305,9. Elementary occupations,228
150,2001,E02005907,2001 super output areas - middle layer,305,All categories: Occupation,4341
151,2001,E02005907,2001 super output areas - middle layer,305,1. Managers and senior officials,839
152,2001,E02005907,2001 super output areas - middle layer,305,2. Professional occupations,589
153,2001,E02005907,2001 super output areas - middle layer,305,3. Associate professional and technical occupations,692
154,2001,E02005907,2001 super output areas - middle layer,305,4. Administrative and secretarial occupations,617
155,2001,E02005907,2001 super output areas - middle layer,305,5. Skilled trades occupations,364
156,2001,E02005907,2001 super output areas - middle layer,305,6. Personal service occupations,276
157,2001,E02005907,2001 super output areas - middle layer,305,7. Sales and customer service occupations,280
158,2001,E02005907,2001 super output areas - middle layer,305,"8. Process, plant and machine operatives",291
159,2001,E02005907,2001 super output areas - middle layer,305,9. Elementary occupations,393
160,2001,E02005908,2001 super output areas - middle layer,305,All categories: Occupation,3886
161,2001,E02005908,2001 super output areas - middle layer,305,1. Managers and senior officials,805
162,2001,E02005908,2001 super output areas - middle layer,305,2. Professional occupations,663
163,2001,E02005908,2001 super output areas - middle layer,305,3. Associate professional and technical occupations,626
164,2001,E02005908,2001 super output areas - middle layer,305,4. Administrative and secretarial occupations,502
