,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C_LARPUK11_NAME,OBS_VALUE
12119,2001,E02004909,2001 super output areas - middle layer,305,Not living in a couple: Widowed,227
12120,2001,E02004910,2001 super output areas - middle layer,305,All categories: Living arrangements,7552
12121,2001,E02004910,2001 super output areas - middle layer,305,Living in a couple,5156
12122,2001,E02004910,2001 super output areas - middle layer,305,Living in a couple: Married or re-married,4460
12123,2001,E02004910,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,696
12124,2001,E02004910,2001 super output areas - middle layer,305,Not living in a couple,2396
12125,2001,E02004910,2001 super output areas - middle layer,305,Not living in a couple: Single (never married),1466
12126,2001,E02004910,2001 super output areas - middle layer,305,Not living in a couple: Married or re-married,28
12127,2001,E02004910,2001 super output areas - middle layer,305,Not living in a couple: Separated (but still legally married),103
12128,2001,E02004910,2001 super output areas - middle layer,305,Not living in a couple: Divorced,316
12129,2001,E02004910,2001 super output areas - middle layer,305,Not living in a couple: Widowed,483
12130,2001,E02004911,2001 super output areas - middle layer,305,All categories: Living arrangements,5308
12131,2001,E02004911,2001 super output areas - middle layer,305,Living in a couple,3274
12132,2001,E02004911,2001 super output areas - middle layer,305,Living in a couple: Married or re-married,2814
12133,2001,E02004911,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,460
12134,2001,E02004911,2001 super output areas - middle layer,305,Not living in a couple,2034
12135,2001,E02004911,2001 super output areas - middle layer,305,Not living in a couple: Single (never married),1031
12136,2001,E02004911,2001 super output areas - middle layer,305,Not living in a couple: Married or re-married,27
12137,2001,E02004911,2001 super output areas - middle layer,305,Not living in a couple: Separated (but still legally married),95
12138,2001,E02004911,2001 super output areas - middle layer,305,Not living in a couple: Divorced,326
12139,2001,E02004911,2001 super output areas - middle layer,305,Not living in a couple: Widowed,555
12140,2001,E02004912,2001 super output areas - middle layer,305,All categories: Living arrangements,7509
12141,2001,E02004912,2001 super output areas - middle layer,305,Living in a couple,4844
12142,2001,E02004912,2001 super output areas - middle layer,305,Living in a couple: Married or re-married,3912
12143,2001,E02004912,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,932
12144,2001,E02004912,2001 super output areas - middle layer,305,Not living in a couple,2665
12145,2001,E02004912,2001 super output areas - middle layer,305,Not living in a couple: Single (never married),1457
12146,2001,E02004912,2001 super output areas - middle layer,305,Not living in a couple: Married or re-married,43
12147,2001,E02004912,2001 super output areas - middle layer,305,Not living in a couple: Separated (but still legally married),147
12148,2001,E02004912,2001 super output areas - middle layer,305,Not living in a couple: Divorced,474
12149,2001,E02004912,2001 super output areas - middle layer,305,Not living in a couple: Widowed,544
12150,2001,E02004913,2001 super output areas - middle layer,305,All categories: Living arrangements,7699
12151,2001,E02004913,2001 super output areas - middle layer,305,Living in a couple,5518
12152,2001,E02004913,2001 super output areas - middle layer,305,Living in a couple: Married or re-married,4684
12153,2001,E02004913,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,834
12154,2001,E02004913,2001 super output areas - middle layer,305,Not living in a couple,2181
12155,2001,E02004913,2001 super output areas - middle layer,305,Not living in a couple: Single (never married),1217
12156,2001,E02004913,2001 super output areas - middle layer,305,Not living in a couple: Married or re-married,29
12157,2001,E02004913,2001 super output areas - middle layer,305,Not living in a couple: Separated (but still legally married),137
12158,2001,E02004913,2001 super output areas - middle layer,305,Not living in a couple: Divorced,316
12159,2001,E02004913,2001 super output areas - middle layer,305,Not living in a couple: Widowed,482
12160,2001,E02004914,2001 super output areas - middle layer,305,All categories: Living arrangements,5352
12161,2001,E02004914,2001 super output areas - middle layer,305,Living in a couple,3256
12162,2001,E02004914,2001 super output areas - middle layer,305,Living in a couple: Married or re-married,2688
12163,2001,E02004914,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,568
12164,2001,E02004914,2001 super output areas - middle layer,305,Not living in a couple,2096
12165,2001,E02004914,2001 super output areas - middle layer,305,Not living in a couple: Single (never married),1185
12166,2001,E02004914,2001 super output areas - middle layer,305,Not living in a couple: Married or re-married,54
12167,2001,E02004914,2001 super output areas - middle layer,305,Not living in a couple: Separated (but still legally married),101
12168,2001,E02004914,2001 super output areas - middle layer,305,Not living in a couple: Divorced,329
12169,2001,E02004914,2001 super output areas - middle layer,305,Not living in a couple: Widowed,427
12170,2001,E02004915,2001 super output areas - middle layer,305,All categories: Living arrangements,4149
12171,2001,E02004915,2001 super output areas - middle layer,305,Living in a couple,2476
12172,2001,E02004915,2001 super output areas - middle layer,305,Living in a couple: Married or re-married,1984
12173,2001,E02004915,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,492
12174,2001,E02004915,2001 super output areas - middle layer,305,Not living in a couple,1673
12175,2001,E02004915,2001 super output areas - middle layer,305,Not living in a couple: Single (never married),885
12176,2001,E02004915,2001 super output areas - middle layer,305,Not living in a couple: Married or re-married,35
12177,2001,E02004915,2001 super output areas - middle layer,305,Not living in a couple: Separated (but still legally married),98
12178,2001,E02004915,2001 super output areas - middle layer,305,Not living in a couple: Divorced,318
12179,2001,E02004915,2001 super output areas - middle layer,305,Not living in a couple: Widowed,337
12180,2001,E02004916,2001 super output areas - middle layer,305,All categories: Living arrangements,5609
12181,2001,E02004916,2001 super output areas - middle layer,305,Living in a couple,3742
12182,2001,E02004916,2001 super output areas - middle layer,305,Living in a couple: Married or re-married,3386
12183,2001,E02004916,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,356
12184,2001,E02004916,2001 super output areas - middle layer,305,Not living in a couple,1867
12185,2001,E02004916,2001 super output areas - middle layer,305,Not living in a couple: Single (never married),1123
12186,2001,E02004916,2001 super output areas - middle layer,305,Not living in a couple: Married or re-married,42
12187,2001,E02004916,2001 super output areas - middle layer,305,Not living in a couple: Separated (but still legally married),90
12188,2001,E02004916,2001 super output areas - middle layer,305,Not living in a couple: Divorced,239
12189,2001,E02004916,2001 super output areas - middle layer,305,Not living in a couple: Widowed,373
12190,2001,E02004917,2001 super output areas - middle layer,305,All categories: Living arrangements,5194
12191,2001,E02004917,2001 super output areas - middle layer,305,Living in a couple,3354
12192,2001,E02004917,2001 super output areas - middle layer,305,Living in a couple: Married or re-married,2926
12193,2001,E02004917,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,428
12194,2001,E02004917,2001 super output areas - middle layer,305,Not living in a couple,1840
12195,2001,E02004917,2001 super output areas - middle layer,305,Not living in a couple: Single (never married),1060
12196,2001,E02004917,2001 super output areas - middle layer,305,Not living in a couple: Married or re-married,39
12197,2001,E02004917,2001 super output areas - middle layer,305,Not living in a couple: Separated (but still legally married),113
12198,2001,E02004917,2001 super output areas - middle layer,305,Not living in a couple: Divorced,304
12199,2001,E02004917,2001 super output areas - middle layer,305,Not living in a couple: Widowed,324
12200,2001,E02004918,2001 super output areas - middle layer,305,All categories: Living arrangements,5558
12201,2001,E02004918,2001 super output areas - middle layer,305,Living in a couple,3198
12202,2001,E02004918,2001 super output areas - middle layer,305,Living in a couple: Married or re-married,2458
12203,2001,E02004918,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,740
12204,2001,E02004918,2001 super output areas - middle layer,305,Not living in a couple,2360
12205,2001,E02004918,2001 super output areas - middle layer,305,Not living in a couple: Single (never married),1520
12206,2001,E02004918,2001 super output areas - middle layer,305,Not living in a couple: Married or re-married,61
12207,2001,E02004918,2001 super output areas - middle layer,305,Not living in a couple: Separated (but still legally married),115
12208,2001,E02004918,2001 super output areas - middle layer,305,Not living in a couple: Divorced,338
12209,2001,E02004918,2001 super output areas - middle layer,305,Not living in a couple: Widowed,326
12210,2001,E02004919,2001 super output areas - middle layer,305,All categories: Living arrangements,5701
12211,2001,E02004919,2001 super output areas - middle layer,305,Living in a couple,3600
12212,2001,E02004919,2001 super output areas - middle layer,305,Living in a couple: Married or re-married,3028
12213,2001,E02004919,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,572
12214,2001,E02004919,2001 super output areas - middle layer,305,Not living in a couple,2101
12215,2001,E02004919,2001 super output areas - middle layer,305,Not living in a couple: Single (never married),1292
12216,2001,E02004919,2001 super output areas - middle layer,305,Not living in a couple: Married or re-married,32
12217,2001,E02004919,2001 super output areas - middle layer,305,Not living in a couple: Separated (but still legally married),92
12218,2001,E02004919,2001 super output areas - middle layer,305,Not living in a couple: Divorced,298
12219,2001,E02004919,2001 super output areas - middle layer,305,Not living in a couple: Widowed,387
12220,2001,E02004920,2001 super output areas - middle layer,305,All categories: Living arrangements,7677
12221,2001,E02004920,2001 super output areas - middle layer,305,Living in a couple,4834
12222,2001,E02004920,2001 super output areas - middle layer,305,Living in a couple: Married or re-married,4098
12223,2001,E02004920,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,736
12224,2001,E02004920,2001 super output areas - middle layer,305,Not living in a couple,2843
12225,2001,E02004920,2001 super output areas - middle layer,305,Not living in a couple: Single (never married),1582
12226,2001,E02004920,2001 super output areas - middle layer,305,Not living in a couple: Married or re-married,53
12227,2001,E02004920,2001 super output areas - middle layer,305,Not living in a couple: Separated (but still legally married),118
12228,2001,E02004920,2001 super output areas - middle layer,305,Not living in a couple: Divorced,436
12229,2001,E02004920,2001 super output areas - middle layer,305,Not living in a couple: Widowed,654
12230,2001,E02004921,2001 super output areas - middle layer,305,All categories: Living arrangements,5491
12231,2001,E02004921,2001 super output areas - middle layer,305,Living in a couple,3554
12232,2001,E02004921,2001 super output areas - middle layer,305,Living in a couple: Married or re-married,3088
12233,2001,E02004921,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,466
12234,2001,E02004921,2001 super output areas - middle layer,305,Not living in a couple,1937
12235,2001,E02004921,2001 super output areas - middle layer,305,Not living in a couple: Single (never married),1121
12236,2001,E02004921,2001 super output areas - middle layer,305,Not living in a couple: Married or re-married,48
12237,2001,E02004921,2001 super output areas - middle layer,305,Not living in a couple: Separated (but still legally married),112
12238,2001,E02004921,2001 super output areas - middle layer,305,Not living in a couple: Divorced,261
12239,2001,E02004921,2001 super output areas - middle layer,305,Not living in a couple: Widowed,395
12240,2001,E02004922,2001 super output areas - middle layer,305,All categories: Living arrangements,7150
12241,2001,E02004922,2001 super output areas - middle layer,305,Living in a couple,4834
12242,2001,E02004922,2001 super output areas - middle layer,305,Living in a couple: Married or re-married,4144
12243,2001,E02004922,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,690
12244,2001,E02004922,2001 super output areas - middle layer,305,Not living in a couple,2316
12245,2001,E02004922,2001 super output areas - middle layer,305,Not living in a couple: Single (never married),1246
12246,2001,E02004922,2001 super output areas - middle layer,305,Not living in a couple: Married or re-married,31
12247,2001,E02004922,2001 super output areas - middle layer,305,Not living in a couple: Separated (but still legally married),111
12248,2001,E02004922,2001 super output areas - middle layer,305,Not living in a couple: Divorced,351
12249,2001,E02004922,2001 super output areas - middle layer,305,Not living in a couple: Widowed,577
12250,2001,E02004923,2001 super output areas - middle layer,305,All categories: Living arrangements,7631
12251,2001,E02004923,2001 super output areas - middle layer,305,Living in a couple,5164
12252,2001,E02004923,2001 super output areas - middle layer,305,Living in a couple: Married or re-married,4358
12253,2001,E02004923,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,806
12254,2001,E02004923,2001 super output areas - middle layer,305,Not living in a couple,2467
12255,2001,E02004923,2001 super output areas - middle layer,305,Not living in a couple: Single (never married),1381
12256,2001,E02004923,2001 super output areas - middle layer,305,Not living in a couple: Married or re-married,36
12257,2001,E02004923,2001 super output areas - middle layer,305,Not living in a couple: Separated (but still legally married),141
12258,2001,E02004923,2001 super output areas - middle layer,305,Not living in a couple: Divorced,350
12259,2001,E02004923,2001 super output areas - middle layer,305,Not living in a couple: Widowed,559
12260,2001,E02004924,2001 super output areas - middle layer,305,All categories: Living arrangements,5138
12261,2001,E02004924,2001 super output areas - middle layer,305,Living in a couple,3622
12262,2001,E02004924,2001 super output areas - middle layer,305,Living in a couple: Married or re-married,3226
12263,2001,E02004924,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,396
12264,2001,E02004924,2001 super output areas - middle layer,305,Not living in a couple,1516
12265,2001,E02004924,2001 super output areas - middle layer,305,Not living in a couple: Single (never married),930
12266,2001,E02004924,2001 super output areas - middle layer,305,Not living in a couple: Married or re-married,24
12267,2001,E02004924,2001 super output areas - middle layer,305,Not living in a couple: Separated (but still legally married),72
12268,2001,E02004924,2001 super output areas - middle layer,305,Not living in a couple: Divorced,175
12269,2001,E02004924,2001 super output areas - middle layer,305,Not living in a couple: Widowed,315
12270,2001,E02004925,2001 super output areas - middle layer,305,All categories: Living arrangements,5412
12271,2001,E02004925,2001 super output areas - middle layer,305,Living in a couple,3694
12272,2001,E02004925,2001 super output areas - middle layer,305,Living in a couple: Married or re-married,3226
12273,2001,E02004925,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,468
12274,2001,E02004925,2001 super output areas - middle layer,305,Not living in a couple,1718
12275,2001,E02004925,2001 super output areas - middle layer,305,Not living in a couple: Single (never married),1007
12276,2001,E02004925,2001 super output areas - middle layer,305,Not living in a couple: Married or re-married,28
12277,2001,E02004925,2001 super output areas - middle layer,305,Not living in a couple: Separated (but still legally married),71
12278,2001,E02004925,2001 super output areas - middle layer,305,Not living in a couple: Divorced,264
12279,2001,E02004925,2001 super output areas - middle layer,305,Not living in a couple: Widowed,348
12280,2001,E02004926,2001 super output areas - middle layer,305,All categories: Living arrangements,5482
12281,2001,E02004926,2001 super output areas - middle layer,305,Living in a couple,3664
12282,2001,E02004926,2001 super output areas - middle layer,305,Living in a couple: Married or re-married,3262
12283,2001,E02004926,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,402
12284,2001,E02004926,2001 super output areas - middle layer,305,Not living in a couple,1818
12285,2001,E02004926,2001 super output areas - middle layer,305,Not living in a couple: Single (never married),986
12286,2001,E02004926,2001 super output areas - middle layer,305,Not living in a couple: Married or re-married,47
12287,2001,E02004926,2001 super output areas - middle layer,305,Not living in a couple: Separated (but still legally married),92
12288,2001,E02004926,2001 super output areas - middle layer,305,Not living in a couple: Divorced,237
12289,2001,E02004926,2001 super output areas - middle layer,305,Not living in a couple: Widowed,456
12290,2001,E02004927,2001 super output areas - middle layer,305,All categories: Living arrangements,4758
12291,2001,E02004927,2001 super output areas - middle layer,305,Living in a couple,3250
12292,2001,E02004927,2001 super output areas - middle layer,305,Living in a couple: Married or re-married,2854
12293,2001,E02004927,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,396
12294,2001,E02004927,2001 super output areas - middle layer,305,Not living in a couple,1508
12295,2001,E02004927,2001 super output areas - middle layer,305,Not living in a couple: Single (never married),886
12296,2001,E02004927,2001 super output areas - middle layer,305,Not living in a couple: Married or re-married,29
12297,2001,E02004927,2001 super output areas - middle layer,305,Not living in a couple: Separated (but still legally married),79
12298,2001,E02004927,2001 super output areas - middle layer,305,Not living in a couple: Divorced,197
12299,2001,E02004927,2001 super output areas - middle layer,305,Not living in a couple: Widowed,317
12300,2001,E02004928,2001 super output areas - middle layer,305,All categories: Living arrangements,5227
12301,2001,E02004928,2001 super output areas - middle layer,305,Living in a couple,3792
12302,2001,E02004928,2001 super output areas - middle layer,305,Living in a couple: Married or re-married,3460
12303,2001,E02004928,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,332
12304,2001,E02004928,2001 super output areas - middle layer,305,Not living in a couple,1435
12305,2001,E02004928,2001 super output areas - middle layer,305,Not living in a couple: Single (never married),888
12306,2001,E02004928,2001 super output areas - middle layer,305,Not living in a couple: Married or re-married,23
12307,2001,E02004928,2001 super output areas - middle layer,305,Not living in a couple: Separated (but still legally married),62
12308,2001,E02004928,2001 super output areas - middle layer,305,Not living in a couple: Divorced,203
12309,2001,E02004928,2001 super output areas - middle layer,305,Not living in a couple: Widowed,259
12310,2001,E02004929,2001 super output areas - middle layer,305,All categories: Living arrangements,4660
12311,2001,E02004929,2001 super output areas - middle layer,305,Living in a couple,3222
12312,2001,E02004929,2001 super output areas - middle layer,305,Living in a couple: Married or re-married,2764
12313,2001,E02004929,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,458
12314,2001,E02004929,2001 super output areas - middle layer,305,Not living in a couple,1438
12315,2001,E02004929,2001 super output areas - middle layer,305,Not living in a couple: Single (never married),828
12316,2001,E02004929,2001 super output areas - middle layer,305,Not living in a couple: Married or re-married,42
12317,2001,E02004929,2001 super output areas - middle layer,305,Not living in a couple: Separated (but still legally married),75
12318,2001,E02004929,2001 super output areas - middle layer,305,Not living in a couple: Divorced,185
12319,2001,E02004929,2001 super output areas - middle layer,305,Not living in a couple: Widowed,308
12320,2001,E02004930,2001 super output areas - middle layer,305,All categories: Living arrangements,5006
12321,2001,E02004930,2001 super output areas - middle layer,305,Living in a couple,3280
12322,2001,E02004930,2001 super output areas - middle layer,305,Living in a couple: Married or re-married,2734
12323,2001,E02004930,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,546
12324,2001,E02004930,2001 super output areas - middle layer,305,Not living in a couple,1726
12325,2001,E02004930,2001 super output areas - middle layer,305,Not living in a couple: Single (never married),1080
12326,2001,E02004930,2001 super output areas - middle layer,305,Not living in a couple: Married or re-married,32
12327,2001,E02004930,2001 super output areas - middle layer,305,Not living in a couple: Separated (but still legally married),74
12328,2001,E02004930,2001 super output areas - middle layer,305,Not living in a couple: Divorced,262
12329,2001,E02004930,2001 super output areas - middle layer,305,Not living in a couple: Widowed,278
12330,2001,E02004931,2001 super output areas - middle layer,305,All categories: Living arrangements,5030
12331,2001,E02004931,2001 super output areas - middle layer,305,Living in a couple,3176
12332,2001,E02004931,2001 super output areas - middle layer,305,Living in a couple: Married or re-married,2850
12333,2001,E02004931,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,326
12334,2001,E02004931,2001 super output areas - middle layer,305,Not living in a couple,1854
12335,2001,E02004931,2001 super output areas - middle layer,305,Not living in a couple: Single (never married),1169
12336,2001,E02004931,2001 super output areas - middle layer,305,Not living in a couple: Married or re-married,12
12337,2001,E02004931,2001 super output areas - middle layer,305,Not living in a couple: Separated (but still legally married),85
12338,2001,E02004931,2001 super output areas - middle layer,305,Not living in a couple: Divorced,260
12339,2001,E02004931,2001 super output areas - middle layer,305,Not living in a couple: Widowed,328
12340,2001,E02004932,2001 super output areas - middle layer,305,All categories: Living arrangements,4933
12341,2001,E02004932,2001 super output areas - middle layer,305,Living in a couple,3090
12342,2001,E02004932,2001 super output areas - middle layer,305,Living in a couple: Married or re-married,2488
12343,2001,E02004932,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,602
12344,2001,E02004932,2001 super output areas - middle layer,305,Not living in a couple,1843
12345,2001,E02004932,2001 super output areas - middle layer,305,Not living in a couple: Single (never married),1104
12346,2001,E02004932,2001 super output areas - middle layer,305,Not living in a couple: Married or re-married,42
12347,2001,E02004932,2001 super output areas - middle layer,305,Not living in a couple: Separated (but still legally married),83
12348,2001,E02004932,2001 super output areas - middle layer,305,Not living in a couple: Divorced,245
12349,2001,E02004932,2001 super output areas - middle layer,305,Not living in a couple: Widowed,369
12350,2001,E02004933,2001 super output areas - middle layer,305,All categories: Living arrangements,4896
12351,2001,E02004933,2001 super output areas - middle layer,305,Living in a couple,3480
12352,2001,E02004933,2001 super output areas - middle layer,305,Living in a couple: Married or re-married,3134
12353,2001,E02004933,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,346
12354,2001,E02004933,2001 super output areas - middle layer,305,Not living in a couple,1416
12355,2001,E02004933,2001 super output areas - middle layer,305,Not living in a couple: Single (never married),946
12356,2001,E02004933,2001 super output areas - middle layer,305,Not living in a couple: Married or re-married,23
12357,2001,E02004933,2001 super output areas - middle layer,305,Not living in a couple: Separated (but still legally married),35
12358,2001,E02004933,2001 super output areas - middle layer,305,Not living in a couple: Divorced,157
12359,2001,E02004933,2001 super output areas - middle layer,305,Not living in a couple: Widowed,255
12360,2001,E02004934,2001 super output areas - middle layer,305,All categories: Living arrangements,4832
12361,2001,E02004934,2001 super output areas - middle layer,305,Living in a couple,2798
12362,2001,E02004934,2001 super output areas - middle layer,305,Living in a couple: Married or re-married,2192
12363,2001,E02004934,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,606
12364,2001,E02004934,2001 super output areas - middle layer,305,Not living in a couple,2034
12365,2001,E02004934,2001 super output areas - middle layer,305,Not living in a couple: Single (never married),1397
12366,2001,E02004934,2001 super output areas - middle layer,305,Not living in a couple: Married or re-married,54
12367,2001,E02004934,2001 super output areas - middle layer,305,Not living in a couple: Separated (but still legally married),91
12368,2001,E02004934,2001 super output areas - middle layer,305,Not living in a couple: Divorced,221
12369,2001,E02004934,2001 super output areas - middle layer,305,Not living in a couple: Widowed,271
12370,2001,E02004935,2001 super output areas - middle layer,305,All categories: Living arrangements,5384
12371,2001,E02004935,2001 super output areas - middle layer,305,Living in a couple,2948
12372,2001,E02004935,2001 super output areas - middle layer,305,Living in a couple: Married or re-married,1974
12373,2001,E02004935,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,974
12374,2001,E02004935,2001 super output areas - middle layer,305,Not living in a couple,2436
12375,2001,E02004935,2001 super output areas - middle layer,305,Not living in a couple: Single (never married),1613
12376,2001,E02004935,2001 super output areas - middle layer,305,Not living in a couple: Married or re-married,72
12377,2001,E02004935,2001 super output areas - middle layer,305,Not living in a couple: Separated (but still legally married),128
12378,2001,E02004935,2001 super output areas - middle layer,305,Not living in a couple: Divorced,321
12379,2001,E02004935,2001 super output areas - middle layer,305,Not living in a couple: Widowed,302
12380,2001,E02004936,2001 super output areas - middle layer,305,All categories: Living arrangements,4309
12381,2001,E02004936,2001 super output areas - middle layer,305,Living in a couple,2774
12382,2001,E02004936,2001 super output areas - middle layer,305,Living in a couple: Married or re-married,2330
12383,2001,E02004936,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,444
12384,2001,E02004936,2001 super output areas - middle layer,305,Not living in a couple,1535
12385,2001,E02004936,2001 super output areas - middle layer,305,Not living in a couple: Single (never married),1043
12386,2001,E02004936,2001 super output areas - middle layer,305,Not living in a couple: Married or re-married,25
12387,2001,E02004936,2001 super output areas - middle layer,305,Not living in a couple: Separated (but still legally married),57
12388,2001,E02004936,2001 super output areas - middle layer,305,Not living in a couple: Divorced,197
12389,2001,E02004936,2001 super output areas - middle layer,305,Not living in a couple: Widowed,213
12390,2001,E02004937,2001 super output areas - middle layer,305,All categories: Living arrangements,5178
12391,2001,E02004937,2001 super output areas - middle layer,305,Living in a couple,3520
12392,2001,E02004937,2001 super output areas - middle layer,305,Living in a couple: Married or re-married,3100
12393,2001,E02004937,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,420
12394,2001,E02004937,2001 super output areas - middle layer,305,Not living in a couple,1658
12395,2001,E02004937,2001 super output areas - middle layer,305,Not living in a couple: Single (never married),985
12396,2001,E02004937,2001 super output areas - middle layer,305,Not living in a couple: Married or re-married,49
12397,2001,E02004937,2001 super output areas - middle layer,305,Not living in a couple: Separated (but still legally married),72
12398,2001,E02004937,2001 super output areas - middle layer,305,Not living in a couple: Divorced,197
12399,2001,E02004937,2001 super output areas - middle layer,305,Not living in a couple: Widowed,355
12400,2001,E02004938,2001 super output areas - middle layer,305,All categories: Living arrangements,4115
12401,2001,E02004938,2001 super output areas - middle layer,305,Living in a couple,2816
12402,2001,E02004938,2001 super output areas - middle layer,305,Living in a couple: Married or re-married,2330
12403,2001,E02004938,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,486
12404,2001,E02004938,2001 super output areas - middle layer,305,Not living in a couple,1299
12405,2001,E02004938,2001 super output areas - middle layer,305,Not living in a couple: Single (never married),839
12406,2001,E02004938,2001 super output areas - middle layer,305,Not living in a couple: Married or re-married,28
12407,2001,E02004938,2001 super output areas - middle layer,305,Not living in a couple: Separated (but still legally married),67
12408,2001,E02004938,2001 super output areas - middle layer,305,Not living in a couple: Divorced,186
12409,2001,E02004938,2001 super output areas - middle layer,305,Not living in a couple: Widowed,179
12410,2001,E02004939,2001 super output areas - middle layer,305,All categories: Living arrangements,4860
12411,2001,E02004939,2001 super output areas - middle layer,305,Living in a couple,2883
12412,2001,E02004939,2001 super output areas - middle layer,305,Living in a couple: Married or re-married,2486
12413,2001,E02004939,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,397
12414,2001,E02004939,2001 super output areas - middle layer,305,Not living in a couple,1977
12415,2001,E02004939,2001 super output areas - middle layer,305,Not living in a couple: Single (never married),1190
12416,2001,E02004939,2001 super output areas - middle layer,305,Not living in a couple: Married or re-married,39
12417,2001,E02004939,2001 super output areas - middle layer,305,Not living in a couple: Separated (but still legally married),76
12418,2001,E02004939,2001 super output areas - middle layer,305,Not living in a couple: Divorced,279
12419,2001,E02004939,2001 super output areas - middle layer,305,Not living in a couple: Widowed,393
12420,2001,E02004940,2001 super output areas - middle layer,305,All categories: Living arrangements,5341
12421,2001,E02004940,2001 super output areas - middle layer,305,Living in a couple,3110
12422,2001,E02004940,2001 super output areas - middle layer,305,Living in a couple: Married or re-married,2376
12423,2001,E02004940,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,734
12424,2001,E02004940,2001 super output areas - middle layer,305,Not living in a couple,2231
12425,2001,E02004940,2001 super output areas - middle layer,305,Not living in a couple: Single (never married),1359
12426,2001,E02004940,2001 super output areas - middle layer,305,Not living in a couple: Married or re-married,58
12427,2001,E02004940,2001 super output areas - middle layer,305,Not living in a couple: Separated (but still legally married),88
12428,2001,E02004940,2001 super output areas - middle layer,305,Not living in a couple: Divorced,348
12429,2001,E02004940,2001 super output areas - middle layer,305,Not living in a couple: Widowed,378
12430,2001,E02004941,2001 super output areas - middle layer,305,All categories: Living arrangements,5967
12431,2001,E02004941,2001 super output areas - middle layer,305,Living in a couple,3644
12432,2001,E02004941,2001 super output areas - middle layer,305,Living in a couple: Married or re-married,2912
12433,2001,E02004941,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,732
12434,2001,E02004941,2001 super output areas - middle layer,305,Not living in a couple,2323
12435,2001,E02004941,2001 super output areas - middle layer,305,Not living in a couple: Single (never married),1435
12436,2001,E02004941,2001 super output areas - middle layer,305,Not living in a couple: Married or re-married,46
12437,2001,E02004941,2001 super output areas - middle layer,305,Not living in a couple: Separated (but still legally married),122
12438,2001,E02004941,2001 super output areas - middle layer,305,Not living in a couple: Divorced,383
12439,2001,E02004941,2001 super output areas - middle layer,305,Not living in a couple: Widowed,337
12440,2001,E02004942,2001 super output areas - middle layer,305,All categories: Living arrangements,4411
12441,2001,E02004942,2001 super output areas - middle layer,305,Living in a couple,2892
12442,2001,E02004942,2001 super output areas - middle layer,305,Living in a couple: Married or re-married,2500
12443,2001,E02004942,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,392
12444,2001,E02004942,2001 super output areas - middle layer,305,Not living in a couple,1519
12445,2001,E02004942,2001 super output areas - middle layer,305,Not living in a couple: Single (never married),861
12446,2001,E02004942,2001 super output areas - middle layer,305,Not living in a couple: Married or re-married,35
12447,2001,E02004942,2001 super output areas - middle layer,305,Not living in a couple: Separated (but still legally married),91
12448,2001,E02004942,2001 super output areas - middle layer,305,Not living in a couple: Divorced,242
12449,2001,E02004942,2001 super output areas - middle layer,305,Not living in a couple: Widowed,290
12450,2001,E02004943,2001 super output areas - middle layer,305,All categories: Living arrangements,6033
12451,2001,E02004943,2001 super output areas - middle layer,305,Living in a couple,4296
12452,2001,E02004943,2001 super output areas - middle layer,305,Living in a couple: Married or re-married,3796
12453,2001,E02004943,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,500
12454,2001,E02004943,2001 super output areas - middle layer,305,Not living in a couple,1737
12455,2001,E02004943,2001 super output areas - middle layer,305,Not living in a couple: Single (never married),1010
12456,2001,E02004943,2001 super output areas - middle layer,305,Not living in a couple: Married or re-married,44
