,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C_LARPUK11_NAME,OBS_VALUE
6853,2001,E02006702,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,486
6854,2001,E02006702,2001 super output areas - middle layer,305,Not living in a couple,1524
6855,2001,E02006702,2001 super output areas - middle layer,305,Not living in a couple: Single (never married),853
6856,2001,E02006702,2001 super output areas - middle layer,305,Not living in a couple: Married or re-married,15
6857,2001,E02006702,2001 super output areas - middle layer,305,Not living in a couple: Separated (but still legally married),92
6858,2001,E02006702,2001 super output areas - middle layer,305,Not living in a couple: Divorced,274
6859,2001,E02006702,2001 super output areas - middle layer,305,Not living in a couple: Widowed,290
6860,2001,E02006703,2001 super output areas - middle layer,305,All categories: Living arrangements,5568
6861,2001,E02006703,2001 super output areas - middle layer,305,Living in a couple,4056
6862,2001,E02006703,2001 super output areas - middle layer,305,Living in a couple: Married or re-married,3602
6863,2001,E02006703,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,454
6864,2001,E02006703,2001 super output areas - middle layer,305,Not living in a couple,1512
6865,2001,E02006703,2001 super output areas - middle layer,305,Not living in a couple: Single (never married),876
6866,2001,E02006703,2001 super output areas - middle layer,305,Not living in a couple: Married or re-married,29
6867,2001,E02006703,2001 super output areas - middle layer,305,Not living in a couple: Separated (but still legally married),92
6868,2001,E02006703,2001 super output areas - middle layer,305,Not living in a couple: Divorced,188
6869,2001,E02006703,2001 super output areas - middle layer,305,Not living in a couple: Widowed,327
6870,2001,E02006704,2001 super output areas - middle layer,305,All categories: Living arrangements,5029
6871,2001,E02006704,2001 super output areas - middle layer,305,Living in a couple,3500
6872,2001,E02006704,2001 super output areas - middle layer,305,Living in a couple: Married or re-married,3006
6873,2001,E02006704,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,494
6874,2001,E02006704,2001 super output areas - middle layer,305,Not living in a couple,1529
6875,2001,E02006704,2001 super output areas - middle layer,305,Not living in a couple: Single (never married),831
6876,2001,E02006704,2001 super output areas - middle layer,305,Not living in a couple: Married or re-married,27
6877,2001,E02006704,2001 super output areas - middle layer,305,Not living in a couple: Separated (but still legally married),71
6878,2001,E02006704,2001 super output areas - middle layer,305,Not living in a couple: Divorced,228
6879,2001,E02006704,2001 super output areas - middle layer,305,Not living in a couple: Widowed,372
6880,2001,E02006705,2001 super output areas - middle layer,305,All categories: Living arrangements,5007
6881,2001,E02006705,2001 super output areas - middle layer,305,Living in a couple,3266
6882,2001,E02006705,2001 super output areas - middle layer,305,Living in a couple: Married or re-married,2732
6883,2001,E02006705,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,534
6884,2001,E02006705,2001 super output areas - middle layer,305,Not living in a couple,1741
6885,2001,E02006705,2001 super output areas - middle layer,305,Not living in a couple: Single (never married),973
6886,2001,E02006705,2001 super output areas - middle layer,305,Not living in a couple: Married or re-married,31
6887,2001,E02006705,2001 super output areas - middle layer,305,Not living in a couple: Separated (but still legally married),74
6888,2001,E02006705,2001 super output areas - middle layer,305,Not living in a couple: Divorced,310
6889,2001,E02006705,2001 super output areas - middle layer,305,Not living in a couple: Widowed,353
6890,2001,E02006706,2001 super output areas - middle layer,305,All categories: Living arrangements,4901
6891,2001,E02006706,2001 super output areas - middle layer,305,Living in a couple,2988
6892,2001,E02006706,2001 super output areas - middle layer,305,Living in a couple: Married or re-married,2564
6893,2001,E02006706,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,424
6894,2001,E02006706,2001 super output areas - middle layer,305,Not living in a couple,1913
6895,2001,E02006706,2001 super output areas - middle layer,305,Not living in a couple: Single (never married),905
6896,2001,E02006706,2001 super output areas - middle layer,305,Not living in a couple: Married or re-married,28
6897,2001,E02006706,2001 super output areas - middle layer,305,Not living in a couple: Separated (but still legally married),93
6898,2001,E02006706,2001 super output areas - middle layer,305,Not living in a couple: Divorced,329
6899,2001,E02006706,2001 super output areas - middle layer,305,Not living in a couple: Widowed,558
6900,2001,E02006707,2001 super output areas - middle layer,305,All categories: Living arrangements,4088
6901,2001,E02006707,2001 super output areas - middle layer,305,Living in a couple,2968
6902,2001,E02006707,2001 super output areas - middle layer,305,Living in a couple: Married or re-married,2612
6903,2001,E02006707,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,356
6904,2001,E02006707,2001 super output areas - middle layer,305,Not living in a couple,1120
6905,2001,E02006707,2001 super output areas - middle layer,305,Not living in a couple: Single (never married),665
6906,2001,E02006707,2001 super output areas - middle layer,305,Not living in a couple: Married or re-married,20
6907,2001,E02006707,2001 super output areas - middle layer,305,Not living in a couple: Separated (but still legally married),41
6908,2001,E02006707,2001 super output areas - middle layer,305,Not living in a couple: Divorced,162
6909,2001,E02006707,2001 super output areas - middle layer,305,Not living in a couple: Widowed,232
6910,2001,E02006708,2001 super output areas - middle layer,305,All categories: Living arrangements,5196
6911,2001,E02006708,2001 super output areas - middle layer,305,Living in a couple,3192
6912,2001,E02006708,2001 super output areas - middle layer,305,Living in a couple: Married or re-married,2558
6913,2001,E02006708,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,634
6914,2001,E02006708,2001 super output areas - middle layer,305,Not living in a couple,2004
6915,2001,E02006708,2001 super output areas - middle layer,305,Not living in a couple: Single (never married),1080
6916,2001,E02006708,2001 super output areas - middle layer,305,Not living in a couple: Married or re-married,20
6917,2001,E02006708,2001 super output areas - middle layer,305,Not living in a couple: Separated (but still legally married),108
6918,2001,E02006708,2001 super output areas - middle layer,305,Not living in a couple: Divorced,400
6919,2001,E02006708,2001 super output areas - middle layer,305,Not living in a couple: Widowed,396
6920,2001,E02006709,2001 super output areas - middle layer,305,All categories: Living arrangements,5372
6921,2001,E02006709,2001 super output areas - middle layer,305,Living in a couple,3822
6922,2001,E02006709,2001 super output areas - middle layer,305,Living in a couple: Married or re-married,3336
6923,2001,E02006709,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,486
6924,2001,E02006709,2001 super output areas - middle layer,305,Not living in a couple,1550
6925,2001,E02006709,2001 super output areas - middle layer,305,Not living in a couple: Single (never married),938
6926,2001,E02006709,2001 super output areas - middle layer,305,Not living in a couple: Married or re-married,23
6927,2001,E02006709,2001 super output areas - middle layer,305,Not living in a couple: Separated (but still legally married),73
6928,2001,E02006709,2001 super output areas - middle layer,305,Not living in a couple: Divorced,241
6929,2001,E02006709,2001 super output areas - middle layer,305,Not living in a couple: Widowed,275
6930,2001,E02006710,2001 super output areas - middle layer,305,All categories: Living arrangements,6210
6931,2001,E02006710,2001 super output areas - middle layer,305,Living in a couple,4290
6932,2001,E02006710,2001 super output areas - middle layer,305,Living in a couple: Married or re-married,3708
6933,2001,E02006710,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,582
6934,2001,E02006710,2001 super output areas - middle layer,305,Not living in a couple,1920
6935,2001,E02006710,2001 super output areas - middle layer,305,Not living in a couple: Single (never married),1064
6936,2001,E02006710,2001 super output areas - middle layer,305,Not living in a couple: Married or re-married,34
6937,2001,E02006710,2001 super output areas - middle layer,305,Not living in a couple: Separated (but still legally married),54
6938,2001,E02006710,2001 super output areas - middle layer,305,Not living in a couple: Divorced,278
6939,2001,E02006710,2001 super output areas - middle layer,305,Not living in a couple: Widowed,490
6940,2001,E02006711,2001 super output areas - middle layer,305,All categories: Living arrangements,5845
6941,2001,E02006711,2001 super output areas - middle layer,305,Living in a couple,4138
6942,2001,E02006711,2001 super output areas - middle layer,305,Living in a couple: Married or re-married,3682
6943,2001,E02006711,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,456
6944,2001,E02006711,2001 super output areas - middle layer,305,Not living in a couple,1707
6945,2001,E02006711,2001 super output areas - middle layer,305,Not living in a couple: Single (never married),922
6946,2001,E02006711,2001 super output areas - middle layer,305,Not living in a couple: Married or re-married,13
6947,2001,E02006711,2001 super output areas - middle layer,305,Not living in a couple: Separated (but still legally married),76
6948,2001,E02006711,2001 super output areas - middle layer,305,Not living in a couple: Divorced,251
6949,2001,E02006711,2001 super output areas - middle layer,305,Not living in a couple: Widowed,445
6950,2001,E02006712,2001 super output areas - middle layer,305,All categories: Living arrangements,5252
6951,2001,E02006712,2001 super output areas - middle layer,305,Living in a couple,3828
6952,2001,E02006712,2001 super output areas - middle layer,305,Living in a couple: Married or re-married,3378
6953,2001,E02006712,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,450
6954,2001,E02006712,2001 super output areas - middle layer,305,Not living in a couple,1424
6955,2001,E02006712,2001 super output areas - middle layer,305,Not living in a couple: Single (never married),803
6956,2001,E02006712,2001 super output areas - middle layer,305,Not living in a couple: Married or re-married,24
6957,2001,E02006712,2001 super output areas - middle layer,305,Not living in a couple: Separated (but still legally married),51
6958,2001,E02006712,2001 super output areas - middle layer,305,Not living in a couple: Divorced,202
6959,2001,E02006712,2001 super output areas - middle layer,305,Not living in a couple: Widowed,344
6960,2001,E02006713,2001 super output areas - middle layer,305,All categories: Living arrangements,4791
6961,2001,E02006713,2001 super output areas - middle layer,305,Living in a couple,2906
6962,2001,E02006713,2001 super output areas - middle layer,305,Living in a couple: Married or re-married,2448
6963,2001,E02006713,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,458
6964,2001,E02006713,2001 super output areas - middle layer,305,Not living in a couple,1885
6965,2001,E02006713,2001 super output areas - middle layer,305,Not living in a couple: Single (never married),945
6966,2001,E02006713,2001 super output areas - middle layer,305,Not living in a couple: Married or re-married,26
6967,2001,E02006713,2001 super output areas - middle layer,305,Not living in a couple: Separated (but still legally married),74
6968,2001,E02006713,2001 super output areas - middle layer,305,Not living in a couple: Divorced,350
6969,2001,E02006713,2001 super output areas - middle layer,305,Not living in a couple: Widowed,490
6970,2001,E02006714,2001 super output areas - middle layer,305,All categories: Living arrangements,4303
6971,2001,E02006714,2001 super output areas - middle layer,305,Living in a couple,3010
6972,2001,E02006714,2001 super output areas - middle layer,305,Living in a couple: Married or re-married,2632
6973,2001,E02006714,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,378
6974,2001,E02006714,2001 super output areas - middle layer,305,Not living in a couple,1293
6975,2001,E02006714,2001 super output areas - middle layer,305,Not living in a couple: Single (never married),699
6976,2001,E02006714,2001 super output areas - middle layer,305,Not living in a couple: Married or re-married,17
6977,2001,E02006714,2001 super output areas - middle layer,305,Not living in a couple: Separated (but still legally married),42
6978,2001,E02006714,2001 super output areas - middle layer,305,Not living in a couple: Divorced,179
6979,2001,E02006714,2001 super output areas - middle layer,305,Not living in a couple: Widowed,356
6980,2001,E02006715,2001 super output areas - middle layer,305,All categories: Living arrangements,5971
6981,2001,E02006715,2001 super output areas - middle layer,305,Living in a couple,3984
6982,2001,E02006715,2001 super output areas - middle layer,305,Living in a couple: Married or re-married,3354
6983,2001,E02006715,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,630
6984,2001,E02006715,2001 super output areas - middle layer,305,Not living in a couple,1987
6985,2001,E02006715,2001 super output areas - middle layer,305,Not living in a couple: Single (never married),1170
6986,2001,E02006715,2001 super output areas - middle layer,305,Not living in a couple: Married or re-married,30
6987,2001,E02006715,2001 super output areas - middle layer,305,Not living in a couple: Separated (but still legally married),78
6988,2001,E02006715,2001 super output areas - middle layer,305,Not living in a couple: Divorced,311
6989,2001,E02006715,2001 super output areas - middle layer,305,Not living in a couple: Widowed,398
6990,2001,E02006716,2001 super output areas - middle layer,305,All categories: Living arrangements,4723
6991,2001,E02006716,2001 super output areas - middle layer,305,Living in a couple,2808
6992,2001,E02006716,2001 super output areas - middle layer,305,Living in a couple: Married or re-married,2300
6993,2001,E02006716,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,508
6994,2001,E02006716,2001 super output areas - middle layer,305,Not living in a couple,1915
6995,2001,E02006716,2001 super output areas - middle layer,305,Not living in a couple: Single (never married),1014
6996,2001,E02006716,2001 super output areas - middle layer,305,Not living in a couple: Married or re-married,19
6997,2001,E02006716,2001 super output areas - middle layer,305,Not living in a couple: Separated (but still legally married),98
6998,2001,E02006716,2001 super output areas - middle layer,305,Not living in a couple: Divorced,365
6999,2001,E02006716,2001 super output areas - middle layer,305,Not living in a couple: Widowed,419
7000,2001,E02006717,2001 super output areas - middle layer,305,All categories: Living arrangements,4517
7001,2001,E02006717,2001 super output areas - middle layer,305,Living in a couple,3268
7002,2001,E02006717,2001 super output areas - middle layer,305,Living in a couple: Married or re-married,2892
7003,2001,E02006717,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,376
7004,2001,E02006717,2001 super output areas - middle layer,305,Not living in a couple,1249
7005,2001,E02006717,2001 super output areas - middle layer,305,Not living in a couple: Single (never married),657
7006,2001,E02006717,2001 super output areas - middle layer,305,Not living in a couple: Married or re-married,17
7007,2001,E02006717,2001 super output areas - middle layer,305,Not living in a couple: Separated (but still legally married),43
7008,2001,E02006717,2001 super output areas - middle layer,305,Not living in a couple: Divorced,159
7009,2001,E02006717,2001 super output areas - middle layer,305,Not living in a couple: Widowed,373
7010,2001,E02006718,2001 super output areas - middle layer,305,All categories: Living arrangements,4766
7011,2001,E02006718,2001 super output areas - middle layer,305,Living in a couple,3028
7012,2001,E02006718,2001 super output areas - middle layer,305,Living in a couple: Married or re-married,2690
7013,2001,E02006718,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,338
7014,2001,E02006718,2001 super output areas - middle layer,305,Not living in a couple,1738
7015,2001,E02006718,2001 super output areas - middle layer,305,Not living in a couple: Single (never married),890
7016,2001,E02006718,2001 super output areas - middle layer,305,Not living in a couple: Married or re-married,26
7017,2001,E02006718,2001 super output areas - middle layer,305,Not living in a couple: Separated (but still legally married),52
7018,2001,E02006718,2001 super output areas - middle layer,305,Not living in a couple: Divorced,292
7019,2001,E02006718,2001 super output areas - middle layer,305,Not living in a couple: Widowed,478
7020,2001,E02006719,2001 super output areas - middle layer,305,All categories: Living arrangements,5326
7021,2001,E02006719,2001 super output areas - middle layer,305,Living in a couple,3424
7022,2001,E02006719,2001 super output areas - middle layer,305,Living in a couple: Married or re-married,2988
7023,2001,E02006719,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,436
7024,2001,E02006719,2001 super output areas - middle layer,305,Not living in a couple,1902
7025,2001,E02006719,2001 super output areas - middle layer,305,Not living in a couple: Single (never married),1012
7026,2001,E02006719,2001 super output areas - middle layer,305,Not living in a couple: Married or re-married,39
7027,2001,E02006719,2001 super output areas - middle layer,305,Not living in a couple: Separated (but still legally married),95
7028,2001,E02006719,2001 super output areas - middle layer,305,Not living in a couple: Divorced,349
7029,2001,E02006719,2001 super output areas - middle layer,305,Not living in a couple: Widowed,407
7030,2001,E02006720,2001 super output areas - middle layer,305,All categories: Living arrangements,5343
7031,2001,E02006720,2001 super output areas - middle layer,305,Living in a couple,3594
7032,2001,E02006720,2001 super output areas - middle layer,305,Living in a couple: Married or re-married,3090
7033,2001,E02006720,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,504
7034,2001,E02006720,2001 super output areas - middle layer,305,Not living in a couple,1749
7035,2001,E02006720,2001 super output areas - middle layer,305,Not living in a couple: Single (never married),880
7036,2001,E02006720,2001 super output areas - middle layer,305,Not living in a couple: Married or re-married,37
7037,2001,E02006720,2001 super output areas - middle layer,305,Not living in a couple: Separated (but still legally married),76
7038,2001,E02006720,2001 super output areas - middle layer,305,Not living in a couple: Divorced,308
7039,2001,E02006720,2001 super output areas - middle layer,305,Not living in a couple: Widowed,448
7040,2001,E02006721,2001 super output areas - middle layer,305,All categories: Living arrangements,4509
7041,2001,E02006721,2001 super output areas - middle layer,305,Living in a couple,3190
7042,2001,E02006721,2001 super output areas - middle layer,305,Living in a couple: Married or re-married,2832
7043,2001,E02006721,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,358
7044,2001,E02006721,2001 super output areas - middle layer,305,Not living in a couple,1319
7045,2001,E02006721,2001 super output areas - middle layer,305,Not living in a couple: Single (never married),832
7046,2001,E02006721,2001 super output areas - middle layer,305,Not living in a couple: Married or re-married,23
7047,2001,E02006721,2001 super output areas - middle layer,305,Not living in a couple: Separated (but still legally married),65
7048,2001,E02006721,2001 super output areas - middle layer,305,Not living in a couple: Divorced,149
7049,2001,E02006721,2001 super output areas - middle layer,305,Not living in a couple: Widowed,250
7050,2001,E02006722,2001 super output areas - middle layer,305,All categories: Living arrangements,4317
7051,2001,E02006722,2001 super output areas - middle layer,305,Living in a couple,2498
7052,2001,E02006722,2001 super output areas - middle layer,305,Living in a couple: Married or re-married,1862
7053,2001,E02006722,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,636
7054,2001,E02006722,2001 super output areas - middle layer,305,Not living in a couple,1819
7055,2001,E02006722,2001 super output areas - middle layer,305,Not living in a couple: Single (never married),1130
7056,2001,E02006722,2001 super output areas - middle layer,305,Not living in a couple: Married or re-married,17
7057,2001,E02006722,2001 super output areas - middle layer,305,Not living in a couple: Separated (but still legally married),106
7058,2001,E02006722,2001 super output areas - middle layer,305,Not living in a couple: Divorced,335
7059,2001,E02006722,2001 super output areas - middle layer,305,Not living in a couple: Widowed,231
7060,2001,E02006723,2001 super output areas - middle layer,305,All categories: Living arrangements,4791
7061,2001,E02006723,2001 super output areas - middle layer,305,Living in a couple,2920
7062,2001,E02006723,2001 super output areas - middle layer,305,Living in a couple: Married or re-married,2122
7063,2001,E02006723,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,798
7064,2001,E02006723,2001 super output areas - middle layer,305,Not living in a couple,1871
7065,2001,E02006723,2001 super output areas - middle layer,305,Not living in a couple: Single (never married),1029
7066,2001,E02006723,2001 super output areas - middle layer,305,Not living in a couple: Married or re-married,27
7067,2001,E02006723,2001 super output areas - middle layer,305,Not living in a couple: Separated (but still legally married),113
7068,2001,E02006723,2001 super output areas - middle layer,305,Not living in a couple: Divorced,316
7069,2001,E02006723,2001 super output areas - middle layer,305,Not living in a couple: Widowed,386
7070,2001,E02006724,2001 super output areas - middle layer,305,All categories: Living arrangements,4218
7071,2001,E02006724,2001 super output areas - middle layer,305,Living in a couple,2399
7072,2001,E02006724,2001 super output areas - middle layer,305,Living in a couple: Married or re-married,1842
7073,2001,E02006724,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,557
7074,2001,E02006724,2001 super output areas - middle layer,305,Not living in a couple,1819
7075,2001,E02006724,2001 super output areas - middle layer,305,Not living in a couple: Single (never married),1027
7076,2001,E02006724,2001 super output areas - middle layer,305,Not living in a couple: Married or re-married,72
7077,2001,E02006724,2001 super output areas - middle layer,305,Not living in a couple: Separated (but still legally married),121
7078,2001,E02006724,2001 super output areas - middle layer,305,Not living in a couple: Divorced,339
7079,2001,E02006724,2001 super output areas - middle layer,305,Not living in a couple: Widowed,260
7080,2001,E02006725,2001 super output areas - middle layer,305,All categories: Living arrangements,4399
7081,2001,E02006725,2001 super output areas - middle layer,305,Living in a couple,2688
7082,2001,E02006725,2001 super output areas - middle layer,305,Living in a couple: Married or re-married,2162
7083,2001,E02006725,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,526
7084,2001,E02006725,2001 super output areas - middle layer,305,Not living in a couple,1711
7085,2001,E02006725,2001 super output areas - middle layer,305,Not living in a couple: Single (never married),1067
7086,2001,E02006725,2001 super output areas - middle layer,305,Not living in a couple: Married or re-married,22
7087,2001,E02006725,2001 super output areas - middle layer,305,Not living in a couple: Separated (but still legally married),100
7088,2001,E02006725,2001 super output areas - middle layer,305,Not living in a couple: Divorced,328
7089,2001,E02006725,2001 super output areas - middle layer,305,Not living in a couple: Widowed,194
7090,2001,E02006726,2001 super output areas - middle layer,305,All categories: Living arrangements,4642
7091,2001,E02006726,2001 super output areas - middle layer,305,Living in a couple,2940
7092,2001,E02006726,2001 super output areas - middle layer,305,Living in a couple: Married or re-married,2472
7093,2001,E02006726,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,468
7094,2001,E02006726,2001 super output areas - middle layer,305,Not living in a couple,1702
7095,2001,E02006726,2001 super output areas - middle layer,305,Not living in a couple: Single (never married),1001
7096,2001,E02006726,2001 super output areas - middle layer,305,Not living in a couple: Married or re-married,46
7097,2001,E02006726,2001 super output areas - middle layer,305,Not living in a couple: Separated (but still legally married),79
7098,2001,E02006726,2001 super output areas - middle layer,305,Not living in a couple: Divorced,282
7099,2001,E02006726,2001 super output areas - middle layer,305,Not living in a couple: Widowed,294
7100,2001,E02006727,2001 super output areas - middle layer,305,All categories: Living arrangements,4619
7101,2001,E02006727,2001 super output areas - middle layer,305,Living in a couple,3170
7102,2001,E02006727,2001 super output areas - middle layer,305,Living in a couple: Married or re-married,2702
7103,2001,E02006727,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,468
7104,2001,E02006727,2001 super output areas - middle layer,305,Not living in a couple,1449
7105,2001,E02006727,2001 super output areas - middle layer,305,Not living in a couple: Single (never married),890
7106,2001,E02006727,2001 super output areas - middle layer,305,Not living in a couple: Married or re-married,19
7107,2001,E02006727,2001 super output areas - middle layer,305,Not living in a couple: Separated (but still legally married),64
7108,2001,E02006727,2001 super output areas - middle layer,305,Not living in a couple: Divorced,226
7109,2001,E02006727,2001 super output areas - middle layer,305,Not living in a couple: Widowed,250
7110,2001,E02006728,2001 super output areas - middle layer,305,All categories: Living arrangements,5383
7111,2001,E02006728,2001 super output areas - middle layer,305,Living in a couple,3736
7112,2001,E02006728,2001 super output areas - middle layer,305,Living in a couple: Married or re-married,3220
7113,2001,E02006728,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,516
7114,2001,E02006728,2001 super output areas - middle layer,305,Not living in a couple,1647
7115,2001,E02006728,2001 super output areas - middle layer,305,Not living in a couple: Single (never married),875
7116,2001,E02006728,2001 super output areas - middle layer,305,Not living in a couple: Married or re-married,23
7117,2001,E02006728,2001 super output areas - middle layer,305,Not living in a couple: Separated (but still legally married),75
7118,2001,E02006728,2001 super output areas - middle layer,305,Not living in a couple: Divorced,257
7119,2001,E02006728,2001 super output areas - middle layer,305,Not living in a couple: Widowed,417
7120,2001,E02006729,2001 super output areas - middle layer,305,All categories: Living arrangements,5701
7121,2001,E02006729,2001 super output areas - middle layer,305,Living in a couple,3818
7122,2001,E02006729,2001 super output areas - middle layer,305,Living in a couple: Married or re-married,3218
7123,2001,E02006729,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,600
7124,2001,E02006729,2001 super output areas - middle layer,305,Not living in a couple,1883
7125,2001,E02006729,2001 super output areas - middle layer,305,Not living in a couple: Single (never married),1191
7126,2001,E02006729,2001 super output areas - middle layer,305,Not living in a couple: Married or re-married,17
7127,2001,E02006729,2001 super output areas - middle layer,305,Not living in a couple: Separated (but still legally married),116
7128,2001,E02006729,2001 super output areas - middle layer,305,Not living in a couple: Divorced,332
7129,2001,E02006729,2001 super output areas - middle layer,305,Not living in a couple: Widowed,227
7130,2001,E02006730,2001 super output areas - middle layer,305,All categories: Living arrangements,4259
7131,2001,E02006730,2001 super output areas - middle layer,305,Living in a couple,2592
7132,2001,E02006730,2001 super output areas - middle layer,305,Living in a couple: Married or re-married,2050
7133,2001,E02006730,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,542
7134,2001,E02006730,2001 super output areas - middle layer,305,Not living in a couple,1667
7135,2001,E02006730,2001 super output areas - middle layer,305,Not living in a couple: Single (never married),974
7136,2001,E02006730,2001 super output areas - middle layer,305,Not living in a couple: Married or re-married,19
7137,2001,E02006730,2001 super output areas - middle layer,305,Not living in a couple: Separated (but still legally married),107
7138,2001,E02006730,2001 super output areas - middle layer,305,Not living in a couple: Divorced,318
7139,2001,E02006730,2001 super output areas - middle layer,305,Not living in a couple: Widowed,249
7140,2001,E02006731,2001 super output areas - middle layer,305,All categories: Living arrangements,4646
7141,2001,E02006731,2001 super output areas - middle layer,305,Living in a couple,2968
7142,2001,E02006731,2001 super output areas - middle layer,305,Living in a couple: Married or re-married,2474
7143,2001,E02006731,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,494
7144,2001,E02006731,2001 super output areas - middle layer,305,Not living in a couple,1678
7145,2001,E02006731,2001 super output areas - middle layer,305,Not living in a couple: Single (never married),873
7146,2001,E02006731,2001 super output areas - middle layer,305,Not living in a couple: Married or re-married,24
7147,2001,E02006731,2001 super output areas - middle layer,305,Not living in a couple: Separated (but still legally married),92
7148,2001,E02006731,2001 super output areas - middle layer,305,Not living in a couple: Divorced,339
7149,2001,E02006731,2001 super output areas - middle layer,305,Not living in a couple: Widowed,350
7150,2001,E02006732,2001 super output areas - middle layer,305,All categories: Living arrangements,5609
7151,2001,E02006732,2001 super output areas - middle layer,305,Living in a couple,4010
7152,2001,E02006732,2001 super output areas - middle layer,305,Living in a couple: Married or re-married,3412
7153,2001,E02006732,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,598
7154,2001,E02006732,2001 super output areas - middle layer,305,Not living in a couple,1599
7155,2001,E02006732,2001 super output areas - middle layer,305,Not living in a couple: Single (never married),922
7156,2001,E02006732,2001 super output areas - middle layer,305,Not living in a couple: Married or re-married,19
7157,2001,E02006732,2001 super output areas - middle layer,305,Not living in a couple: Separated (but still legally married),82
7158,2001,E02006732,2001 super output areas - middle layer,305,Not living in a couple: Divorced,290
7159,2001,E02006732,2001 super output areas - middle layer,305,Not living in a couple: Widowed,286
7160,2001,E02006733,2001 super output areas - middle layer,305,All categories: Living arrangements,4250
7161,2001,E02006733,2001 super output areas - middle layer,305,Living in a couple,2892
7162,2001,E02006733,2001 super output areas - middle layer,305,Living in a couple: Married or re-married,2474
7163,2001,E02006733,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,418
7164,2001,E02006733,2001 super output areas - middle layer,305,Not living in a couple,1358
7165,2001,E02006733,2001 super output areas - middle layer,305,Not living in a couple: Single (never married),749
7166,2001,E02006733,2001 super output areas - middle layer,305,Not living in a couple: Married or re-married,9
7167,2001,E02006733,2001 super output areas - middle layer,305,Not living in a couple: Separated (but still legally married),72
7168,2001,E02006733,2001 super output areas - middle layer,305,Not living in a couple: Divorced,225
7169,2001,E02006733,2001 super output areas - middle layer,305,Not living in a couple: Widowed,303
7170,2001,E02006734,2001 super output areas - middle layer,305,All categories: Living arrangements,6340
7171,2001,E02006734,2001 super output areas - middle layer,305,Living in a couple,4328
7172,2001,E02006734,2001 super output areas - middle layer,305,Living in a couple: Married or re-married,3724
7173,2001,E02006734,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,604
7174,2001,E02006734,2001 super output areas - middle layer,305,Not living in a couple,2012
7175,2001,E02006734,2001 super output areas - middle layer,305,Not living in a couple: Single (never married),1073
7176,2001,E02006734,2001 super output areas - middle layer,305,Not living in a couple: Married or re-married,35
7177,2001,E02006734,2001 super output areas - middle layer,305,Not living in a couple: Separated (but still legally married),85
7178,2001,E02006734,2001 super output areas - middle layer,305,Not living in a couple: Divorced,278
7179,2001,E02006734,2001 super output areas - middle layer,305,Not living in a couple: Widowed,541
7180,2001,E02006735,2001 super output areas - middle layer,305,All categories: Living arrangements,4194
7181,2001,E02006735,2001 super output areas - middle layer,305,Living in a couple,2272
7182,2001,E02006735,2001 super output areas - middle layer,305,Living in a couple: Married or re-married,1770
7183,2001,E02006735,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,502
7184,2001,E02006735,2001 super output areas - middle layer,305,Not living in a couple,1922
7185,2001,E02006735,2001 super output areas - middle layer,305,Not living in a couple: Single (never married),1022
7186,2001,E02006735,2001 super output areas - middle layer,305,Not living in a couple: Married or re-married,29
7187,2001,E02006735,2001 super output areas - middle layer,305,Not living in a couple: Separated (but still legally married),93
7188,2001,E02006735,2001 super output areas - middle layer,305,Not living in a couple: Divorced,444
7189,2001,E02006735,2001 super output areas - middle layer,305,Not living in a couple: Widowed,334
7190,2001,E02006736,2001 super output areas - middle layer,305,All categories: Living arrangements,4944
