,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_RESUK_6_NAME,OBS_VALUE
0,2021,E01016217,2021 super output areas - lower layer,151,Total: All usual residents,1379
1,2021,E01016217,2021 super output areas - lower layer,151,Born in the UK,1132
2,2021,E01016217,2021 super output areas - lower layer,151,10 years or more,174
3,2021,E01016217,2021 super output areas - lower layer,151,"5 years or more, but less than 10 years",29
4,2021,E01016217,2021 super output areas - lower layer,151,"2 years or more, but less than 5 years",28
5,2021,E01016217,2021 super output areas - lower layer,151,Less than 2 years,16
6,2021,E01016218,2021 super output areas - lower layer,151,Total: All usual residents,1387
7,2021,E01016218,2021 super output areas - lower layer,151,Born in the UK,1170
8,2021,E01016218,2021 super output areas - lower layer,151,10 years or more,129
9,2021,E01016218,2021 super output areas - lower layer,151,"5 years or more, but less than 10 years",34
10,2021,E01016218,2021 super output areas - lower layer,151,"2 years or more, but less than 5 years",38
11,2021,E01016218,2021 super output areas - lower layer,151,Less than 2 years,16
12,2021,E01016231,2021 super output areas - lower layer,151,Total: All usual residents,1953
13,2021,E01016231,2021 super output areas - lower layer,151,Born in the UK,1620
14,2021,E01016231,2021 super output areas - lower layer,151,10 years or more,231
15,2021,E01016231,2021 super output areas - lower layer,151,"5 years or more, but less than 10 years",49
16,2021,E01016231,2021 super output areas - lower layer,151,"2 years or more, but less than 5 years",26
17,2021,E01016231,2021 super output areas - lower layer,151,Less than 2 years,27
18,2021,E01016232,2021 super output areas - lower layer,151,Total: All usual residents,1434
19,2021,E01016232,2021 super output areas - lower layer,151,Born in the UK,1224
20,2021,E01016232,2021 super output areas - lower layer,151,10 years or more,154
21,2021,E01016232,2021 super output areas - lower layer,151,"5 years or more, but less than 10 years",28
22,2021,E01016232,2021 super output areas - lower layer,151,"2 years or more, but less than 5 years",16
23,2021,E01016232,2021 super output areas - lower layer,151,Less than 2 years,12
24,2021,E01016212,2021 super output areas - lower layer,151,Total: All usual residents,1337
25,2021,E01016212,2021 super output areas - lower layer,151,Born in the UK,1073
26,2021,E01016212,2021 super output areas - lower layer,151,10 years or more,163
27,2021,E01016212,2021 super output areas - lower layer,151,"5 years or more, but less than 10 years",45
28,2021,E01016212,2021 super output areas - lower layer,151,"2 years or more, but less than 5 years",45
29,2021,E01016212,2021 super output areas - lower layer,151,Less than 2 years,11
30,2021,E01016216,2021 super output areas - lower layer,151,Total: All usual residents,1349
31,2021,E01016216,2021 super output areas - lower layer,151,Born in the UK,1128
32,2021,E01016216,2021 super output areas - lower layer,151,10 years or more,141
33,2021,E01016216,2021 super output areas - lower layer,151,"5 years or more, but less than 10 years",37
34,2021,E01016216,2021 super output areas - lower layer,151,"2 years or more, but less than 5 years",22
35,2021,E01016216,2021 super output areas - lower layer,151,Less than 2 years,21
36,2021,E01016219,2021 super output areas - lower layer,151,Total: All usual residents,1326
37,2021,E01016219,2021 super output areas - lower layer,151,Born in the UK,1119
38,2021,E01016219,2021 super output areas - lower layer,151,10 years or more,148
39,2021,E01016219,2021 super output areas - lower layer,151,"5 years or more, but less than 10 years",22
40,2021,E01016219,2021 super output areas - lower layer,151,"2 years or more, but less than 5 years",22
41,2021,E01016219,2021 super output areas - lower layer,151,Less than 2 years,15
42,2021,E01016220,2021 super output areas - lower layer,151,Total: All usual residents,1426
43,2021,E01016220,2021 super output areas - lower layer,151,Born in the UK,1148
