,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_ETH_20_NAME,OBS_VALUE
0,2021,E01028964,2021 super output areas - lower layer,151,Total: All usual residents,1909
1,2021,E01028964,2021 super output areas - lower layer,151,"Asian, Asian British or Asian Welsh",27
2,2021,E01028964,2021 super output areas - lower layer,151,"Asian, Asian British or Asian Welsh: Bangladeshi",3
3,2021,E01028964,2021 super output areas - lower layer,151,"Asian, Asian British or Asian Welsh: Chinese",11
4,2021,E01028964,2021 super output areas - lower layer,151,"Asian, Asian British or Asian Welsh: Indian",8
5,2021,E01028964,2021 super output areas - lower layer,151,"Asian, Asian British or Asian Welsh: Pakistani",1
6,2021,E01028964,2021 super output areas - lower layer,151,"Asian, Asian British or Asian Welsh: Other Asian",4
7,2021,E01028964,2021 super output areas - lower layer,151,"Black, Black British, Black Welsh, Caribbean or African",3
8,2021,E01028964,2021 super output areas - lower layer,151,"Black, Black British, Black Welsh, Caribbean or African: African",1
9,2021,E01028964,2021 super output areas - lower layer,151,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",1
10,2021,E01028964,2021 super output areas - lower layer,151,"Black, Black British, Black Welsh, Caribbean or African: Other Black",1
11,2021,E01028964,2021 super output areas - lower layer,151,Mixed or Multiple ethnic groups,27
12,2021,E01028964,2021 super output areas - lower layer,151,Mixed or Multiple ethnic groups: White and Asian,7
13,2021,E01028964,2021 super output areas - lower layer,151,Mixed or Multiple ethnic groups: White and Black African,1
14,2021,E01028964,2021 super output areas - lower layer,151,Mixed or Multiple ethnic groups: White and Black Caribbean,10
15,2021,E01028964,2021 super output areas - lower layer,151,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,9
16,2021,E01028964,2021 super output areas - lower layer,151,White,1842
17,2021,E01028964,2021 super output areas - lower layer,151,"White: English, Welsh, Scottish, Northern Irish or British",1769
18,2021,E01028964,2021 super output areas - lower layer,151,White: Irish,15
19,2021,E01028964,2021 super output areas - lower layer,151,White: Gypsy or Irish Traveller,0
20,2021,E01028964,2021 super output areas - lower layer,151,White: Roma,0
21,2021,E01028964,2021 super output areas - lower layer,151,White: Other White,58
22,2021,E01028964,2021 super output areas - lower layer,151,Other ethnic group,10
23,2021,E01028964,2021 super output areas - lower layer,151,Other ethnic group: Arab,4
24,2021,E01028964,2021 super output areas - lower layer,151,Other ethnic group: Any other ethnic group,6
25,2021,E01028974,2021 super output areas - lower layer,151,Total: All usual residents,1743
26,2021,E01028974,2021 super output areas - lower layer,151,"Asian, Asian British or Asian Welsh",86
27,2021,E01028974,2021 super output areas - lower layer,151,"Asian, Asian British or Asian Welsh: Bangladeshi",0
28,2021,E01028974,2021 super output areas - lower layer,151,"Asian, Asian British or Asian Welsh: Chinese",56
29,2021,E01028974,2021 super output areas - lower layer,151,"Asian, Asian British or Asian Welsh: Indian",18
30,2021,E01028974,2021 super output areas - lower layer,151,"Asian, Asian British or Asian Welsh: Pakistani",0
31,2021,E01028974,2021 super output areas - lower layer,151,"Asian, Asian British or Asian Welsh: Other Asian",12
32,2021,E01028974,2021 super output areas - lower layer,151,"Black, Black British, Black Welsh, Caribbean or African",9
33,2021,E01028974,2021 super output areas - lower layer,151,"Black, Black British, Black Welsh, Caribbean or African: African",7
34,2021,E01028974,2021 super output areas - lower layer,151,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",0
35,2021,E01028974,2021 super output areas - lower layer,151,"Black, Black British, Black Welsh, Caribbean or African: Other Black",2
36,2021,E01028974,2021 super output areas - lower layer,151,Mixed or Multiple ethnic groups,23
37,2021,E01028974,2021 super output areas - lower layer,151,Mixed or Multiple ethnic groups: White and Asian,11
38,2021,E01028974,2021 super output areas - lower layer,151,Mixed or Multiple ethnic groups: White and Black African,2
39,2021,E01028974,2021 super output areas - lower layer,151,Mixed or Multiple ethnic groups: White and Black Caribbean,1
40,2021,E01028974,2021 super output areas - lower layer,151,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,9
41,2021,E01028974,2021 super output areas - lower layer,151,White,1619
42,2021,E01028974,2021 super output areas - lower layer,151,"White: English, Welsh, Scottish, Northern Irish or British",1549
43,2021,E01028974,2021 super output areas - lower layer,151,White: Irish,15
44,2021,E01028974,2021 super output areas - lower layer,151,White: Gypsy or Irish Traveller,0
45,2021,E01028974,2021 super output areas - lower layer,151,White: Roma,0
46,2021,E01028974,2021 super output areas - lower layer,151,White: Other White,55
47,2021,E01028974,2021 super output areas - lower layer,151,Other ethnic group,6
48,2021,E01028974,2021 super output areas - lower layer,151,Other ethnic group: Arab,1
49,2021,E01028974,2021 super output areas - lower layer,151,Other ethnic group: Any other ethnic group,5
50,2021,E01028935,2021 super output areas - lower layer,151,Total: All usual residents,1589
51,2021,E01028935,2021 super output areas - lower layer,151,"Asian, Asian British or Asian Welsh",3
52,2021,E01028935,2021 super output areas - lower layer,151,"Asian, Asian British or Asian Welsh: Bangladeshi",0
53,2021,E01028935,2021 super output areas - lower layer,151,"Asian, Asian British or Asian Welsh: Chinese",2
54,2021,E01028935,2021 super output areas - lower layer,151,"Asian, Asian British or Asian Welsh: Indian",1
55,2021,E01028935,2021 super output areas - lower layer,151,"Asian, Asian British or Asian Welsh: Pakistani",0
56,2021,E01028935,2021 super output areas - lower layer,151,"Asian, Asian British or Asian Welsh: Other Asian",0
57,2021,E01028935,2021 super output areas - lower layer,151,"Black, Black British, Black Welsh, Caribbean or African",1
58,2021,E01028935,2021 super output areas - lower layer,151,"Black, Black British, Black Welsh, Caribbean or African: African",1
59,2021,E01028935,2021 super output areas - lower layer,151,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",0
