,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_TTWDIST_11_NAME,OBS_VALUE
0,2021,E01010562,2021 super output areas - lower layer,151,Less than 2km,102
1,2021,E01010562,2021 super output areas - lower layer,151,2km to less than 5km,140
2,2021,E01010562,2021 super output areas - lower layer,151,5km to less than 10km,120
3,2021,E01010562,2021 super output areas - lower layer,151,10km to less than 20km,56
4,2021,E01010562,2021 super output areas - lower layer,151,20km to less than 30km,31
5,2021,E01010562,2021 super output areas - lower layer,151,30km to less than 40km,2
6,2021,E01010562,2021 super output areas - lower layer,151,40km to less than 60km,2
7,2021,E01010562,2021 super output areas - lower layer,151,60km and over,11
8,2021,E01010562,2021 super output areas - lower layer,151,Works mainly from home,60
9,2021,E01010562,2021 super output areas - lower layer,151,"Works mainly at an offshore installation, in no fixed place, or outside the UK",86
10,2021,E01010563,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,584
11,2021,E01010563,2021 super output areas - lower layer,151,Less than 2km,48
12,2021,E01010563,2021 super output areas - lower layer,151,2km to less than 5km,143
13,2021,E01010563,2021 super output areas - lower layer,151,5km to less than 10km,123
14,2021,E01010563,2021 super output areas - lower layer,151,10km to less than 20km,61
15,2021,E01010563,2021 super output areas - lower layer,151,20km to less than 30km,21
16,2021,E01010563,2021 super output areas - lower layer,151,30km to less than 40km,1
17,2021,E01010563,2021 super output areas - lower layer,151,40km to less than 60km,10
18,2021,E01010563,2021 super output areas - lower layer,151,60km and over,8
19,2021,E01010563,2021 super output areas - lower layer,151,Works mainly from home,77
20,2021,E01010563,2021 super output areas - lower layer,151,"Works mainly at an offshore installation, in no fixed place, or outside the UK",92
21,2021,E01010567,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,683
22,2021,E01010567,2021 super output areas - lower layer,151,Less than 2km,99
23,2021,E01010567,2021 super output areas - lower layer,151,2km to less than 5km,164
24,2021,E01010567,2021 super output areas - lower layer,151,5km to less than 10km,113
25,2021,E01010567,2021 super output areas - lower layer,151,10km to less than 20km,65
26,2021,E01010567,2021 super output areas - lower layer,151,20km to less than 30km,20
27,2021,E01010567,2021 super output areas - lower layer,151,30km to less than 40km,3
28,2021,E01010567,2021 super output areas - lower layer,151,40km to less than 60km,3
29,2021,E01010567,2021 super output areas - lower layer,151,60km and over,8
30,2021,E01010567,2021 super output areas - lower layer,151,Works mainly from home,83
31,2021,E01010567,2021 super output areas - lower layer,151,"Works mainly at an offshore installation, in no fixed place, or outside the UK",125
32,2021,E01010478,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,524
33,2021,E01010478,2021 super output areas - lower layer,151,Less than 2km,95
34,2021,E01010478,2021 super output areas - lower layer,151,2km to less than 5km,94
35,2021,E01010478,2021 super output areas - lower layer,151,5km to less than 10km,56
36,2021,E01010478,2021 super output areas - lower layer,151,10km to less than 20km,66
37,2021,E01010478,2021 super output areas - lower layer,151,20km to less than 30km,49
38,2021,E01010478,2021 super output areas - lower layer,151,30km to less than 40km,7
39,2021,E01010478,2021 super output areas - lower layer,151,40km to less than 60km,8
