,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C_SEX_NAME,OBS_VALUE
0,2021,E01017393,2021 super output areas - lower layer,151,Male,0
1,2021,E01017442,2021 super output areas - lower layer,151,All persons,0
2,2021,E01017442,2021 super output areas - lower layer,151,Female,0
3,2021,E01017442,2021 super output areas - lower layer,151,Male,0
4,2021,E01017443,2021 super output areas - lower layer,151,All persons,0
5,2021,E01017443,2021 super output areas - lower layer,151,Female,0
6,2021,E01017443,2021 super output areas - lower layer,151,Male,0
7,2021,E01017446,2021 super output areas - lower layer,151,All persons,0
8,2021,E01017446,2021 super output areas - lower layer,151,Female,0
9,2021,E01017446,2021 super output areas - lower layer,151,Male,0
10,2021,E01017447,2021 super output areas - lower layer,151,All persons,0
11,2021,E01017447,2021 super output areas - lower layer,151,Female,0
12,2021,E01017447,2021 super output areas - lower layer,151,Male,0
13,2021,E01017449,2021 super output areas - lower layer,151,All persons,0
14,2021,E01017449,2021 super output areas - lower layer,151,Female,0
15,2021,E01017449,2021 super output areas - lower layer,151,Male,0
16,2021,E01033188,2021 super output areas - lower layer,151,All persons,0
17,2021,E01033188,2021 super output areas - lower layer,151,Female,0
18,2021,E01033188,2021 super output areas - lower layer,151,Male,0
19,2021,E01033189,2021 super output areas - lower layer,151,All persons,2
20,2021,E01033189,2021 super output areas - lower layer,151,Female,1
21,2021,E01033189,2021 super output areas - lower layer,151,Male,1
22,2021,E01033190,2021 super output areas - lower layer,151,All persons,0
23,2021,E01033190,2021 super output areas - lower layer,151,Female,0
24,2021,E01033190,2021 super output areas - lower layer,151,Male,0
25,2021,E01017399,2021 super output areas - lower layer,151,All persons,0
26,2021,E01017399,2021 super output areas - lower layer,151,Female,0
27,2021,E01017399,2021 super output areas - lower layer,151,Male,0
28,2021,E01017400,2021 super output areas - lower layer,151,All persons,0
29,2021,E01017400,2021 super output areas - lower layer,151,Female,0
30,2021,E01017400,2021 super output areas - lower layer,151,Male,0
31,2021,E01017401,2021 super output areas - lower layer,151,All persons,0
32,2021,E01017401,2021 super output areas - lower layer,151,Female,0
33,2021,E01017401,2021 super output areas - lower layer,151,Male,0
34,2021,E01017402,2021 super output areas - lower layer,151,All persons,0
35,2021,E01017402,2021 super output areas - lower layer,151,Female,0
36,2021,E01017402,2021 super output areas - lower layer,151,Male,0
37,2021,E01017403,2021 super output areas - lower layer,151,All persons,0
38,2021,E01017403,2021 super output areas - lower layer,151,Female,0
39,2021,E01017403,2021 super output areas - lower layer,151,Male,0
40,2021,E01017404,2021 super output areas - lower layer,151,All persons,0
41,2021,E01017404,2021 super output areas - lower layer,151,Female,0
42,2021,E01017404,2021 super output areas - lower layer,151,Male,0
43,2021,E01017405,2021 super output areas - lower layer,151,All persons,0
44,2021,E01017405,2021 super output areas - lower layer,151,Female,0
45,2021,E01017405,2021 super output areas - lower layer,151,Male,0
46,2021,E01017406,2021 super output areas - lower layer,151,All persons,4
47,2021,E01017406,2021 super output areas - lower layer,151,Female,3
48,2021,E01017406,2021 super output areas - lower layer,151,Male,1
49,2021,E01017407,2021 super output areas - lower layer,151,All persons,0
50,2021,E01017407,2021 super output areas - lower layer,151,Female,0
51,2021,E01017407,2021 super output areas - lower layer,151,Male,0
52,2021,E01017398,2021 super output areas - lower layer,151,All persons,0
53,2021,E01017398,2021 super output areas - lower layer,151,Female,0
54,2021,E01017398,2021 super output areas - lower layer,151,Male,0
55,2021,E01017408,2021 super output areas - lower layer,151,All persons,1
56,2021,E01017408,2021 super output areas - lower layer,151,Female,1
57,2021,E01017408,2021 super output areas - lower layer,151,Male,0
58,2021,E01017409,2021 super output areas - lower layer,151,All persons,0
59,2021,E01017409,2021 super output areas - lower layer,151,Female,0
60,2021,E01017409,2021 super output areas - lower layer,151,Male,0
61,2021,E01017450,2021 super output areas - lower layer,151,All persons,2
62,2021,E01017450,2021 super output areas - lower layer,151,Female,2
63,2021,E01017450,2021 super output areas - lower layer,151,Male,0
64,2021,E01033824,2021 super output areas - lower layer,151,All persons,0
65,2021,E01033824,2021 super output areas - lower layer,151,Female,0
66,2021,E01033824,2021 super output areas - lower layer,151,Male,0
67,2021,E01033825,2021 super output areas - lower layer,151,All persons,2
68,2021,E01033825,2021 super output areas - lower layer,151,Female,1
69,2021,E01033825,2021 super output areas - lower layer,151,Male,1
70,2021,E01017558,2021 super output areas - lower layer,151,All persons,2
71,2021,E01017558,2021 super output areas - lower layer,151,Female,1
72,2021,E01017558,2021 super output areas - lower layer,151,Male,1
73,2021,E01017559,2021 super output areas - lower layer,151,All persons,0
74,2021,E01017559,2021 super output areas - lower layer,151,Female,0
75,2021,E01017559,2021 super output areas - lower layer,151,Male,0
76,2021,E01017560,2021 super output areas - lower layer,151,All persons,0
77,2021,E01017560,2021 super output areas - lower layer,151,Female,0
78,2021,E01017560,2021 super output areas - lower layer,151,Male,0
79,2021,E01017616,2021 super output areas - lower layer,151,All persons,2
80,2021,E01017616,2021 super output areas - lower layer,151,Female,2
81,2021,E01017616,2021 super output areas - lower layer,151,Male,0
82,2021,E01017577,2021 super output areas - lower layer,151,All persons,0
83,2021,E01017577,2021 super output areas - lower layer,151,Female,0
84,2021,E01017577,2021 super output areas - lower layer,151,Male,0
85,2021,E01017620,2021 super output areas - lower layer,151,All persons,1
86,2021,E01017620,2021 super output areas - lower layer,151,Female,1
87,2021,E01017620,2021 super output areas - lower layer,151,Male,0
88,2021,E01017621,2021 super output areas - lower layer,151,All persons,0
89,2021,E01017621,2021 super output areas - lower layer,151,Female,0
90,2021,E01017621,2021 super output areas - lower layer,151,Male,0
91,2021,E01017622,2021 super output areas - lower layer,151,All persons,0
92,2021,E01017622,2021 super output areas - lower layer,151,Female,0
93,2021,E01017622,2021 super output areas - lower layer,151,Male,0
94,2021,E01033826,2021 super output areas - lower layer,151,All persons,0
95,2021,E01033826,2021 super output areas - lower layer,151,Female,0
96,2021,E01033826,2021 super output areas - lower layer,151,Male,0
97,2021,E01033827,2021 super output areas - lower layer,151,All persons,0
98,2021,E01033827,2021 super output areas - lower layer,151,Female,0
99,2021,E01033827,2021 super output areas - lower layer,151,Male,0
100,2021,E01017603,2021 super output areas - lower layer,151,All persons,1
101,2021,E01017603,2021 super output areas - lower layer,151,Female,1
102,2021,E01017603,2021 super output areas - lower layer,151,Male,0
103,2021,E01017604,2021 super output areas - lower layer,151,All persons,0
104,2021,E01017604,2021 super output areas - lower layer,151,Female,0
105,2021,E01017604,2021 super output areas - lower layer,151,Male,0
106,2021,E01017605,2021 super output areas - lower layer,151,All persons,1
107,2021,E01017605,2021 super output areas - lower layer,151,Female,1
108,2021,E01017605,2021 super output areas - lower layer,151,Male,0
109,2021,E01017606,2021 super output areas - lower layer,151,All persons,0
110,2021,E01017606,2021 super output areas - lower layer,151,Female,0
111,2021,E01017606,2021 super output areas - lower layer,151,Male,0
112,2021,E01017607,2021 super output areas - lower layer,151,All persons,0
113,2021,E01017607,2021 super output areas - lower layer,151,Female,0
114,2021,E01017607,2021 super output areas - lower layer,151,Male,0
115,2021,E01017555,2021 super output areas - lower layer,151,All persons,1
116,2021,E01017555,2021 super output areas - lower layer,151,Female,1
117,2021,E01017555,2021 super output areas - lower layer,151,Male,0
118,2021,E01017556,2021 super output areas - lower layer,151,All persons,1
119,2021,E01017556,2021 super output areas - lower layer,151,Female,0
120,2021,E01017556,2021 super output areas - lower layer,151,Male,1
121,2021,E01017557,2021 super output areas - lower layer,151,All persons,1
122,2021,E01017557,2021 super output areas - lower layer,151,Female,1
123,2021,E01017557,2021 super output areas - lower layer,151,Male,0
124,2021,E01017608,2021 super output areas - lower layer,151,All persons,0
125,2021,E01017608,2021 super output areas - lower layer,151,Female,0
126,2021,E01017608,2021 super output areas - lower layer,151,Male,0
127,2021,E01017609,2021 super output areas - lower layer,151,All persons,2
128,2021,E01017609,2021 super output areas - lower layer,151,Female,2
129,2021,E01017609,2021 super output areas - lower layer,151,Male,0
130,2021,E01017589,2021 super output areas - lower layer,151,All persons,2
131,2021,E01017589,2021 super output areas - lower layer,151,Female,2
132,2021,E01017589,2021 super output areas - lower layer,151,Male,0
133,2021,E01017590,2021 super output areas - lower layer,151,All persons,0
134,2021,E01017590,2021 super output areas - lower layer,151,Female,0
135,2021,E01017590,2021 super output areas - lower layer,151,Male,0
136,2021,E01017591,2021 super output areas - lower layer,151,All persons,0
137,2021,E01017591,2021 super output areas - lower layer,151,Female,0
138,2021,E01017591,2021 super output areas - lower layer,151,Male,0
139,2021,E01017610,2021 super output areas - lower layer,151,All persons,2
140,2021,E01017610,2021 super output areas - lower layer,151,Female,0
141,2021,E01017610,2021 super output areas - lower layer,151,Male,2
142,2021,E01017611,2021 super output areas - lower layer,151,All persons,0
143,2021,E01017611,2021 super output areas - lower layer,151,Female,0
144,2021,E01017611,2021 super output areas - lower layer,151,Male,0
145,2021,E01017612,2021 super output areas - lower layer,151,All persons,1
146,2021,E01017612,2021 super output areas - lower layer,151,Female,1
147,2021,E01017612,2021 super output areas - lower layer,151,Male,0
148,2021,E01017613,2021 super output areas - lower layer,151,All persons,1
149,2021,E01017613,2021 super output areas - lower layer,151,Female,1
150,2021,E01017613,2021 super output areas - lower layer,151,Male,0
151,2021,E01017614,2021 super output areas - lower layer,151,All persons,1
152,2021,E01017614,2021 super output areas - lower layer,151,Female,1
153,2021,E01017614,2021 super output areas - lower layer,151,Male,0
154,2021,E01017600,2021 super output areas - lower layer,151,All persons,2
155,2021,E01017600,2021 super output areas - lower layer,151,Female,2
156,2021,E01017600,2021 super output areas - lower layer,151,Male,0
157,2021,E01017601,2021 super output areas - lower layer,151,All persons,0
158,2021,E01017601,2021 super output areas - lower layer,151,Female,0
159,2021,E01017601,2021 super output areas - lower layer,151,Male,0
160,2021,E01017602,2021 super output areas - lower layer,151,All persons,1
161,2021,E01017602,2021 super output areas - lower layer,151,Female,1
162,2021,E01017602,2021 super output areas - lower layer,151,Male,0
163,2021,E01017618,2021 super output areas - lower layer,151,All persons,5
164,2021,E01017618,2021 super output areas - lower layer,151,Female,4
165,2021,E01017618,2021 super output areas - lower layer,151,Male,1
166,2021,E01017619,2021 super output areas - lower layer,151,All persons,1
167,2021,E01017619,2021 super output areas - lower layer,151,Female,0
168,2021,E01017619,2021 super output areas - lower layer,151,Male,1
169,2021,E01017573,2021 super output areas - lower layer,151,All persons,0
170,2021,E01017573,2021 super output areas - lower layer,151,Female,0
171,2021,E01017573,2021 super output areas - lower layer,151,Male,0
172,2021,E01017576,2021 super output areas - lower layer,151,All persons,0
173,2021,E01017576,2021 super output areas - lower layer,151,Female,0
174,2021,E01017576,2021 super output areas - lower layer,151,Male,0
175,2021,E01033191,2021 super output areas - lower layer,151,All persons,3
176,2021,E01033191,2021 super output areas - lower layer,151,Female,1
177,2021,E01033191,2021 super output areas - lower layer,151,Male,2
178,2021,E01033192,2021 super output areas - lower layer,151,All persons,4
179,2021,E01033192,2021 super output areas - lower layer,151,Female,3
180,2021,E01033192,2021 super output areas - lower layer,151,Male,1
181,2021,E01033828,2021 super output areas - lower layer,151,All persons,0
182,2021,E01033828,2021 super output areas - lower layer,151,Female,0
183,2021,E01033828,2021 super output areas - lower layer,151,Male,0
184,2021,E01033829,2021 super output areas - lower layer,151,All persons,0
185,2021,E01033829,2021 super output areas - lower layer,151,Female,0
186,2021,E01033829,2021 super output areas - lower layer,151,Male,0
187,2021,E01033830,2021 super output areas - lower layer,151,All persons,1
188,2021,E01033830,2021 super output areas - lower layer,151,Female,1
189,2021,E01033830,2021 super output areas - lower layer,151,Male,0
190,2021,E01033831,2021 super output areas - lower layer,151,All persons,1
191,2021,E01033831,2021 super output areas - lower layer,151,Female,1
192,2021,E01033831,2021 super output areas - lower layer,151,Male,0
193,2021,E01033832,2021 super output areas - lower layer,151,All persons,1
194,2021,E01033832,2021 super output areas - lower layer,151,Female,0
195,2021,E01033832,2021 super output areas - lower layer,151,Male,1
196,2021,E01033833,2021 super output areas - lower layer,151,All persons,0
197,2021,E01033833,2021 super output areas - lower layer,151,Female,0
198,2021,E01033833,2021 super output areas - lower layer,151,Male,0
199,2021,E01017578,2021 super output areas - lower layer,151,All persons,7
200,2021,E01017578,2021 super output areas - lower layer,151,Female,3
201,2021,E01017578,2021 super output areas - lower layer,151,Male,4
202,2021,E01017579,2021 super output areas - lower layer,151,All persons,2
203,2021,E01017579,2021 super output areas - lower layer,151,Female,0
204,2021,E01017579,2021 super output areas - lower layer,151,Male,2
205,2021,E01017580,2021 super output areas - lower layer,151,All persons,2
206,2021,E01017580,2021 super output areas - lower layer,151,Female,2
207,2021,E01017580,2021 super output areas - lower layer,151,Male,0
208,2021,E01017581,2021 super output areas - lower layer,151,All persons,0
209,2021,E01017581,2021 super output areas - lower layer,151,Female,0
210,2021,E01017581,2021 super output areas - lower layer,151,Male,0
211,2021,E01017617,2021 super output areas - lower layer,151,All persons,4
212,2021,E01017617,2021 super output areas - lower layer,151,Female,1
213,2021,E01017617,2021 super output areas - lower layer,151,Male,3
214,2021,E01017582,2021 super output areas - lower layer,151,All persons,0
215,2021,E01017582,2021 super output areas - lower layer,151,Female,0
216,2021,E01017582,2021 super output areas - lower layer,151,Male,0
217,2021,E01017583,2021 super output areas - lower layer,151,All persons,3
218,2021,E01017583,2021 super output areas - lower layer,151,Female,3
219,2021,E01017583,2021 super output areas - lower layer,151,Male,0
220,2021,E01017584,2021 super output areas - lower layer,151,All persons,0
221,2021,E01017584,2021 super output areas - lower layer,151,Female,0
222,2021,E01017584,2021 super output areas - lower layer,151,Male,0
223,2021,E01017585,2021 super output areas - lower layer,151,All persons,5
224,2021,E01017585,2021 super output areas - lower layer,151,Female,3
225,2021,E01017585,2021 super output areas - lower layer,151,Male,2
226,2021,E01017566,2021 super output areas - lower layer,151,All persons,0
227,2021,E01017566,2021 super output areas - lower layer,151,Female,0
228,2021,E01017566,2021 super output areas - lower layer,151,Male,0
229,2021,E01017595,2021 super output areas - lower layer,151,All persons,0
230,2021,E01017595,2021 super output areas - lower layer,151,Female,0
231,2021,E01017595,2021 super output areas - lower layer,151,Male,0
232,2021,E01017596,2021 super output areas - lower layer,151,All persons,0
233,2021,E01017596,2021 super output areas - lower layer,151,Female,0
234,2021,E01017596,2021 super output areas - lower layer,151,Male,0
235,2021,E01017597,2021 super output areas - lower layer,151,All persons,0
236,2021,E01017597,2021 super output areas - lower layer,151,Female,0
237,2021,E01017597,2021 super output areas - lower layer,151,Male,0
238,2021,E01017598,2021 super output areas - lower layer,151,All persons,3
239,2021,E01017598,2021 super output areas - lower layer,151,Female,0
240,2021,E01017598,2021 super output areas - lower layer,151,Male,3
241,2021,E01033834,2021 super output areas - lower layer,151,All persons,1
242,2021,E01033834,2021 super output areas - lower layer,151,Female,1
243,2021,E01033834,2021 super output areas - lower layer,151,Male,0
244,2021,E01033835,2021 super output areas - lower layer,151,All persons,0
245,2021,E01033835,2021 super output areas - lower layer,151,Female,0
246,2021,E01033835,2021 super output areas - lower layer,151,Male,0
247,2021,E01017565,2021 super output areas - lower layer,151,All persons,2
248,2021,E01017565,2021 super output areas - lower layer,151,Female,1
249,2021,E01017565,2021 super output areas - lower layer,151,Male,1
250,2021,E01017567,2021 super output areas - lower layer,151,All persons,1
251,2021,E01017567,2021 super output areas - lower layer,151,Female,0
252,2021,E01017567,2021 super output areas - lower layer,151,Male,1
253,2021,E01017568,2021 super output areas - lower layer,151,All persons,12
254,2021,E01017568,2021 super output areas - lower layer,151,Female,8
255,2021,E01017568,2021 super output areas - lower layer,151,Male,4
256,2021,E01017569,2021 super output areas - lower layer,151,All persons,1
257,2021,E01017569,2021 super output areas - lower layer,151,Female,1
258,2021,E01017569,2021 super output areas - lower layer,151,Male,0
259,2021,E01033836,2021 super output areas - lower layer,151,All persons,5
260,2021,E01033836,2021 super output areas - lower layer,151,Female,3
261,2021,E01033836,2021 super output areas - lower layer,151,Male,2
262,2021,E01033837,2021 super output areas - lower layer,151,All persons,4
263,2021,E01033837,2021 super output areas - lower layer,151,Female,2
264,2021,E01033837,2021 super output areas - lower layer,151,Male,2
265,2021,E01017592,2021 super output areas - lower layer,151,All persons,0
266,2021,E01017592,2021 super output areas - lower layer,151,Female,0
267,2021,E01017592,2021 super output areas - lower layer,151,Male,0
268,2021,E01017593,2021 super output areas - lower layer,151,All persons,0
269,2021,E01017593,2021 super output areas - lower layer,151,Female,0
270,2021,E01017593,2021 super output areas - lower layer,151,Male,0
271,2021,E01017594,2021 super output areas - lower layer,151,All persons,7
272,2021,E01017594,2021 super output areas - lower layer,151,Female,4
273,2021,E01017594,2021 super output areas - lower layer,151,Male,3
274,2021,E01017623,2021 super output areas - lower layer,151,All persons,5
275,2021,E01017623,2021 super output areas - lower layer,151,Female,2
276,2021,E01017623,2021 super output areas - lower layer,151,Male,3
277,2021,E01017624,2021 super output areas - lower layer,151,All persons,9
278,2021,E01017624,2021 super output areas - lower layer,151,Female,5
279,2021,E01017624,2021 super output areas - lower layer,151,Male,4
280,2021,E01017625,2021 super output areas - lower layer,151,All persons,0
281,2021,E01017625,2021 super output areas - lower layer,151,Female,0
282,2021,E01017625,2021 super output areas - lower layer,151,Male,0
283,2021,E01017626,2021 super output areas - lower layer,151,All persons,2
284,2021,E01017626,2021 super output areas - lower layer,151,Female,1
285,2021,E01017626,2021 super output areas - lower layer,151,Male,1
286,2021,E01017571,2021 super output areas - lower layer,151,All persons,0
287,2021,E01017571,2021 super output areas - lower layer,151,Female,0
288,2021,E01017571,2021 super output areas - lower layer,151,Male,0
289,2021,E01017572,2021 super output areas - lower layer,151,All persons,0
290,2021,E01017572,2021 super output areas - lower layer,151,Female,0
291,2021,E01017572,2021 super output areas - lower layer,151,Male,0
292,2021,E01017586,2021 super output areas - lower layer,151,All persons,1
293,2021,E01017586,2021 super output areas - lower layer,151,Female,1
294,2021,E01017586,2021 super output areas - lower layer,151,Male,0
295,2021,E01017587,2021 super output areas - lower layer,151,All persons,0
296,2021,E01017587,2021 super output areas - lower layer,151,Female,0
297,2021,E01017587,2021 super output areas - lower layer,151,Male,0
298,2021,E01017588,2021 super output areas - lower layer,151,All persons,0
299,2021,E01017588,2021 super output areas - lower layer,151,Female,0
300,2021,E01017588,2021 super output areas - lower layer,151,Male,0
301,2021,E01017561,2021 super output areas - lower layer,151,All persons,0
302,2021,E01017561,2021 super output areas - lower layer,151,Female,0
303,2021,E01017561,2021 super output areas - lower layer,151,Male,0
304,2021,E01017562,2021 super output areas - lower layer,151,All persons,2
305,2021,E01017562,2021 super output areas - lower layer,151,Female,1
306,2021,E01017562,2021 super output areas - lower layer,151,Male,1
307,2021,E01017563,2021 super output areas - lower layer,151,All persons,1
308,2021,E01017563,2021 super output areas - lower layer,151,Female,0
309,2021,E01017563,2021 super output areas - lower layer,151,Male,1
310,2021,E01017564,2021 super output areas - lower layer,151,All persons,1
311,2021,E01017564,2021 super output areas - lower layer,151,Female,0
312,2021,E01017564,2021 super output areas - lower layer,151,Male,1
313,2021,E01017975,2021 super output areas - lower layer,151,All persons,4
314,2021,E01017975,2021 super output areas - lower layer,151,Female,2
315,2021,E01017975,2021 super output areas - lower layer,151,Male,2
316,2021,E01017976,2021 super output areas - lower layer,151,All persons,12
317,2021,E01017976,2021 super output areas - lower layer,151,Female,7
318,2021,E01017976,2021 super output areas - lower layer,151,Male,5
319,2021,E01017977,2021 super output areas - lower layer,151,All persons,12
320,2021,E01017977,2021 super output areas - lower layer,151,Female,6
321,2021,E01017977,2021 super output areas - lower layer,151,Male,6
322,2021,E01017978,2021 super output areas - lower layer,151,All persons,3
323,2021,E01017978,2021 super output areas - lower layer,151,Female,0
324,2021,E01017978,2021 super output areas - lower layer,151,Male,3
325,2021,E01017979,2021 super output areas - lower layer,151,All persons,3
326,2021,E01017979,2021 super output areas - lower layer,151,Female,1
327,2021,E01017979,2021 super output areas - lower layer,151,Male,2
328,2021,E01017980,2021 super output areas - lower layer,151,All persons,5
329,2021,E01017980,2021 super output areas - lower layer,151,Female,2
330,2021,E01017980,2021 super output areas - lower layer,151,Male,3
331,2021,E01017949,2021 super output areas - lower layer,151,All persons,10
332,2021,E01017949,2021 super output areas - lower layer,151,Female,8
333,2021,E01017949,2021 super output areas - lower layer,151,Male,2
334,2021,E01017950,2021 super output areas - lower layer,151,All persons,7
335,2021,E01017950,2021 super output areas - lower layer,151,Female,2
336,2021,E01017950,2021 super output areas - lower layer,151,Male,5
337,2021,E01017951,2021 super output areas - lower layer,151,All persons,5
338,2021,E01017951,2021 super output areas - lower layer,151,Female,1
339,2021,E01017951,2021 super output areas - lower layer,151,Male,4
340,2021,E01017952,2021 super output areas - lower layer,151,All persons,4
341,2021,E01017952,2021 super output areas - lower layer,151,Female,2
342,2021,E01017952,2021 super output areas - lower layer,151,Male,2
343,2021,E01017953,2021 super output areas - lower layer,151,All persons,6
344,2021,E01017953,2021 super output areas - lower layer,151,Female,4
345,2021,E01017953,2021 super output areas - lower layer,151,Male,2
346,2021,E01017954,2021 super output areas - lower layer,151,All persons,4
347,2021,E01017954,2021 super output areas - lower layer,151,Female,2
348,2021,E01017954,2021 super output areas - lower layer,151,Male,2
349,2021,E01017971,2021 super output areas - lower layer,151,All persons,5
350,2021,E01017971,2021 super output areas - lower layer,151,Female,2
351,2021,E01017971,2021 super output areas - lower layer,151,Male,3
352,2021,E01017972,2021 super output areas - lower layer,151,All persons,5
353,2021,E01017972,2021 super output areas - lower layer,151,Female,3
354,2021,E01017972,2021 super output areas - lower layer,151,Male,2
355,2021,E01017973,2021 super output areas - lower layer,151,All persons,24
356,2021,E01017973,2021 super output areas - lower layer,151,Female,9
357,2021,E01017973,2021 super output areas - lower layer,151,Male,15
358,2021,E01017974,2021 super output areas - lower layer,151,All persons,7
359,2021,E01017974,2021 super output areas - lower layer,151,Female,3
360,2021,E01017974,2021 super output areas - lower layer,151,Male,4
361,2021,E01032792,2021 super output areas - lower layer,151,All persons,4
362,2021,E01032792,2021 super output areas - lower layer,151,Female,2
363,2021,E01032792,2021 super output areas - lower layer,151,Male,2
364,2021,E01032802,2021 super output areas - lower layer,151,All persons,9
365,2021,E01032802,2021 super output areas - lower layer,151,Female,5
366,2021,E01032802,2021 super output areas - lower layer,151,Male,4
367,2021,E01018006,2021 super output areas - lower layer,151,All persons,6
368,2021,E01018006,2021 super output areas - lower layer,151,Female,2
369,2021,E01018006,2021 super output areas - lower layer,151,Male,4
370,2021,E01018007,2021 super output areas - lower layer,151,All persons,10
371,2021,E01018007,2021 super output areas - lower layer,151,Female,3
372,2021,E01018007,2021 super output areas - lower layer,151,Male,7
373,2021,E01018008,2021 super output areas - lower layer,151,All persons,13
374,2021,E01018008,2021 super output areas - lower layer,151,Female,8
375,2021,E01018008,2021 super output areas - lower layer,151,Male,5
376,2021,E01018009,2021 super output areas - lower layer,151,All persons,46
377,2021,E01018009,2021 super output areas - lower layer,151,Female,25
378,2021,E01018009,2021 super output areas - lower layer,151,Male,21
379,2021,E01018010,2021 super output areas - lower layer,151,All persons,17
380,2021,E01018010,2021 super output areas - lower layer,151,Female,8
381,2021,E01018010,2021 super output areas - lower layer,151,Male,9
382,2021,E01017955,2021 super output areas - lower layer,151,All persons,3
383,2021,E01017955,2021 super output areas - lower layer,151,Female,1
384,2021,E01017955,2021 super output areas - lower layer,151,Male,2
385,2021,E01035511,2021 super output areas - lower layer,151,All persons,6
386,2021,E01035511,2021 super output areas - lower layer,151,Female,5
387,2021,E01035511,2021 super output areas - lower layer,151,Male,1
388,2021,E01035512,2021 super output areas - lower layer,151,All persons,31
389,2021,E01035512,2021 super output areas - lower layer,151,Female,11
390,2021,E01035512,2021 super output areas - lower layer,151,Male,20
391,2021,E01035513,2021 super output areas - lower layer,151,All persons,22
392,2021,E01035513,2021 super output areas - lower layer,151,Female,13
393,2021,E01035513,2021 super output areas - lower layer,151,Male,9
394,2021,E01035514,2021 super output areas - lower layer,151,All persons,348
395,2021,E01035514,2021 super output areas - lower layer,151,Female,177
396,2021,E01035514,2021 super output areas - lower layer,151,Male,171
397,2021,E01017943,2021 super output areas - lower layer,151,All persons,31
398,2021,E01017943,2021 super output areas - lower layer,151,Female,14
399,2021,E01017943,2021 super output areas - lower layer,151,Male,17
400,2021,E01017944,2021 super output areas - lower layer,151,All persons,3
401,2021,E01017944,2021 super output areas - lower layer,151,Female,0
402,2021,E01017944,2021 super output areas - lower layer,151,Male,3
403,2021,E01017945,2021 super output areas - lower layer,151,All persons,14
404,2021,E01017945,2021 super output areas - lower layer,151,Female,6
405,2021,E01017945,2021 super output areas - lower layer,151,Male,8
406,2021,E01017946,2021 super output areas - lower layer,151,All persons,11
407,2021,E01017946,2021 super output areas - lower layer,151,Female,8
408,2021,E01017946,2021 super output areas - lower layer,151,Male,3
409,2021,E01017947,2021 super output areas - lower layer,151,All persons,5
410,2021,E01017947,2021 super output areas - lower layer,151,Female,2
411,2021,E01017947,2021 super output areas - lower layer,151,Male,3
412,2021,E01017948,2021 super output areas - lower layer,151,All persons,2
413,2021,E01017948,2021 super output areas - lower layer,151,Female,1
414,2021,E01017948,2021 super output areas - lower layer,151,Male,1
415,2021,E01017983,2021 super output areas - lower layer,151,All persons,82
416,2021,E01017983,2021 super output areas - lower layer,151,Female,38
417,2021,E01017983,2021 super output areas - lower layer,151,Male,44
418,2021,E01017985,2021 super output areas - lower layer,151,All persons,58
419,2021,E01017985,2021 super output areas - lower layer,151,Female,32
420,2021,E01017985,2021 super output areas - lower layer,151,Male,26
421,2021,E01035515,2021 super output areas - lower layer,151,All persons,68
422,2021,E01035515,2021 super output areas - lower layer,151,Female,36
423,2021,E01035515,2021 super output areas - lower layer,151,Male,32
424,2021,E01035516,2021 super output areas - lower layer,151,All persons,205
425,2021,E01035516,2021 super output areas - lower layer,151,Female,92
426,2021,E01035516,2021 super output areas - lower layer,151,Male,113
