,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_HIQUAL_8_NAME,OBS_VALUE
0,2021,E01014089,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1131
1,2021,E01014089,2021 super output areas - lower layer,151,No qualifications,244
2,2021,E01014089,2021 super output areas - lower layer,151,Level 1 and entry level qualifications,136
3,2021,E01014089,2021 super output areas - lower layer,151,Level 2 qualifications,164
4,2021,E01014089,2021 super output areas - lower layer,151,Apprenticeship,81
5,2021,E01014089,2021 super output areas - lower layer,151,Level 3 qualifications,217
6,2021,E01014089,2021 super output areas - lower layer,151,Level 4 qualifications or above,248
7,2021,E01014089,2021 super output areas - lower layer,151,Other qualifications,41
8,2021,E01013987,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1400
9,2021,E01013987,2021 super output areas - lower layer,151,No qualifications,177
10,2021,E01013987,2021 super output areas - lower layer,151,Level 1 and entry level qualifications,117
11,2021,E01013987,2021 super output areas - lower layer,151,Level 2 qualifications,189
12,2021,E01013987,2021 super output areas - lower layer,151,Apprenticeship,82
13,2021,E01013987,2021 super output areas - lower layer,151,Level 3 qualifications,244
14,2021,E01013987,2021 super output areas - lower layer,151,Level 4 qualifications or above,547
15,2021,E01013987,2021 super output areas - lower layer,151,Other qualifications,44
16,2021,E01013988,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1629
17,2021,E01013988,2021 super output areas - lower layer,151,No qualifications,249
18,2021,E01013988,2021 super output areas - lower layer,151,Level 1 and entry level qualifications,149
19,2021,E01013988,2021 super output areas - lower layer,151,Level 2 qualifications,201
20,2021,E01013988,2021 super output areas - lower layer,151,Apprenticeship,88
21,2021,E01013988,2021 super output areas - lower layer,151,Level 3 qualifications,255
22,2021,E01013988,2021 super output areas - lower layer,151,Level 4 qualifications or above,646
23,2021,E01013988,2021 super output areas - lower layer,151,Other qualifications,41
24,2021,E01014095,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1119
25,2021,E01014095,2021 super output areas - lower layer,151,No qualifications,208
26,2021,E01014095,2021 super output areas - lower layer,151,Level 1 and entry level qualifications,136
27,2021,E01014095,2021 super output areas - lower layer,151,Level 2 qualifications,174
28,2021,E01014095,2021 super output areas - lower layer,151,Apprenticeship,84
29,2021,E01014095,2021 super output areas - lower layer,151,Level 3 qualifications,188
30,2021,E01014095,2021 super output areas - lower layer,151,Level 4 qualifications or above,295
31,2021,E01014095,2021 super output areas - lower layer,151,Other qualifications,34
32,2021,E01035055,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1308
33,2021,E01035055,2021 super output areas - lower layer,151,No qualifications,195
34,2021,E01035055,2021 super output areas - lower layer,151,Level 1 and entry level qualifications,117
35,2021,E01035055,2021 super output areas - lower layer,151,Level 2 qualifications,160
36,2021,E01035055,2021 super output areas - lower layer,151,Apprenticeship,74
37,2021,E01035055,2021 super output areas - lower layer,151,Level 3 qualifications,272
38,2021,E01035055,2021 super output areas - lower layer,151,Level 4 qualifications or above,459
39,2021,E01035055,2021 super output areas - lower layer,151,Other qualifications,31
40,2021,E01035056,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1206
41,2021,E01035056,2021 super output areas - lower layer,151,No qualifications,149
42,2021,E01035056,2021 super output areas - lower layer,151,Level 1 and entry level qualifications,112
43,2021,E01035056,2021 super output areas - lower layer,151,Level 2 qualifications,180
44,2021,E01035056,2021 super output areas - lower layer,151,Apprenticeship,57
45,2021,E01035056,2021 super output areas - lower layer,151,Level 3 qualifications,262
46,2021,E01035056,2021 super output areas - lower layer,151,Level 4 qualifications or above,423
47,2021,E01035056,2021 super output areas - lower layer,151,Other qualifications,23
48,2021,E01013986,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1347
49,2021,E01013986,2021 super output areas - lower layer,151,No qualifications,313
50,2021,E01013986,2021 super output areas - lower layer,151,Level 1 and entry level qualifications,150
51,2021,E01013986,2021 super output areas - lower layer,151,Level 2 qualifications,181
52,2021,E01013986,2021 super output areas - lower layer,151,Apprenticeship,82
53,2021,E01013986,2021 super output areas - lower layer,151,Level 3 qualifications,244
54,2021,E01013986,2021 super output areas - lower layer,151,Level 4 qualifications or above,329
