,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_WLANGS_3_NAME,OBS_VALUE
1013,2021,W01000392,2021 super output areas - lower layer,151,Can speak Welsh,150
1014,2021,W01000377,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1497
1015,2021,W01000377,2021 super output areas - lower layer,151,Cannot speak Welsh,1290
1016,2021,W01000377,2021 super output areas - lower layer,151,Can speak Welsh,207
1017,2021,W01000378,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1249
1018,2021,W01000378,2021 super output areas - lower layer,151,Cannot speak Welsh,1129
1019,2021,W01000378,2021 super output areas - lower layer,151,Can speak Welsh,120
1020,2021,W01000379,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1559
1021,2021,W01000379,2021 super output areas - lower layer,151,Cannot speak Welsh,1384
1022,2021,W01000379,2021 super output areas - lower layer,151,Can speak Welsh,175
1023,2021,W01000380,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1418
1024,2021,W01000380,2021 super output areas - lower layer,151,Cannot speak Welsh,1178
1025,2021,W01000380,2021 super output areas - lower layer,151,Can speak Welsh,240
1026,2021,W01000351,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1998
1027,2021,W01000351,2021 super output areas - lower layer,151,Cannot speak Welsh,1782
1028,2021,W01000351,2021 super output areas - lower layer,151,Can speak Welsh,216
1029,2021,W01000373,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1698
1030,2021,W01000373,2021 super output areas - lower layer,151,Cannot speak Welsh,1522
1031,2021,W01000373,2021 super output areas - lower layer,151,Can speak Welsh,176
1032,2021,W01000400,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1775
1033,2021,W01000400,2021 super output areas - lower layer,151,Cannot speak Welsh,1567
1034,2021,W01000400,2021 super output areas - lower layer,151,Can speak Welsh,208
1035,2021,W01000401,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1944
1036,2021,W01000401,2021 super output areas - lower layer,151,Cannot speak Welsh,1706
1037,2021,W01000401,2021 super output areas - lower layer,151,Can speak Welsh,238
1038,2021,W01000347,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,2700
1039,2021,W01000347,2021 super output areas - lower layer,151,Cannot speak Welsh,2316
1040,2021,W01000347,2021 super output areas - lower layer,151,Can speak Welsh,384
1041,2021,W01000348,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1374
1042,2021,W01000348,2021 super output areas - lower layer,151,Cannot speak Welsh,1240
1043,2021,W01000348,2021 super output areas - lower layer,151,Can speak Welsh,134
1044,2021,W01000362,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1443
1045,2021,W01000362,2021 super output areas - lower layer,151,Cannot speak Welsh,1220
1046,2021,W01000362,2021 super output areas - lower layer,151,Can speak Welsh,223
1047,2021,W01000363,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1429
1048,2021,W01000363,2021 super output areas - lower layer,151,Cannot speak Welsh,1164
1049,2021,W01000363,2021 super output areas - lower layer,151,Can speak Welsh,265
1050,2021,W01000364,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1429
1051,2021,W01000364,2021 super output areas - lower layer,151,Cannot speak Welsh,1165
1052,2021,W01000364,2021 super output areas - lower layer,151,Can speak Welsh,264
1053,2021,W01000368,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1935
1054,2021,W01000368,2021 super output areas - lower layer,151,Cannot speak Welsh,1704
1055,2021,W01000368,2021 super output areas - lower layer,151,Can speak Welsh,231
1056,2021,W01000371,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1029
1057,2021,W01000371,2021 super output areas - lower layer,151,Cannot speak Welsh,901
1058,2021,W01000371,2021 super output areas - lower layer,151,Can speak Welsh,128
1059,2021,W01000372,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1484
1060,2021,W01000372,2021 super output areas - lower layer,151,Cannot speak Welsh,1339
1061,2021,W01000372,2021 super output areas - lower layer,151,Can speak Welsh,145
1062,2021,W01000387,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1105
1063,2021,W01000387,2021 super output areas - lower layer,151,Cannot speak Welsh,1007
1064,2021,W01000387,2021 super output areas - lower layer,151,Can speak Welsh,98
1065,2021,W01000388,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1073
1066,2021,W01000388,2021 super output areas - lower layer,151,Cannot speak Welsh,958
1067,2021,W01000388,2021 super output areas - lower layer,151,Can speak Welsh,115
1068,2021,W01000422,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,2093
1069,2021,W01000422,2021 super output areas - lower layer,151,Cannot speak Welsh,1876
1070,2021,W01000422,2021 super output areas - lower layer,151,Can speak Welsh,217
1071,2021,W01000413,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1251
1072,2021,W01000413,2021 super output areas - lower layer,151,Cannot speak Welsh,1137
1073,2021,W01000413,2021 super output areas - lower layer,151,Can speak Welsh,114
1074,2021,W01000414,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1153
1075,2021,W01000414,2021 super output areas - lower layer,151,Cannot speak Welsh,1060
1076,2021,W01000414,2021 super output areas - lower layer,151,Can speak Welsh,93
1077,2021,W01000425,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1969
1078,2021,W01000425,2021 super output areas - lower layer,151,Cannot speak Welsh,1812
1079,2021,W01000425,2021 super output areas - lower layer,151,Can speak Welsh,157
1080,2021,W01001969,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,2210
1081,2021,W01001969,2021 super output areas - lower layer,151,Cannot speak Welsh,2007
1082,2021,W01001969,2021 super output areas - lower layer,151,Can speak Welsh,203
1083,2021,W01000349,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,2203
1084,2021,W01000349,2021 super output areas - lower layer,151,Cannot speak Welsh,1924
1085,2021,W01000349,2021 super output areas - lower layer,151,Can speak Welsh,279
1086,2021,W01000350,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1759
1087,2021,W01000350,2021 super output areas - lower layer,151,Cannot speak Welsh,1600
1088,2021,W01000350,2021 super output areas - lower layer,151,Can speak Welsh,159
1089,2021,W01000365,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1985
1090,2021,W01000365,2021 super output areas - lower layer,151,Cannot speak Welsh,1681
1091,2021,W01000365,2021 super output areas - lower layer,151,Can speak Welsh,304
1092,2021,W01000402,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,2467
1093,2021,W01000402,2021 super output areas - lower layer,151,Cannot speak Welsh,2192
1094,2021,W01000402,2021 super output areas - lower layer,151,Can speak Welsh,275
1095,2021,W01000381,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1084
1096,2021,W01000381,2021 super output areas - lower layer,151,Cannot speak Welsh,956
1097,2021,W01000381,2021 super output areas - lower layer,151,Can speak Welsh,128
1098,2021,W01000382,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1338
1099,2021,W01000382,2021 super output areas - lower layer,151,Cannot speak Welsh,1149
1100,2021,W01000382,2021 super output areas - lower layer,151,Can speak Welsh,189
1101,2021,W01000423,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,2104
1102,2021,W01000423,2021 super output areas - lower layer,151,Cannot speak Welsh,1831
1103,2021,W01000423,2021 super output areas - lower layer,151,Can speak Welsh,273
1104,2021,W01000424,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1237
1105,2021,W01000424,2021 super output areas - lower layer,151,Cannot speak Welsh,1090
1106,2021,W01000424,2021 super output areas - lower layer,151,Can speak Welsh,147
1107,2021,W01001929,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1132
1108,2021,W01001929,2021 super output areas - lower layer,151,Cannot speak Welsh,1043
1109,2021,W01001929,2021 super output areas - lower layer,151,Can speak Welsh,89
1110,2021,W01001931,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1367
1111,2021,W01001931,2021 super output areas - lower layer,151,Cannot speak Welsh,1246
1112,2021,W01001931,2021 super output areas - lower layer,151,Can speak Welsh,121
1113,2021,W01000398,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1188
1114,2021,W01000398,2021 super output areas - lower layer,151,Cannot speak Welsh,988
1115,2021,W01000398,2021 super output areas - lower layer,151,Can speak Welsh,200
1116,2021,W01000399,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1061
1117,2021,W01000399,2021 super output areas - lower layer,151,Cannot speak Welsh,877
1118,2021,W01000399,2021 super output areas - lower layer,151,Can speak Welsh,184
1119,2021,W01000406,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,2095
1120,2021,W01000406,2021 super output areas - lower layer,151,Cannot speak Welsh,1726
1121,2021,W01000406,2021 super output areas - lower layer,151,Can speak Welsh,369
1122,2021,W01000408,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1193
1123,2021,W01000408,2021 super output areas - lower layer,151,Cannot speak Welsh,982
1124,2021,W01000408,2021 super output areas - lower layer,151,Can speak Welsh,211
1125,2021,W01000366,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1418
1126,2021,W01000366,2021 super output areas - lower layer,151,Cannot speak Welsh,1282
1127,2021,W01000366,2021 super output areas - lower layer,151,Can speak Welsh,136
1128,2021,W01000367,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1248
1129,2021,W01000367,2021 super output areas - lower layer,151,Cannot speak Welsh,1116
1130,2021,W01000367,2021 super output areas - lower layer,151,Can speak Welsh,132
1131,2021,W01000385,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1692
1132,2021,W01000385,2021 super output areas - lower layer,151,Cannot speak Welsh,1433
1133,2021,W01000385,2021 super output areas - lower layer,151,Can speak Welsh,259
1134,2021,W01000410,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1644
1135,2021,W01000410,2021 super output areas - lower layer,151,Cannot speak Welsh,1281
1136,2021,W01000410,2021 super output areas - lower layer,151,Can speak Welsh,363
1137,2021,W01000386,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1390
1138,2021,W01000386,2021 super output areas - lower layer,151,Cannot speak Welsh,1231
1139,2021,W01000386,2021 super output areas - lower layer,151,Can speak Welsh,159
1140,2021,W01000405,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,2204
1141,2021,W01000405,2021 super output areas - lower layer,151,Cannot speak Welsh,1726
1142,2021,W01000405,2021 super output areas - lower layer,151,Can speak Welsh,478
1143,2021,W01000411,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1470
1144,2021,W01000411,2021 super output areas - lower layer,151,Cannot speak Welsh,1168
1145,2021,W01000411,2021 super output areas - lower layer,151,Can speak Welsh,302
1146,2021,W01000412,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1446
1147,2021,W01000412,2021 super output areas - lower layer,151,Cannot speak Welsh,1074
1148,2021,W01000412,2021 super output areas - lower layer,151,Can speak Welsh,372
1149,2021,W01000394,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1136
1150,2021,W01000394,2021 super output areas - lower layer,151,Cannot speak Welsh,1033
1151,2021,W01000394,2021 super output areas - lower layer,151,Can speak Welsh,103
1152,2021,W01000395,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1015
1153,2021,W01000395,2021 super output areas - lower layer,151,Cannot speak Welsh,897
1154,2021,W01000395,2021 super output areas - lower layer,151,Can speak Welsh,118
1155,2021,W01000407,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1361
1156,2021,W01000407,2021 super output areas - lower layer,151,Cannot speak Welsh,1186
1157,2021,W01000407,2021 super output areas - lower layer,151,Can speak Welsh,175
1158,2021,W01000419,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1388
1159,2021,W01000419,2021 super output areas - lower layer,151,Cannot speak Welsh,1199
1160,2021,W01000419,2021 super output areas - lower layer,151,Can speak Welsh,189
1161,2021,W01000420,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1483
1162,2021,W01000420,2021 super output areas - lower layer,151,Cannot speak Welsh,1294
1163,2021,W01000420,2021 super output areas - lower layer,151,Can speak Welsh,189
1164,2021,W01000354,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1604
1165,2021,W01000354,2021 super output areas - lower layer,151,Cannot speak Welsh,1413
1166,2021,W01000354,2021 super output areas - lower layer,151,Can speak Welsh,191
1167,2021,W01000355,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1687
1168,2021,W01000355,2021 super output areas - lower layer,151,Cannot speak Welsh,1481
1169,2021,W01000355,2021 super output areas - lower layer,151,Can speak Welsh,206
1170,2021,W01000356,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1574
1171,2021,W01000356,2021 super output areas - lower layer,151,Cannot speak Welsh,1414
1172,2021,W01000356,2021 super output areas - lower layer,151,Can speak Welsh,160
1173,2021,W01000389,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1943
1174,2021,W01000389,2021 super output areas - lower layer,151,Cannot speak Welsh,1688
1175,2021,W01000389,2021 super output areas - lower layer,151,Can speak Welsh,255
1176,2021,W01000409,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1782
1177,2021,W01000409,2021 super output areas - lower layer,151,Cannot speak Welsh,1622
1178,2021,W01000409,2021 super output areas - lower layer,151,Can speak Welsh,160
1179,2021,W01000345,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1559
1180,2021,W01000345,2021 super output areas - lower layer,151,Cannot speak Welsh,1428
1181,2021,W01000345,2021 super output areas - lower layer,151,Can speak Welsh,131
1182,2021,W01000346,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1460
1183,2021,W01000346,2021 super output areas - lower layer,151,Cannot speak Welsh,1371
1184,2021,W01000346,2021 super output areas - lower layer,151,Can speak Welsh,89
1185,2021,W01000403,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1284
1186,2021,W01000403,2021 super output areas - lower layer,151,Cannot speak Welsh,1182
1187,2021,W01000403,2021 super output areas - lower layer,151,Can speak Welsh,102
1188,2021,W01000404,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1956
1189,2021,W01000404,2021 super output areas - lower layer,151,Cannot speak Welsh,1781
1190,2021,W01000404,2021 super output areas - lower layer,151,Can speak Welsh,175
1191,2021,W01000359,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1159
1192,2021,W01000359,2021 super output areas - lower layer,151,Cannot speak Welsh,1040
1193,2021,W01000359,2021 super output areas - lower layer,151,Can speak Welsh,119
1194,2021,W01000360,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1193
1195,2021,W01000360,2021 super output areas - lower layer,151,Cannot speak Welsh,1110
1196,2021,W01000360,2021 super output areas - lower layer,151,Can speak Welsh,83
1197,2021,W01000361,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1925
1198,2021,W01000361,2021 super output areas - lower layer,151,Cannot speak Welsh,1742
1199,2021,W01000361,2021 super output areas - lower layer,151,Can speak Welsh,183
1200,2021,W01001930,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,2024
1201,2021,W01001930,2021 super output areas - lower layer,151,Cannot speak Welsh,1419
1202,2021,W01001930,2021 super output areas - lower layer,151,Can speak Welsh,605
1203,2021,W01000369,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1238
1204,2021,W01000369,2021 super output areas - lower layer,151,Cannot speak Welsh,1124
1205,2021,W01000369,2021 super output areas - lower layer,151,Can speak Welsh,114
1206,2021,W01000370,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1507
1207,2021,W01000370,2021 super output areas - lower layer,151,Cannot speak Welsh,1350
1208,2021,W01000370,2021 super output areas - lower layer,151,Can speak Welsh,157
1209,2021,W01000390,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1695
1210,2021,W01000390,2021 super output areas - lower layer,151,Cannot speak Welsh,1519
1211,2021,W01000390,2021 super output areas - lower layer,151,Can speak Welsh,176
1212,2021,W01001970,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,2111
1213,2021,W01001970,2021 super output areas - lower layer,151,Cannot speak Welsh,1911
1214,2021,W01001970,2021 super output areas - lower layer,151,Can speak Welsh,200
1215,2021,W01000384,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1067
1216,2021,W01000384,2021 super output areas - lower layer,151,Cannot speak Welsh,971
1217,2021,W01000384,2021 super output areas - lower layer,151,Can speak Welsh,96
1218,2021,W01000417,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1499
1219,2021,W01000417,2021 super output areas - lower layer,151,Cannot speak Welsh,1371
1220,2021,W01000417,2021 super output areas - lower layer,151,Can speak Welsh,128
1221,2021,W01000418,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1703
1222,2021,W01000418,2021 super output areas - lower layer,151,Cannot speak Welsh,1543
1223,2021,W01000418,2021 super output areas - lower layer,151,Can speak Welsh,160
1224,2021,W01001971,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,2637
1225,2021,W01001971,2021 super output areas - lower layer,151,Cannot speak Welsh,2465
1226,2021,W01001971,2021 super output areas - lower layer,151,Can speak Welsh,172
1227,2021,W01001972,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1271
1228,2021,W01001972,2021 super output areas - lower layer,151,Cannot speak Welsh,1137
1229,2021,W01001972,2021 super output areas - lower layer,151,Can speak Welsh,134
1230,2021,W01000341,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1508
1231,2021,W01000341,2021 super output areas - lower layer,151,Cannot speak Welsh,1366
1232,2021,W01000341,2021 super output areas - lower layer,151,Can speak Welsh,142
1233,2021,W01000342,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1487
1234,2021,W01000342,2021 super output areas - lower layer,151,Cannot speak Welsh,1337
1235,2021,W01000342,2021 super output areas - lower layer,151,Can speak Welsh,150
1236,2021,W01000343,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1012
1237,2021,W01000343,2021 super output areas - lower layer,151,Cannot speak Welsh,905
1238,2021,W01000343,2021 super output areas - lower layer,151,Can speak Welsh,107
1239,2021,W01000344,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1221
1240,2021,W01000344,2021 super output areas - lower layer,151,Cannot speak Welsh,1098
1241,2021,W01000344,2021 super output areas - lower layer,151,Can speak Welsh,123
1242,2021,W01000393,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1889
1243,2021,W01000393,2021 super output areas - lower layer,151,Cannot speak Welsh,1659
1244,2021,W01000393,2021 super output areas - lower layer,151,Can speak Welsh,230
1245,2021,W01000415,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1392
1246,2021,W01000415,2021 super output areas - lower layer,151,Cannot speak Welsh,1252
1247,2021,W01000415,2021 super output areas - lower layer,151,Can speak Welsh,140
1248,2021,W01000416,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1142
1249,2021,W01000416,2021 super output areas - lower layer,151,Cannot speak Welsh,1037
1250,2021,W01000416,2021 super output areas - lower layer,151,Can speak Welsh,105
1251,2021,W01000523,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1836
1252,2021,W01000523,2021 super output areas - lower layer,151,Cannot speak Welsh,875
1253,2021,W01000523,2021 super output areas - lower layer,151,Can speak Welsh,961
1254,2021,W01000548,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1727
1255,2021,W01000548,2021 super output areas - lower layer,151,Cannot speak Welsh,828
1256,2021,W01000548,2021 super output areas - lower layer,151,Can speak Welsh,899
1257,2021,W01000549,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1716
1258,2021,W01000549,2021 super output areas - lower layer,151,Cannot speak Welsh,810
1259,2021,W01000549,2021 super output areas - lower layer,151,Can speak Welsh,906
1260,2021,W01001937,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1916
1261,2021,W01001937,2021 super output areas - lower layer,151,Cannot speak Welsh,1112
1262,2021,W01001937,2021 super output areas - lower layer,151,Can speak Welsh,804
1263,2021,W01000512,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1341
1264,2021,W01000512,2021 super output areas - lower layer,151,Cannot speak Welsh,757
1265,2021,W01000512,2021 super output areas - lower layer,151,Can speak Welsh,584
1266,2021,W01000513,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,2085
1267,2021,W01000513,2021 super output areas - lower layer,151,Cannot speak Welsh,1568
1268,2021,W01000513,2021 super output areas - lower layer,151,Can speak Welsh,517
1269,2021,W01000517,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1157
1270,2021,W01000517,2021 super output areas - lower layer,151,Cannot speak Welsh,897
1271,2021,W01000517,2021 super output areas - lower layer,151,Can speak Welsh,260
1272,2021,W01002000,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,2896
1273,2021,W01002000,2021 super output areas - lower layer,151,Cannot speak Welsh,2266
1274,2021,W01002000,2021 super output areas - lower layer,151,Can speak Welsh,630
1275,2021,W01002001,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1403
1276,2021,W01002001,2021 super output areas - lower layer,151,Cannot speak Welsh,1126
1277,2021,W01002001,2021 super output areas - lower layer,151,Can speak Welsh,277
1278,2021,W01000515,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1276
1279,2021,W01000515,2021 super output areas - lower layer,151,Cannot speak Welsh,858
1280,2021,W01000515,2021 super output areas - lower layer,151,Can speak Welsh,418
1281,2021,W01000516,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1580
1282,2021,W01000516,2021 super output areas - lower layer,151,Cannot speak Welsh,1076
1283,2021,W01000516,2021 super output areas - lower layer,151,Can speak Welsh,504
1284,2021,W01000518,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,991
1285,2021,W01000518,2021 super output areas - lower layer,151,Cannot speak Welsh,659
1286,2021,W01000518,2021 super output areas - lower layer,151,Can speak Welsh,332
1287,2021,W01001935,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1005
1288,2021,W01001935,2021 super output areas - lower layer,151,Cannot speak Welsh,582
1289,2021,W01001935,2021 super output areas - lower layer,151,Can speak Welsh,423
1290,2021,W01001936,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1434
1291,2021,W01001936,2021 super output areas - lower layer,151,Cannot speak Welsh,1033
1292,2021,W01001936,2021 super output areas - lower layer,151,Can speak Welsh,401
1293,2021,W01000506,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1250
1294,2021,W01000506,2021 super output areas - lower layer,151,Cannot speak Welsh,512
1295,2021,W01000506,2021 super output areas - lower layer,151,Can speak Welsh,738
1296,2021,W01000524,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1877
1297,2021,W01000524,2021 super output areas - lower layer,151,Cannot speak Welsh,899
1298,2021,W01000524,2021 super output areas - lower layer,151,Can speak Welsh,978
1299,2021,W01000538,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1508
1300,2021,W01000538,2021 super output areas - lower layer,151,Cannot speak Welsh,717
1301,2021,W01000538,2021 super output areas - lower layer,151,Can speak Welsh,791
1302,2021,W01000539,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1153
1303,2021,W01000539,2021 super output areas - lower layer,151,Cannot speak Welsh,617
1304,2021,W01000539,2021 super output areas - lower layer,151,Can speak Welsh,536
1305,2021,W01000540,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1117
1306,2021,W01000540,2021 super output areas - lower layer,151,Cannot speak Welsh,564
1307,2021,W01000540,2021 super output areas - lower layer,151,Can speak Welsh,553
1308,2021,W01000545,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1944
1309,2021,W01000545,2021 super output areas - lower layer,151,Cannot speak Welsh,1062
1310,2021,W01000545,2021 super output areas - lower layer,151,Can speak Welsh,882
1311,2021,W01002002,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,4232
1312,2021,W01002002,2021 super output areas - lower layer,151,Cannot speak Welsh,2304
1313,2021,W01002002,2021 super output areas - lower layer,151,Can speak Welsh,1928
1314,2021,W01000527,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1131
1315,2021,W01000527,2021 super output areas - lower layer,151,Cannot speak Welsh,629
1316,2021,W01000527,2021 super output areas - lower layer,151,Can speak Welsh,502
1317,2021,W01000528,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1312
1318,2021,W01000528,2021 super output areas - lower layer,151,Cannot speak Welsh,622
1319,2021,W01000528,2021 super output areas - lower layer,151,Can speak Welsh,690
1320,2021,W01000535,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1996
1321,2021,W01000535,2021 super output areas - lower layer,151,Cannot speak Welsh,943
1322,2021,W01000535,2021 super output areas - lower layer,151,Can speak Welsh,1053
1323,2021,W01000537,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1366
1324,2021,W01000537,2021 super output areas - lower layer,151,Cannot speak Welsh,767
1325,2021,W01000537,2021 super output areas - lower layer,151,Can speak Welsh,599
1326,2021,W01000541,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1696
1327,2021,W01000541,2021 super output areas - lower layer,151,Cannot speak Welsh,803
1328,2021,W01000541,2021 super output areas - lower layer,151,Can speak Welsh,893
1329,2021,W01000507,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1112
1330,2021,W01000507,2021 super output areas - lower layer,151,Cannot speak Welsh,602
1331,2021,W01000507,2021 super output areas - lower layer,151,Can speak Welsh,510
1332,2021,W01000508,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1009
1333,2021,W01000508,2021 super output areas - lower layer,151,Cannot speak Welsh,552
1334,2021,W01000508,2021 super output areas - lower layer,151,Can speak Welsh,457
1335,2021,W01000509,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1819
1336,2021,W01000509,2021 super output areas - lower layer,151,Cannot speak Welsh,822
1337,2021,W01000509,2021 super output areas - lower layer,151,Can speak Welsh,997
1338,2021,W01000510,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1149
1339,2021,W01000510,2021 super output areas - lower layer,151,Cannot speak Welsh,605
1340,2021,W01000510,2021 super output areas - lower layer,151,Can speak Welsh,544
1341,2021,W01000511,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1134
1342,2021,W01000511,2021 super output areas - lower layer,151,Cannot speak Welsh,664
1343,2021,W01000511,2021 super output areas - lower layer,151,Can speak Welsh,470
1344,2021,W01000546,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1115
1345,2021,W01000546,2021 super output areas - lower layer,151,Cannot speak Welsh,608
1346,2021,W01000546,2021 super output areas - lower layer,151,Can speak Welsh,507
1347,2021,W01000547,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1120
1348,2021,W01000547,2021 super output areas - lower layer,151,Cannot speak Welsh,499
1349,2021,W01000547,2021 super output areas - lower layer,151,Can speak Welsh,621
1350,2021,W01000519,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1721
1351,2021,W01000519,2021 super output areas - lower layer,151,Cannot speak Welsh,855
1352,2021,W01000519,2021 super output areas - lower layer,151,Can speak Welsh,866
