,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_RESUK_6_NAME,OBS_VALUE
0,2021,E01011954,2021 super output areas - lower layer,151,Total: All usual residents,2283
1,2021,E01011954,2021 super output areas - lower layer,151,Born in the UK,2232
2,2021,E01011954,2021 super output areas - lower layer,151,10 years or more,27
3,2021,E01011954,2021 super output areas - lower layer,151,"5 years or more, but less than 10 years",14
4,2021,E01011954,2021 super output areas - lower layer,151,"2 years or more, but less than 5 years",10
5,2021,E01011954,2021 super output areas - lower layer,151,Less than 2 years,0
6,2021,E01011969,2021 super output areas - lower layer,151,Total: All usual residents,1344
7,2021,E01011969,2021 super output areas - lower layer,151,Born in the UK,1324
8,2021,E01011969,2021 super output areas - lower layer,151,10 years or more,14
9,2021,E01011969,2021 super output areas - lower layer,151,"5 years or more, but less than 10 years",2
10,2021,E01011969,2021 super output areas - lower layer,151,"2 years or more, but less than 5 years",4
11,2021,E01011969,2021 super output areas - lower layer,151,Less than 2 years,0
12,2021,E01011970,2021 super output areas - lower layer,151,Total: All usual residents,1070
13,2021,E01011970,2021 super output areas - lower layer,151,Born in the UK,1050
14,2021,E01011970,2021 super output areas - lower layer,151,10 years or more,15
15,2021,E01011970,2021 super output areas - lower layer,151,"5 years or more, but less than 10 years",4
16,2021,E01011970,2021 super output areas - lower layer,151,"2 years or more, but less than 5 years",1
17,2021,E01011970,2021 super output areas - lower layer,151,Less than 2 years,0
18,2021,E01011971,2021 super output areas - lower layer,151,Total: All usual residents,1323
19,2021,E01011971,2021 super output areas - lower layer,151,Born in the UK,1311
20,2021,E01011971,2021 super output areas - lower layer,151,10 years or more,10
21,2021,E01011971,2021 super output areas - lower layer,151,"5 years or more, but less than 10 years",1
22,2021,E01011971,2021 super output areas - lower layer,151,"2 years or more, but less than 5 years",1
23,2021,E01011971,2021 super output areas - lower layer,151,Less than 2 years,0
24,2021,E01033465,2021 super output areas - lower layer,151,Total: All usual residents,1956
25,2021,E01033465,2021 super output areas - lower layer,151,Born in the UK,1909
26,2021,E01033465,2021 super output areas - lower layer,151,10 years or more,34
27,2021,E01033465,2021 super output areas - lower layer,151,"5 years or more, but less than 10 years",6
28,2021,E01033465,2021 super output areas - lower layer,151,"2 years or more, but less than 5 years",5
29,2021,E01033465,2021 super output areas - lower layer,151,Less than 2 years,2
30,2021,E01033467,2021 super output areas - lower layer,151,Total: All usual residents,2267
31,2021,E01033467,2021 super output areas - lower layer,151,Born in the UK,2197
32,2021,E01033467,2021 super output areas - lower layer,151,10 years or more,44
33,2021,E01033467,2021 super output areas - lower layer,151,"5 years or more, but less than 10 years",12
34,2021,E01033467,2021 super output areas - lower layer,151,"2 years or more, but less than 5 years",9
35,2021,E01033467,2021 super output areas - lower layer,151,Less than 2 years,5
36,2021,E01011952,2021 super output areas - lower layer,151,Total: All usual residents,1604
37,2021,E01011952,2021 super output areas - lower layer,151,Born in the UK,1552
38,2021,E01011952,2021 super output areas - lower layer,151,10 years or more,40
39,2021,E01011952,2021 super output areas - lower layer,151,"5 years or more, but less than 10 years",4
40,2021,E01011952,2021 super output areas - lower layer,151,"2 years or more, but less than 5 years",7
41,2021,E01011952,2021 super output areas - lower layer,151,Less than 2 years,1
42,2021,E01011953,2021 super output areas - lower layer,151,Total: All usual residents,1966
43,2021,E01011953,2021 super output areas - lower layer,151,Born in the UK,1906
44,2021,E01011953,2021 super output areas - lower layer,151,10 years or more,34
45,2021,E01011953,2021 super output areas - lower layer,151,"5 years or more, but less than 10 years",10
46,2021,E01011953,2021 super output areas - lower layer,151,"2 years or more, but less than 5 years",14
47,2021,E01011953,2021 super output areas - lower layer,151,Less than 2 years,2
48,2021,E01011991,2021 super output areas - lower layer,151,Total: All usual residents,1620
49,2021,E01011991,2021 super output areas - lower layer,151,Born in the UK,1591
50,2021,E01011991,2021 super output areas - lower layer,151,10 years or more,21
51,2021,E01011991,2021 super output areas - lower layer,151,"5 years or more, but less than 10 years",1
52,2021,E01011991,2021 super output areas - lower layer,151,"2 years or more, but less than 5 years",5
53,2021,E01011991,2021 super output areas - lower layer,151,Less than 2 years,2
54,2021,E01011992,2021 super output areas - lower layer,151,Total: All usual residents,1895
55,2021,E01011992,2021 super output areas - lower layer,151,Born in the UK,1775
56,2021,E01011992,2021 super output areas - lower layer,151,10 years or more,81
57,2021,E01011992,2021 super output areas - lower layer,151,"5 years or more, but less than 10 years",16
58,2021,E01011992,2021 super output areas - lower layer,151,"2 years or more, but less than 5 years",10
59,2021,E01011992,2021 super output areas - lower layer,151,Less than 2 years,13
60,2021,E01011993,2021 super output areas - lower layer,151,Total: All usual residents,1736
61,2021,E01011993,2021 super output areas - lower layer,151,Born in the UK,1700
62,2021,E01011993,2021 super output areas - lower layer,151,10 years or more,27
63,2021,E01011993,2021 super output areas - lower layer,151,"5 years or more, but less than 10 years",6
64,2021,E01011993,2021 super output areas - lower layer,151,"2 years or more, but less than 5 years",3
65,2021,E01011993,2021 super output areas - lower layer,151,Less than 2 years,0
66,2021,E01011994,2021 super output areas - lower layer,151,Total: All usual residents,1457
67,2021,E01011994,2021 super output areas - lower layer,151,Born in the UK,1371
68,2021,E01011994,2021 super output areas - lower layer,151,10 years or more,51
