,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C_SEX_NAME,OBS_VALUE
0,2021,E01022350,2021 super output areas - lower layer,151,Female,1112
1,2021,E01022350,2021 super output areas - lower layer,151,Male,1044
2,2021,E01022382,2021 super output areas - lower layer,151,All persons,1621
3,2021,E01022382,2021 super output areas - lower layer,151,Female,848
4,2021,E01022382,2021 super output areas - lower layer,151,Male,773
5,2021,E01022383,2021 super output areas - lower layer,151,All persons,1499
6,2021,E01022383,2021 super output areas - lower layer,151,Female,805
7,2021,E01022383,2021 super output areas - lower layer,151,Male,694
8,2021,E01022384,2021 super output areas - lower layer,151,All persons,1399
9,2021,E01022384,2021 super output areas - lower layer,151,Female,710
10,2021,E01022384,2021 super output areas - lower layer,151,Male,689
11,2021,E01022359,2021 super output areas - lower layer,151,All persons,1533
12,2021,E01022359,2021 super output areas - lower layer,151,Female,790
13,2021,E01022359,2021 super output areas - lower layer,151,Male,743
14,2021,E01022360,2021 super output areas - lower layer,151,All persons,1480
15,2021,E01022360,2021 super output areas - lower layer,151,Female,754
16,2021,E01022360,2021 super output areas - lower layer,151,Male,726
17,2021,E01022361,2021 super output areas - lower layer,151,All persons,1199
18,2021,E01022361,2021 super output areas - lower layer,151,Female,625
19,2021,E01022361,2021 super output areas - lower layer,151,Male,574
20,2021,E01022362,2021 super output areas - lower layer,151,All persons,1129
21,2021,E01022362,2021 super output areas - lower layer,151,Female,567
22,2021,E01022362,2021 super output areas - lower layer,151,Male,562
23,2021,E01022363,2021 super output areas - lower layer,151,All persons,2043
24,2021,E01022363,2021 super output areas - lower layer,151,Female,1018
25,2021,E01022363,2021 super output areas - lower layer,151,Male,1025
26,2021,E01022364,2021 super output areas - lower layer,151,All persons,1136
27,2021,E01022364,2021 super output areas - lower layer,151,Female,593
28,2021,E01022364,2021 super output areas - lower layer,151,Male,543
29,2021,E01022351,2021 super output areas - lower layer,151,All persons,1613
30,2021,E01022351,2021 super output areas - lower layer,151,Female,805
31,2021,E01022351,2021 super output areas - lower layer,151,Male,808
32,2021,E01022352,2021 super output areas - lower layer,151,All persons,1299
33,2021,E01022352,2021 super output areas - lower layer,151,Female,648
34,2021,E01022352,2021 super output areas - lower layer,151,Male,651
35,2021,E01022353,2021 super output areas - lower layer,151,All persons,1630
36,2021,E01022353,2021 super output areas - lower layer,151,Female,854
37,2021,E01022353,2021 super output areas - lower layer,151,Male,776
38,2021,E01022413,2021 super output areas - lower layer,151,All persons,2026
