,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_HIQUAL_8_NAME,OBS_VALUE
0,2021,W01001925,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1867
1,2021,W01001925,2021 super output areas - lower layer,151,No qualifications,363
2,2021,W01001925,2021 super output areas - lower layer,151,Level 1 and entry level qualifications,149
3,2021,W01001925,2021 super output areas - lower layer,151,Level 2 qualifications,289
4,2021,W01001925,2021 super output areas - lower layer,151,Apprenticeship,122
5,2021,W01001925,2021 super output areas - lower layer,151,Level 3 qualifications,291
6,2021,W01001925,2021 super output areas - lower layer,151,Level 4 qualifications or above,601
7,2021,W01001925,2021 super output areas - lower layer,151,Other qualifications,52
8,2021,W01000628,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1279
9,2021,W01000628,2021 super output areas - lower layer,151,No qualifications,231
10,2021,W01000628,2021 super output areas - lower layer,151,Level 1 and entry level qualifications,101
11,2021,W01000628,2021 super output areas - lower layer,151,Level 2 qualifications,211
12,2021,W01000628,2021 super output areas - lower layer,151,Apprenticeship,105
13,2021,W01000628,2021 super output areas - lower layer,151,Level 3 qualifications,225
14,2021,W01000628,2021 super output areas - lower layer,151,Level 4 qualifications or above,365
15,2021,W01000628,2021 super output areas - lower layer,151,Other qualifications,41
16,2021,W01000629,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1345
17,2021,W01000629,2021 super output areas - lower layer,151,No qualifications,284
18,2021,W01000629,2021 super output areas - lower layer,151,Level 1 and entry level qualifications,125
19,2021,W01000629,2021 super output areas - lower layer,151,Level 2 qualifications,244
20,2021,W01000629,2021 super output areas - lower layer,151,Apprenticeship,84
21,2021,W01000629,2021 super output areas - lower layer,151,Level 3 qualifications,224
22,2021,W01000629,2021 super output areas - lower layer,151,Level 4 qualifications or above,339
23,2021,W01000629,2021 super output areas - lower layer,151,Other qualifications,45
24,2021,W01000630,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1252
25,2021,W01000630,2021 super output areas - lower layer,151,No qualifications,255
26,2021,W01000630,2021 super output areas - lower layer,151,Level 1 and entry level qualifications,127
27,2021,W01000630,2021 super output areas - lower layer,151,Level 2 qualifications,196
28,2021,W01000630,2021 super output areas - lower layer,151,Apprenticeship,83
29,2021,W01000630,2021 super output areas - lower layer,151,Level 3 qualifications,232
30,2021,W01000630,2021 super output areas - lower layer,151,Level 4 qualifications or above,327
31,2021,W01000630,2021 super output areas - lower layer,151,Other qualifications,32
32,2021,W01000631,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1397
33,2021,W01000631,2021 super output areas - lower layer,151,No qualifications,447
34,2021,W01000631,2021 super output areas - lower layer,151,Level 1 and entry level qualifications,156
35,2021,W01000631,2021 super output areas - lower layer,151,Level 2 qualifications,239
36,2021,W01000631,2021 super output areas - lower layer,151,Apprenticeship,89
37,2021,W01000631,2021 super output areas - lower layer,151,Level 3 qualifications,186
38,2021,W01000631,2021 super output areas - lower layer,151,Level 4 qualifications or above,253
39,2021,W01000631,2021 super output areas - lower layer,151,Other qualifications,27
40,2021,W01000635,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1968
41,2021,W01000635,2021 super output areas - lower layer,151,No qualifications,322
42,2021,W01000635,2021 super output areas - lower layer,151,Level 1 and entry level qualifications,167
43,2021,W01000635,2021 super output areas - lower layer,151,Level 2 qualifications,317
44,2021,W01000635,2021 super output areas - lower layer,151,Apprenticeship,109
45,2021,W01000635,2021 super output areas - lower layer,151,Level 3 qualifications,361
46,2021,W01000635,2021 super output areas - lower layer,151,Level 4 qualifications or above,655
47,2021,W01000635,2021 super output areas - lower layer,151,Other qualifications,37
48,2021,W01000636,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1876
49,2021,W01000636,2021 super output areas - lower layer,151,No qualifications,374
50,2021,W01000636,2021 super output areas - lower layer,151,Level 1 and entry level qualifications,180
51,2021,W01000636,2021 super output areas - lower layer,151,Level 2 qualifications,289
52,2021,W01000636,2021 super output areas - lower layer,151,Apprenticeship,89
53,2021,W01000636,2021 super output areas - lower layer,151,Level 3 qualifications,341
54,2021,W01000636,2021 super output areas - lower layer,151,Level 4 qualifications or above,555
55,2021,W01000636,2021 super output areas - lower layer,151,Other qualifications,48
56,2021,W01000706,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1247
57,2021,W01000706,2021 super output areas - lower layer,151,No qualifications,291
58,2021,W01000706,2021 super output areas - lower layer,151,Level 1 and entry level qualifications,105
59,2021,W01000706,2021 super output areas - lower layer,151,Level 2 qualifications,229
60,2021,W01000706,2021 super output areas - lower layer,151,Apprenticeship,108
61,2021,W01000706,2021 super output areas - lower layer,151,Level 3 qualifications,189
62,2021,W01000706,2021 super output areas - lower layer,151,Level 4 qualifications or above,281
63,2021,W01000706,2021 super output areas - lower layer,151,Other qualifications,44
64,2021,W01000707,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1101
65,2021,W01000707,2021 super output areas - lower layer,151,No qualifications,335
66,2021,W01000707,2021 super output areas - lower layer,151,Level 1 and entry level qualifications,102
67,2021,W01000707,2021 super output areas - lower layer,151,Level 2 qualifications,180
