,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_HEALTH_6_NAME,OBS_VALUE
0,2021,E01001175,2021 super output areas - lower layer,151,Good health,562
1,2021,E01001175,2021 super output areas - lower layer,151,Fair health,189
2,2021,E01001175,2021 super output areas - lower layer,151,Bad health,44
3,2021,E01001175,2021 super output areas - lower layer,151,Very bad health,15
4,2021,E01001176,2021 super output areas - lower layer,151,Total: All usual residents,1848
5,2021,E01001176,2021 super output areas - lower layer,151,Very good health,913
6,2021,E01001176,2021 super output areas - lower layer,151,Good health,633
7,2021,E01001176,2021 super output areas - lower layer,151,Fair health,218
8,2021,E01001176,2021 super output areas - lower layer,151,Bad health,70
9,2021,E01001176,2021 super output areas - lower layer,151,Very bad health,14
10,2021,E01001182,2021 super output areas - lower layer,151,Total: All usual residents,1356
11,2021,E01001182,2021 super output areas - lower layer,151,Very good health,675
12,2021,E01001182,2021 super output areas - lower layer,151,Good health,449
13,2021,E01001182,2021 super output areas - lower layer,151,Fair health,180
14,2021,E01001182,2021 super output areas - lower layer,151,Bad health,38
15,2021,E01001182,2021 super output areas - lower layer,151,Very bad health,14
16,2021,E01001183,2021 super output areas - lower layer,151,Total: All usual residents,1821
17,2021,E01001183,2021 super output areas - lower layer,151,Very good health,927
18,2021,E01001183,2021 super output areas - lower layer,151,Good health,610
19,2021,E01001183,2021 super output areas - lower layer,151,Fair health,202
20,2021,E01001183,2021 super output areas - lower layer,151,Bad health,59
21,2021,E01001183,2021 super output areas - lower layer,151,Very bad health,23
22,2021,E01001184,2021 super output areas - lower layer,151,Total: All usual residents,1299
23,2021,E01001184,2021 super output areas - lower layer,151,Very good health,616
24,2021,E01001184,2021 super output areas - lower layer,151,Good health,460
25,2021,E01001184,2021 super output areas - lower layer,151,Fair health,164
26,2021,E01001184,2021 super output areas - lower layer,151,Bad health,48
27,2021,E01001184,2021 super output areas - lower layer,151,Very bad health,11
