,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_COB_12_NAME,OBS_VALUE
0,2021,E01024777,2021 super output areas - lower layer,151,Europe: EU countries: European Union EU2,4
1,2021,E01024777,2021 super output areas - lower layer,151,Europe: EU countries: All other EU countries,0
2,2021,E01024777,2021 super output areas - lower layer,151,Europe: Non-EU countries - All other non-EU countries,4
3,2021,E01024777,2021 super output areas - lower layer,151,Africa,13
4,2021,E01024777,2021 super output areas - lower layer,151,Middle East and Asia,57
5,2021,E01024777,2021 super output areas - lower layer,151,The Americas and the Caribbean,1
6,2021,E01024777,2021 super output areas - lower layer,151,Antarctica and Oceania (including Australasia) and Other,0
7,2021,E01024777,2021 super output areas - lower layer,151,British Overseas,0
8,2021,E01024734,2021 super output areas - lower layer,151,Total: All usual residents,1632
9,2021,E01024734,2021 super output areas - lower layer,151,Europe,1525
10,2021,E01024734,2021 super output areas - lower layer,151,Europe: United Kingdom,1458
11,2021,E01024734,2021 super output areas - lower layer,151,Europe: EU countries,53
12,2021,E01024734,2021 super output areas - lower layer,151,Europe: EU countries: European Union EU14,32
13,2021,E01024734,2021 super output areas - lower layer,151,Europe: EU countries: European Union EU8,6
14,2021,E01024734,2021 super output areas - lower layer,151,Europe: EU countries: European Union EU2,14
15,2021,E01024734,2021 super output areas - lower layer,151,Europe: EU countries: All other EU countries,1
16,2021,E01024734,2021 super output areas - lower layer,151,Europe: Non-EU countries - All other non-EU countries,14
17,2021,E01024734,2021 super output areas - lower layer,151,Africa,48
18,2021,E01024734,2021 super output areas - lower layer,151,Middle East and Asia,42
19,2021,E01024734,2021 super output areas - lower layer,151,The Americas and the Caribbean,14
20,2021,E01024734,2021 super output areas - lower layer,151,Antarctica and Oceania (including Australasia) and Other,3
21,2021,E01024734,2021 super output areas - lower layer,151,British Overseas,0
22,2021,E01024752,2021 super output areas - lower layer,151,Total: All usual residents,1664
23,2021,E01024752,2021 super output areas - lower layer,151,Europe,1575
24,2021,E01024752,2021 super output areas - lower layer,151,Europe: United Kingdom,1531
25,2021,E01024752,2021 super output areas - lower layer,151,Europe: EU countries,41
26,2021,E01024752,2021 super output areas - lower layer,151,Europe: EU countries: European Union EU14,28
27,2021,E01024752,2021 super output areas - lower layer,151,Europe: EU countries: European Union EU8,8
28,2021,E01024752,2021 super output areas - lower layer,151,Europe: EU countries: European Union EU2,4
29,2021,E01024752,2021 super output areas - lower layer,151,Europe: EU countries: All other EU countries,1
30,2021,E01024752,2021 super output areas - lower layer,151,Europe: Non-EU countries - All other non-EU countries,3
31,2021,E01024752,2021 super output areas - lower layer,151,Africa,31
