,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_RESUK_6_NAME,OBS_VALUE
0,2021,E01005314,2021 super output areas - lower layer,151,"2 years or more, but less than 5 years",28
1,2021,E01005314,2021 super output areas - lower layer,151,Less than 2 years,9
2,2021,E01005315,2021 super output areas - lower layer,151,Total: All usual residents,1724
3,2021,E01005315,2021 super output areas - lower layer,151,Born in the UK,1431
4,2021,E01005315,2021 super output areas - lower layer,151,10 years or more,183
5,2021,E01005315,2021 super output areas - lower layer,151,"5 years or more, but less than 10 years",64
6,2021,E01005315,2021 super output areas - lower layer,151,"2 years or more, but less than 5 years",29
7,2021,E01005315,2021 super output areas - lower layer,151,Less than 2 years,17
8,2021,E01005316,2021 super output areas - lower layer,151,Total: All usual residents,1642
9,2021,E01005316,2021 super output areas - lower layer,151,Born in the UK,1130
10,2021,E01005316,2021 super output areas - lower layer,151,10 years or more,246
11,2021,E01005316,2021 super output areas - lower layer,151,"5 years or more, but less than 10 years",131
12,2021,E01005316,2021 super output areas - lower layer,151,"2 years or more, but less than 5 years",71
13,2021,E01005316,2021 super output areas - lower layer,151,Less than 2 years,64
14,2021,E01005318,2021 super output areas - lower layer,151,Total: All usual residents,1992
15,2021,E01005318,2021 super output areas - lower layer,151,Born in the UK,1623
16,2021,E01005318,2021 super output areas - lower layer,151,10 years or more,169
17,2021,E01005318,2021 super output areas - lower layer,151,"5 years or more, but less than 10 years",95
18,2021,E01005318,2021 super output areas - lower layer,151,"2 years or more, but less than 5 years",72
19,2021,E01005318,2021 super output areas - lower layer,151,Less than 2 years,33
20,2021,E01005130,2021 super output areas - lower layer,151,Total: All usual residents,1447
21,2021,E01005130,2021 super output areas - lower layer,151,Born in the UK,992
22,2021,E01005130,2021 super output areas - lower layer,151,10 years or more,234
23,2021,E01005130,2021 super output areas - lower layer,151,"5 years or more, but less than 10 years",86
24,2021,E01005130,2021 super output areas - lower layer,151,"2 years or more, but less than 5 years",67
25,2021,E01005130,2021 super output areas - lower layer,151,Less than 2 years,68
26,2021,E01033651,2021 super output areas - lower layer,151,Total: All usual residents,1691
27,2021,E01033651,2021 super output areas - lower layer,151,Born in the UK,1121
28,2021,E01033651,2021 super output areas - lower layer,151,10 years or more,121
29,2021,E01033651,2021 super output areas - lower layer,151,"5 years or more, but less than 10 years",138
30,2021,E01033651,2021 super output areas - lower layer,151,"2 years or more, but less than 5 years",142
31,2021,E01033651,2021 super output areas - lower layer,151,Less than 2 years,169
32,2021,E01033658,2021 super output areas - lower layer,151,Total: All usual residents,1394
33,2021,E01033658,2021 super output areas - lower layer,151,Born in the UK,837
34,2021,E01033658,2021 super output areas - lower layer,151,10 years or more,124
35,2021,E01033658,2021 super output areas - lower layer,151,"5 years or more, but less than 10 years",101
36,2021,E01033658,2021 super output areas - lower layer,151,"2 years or more, but less than 5 years",132
37,2021,E01033658,2021 super output areas - lower layer,151,Less than 2 years,200
38,2021,E01033664,2021 super output areas - lower layer,151,Total: All usual residents,1859
39,2021,E01033664,2021 super output areas - lower layer,151,Born in the UK,1183
40,2021,E01033664,2021 super output areas - lower layer,151,10 years or more,130
41,2021,E01033664,2021 super output areas - lower layer,151,"5 years or more, but less than 10 years",143
42,2021,E01033664,2021 super output areas - lower layer,151,"2 years or more, but less than 5 years",176
43,2021,E01033664,2021 super output areas - lower layer,151,Less than 2 years,227
44,2021,E01033667,2021 super output areas - lower layer,151,Total: All usual residents,1490
45,2021,E01033667,2021 super output areas - lower layer,151,Born in the UK,1009
