,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_ARRUK_13_NAME,OBS_VALUE
0,2021,E01034632,2021 super output areas - lower layer,151,Arrived 1961 to 1970,8
1,2021,E01034632,2021 super output areas - lower layer,151,Arrived 1971 to 1980,12
2,2021,E01034632,2021 super output areas - lower layer,151,Arrived 1981 to 1990,1
3,2021,E01034632,2021 super output areas - lower layer,151,Arrived 1991 to 2000,18
4,2021,E01034632,2021 super output areas - lower layer,151,Arrived 2001 to 2010,21
5,2021,E01034632,2021 super output areas - lower layer,151,Arrived 2011 to 2013,4
6,2021,E01034632,2021 super output areas - lower layer,151,Arrived 2014 to 2016,8
7,2021,E01034632,2021 super output areas - lower layer,151,Arrived 2017 to 2019,10
8,2021,E01034632,2021 super output areas - lower layer,151,Arrived 2020 to 2021,6
9,2021,E01034633,2021 super output areas - lower layer,151,Total: All usual residents,2118
10,2021,E01034633,2021 super output areas - lower layer,151,Born in the UK,1837
11,2021,E01034633,2021 super output areas - lower layer,151,Arrived before 1951,2
12,2021,E01034633,2021 super output areas - lower layer,151,Arrived 1951 to 1960,0
13,2021,E01034633,2021 super output areas - lower layer,151,Arrived 1961 to 1970,10
14,2021,E01034633,2021 super output areas - lower layer,151,Arrived 1971 to 1980,12
15,2021,E01034633,2021 super output areas - lower layer,151,Arrived 1981 to 1990,15
16,2021,E01034633,2021 super output areas - lower layer,151,Arrived 1991 to 2000,23
17,2021,E01034633,2021 super output areas - lower layer,151,Arrived 2001 to 2010,109
18,2021,E01034633,2021 super output areas - lower layer,151,Arrived 2011 to 2013,31
19,2021,E01034633,2021 super output areas - lower layer,151,Arrived 2014 to 2016,41
20,2021,E01034633,2021 super output areas - lower layer,151,Arrived 2017 to 2019,24
21,2021,E01034633,2021 super output areas - lower layer,151,Arrived 2020 to 2021,14
22,2021,E01019973,2021 super output areas - lower layer,151,Total: All usual residents,1484
23,2021,E01019973,2021 super output areas - lower layer,151,Born in the UK,1368
24,2021,E01019973,2021 super output areas - lower layer,151,Arrived before 1951,2
25,2021,E01019973,2021 super output areas - lower layer,151,Arrived 1951 to 1960,5
26,2021,E01019973,2021 super output areas - lower layer,151,Arrived 1961 to 1970,9
27,2021,E01019973,2021 super output areas - lower layer,151,Arrived 1971 to 1980,5
28,2021,E01019973,2021 super output areas - lower layer,151,Arrived 1981 to 1990,6
29,2021,E01019973,2021 super output areas - lower layer,151,Arrived 1991 to 2000,11
30,2021,E01019973,2021 super output areas - lower layer,151,Arrived 2001 to 2010,37
31,2021,E01019973,2021 super output areas - lower layer,151,Arrived 2011 to 2013,7
32,2021,E01019973,2021 super output areas - lower layer,151,Arrived 2014 to 2016,9
33,2021,E01019973,2021 super output areas - lower layer,151,Arrived 2017 to 2019,15
34,2021,E01019973,2021 super output areas - lower layer,151,Arrived 2020 to 2021,10
35,2021,E01019974,2021 super output areas - lower layer,151,Total: All usual residents,1382
36,2021,E01019974,2021 super output areas - lower layer,151,Born in the UK,1255
37,2021,E01019974,2021 super output areas - lower layer,151,Arrived before 1951,3
38,2021,E01019974,2021 super output areas - lower layer,151,Arrived 1951 to 1960,5
39,2021,E01019974,2021 super output areas - lower layer,151,Arrived 1961 to 1970,8
40,2021,E01019974,2021 super output areas - lower layer,151,Arrived 1971 to 1980,8
41,2021,E01019974,2021 super output areas - lower layer,151,Arrived 1981 to 1990,4
42,2021,E01019974,2021 super output areas - lower layer,151,Arrived 1991 to 2000,5
43,2021,E01019974,2021 super output areas - lower layer,151,Arrived 2001 to 2010,24
44,2021,E01019974,2021 super output areas - lower layer,151,Arrived 2011 to 2013,5
45,2021,E01019974,2021 super output areas - lower layer,151,Arrived 2014 to 2016,37
46,2021,E01019974,2021 super output areas - lower layer,151,Arrived 2017 to 2019,24
47,2021,E01019974,2021 super output areas - lower layer,151,Arrived 2020 to 2021,4
48,2021,E01019976,2021 super output areas - lower layer,151,Total: All usual residents,1476
49,2021,E01019976,2021 super output areas - lower layer,151,Born in the UK,1398
50,2021,E01019976,2021 super output areas - lower layer,151,Arrived before 1951,4
51,2021,E01019976,2021 super output areas - lower layer,151,Arrived 1951 to 1960,7
52,2021,E01019976,2021 super output areas - lower layer,151,Arrived 1961 to 1970,6
