,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_NATIDUK_17_NAME,OBS_VALUE
0,2021,E01012785,2021 super output areas - lower layer,151,Total: All usual residents,1301
1,2021,E01012785,2021 super output areas - lower layer,151,British only identity,761
2,2021,E01012785,2021 super output areas - lower layer,151,English only identity,155
3,2021,E01012785,2021 super output areas - lower layer,151,English and British only identity,312
4,2021,E01012785,2021 super output areas - lower layer,151,Welsh only identity,2
5,2021,E01012785,2021 super output areas - lower layer,151,Welsh and British only identity,1
6,2021,E01012785,2021 super output areas - lower layer,151,Any other combination of only UK identities,12
7,2021,E01012785,2021 super output areas - lower layer,151,Scottish only identity,1
8,2021,E01012785,2021 super output areas - lower layer,151,Scottish and British only identity,6
9,2021,E01012785,2021 super output areas - lower layer,151,Northern Irish only identity,0
10,2021,E01012785,2021 super output areas - lower layer,151,Northern Irish and British only identity,0
11,2021,E01012785,2021 super output areas - lower layer,151,Cornish only identity,0
12,2021,E01012785,2021 super output areas - lower layer,151,Cornish and British only identity,0
13,2021,E01012785,2021 super output areas - lower layer,151,Any other combination of only UK identities ,5
14,2021,E01012785,2021 super output areas - lower layer,151,Irish only identity,0
15,2021,E01012785,2021 super output areas - lower layer,151,Irish and at least one UK identity,0
16,2021,E01012785,2021 super output areas - lower layer,151,Other identity only,52
17,2021,E01012785,2021 super output areas - lower layer,151,Other identity and at least one UK identity,6
18,2021,E01012785,2021 super output areas - lower layer,151,Non-UK identity only,52
19,2021,E01012785,2021 super output areas - lower layer,151,UK identity and non-UK identity,6
20,2021,E01012786,2021 super output areas - lower layer,151,Total: All usual residents,1226
21,2021,E01012786,2021 super output areas - lower layer,151,British only identity,641
22,2021,E01012786,2021 super output areas - lower layer,151,English only identity,263
23,2021,E01012786,2021 super output areas - lower layer,151,English and British only identity,287
24,2021,E01012786,2021 super output areas - lower layer,151,Welsh only identity,0
25,2021,E01012786,2021 super output areas - lower layer,151,Welsh and British only identity,0
26,2021,E01012786,2021 super output areas - lower layer,151,Any other combination of only UK identities,0
27,2021,E01012786,2021 super output areas - lower layer,151,Scottish only identity,0
28,2021,E01012786,2021 super output areas - lower layer,151,Scottish and British only identity,0
29,2021,E01012786,2021 super output areas - lower layer,151,Northern Irish only identity,0
30,2021,E01012786,2021 super output areas - lower layer,151,Northern Irish and British only identity,0
31,2021,E01012786,2021 super output areas - lower layer,151,Cornish only identity,0
32,2021,E01012786,2021 super output areas - lower layer,151,Cornish and British only identity,0
33,2021,E01012786,2021 super output areas - lower layer,151,Any other combination of only UK identities ,0
34,2021,E01012786,2021 super output areas - lower layer,151,Irish only identity,1
35,2021,E01012786,2021 super output areas - lower layer,151,Irish and at least one UK identity,1
36,2021,E01012786,2021 super output areas - lower layer,151,Other identity only,23
37,2021,E01012786,2021 super output areas - lower layer,151,Other identity and at least one UK identity,10
38,2021,E01012786,2021 super output areas - lower layer,151,Non-UK identity only,24
39,2021,E01012786,2021 super output areas - lower layer,151,UK identity and non-UK identity,11
40,2021,E01012787,2021 super output areas - lower layer,151,Total: All usual residents,1457
41,2021,E01012787,2021 super output areas - lower layer,151,British only identity,828
42,2021,E01012787,2021 super output areas - lower layer,151,English only identity,205
43,2021,E01012787,2021 super output areas - lower layer,151,English and British only identity,353
44,2021,E01012787,2021 super output areas - lower layer,151,Welsh only identity,1
45,2021,E01012787,2021 super output areas - lower layer,151,Welsh and British only identity,2
46,2021,E01012787,2021 super output areas - lower layer,151,Any other combination of only UK identities,7
47,2021,E01012787,2021 super output areas - lower layer,151,Scottish only identity,5
48,2021,E01012787,2021 super output areas - lower layer,151,Scottish and British only identity,2
49,2021,E01012787,2021 super output areas - lower layer,151,Northern Irish only identity,0
50,2021,E01012787,2021 super output areas - lower layer,151,Northern Irish and British only identity,0
51,2021,E01012787,2021 super output areas - lower layer,151,Cornish only identity,0
52,2021,E01012787,2021 super output areas - lower layer,151,Cornish and British only identity,0
53,2021,E01012787,2021 super output areas - lower layer,151,Any other combination of only UK identities ,0
54,2021,E01012787,2021 super output areas - lower layer,151,Irish only identity,0
55,2021,E01012787,2021 super output areas - lower layer,151,Irish and at least one UK identity,0
56,2021,E01012787,2021 super output areas - lower layer,151,Other identity only,56
57,2021,E01012787,2021 super output areas - lower layer,151,Other identity and at least one UK identity,5
58,2021,E01012787,2021 super output areas - lower layer,151,Non-UK identity only,56
59,2021,E01012787,2021 super output areas - lower layer,151,UK identity and non-UK identity,5
60,2021,E01012788,2021 super output areas - lower layer,151,Total: All usual residents,1433
61,2021,E01012788,2021 super output areas - lower layer,151,British only identity,829
62,2021,E01012788,2021 super output areas - lower layer,151,English only identity,230
63,2021,E01012788,2021 super output areas - lower layer,151,English and British only identity,330
64,2021,E01012788,2021 super output areas - lower layer,151,Welsh only identity,4
65,2021,E01012788,2021 super output areas - lower layer,151,Welsh and British only identity,1
66,2021,E01012788,2021 super output areas - lower layer,151,Any other combination of only UK identities,4
67,2021,E01012788,2021 super output areas - lower layer,151,Scottish only identity,2
68,2021,E01012788,2021 super output areas - lower layer,151,Scottish and British only identity,0
69,2021,E01012788,2021 super output areas - lower layer,151,Northern Irish only identity,1
70,2021,E01012788,2021 super output areas - lower layer,151,Northern Irish and British only identity,1
71,2021,E01012788,2021 super output areas - lower layer,151,Cornish only identity,0
72,2021,E01012788,2021 super output areas - lower layer,151,Cornish and British only identity,0
73,2021,E01012788,2021 super output areas - lower layer,151,Any other combination of only UK identities ,0
74,2021,E01012788,2021 super output areas - lower layer,151,Irish only identity,0
75,2021,E01012788,2021 super output areas - lower layer,151,Irish and at least one UK identity,0
76,2021,E01012788,2021 super output areas - lower layer,151,Other identity only,33
77,2021,E01012788,2021 super output areas - lower layer,151,Other identity and at least one UK identity,2
78,2021,E01012788,2021 super output areas - lower layer,151,Non-UK identity only,33
79,2021,E01012788,2021 super output areas - lower layer,151,UK identity and non-UK identity,2
80,2021,E01012789,2021 super output areas - lower layer,151,Total: All usual residents,1275
81,2021,E01012789,2021 super output areas - lower layer,151,British only identity,743
82,2021,E01012789,2021 super output areas - lower layer,151,English only identity,244
83,2021,E01012789,2021 super output areas - lower layer,151,English and British only identity,254
84,2021,E01012789,2021 super output areas - lower layer,151,Welsh only identity,0
85,2021,E01012789,2021 super output areas - lower layer,151,Welsh and British only identity,0
86,2021,E01012789,2021 super output areas - lower layer,151,Any other combination of only UK identities,2
87,2021,E01012789,2021 super output areas - lower layer,151,Scottish only identity,0
88,2021,E01012789,2021 super output areas - lower layer,151,Scottish and British only identity,1
89,2021,E01012789,2021 super output areas - lower layer,151,Northern Irish only identity,0
90,2021,E01012789,2021 super output areas - lower layer,151,Northern Irish and British only identity,0
91,2021,E01012789,2021 super output areas - lower layer,151,Cornish only identity,0
92,2021,E01012789,2021 super output areas - lower layer,151,Cornish and British only identity,0
93,2021,E01012789,2021 super output areas - lower layer,151,Any other combination of only UK identities ,1
