,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_RESUK_6_NAME,OBS_VALUE
0,2021,E01017393,2021 super output areas - lower layer,151,"2 years or more, but less than 5 years",3
1,2021,E01017393,2021 super output areas - lower layer,151,Less than 2 years,4
2,2021,E01017442,2021 super output areas - lower layer,151,Total: All usual residents,2791
3,2021,E01017442,2021 super output areas - lower layer,151,Born in the UK,2525
4,2021,E01017442,2021 super output areas - lower layer,151,10 years or more,202
5,2021,E01017442,2021 super output areas - lower layer,151,"5 years or more, but less than 10 years",36
6,2021,E01017442,2021 super output areas - lower layer,151,"2 years or more, but less than 5 years",15
7,2021,E01017442,2021 super output areas - lower layer,151,Less than 2 years,13
8,2021,E01017443,2021 super output areas - lower layer,151,Total: All usual residents,1655
9,2021,E01017443,2021 super output areas - lower layer,151,Born in the UK,1522
10,2021,E01017443,2021 super output areas - lower layer,151,10 years or more,93
11,2021,E01017443,2021 super output areas - lower layer,151,"5 years or more, but less than 10 years",12
12,2021,E01017443,2021 super output areas - lower layer,151,"2 years or more, but less than 5 years",21
13,2021,E01017443,2021 super output areas - lower layer,151,Less than 2 years,7
14,2021,E01017446,2021 super output areas - lower layer,151,Total: All usual residents,1788
15,2021,E01017446,2021 super output areas - lower layer,151,Born in the UK,1680
16,2021,E01017446,2021 super output areas - lower layer,151,10 years or more,94
17,2021,E01017446,2021 super output areas - lower layer,151,"5 years or more, but less than 10 years",8
18,2021,E01017446,2021 super output areas - lower layer,151,"2 years or more, but less than 5 years",3
19,2021,E01017446,2021 super output areas - lower layer,151,Less than 2 years,3
20,2021,E01017447,2021 super output areas - lower layer,151,Total: All usual residents,2557
21,2021,E01017447,2021 super output areas - lower layer,151,Born in the UK,2388
22,2021,E01017447,2021 super output areas - lower layer,151,10 years or more,136
23,2021,E01017447,2021 super output areas - lower layer,151,"5 years or more, but less than 10 years",20
24,2021,E01017447,2021 super output areas - lower layer,151,"2 years or more, but less than 5 years",8
25,2021,E01017447,2021 super output areas - lower layer,151,Less than 2 years,5
26,2021,E01017449,2021 super output areas - lower layer,151,Total: All usual residents,2154
27,2021,E01017449,2021 super output areas - lower layer,151,Born in the UK,2005
28,2021,E01017449,2021 super output areas - lower layer,151,10 years or more,118
29,2021,E01017449,2021 super output areas - lower layer,151,"5 years or more, but less than 10 years",14
30,2021,E01017449,2021 super output areas - lower layer,151,"2 years or more, but less than 5 years",6
31,2021,E01017449,2021 super output areas - lower layer,151,Less than 2 years,11
32,2021,E01033188,2021 super output areas - lower layer,151,Total: All usual residents,1497
33,2021,E01033188,2021 super output areas - lower layer,151,Born in the UK,1393
34,2021,E01033188,2021 super output areas - lower layer,151,10 years or more,87
35,2021,E01033188,2021 super output areas - lower layer,151,"5 years or more, but less than 10 years",10
36,2021,E01033188,2021 super output areas - lower layer,151,"2 years or more, but less than 5 years",5
37,2021,E01033188,2021 super output areas - lower layer,151,Less than 2 years,2
38,2021,E01033189,2021 super output areas - lower layer,151,Total: All usual residents,2892
39,2021,E01033189,2021 super output areas - lower layer,151,Born in the UK,2598
