,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_ETH_20_NAME,OBS_VALUE
0,2021,E01017250,2021 super output areas - lower layer,151,Total: All usual residents,1652
1,2021,E01017250,2021 super output areas - lower layer,151,"Asian, Asian British or Asian Welsh",153
2,2021,E01017250,2021 super output areas - lower layer,151,"Asian, Asian British or Asian Welsh: Bangladeshi",35
3,2021,E01017250,2021 super output areas - lower layer,151,"Asian, Asian British or Asian Welsh: Chinese",6
4,2021,E01017250,2021 super output areas - lower layer,151,"Asian, Asian British or Asian Welsh: Indian",25
5,2021,E01017250,2021 super output areas - lower layer,151,"Asian, Asian British or Asian Welsh: Pakistani",36
6,2021,E01017250,2021 super output areas - lower layer,151,"Asian, Asian British or Asian Welsh: Other Asian",51
7,2021,E01017250,2021 super output areas - lower layer,151,"Black, Black British, Black Welsh, Caribbean or African",23
8,2021,E01017250,2021 super output areas - lower layer,151,"Black, Black British, Black Welsh, Caribbean or African: African",14
9,2021,E01017250,2021 super output areas - lower layer,151,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",7
10,2021,E01017250,2021 super output areas - lower layer,151,"Black, Black British, Black Welsh, Caribbean or African: Other Black",2
11,2021,E01017250,2021 super output areas - lower layer,151,Mixed or Multiple ethnic groups,62
12,2021,E01017250,2021 super output areas - lower layer,151,Mixed or Multiple ethnic groups: White and Asian,12
13,2021,E01017250,2021 super output areas - lower layer,151,Mixed or Multiple ethnic groups: White and Black African,22
14,2021,E01017250,2021 super output areas - lower layer,151,Mixed or Multiple ethnic groups: White and Black Caribbean,17
15,2021,E01017250,2021 super output areas - lower layer,151,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,11
16,2021,E01017250,2021 super output areas - lower layer,151,White,1360
17,2021,E01017250,2021 super output areas - lower layer,151,"White: English, Welsh, Scottish, Northern Irish or British",1103
18,2021,E01017250,2021 super output areas - lower layer,151,White: Irish,16
19,2021,E01017250,2021 super output areas - lower layer,151,White: Gypsy or Irish Traveller,2
20,2021,E01017250,2021 super output areas - lower layer,151,White: Roma,2
21,2021,E01017250,2021 super output areas - lower layer,151,White: Other White,237
22,2021,E01017250,2021 super output areas - lower layer,151,Other ethnic group,54
23,2021,E01017250,2021 super output areas - lower layer,151,Other ethnic group: Arab,4
24,2021,E01017250,2021 super output areas - lower layer,151,Other ethnic group: Any other ethnic group,50
25,2021,E01017251,2021 super output areas - lower layer,151,Total: All usual residents,1625
26,2021,E01017251,2021 super output areas - lower layer,151,"Asian, Asian British or Asian Welsh",304
27,2021,E01017251,2021 super output areas - lower layer,151,"Asian, Asian British or Asian Welsh: Bangladeshi",8
28,2021,E01017251,2021 super output areas - lower layer,151,"Asian, Asian British or Asian Welsh: Chinese",13
29,2021,E01017251,2021 super output areas - lower layer,151,"Asian, Asian British or Asian Welsh: Indian",84
30,2021,E01017251,2021 super output areas - lower layer,151,"Asian, Asian British or Asian Welsh: Pakistani",14
31,2021,E01017251,2021 super output areas - lower layer,151,"Asian, Asian British or Asian Welsh: Other Asian",185
32,2021,E01017251,2021 super output areas - lower layer,151,"Black, Black British, Black Welsh, Caribbean or African",74
33,2021,E01017251,2021 super output areas - lower layer,151,"Black, Black British, Black Welsh, Caribbean or African: African",59
34,2021,E01017251,2021 super output areas - lower layer,151,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",1
35,2021,E01017251,2021 super output areas - lower layer,151,"Black, Black British, Black Welsh, Caribbean or African: Other Black",14
36,2021,E01017251,2021 super output areas - lower layer,151,Mixed or Multiple ethnic groups,55
37,2021,E01017251,2021 super output areas - lower layer,151,Mixed or Multiple ethnic groups: White and Asian,17
38,2021,E01017251,2021 super output areas - lower layer,151,Mixed or Multiple ethnic groups: White and Black African,15
39,2021,E01017251,2021 super output areas - lower layer,151,Mixed or Multiple ethnic groups: White and Black Caribbean,8
40,2021,E01017251,2021 super output areas - lower layer,151,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,15
41,2021,E01017251,2021 super output areas - lower layer,151,White,1135
42,2021,E01017251,2021 super output areas - lower layer,151,"White: English, Welsh, Scottish, Northern Irish or British",860
43,2021,E01017251,2021 super output areas - lower layer,151,White: Irish,8
44,2021,E01017251,2021 super output areas - lower layer,151,White: Gypsy or Irish Traveller,0
45,2021,E01017251,2021 super output areas - lower layer,151,White: Roma,2
46,2021,E01017251,2021 super output areas - lower layer,151,White: Other White,265
47,2021,E01017251,2021 super output areas - lower layer,151,Other ethnic group,57
48,2021,E01017251,2021 super output areas - lower layer,151,Other ethnic group: Arab,5
49,2021,E01017251,2021 super output areas - lower layer,151,Other ethnic group: Any other ethnic group,52
50,2021,E01017253,2021 super output areas - lower layer,151,Total: All usual residents,1790
51,2021,E01017253,2021 super output areas - lower layer,151,"Asian, Asian British or Asian Welsh",216
52,2021,E01017253,2021 super output areas - lower layer,151,"Asian, Asian British or Asian Welsh: Bangladeshi",6
53,2021,E01017253,2021 super output areas - lower layer,151,"Asian, Asian British or Asian Welsh: Chinese",14
54,2021,E01017253,2021 super output areas - lower layer,151,"Asian, Asian British or Asian Welsh: Indian",55
55,2021,E01017253,2021 super output areas - lower layer,151,"Asian, Asian British or Asian Welsh: Pakistani",17
56,2021,E01017253,2021 super output areas - lower layer,151,"Asian, Asian British or Asian Welsh: Other Asian",124
57,2021,E01017253,2021 super output areas - lower layer,151,"Black, Black British, Black Welsh, Caribbean or African",38
58,2021,E01017253,2021 super output areas - lower layer,151,"Black, Black British, Black Welsh, Caribbean or African: African",34
59,2021,E01017253,2021 super output areas - lower layer,151,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",2
60,2021,E01017253,2021 super output areas - lower layer,151,"Black, Black British, Black Welsh, Caribbean or African: Other Black",2
61,2021,E01017253,2021 super output areas - lower layer,151,Mixed or Multiple ethnic groups,39
62,2021,E01017253,2021 super output areas - lower layer,151,Mixed or Multiple ethnic groups: White and Asian,13
63,2021,E01017253,2021 super output areas - lower layer,151,Mixed or Multiple ethnic groups: White and Black African,17
64,2021,E01017253,2021 super output areas - lower layer,151,Mixed or Multiple ethnic groups: White and Black Caribbean,4
65,2021,E01017253,2021 super output areas - lower layer,151,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,5
66,2021,E01017253,2021 super output areas - lower layer,151,White,1443
67,2021,E01017253,2021 super output areas - lower layer,151,"White: English, Welsh, Scottish, Northern Irish or British",1163
68,2021,E01017253,2021 super output areas - lower layer,151,White: Irish,13
69,2021,E01017253,2021 super output areas - lower layer,151,White: Gypsy or Irish Traveller,4
70,2021,E01017253,2021 super output areas - lower layer,151,White: Roma,1
