,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_HIQUAL_8_NAME,OBS_VALUE
0,2021,E01012785,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,973
1,2021,E01012785,2021 super output areas - lower layer,151,No qualifications,356
2,2021,E01012785,2021 super output areas - lower layer,151,Level 1 and entry level qualifications,139
3,2021,E01012785,2021 super output areas - lower layer,151,Level 2 qualifications,152
4,2021,E01012785,2021 super output areas - lower layer,151,Apprenticeship,46
5,2021,E01012785,2021 super output areas - lower layer,151,Level 3 qualifications,138
6,2021,E01012785,2021 super output areas - lower layer,151,Level 4 qualifications or above,111
7,2021,E01012785,2021 super output areas - lower layer,151,Other qualifications,31
8,2021,E01012786,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,977
9,2021,E01012786,2021 super output areas - lower layer,151,No qualifications,352
10,2021,E01012786,2021 super output areas - lower layer,151,Level 1 and entry level qualifications,122
11,2021,E01012786,2021 super output areas - lower layer,151,Level 2 qualifications,163
12,2021,E01012786,2021 super output areas - lower layer,151,Apprenticeship,77
13,2021,E01012786,2021 super output areas - lower layer,151,Level 3 qualifications,111
14,2021,E01012786,2021 super output areas - lower layer,151,Level 4 qualifications or above,136
15,2021,E01012786,2021 super output areas - lower layer,151,Other qualifications,16
16,2021,E01012787,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1103
17,2021,E01012787,2021 super output areas - lower layer,151,No qualifications,399
18,2021,E01012787,2021 super output areas - lower layer,151,Level 1 and entry level qualifications,141
19,2021,E01012787,2021 super output areas - lower layer,151,Level 2 qualifications,191
20,2021,E01012787,2021 super output areas - lower layer,151,Apprenticeship,52
21,2021,E01012787,2021 super output areas - lower layer,151,Level 3 qualifications,128
22,2021,E01012787,2021 super output areas - lower layer,151,Level 4 qualifications or above,157
23,2021,E01012787,2021 super output areas - lower layer,151,Other qualifications,35
24,2021,E01012788,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1064
25,2021,E01012788,2021 super output areas - lower layer,151,No qualifications,348
26,2021,E01012788,2021 super output areas - lower layer,151,Level 1 and entry level qualifications,142
27,2021,E01012788,2021 super output areas - lower layer,151,Level 2 qualifications,193
28,2021,E01012788,2021 super output areas - lower layer,151,Apprenticeship,40
29,2021,E01012788,2021 super output areas - lower layer,151,Level 3 qualifications,134
30,2021,E01012788,2021 super output areas - lower layer,151,Level 4 qualifications or above,173
31,2021,E01012788,2021 super output areas - lower layer,151,Other qualifications,34
32,2021,E01012789,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,977
33,2021,E01012789,2021 super output areas - lower layer,151,No qualifications,317
34,2021,E01012789,2021 super output areas - lower layer,151,Level 1 and entry level qualifications,145
35,2021,E01012789,2021 super output areas - lower layer,151,Level 2 qualifications,157
36,2021,E01012789,2021 super output areas - lower layer,151,Apprenticeship,59
37,2021,E01012789,2021 super output areas - lower layer,151,Level 3 qualifications,150
38,2021,E01012789,2021 super output areas - lower layer,151,Level 4 qualifications or above,130
39,2021,E01012789,2021 super output areas - lower layer,151,Other qualifications,19
40,2021,E01012875,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1153
41,2021,E01012875,2021 super output areas - lower layer,151,No qualifications,361
42,2021,E01012875,2021 super output areas - lower layer,151,Level 1 and entry level qualifications,193
43,2021,E01012875,2021 super output areas - lower layer,151,Level 2 qualifications,187
44,2021,E01012875,2021 super output areas - lower layer,151,Apprenticeship,71
45,2021,E01012875,2021 super output areas - lower layer,151,Level 3 qualifications,129
46,2021,E01012875,2021 super output areas - lower layer,151,Level 4 qualifications or above,161
47,2021,E01012875,2021 super output areas - lower layer,151,Other qualifications,51
48,2021,E01012876,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1176
49,2021,E01012876,2021 super output areas - lower layer,151,No qualifications,417
50,2021,E01012876,2021 super output areas - lower layer,151,Level 1 and entry level qualifications,153
51,2021,E01012876,2021 super output areas - lower layer,151,Level 2 qualifications,188
52,2021,E01012876,2021 super output areas - lower layer,151,Apprenticeship,79
53,2021,E01012876,2021 super output areas - lower layer,151,Level 3 qualifications,143
54,2021,E01012876,2021 super output areas - lower layer,151,Level 4 qualifications or above,139
55,2021,E01012876,2021 super output areas - lower layer,151,Other qualifications,57
56,2021,E01012877,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1077
57,2021,E01012877,2021 super output areas - lower layer,151,No qualifications,415
58,2021,E01012877,2021 super output areas - lower layer,151,Level 1 and entry level qualifications,143
59,2021,E01012877,2021 super output areas - lower layer,151,Level 2 qualifications,173
60,2021,E01012877,2021 super output areas - lower layer,151,Apprenticeship,70
61,2021,E01012877,2021 super output areas - lower layer,151,Level 3 qualifications,112
62,2021,E01012877,2021 super output areas - lower layer,151,Level 4 qualifications or above,124
