,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_ETH_20_NAME,OBS_VALUE
0,2021,E01027934,2021 super output areas - lower layer,151,Total: All usual residents,1299
1,2021,E01027934,2021 super output areas - lower layer,151,"Asian, Asian British or Asian Welsh",21
2,2021,E01027934,2021 super output areas - lower layer,151,"Asian, Asian British or Asian Welsh: Bangladeshi",2
3,2021,E01027934,2021 super output areas - lower layer,151,"Asian, Asian British or Asian Welsh: Chinese",2
4,2021,E01027934,2021 super output areas - lower layer,151,"Asian, Asian British or Asian Welsh: Indian",13
5,2021,E01027934,2021 super output areas - lower layer,151,"Asian, Asian British or Asian Welsh: Pakistani",0
6,2021,E01027934,2021 super output areas - lower layer,151,"Asian, Asian British or Asian Welsh: Other Asian",4
7,2021,E01027934,2021 super output areas - lower layer,151,"Black, Black British, Black Welsh, Caribbean or African",10
8,2021,E01027934,2021 super output areas - lower layer,151,"Black, Black British, Black Welsh, Caribbean or African: African",4
9,2021,E01027934,2021 super output areas - lower layer,151,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",4
10,2021,E01027934,2021 super output areas - lower layer,151,"Black, Black British, Black Welsh, Caribbean or African: Other Black",2
11,2021,E01027934,2021 super output areas - lower layer,151,Mixed or Multiple ethnic groups,15
12,2021,E01027934,2021 super output areas - lower layer,151,Mixed or Multiple ethnic groups: White and Asian,4
13,2021,E01027934,2021 super output areas - lower layer,151,Mixed or Multiple ethnic groups: White and Black African,3
14,2021,E01027934,2021 super output areas - lower layer,151,Mixed or Multiple ethnic groups: White and Black Caribbean,6
15,2021,E01027934,2021 super output areas - lower layer,151,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,2
16,2021,E01027934,2021 super output areas - lower layer,151,White,1251
17,2021,E01027934,2021 super output areas - lower layer,151,"White: English, Welsh, Scottish, Northern Irish or British",1233
18,2021,E01027934,2021 super output areas - lower layer,151,White: Irish,2
19,2021,E01027934,2021 super output areas - lower layer,151,White: Gypsy or Irish Traveller,0
20,2021,E01027934,2021 super output areas - lower layer,151,White: Roma,3
21,2021,E01027934,2021 super output areas - lower layer,151,White: Other White,13
22,2021,E01027934,2021 super output areas - lower layer,151,Other ethnic group,2
23,2021,E01027934,2021 super output areas - lower layer,151,Other ethnic group: Arab,0
24,2021,E01027934,2021 super output areas - lower layer,151,Other ethnic group: Any other ethnic group,2
25,2021,E01027935,2021 super output areas - lower layer,151,Total: All usual residents,1214
26,2021,E01027935,2021 super output areas - lower layer,151,"Asian, Asian British or Asian Welsh",7
27,2021,E01027935,2021 super output areas - lower layer,151,"Asian, Asian British or Asian Welsh: Bangladeshi",0
28,2021,E01027935,2021 super output areas - lower layer,151,"Asian, Asian British or Asian Welsh: Chinese",0
29,2021,E01027935,2021 super output areas - lower layer,151,"Asian, Asian British or Asian Welsh: Indian",0
30,2021,E01027935,2021 super output areas - lower layer,151,"Asian, Asian British or Asian Welsh: Pakistani",7
31,2021,E01027935,2021 super output areas - lower layer,151,"Asian, Asian British or Asian Welsh: Other Asian",0
32,2021,E01027935,2021 super output areas - lower layer,151,"Black, Black British, Black Welsh, Caribbean or African",12
33,2021,E01027935,2021 super output areas - lower layer,151,"Black, Black British, Black Welsh, Caribbean or African: African",8
34,2021,E01027935,2021 super output areas - lower layer,151,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",4
35,2021,E01027935,2021 super output areas - lower layer,151,"Black, Black British, Black Welsh, Caribbean or African: Other Black",0
36,2021,E01027935,2021 super output areas - lower layer,151,Mixed or Multiple ethnic groups,15
37,2021,E01027935,2021 super output areas - lower layer,151,Mixed or Multiple ethnic groups: White and Asian,10
38,2021,E01027935,2021 super output areas - lower layer,151,Mixed or Multiple ethnic groups: White and Black African,1
39,2021,E01027935,2021 super output areas - lower layer,151,Mixed or Multiple ethnic groups: White and Black Caribbean,2
40,2021,E01027935,2021 super output areas - lower layer,151,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,2
41,2021,E01027935,2021 super output areas - lower layer,151,White,1179
42,2021,E01027935,2021 super output areas - lower layer,151,"White: English, Welsh, Scottish, Northern Irish or British",1155
43,2021,E01027935,2021 super output areas - lower layer,151,White: Irish,6
44,2021,E01027935,2021 super output areas - lower layer,151,White: Gypsy or Irish Traveller,0
45,2021,E01027935,2021 super output areas - lower layer,151,White: Roma,0
46,2021,E01027935,2021 super output areas - lower layer,151,White: Other White,18
47,2021,E01027935,2021 super output areas - lower layer,151,Other ethnic group,1
