,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_TTWDIST_11_NAME,OBS_VALUE
0,2021,E01031084,2021 super output areas - lower layer,151,10km to less than 20km,196
1,2021,E01031084,2021 super output areas - lower layer,151,20km to less than 30km,90
2,2021,E01031084,2021 super output areas - lower layer,151,30km to less than 40km,24
3,2021,E01031084,2021 super output areas - lower layer,151,40km to less than 60km,11
4,2021,E01031084,2021 super output areas - lower layer,151,60km and over,15
5,2021,E01031084,2021 super output areas - lower layer,151,Works mainly from home,282
6,2021,E01031084,2021 super output areas - lower layer,151,"Works mainly at an offshore installation, in no fixed place, or outside the UK",173
7,2021,E01031085,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,702
8,2021,E01031085,2021 super output areas - lower layer,151,Less than 2km,47
9,2021,E01031085,2021 super output areas - lower layer,151,2km to less than 5km,147
10,2021,E01031085,2021 super output areas - lower layer,151,5km to less than 10km,96
11,2021,E01031085,2021 super output areas - lower layer,151,10km to less than 20km,103
12,2021,E01031085,2021 super output areas - lower layer,151,20km to less than 30km,53
13,2021,E01031085,2021 super output areas - lower layer,151,30km to less than 40km,15
14,2021,E01031085,2021 super output areas - lower layer,151,40km to less than 60km,2
15,2021,E01031085,2021 super output areas - lower layer,151,60km and over,7
16,2021,E01031085,2021 super output areas - lower layer,151,Works mainly from home,147
17,2021,E01031085,2021 super output areas - lower layer,151,"Works mainly at an offshore installation, in no fixed place, or outside the UK",85
18,2021,E01031043,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,809
19,2021,E01031043,2021 super output areas - lower layer,151,Less than 2km,197
20,2021,E01031043,2021 super output areas - lower layer,151,2km to less than 5km,116
21,2021,E01031043,2021 super output areas - lower layer,151,5km to less than 10km,84
22,2021,E01031043,2021 super output areas - lower layer,151,10km to less than 20km,109
23,2021,E01031043,2021 super output areas - lower layer,151,20km to less than 30km,43
