,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_AGE_19_NAME,OBS_VALUE
0,2021,W01000525,2021 super output areas - lower layer,151,Aged 45 to 49 years,66
1,2021,W01000525,2021 super output areas - lower layer,151,Aged 50 to 54 years,88
2,2021,W01000525,2021 super output areas - lower layer,151,Aged 55 to 59 years,78
3,2021,W01000525,2021 super output areas - lower layer,151,Aged 60 to 64 years,80
4,2021,W01000525,2021 super output areas - lower layer,151,Aged 65 to 69 years,72
5,2021,W01000525,2021 super output areas - lower layer,151,Aged 70 to 74 years,92
6,2021,W01000525,2021 super output areas - lower layer,151,Aged 75 to 79 years,91
7,2021,W01000525,2021 super output areas - lower layer,151,Aged 80 to 84 years,71
8,2021,W01000525,2021 super output areas - lower layer,151,Aged 85 years and over,99
9,2021,W01000534,2021 super output areas - lower layer,151,Total,1520
10,2021,W01000534,2021 super output areas - lower layer,151,Aged 4 years and under,63
11,2021,W01000534,2021 super output areas - lower layer,151,Aged 5 to 9 years,72
12,2021,W01000534,2021 super output areas - lower layer,151,Aged 10 to 14 years,103
13,2021,W01000534,2021 super output areas - lower layer,151,Aged 15 to 19 years,84
14,2021,W01000534,2021 super output areas - lower layer,151,Aged 20 to 24 years,65
15,2021,W01000534,2021 super output areas - lower layer,151,Aged 25 to 29 years,56
16,2021,W01000534,2021 super output areas - lower layer,151,Aged 30 to 34 years,75
17,2021,W01000534,2021 super output areas - lower layer,151,Aged 35 to 39 years,79
18,2021,W01000534,2021 super output areas - lower layer,151,Aged 40 to 44 years,75
19,2021,W01000534,2021 super output areas - lower layer,151,Aged 45 to 49 years,99
20,2021,W01000534,2021 super output areas - lower layer,151,Aged 50 to 54 years,119
21,2021,W01000534,2021 super output areas - lower layer,151,Aged 55 to 59 years,114
22,2021,W01000534,2021 super output areas - lower layer,151,Aged 60 to 64 years,102
23,2021,W01000534,2021 super output areas - lower layer,151,Aged 65 to 69 years,104
24,2021,W01000534,2021 super output areas - lower layer,151,Aged 70 to 74 years,115
25,2021,W01000534,2021 super output areas - lower layer,151,Aged 75 to 79 years,92
26,2021,W01000534,2021 super output areas - lower layer,151,Aged 80 to 84 years,54
27,2021,W01000534,2021 super output areas - lower layer,151,Aged 85 years and over,49
28,2021,W01000536,2021 super output areas - lower layer,151,Total,1370
29,2021,W01000536,2021 super output areas - lower layer,151,Aged 4 years and under,44
30,2021,W01000536,2021 super output areas - lower layer,151,Aged 5 to 9 years,62
31,2021,W01000536,2021 super output areas - lower layer,151,Aged 10 to 14 years,75
32,2021,W01000536,2021 super output areas - lower layer,151,Aged 15 to 19 years,57
33,2021,W01000536,2021 super output areas - lower layer,151,Aged 20 to 24 years,64
34,2021,W01000536,2021 super output areas - lower layer,151,Aged 25 to 29 years,49
35,2021,W01000536,2021 super output areas - lower layer,151,Aged 30 to 34 years,50
36,2021,W01000536,2021 super output areas - lower layer,151,Aged 35 to 39 years,45
37,2021,W01000536,2021 super output areas - lower layer,151,Aged 40 to 44 years,58
38,2021,W01000536,2021 super output areas - lower layer,151,Aged 45 to 49 years,87
39,2021,W01000536,2021 super output areas - lower layer,151,Aged 50 to 54 years,97
40,2021,W01000536,2021 super output areas - lower layer,151,Aged 55 to 59 years,137
41,2021,W01000536,2021 super output areas - lower layer,151,Aged 60 to 64 years,146
42,2021,W01000536,2021 super output areas - lower layer,151,Aged 65 to 69 years,106
43,2021,W01000536,2021 super output areas - lower layer,151,Aged 70 to 74 years,109
44,2021,W01000536,2021 super output areas - lower layer,151,Aged 75 to 79 years,89
45,2021,W01000536,2021 super output areas - lower layer,151,Aged 80 to 84 years,42
46,2021,W01000536,2021 super output areas - lower layer,151,Aged 85 years and over,53
47,2021,W01000542,2021 super output areas - lower layer,151,Total,2205
48,2021,W01000542,2021 super output areas - lower layer,151,Aged 4 years and under,85
49,2021,W01000542,2021 super output areas - lower layer,151,Aged 5 to 9 years,101
50,2021,W01000542,2021 super output areas - lower layer,151,Aged 10 to 14 years,116
51,2021,W01000542,2021 super output areas - lower layer,151,Aged 15 to 19 years,131
52,2021,W01000542,2021 super output areas - lower layer,151,Aged 20 to 24 years,88
53,2021,W01000542,2021 super output areas - lower layer,151,Aged 25 to 29 years,74
54,2021,W01000542,2021 super output areas - lower layer,151,Aged 30 to 34 years,109
55,2021,W01000542,2021 super output areas - lower layer,151,Aged 35 to 39 years,94
56,2021,W01000542,2021 super output areas - lower layer,151,Aged 40 to 44 years,115
57,2021,W01000542,2021 super output areas - lower layer,151,Aged 45 to 49 years,139
58,2021,W01000542,2021 super output areas - lower layer,151,Aged 50 to 54 years,195
59,2021,W01000542,2021 super output areas - lower layer,151,Aged 55 to 59 years,216
60,2021,W01000542,2021 super output areas - lower layer,151,Aged 60 to 64 years,158
61,2021,W01000542,2021 super output areas - lower layer,151,Aged 65 to 69 years,172
62,2021,W01000542,2021 super output areas - lower layer,151,Aged 70 to 74 years,169
63,2021,W01000542,2021 super output areas - lower layer,151,Aged 75 to 79 years,99
64,2021,W01000542,2021 super output areas - lower layer,151,Aged 80 to 84 years,85
65,2021,W01000542,2021 super output areas - lower layer,151,Aged 85 years and over,59
66,2021,W01000543,2021 super output areas - lower layer,151,Total,2012
67,2021,W01000543,2021 super output areas - lower layer,151,Aged 4 years and under,89
68,2021,W01000543,2021 super output areas - lower layer,151,Aged 5 to 9 years,113
69,2021,W01000543,2021 super output areas - lower layer,151,Aged 10 to 14 years,117
