,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_STUDENT_3_NAME,OBS_VALUE
0,2021,E01016217,2021 super output areas - lower layer,151,Total,1293
1,2021,E01016217,2021 super output areas - lower layer,151,Student,218
2,2021,E01016217,2021 super output areas - lower layer,151,Not a student,1075
3,2021,E01016218,2021 super output areas - lower layer,151,Total,1315
4,2021,E01016218,2021 super output areas - lower layer,151,Student,208
5,2021,E01016218,2021 super output areas - lower layer,151,Not a student,1107
6,2021,E01016231,2021 super output areas - lower layer,151,Total,1835
7,2021,E01016231,2021 super output areas - lower layer,151,Student,382
8,2021,E01016231,2021 super output areas - lower layer,151,Not a student,1453
9,2021,E01016232,2021 super output areas - lower layer,151,Total,1354
10,2021,E01016232,2021 super output areas - lower layer,151,Student,242
11,2021,E01016232,2021 super output areas - lower layer,151,Not a student,1112
12,2021,E01016212,2021 super output areas - lower layer,151,Total,1247
13,2021,E01016212,2021 super output areas - lower layer,151,Student,273
14,2021,E01016212,2021 super output areas - lower layer,151,Not a student,974
15,2021,E01016216,2021 super output areas - lower layer,151,Total,1250
16,2021,E01016216,2021 super output areas - lower layer,151,Student,241
17,2021,E01016216,2021 super output areas - lower layer,151,Not a student,1009
18,2021,E01016219,2021 super output areas - lower layer,151,Total,1276
19,2021,E01016219,2021 super output areas - lower layer,151,Student,228
20,2021,E01016219,2021 super output areas - lower layer,151,Not a student,1048
21,2021,E01016220,2021 super output areas - lower layer,151,Total,1309
22,2021,E01016220,2021 super output areas - lower layer,151,Student,255
23,2021,E01016220,2021 super output areas - lower layer,151,Not a student,1054
24,2021,E01016221,2021 super output areas - lower layer,151,Total,1207
25,2021,E01016221,2021 super output areas - lower layer,151,Student,208
26,2021,E01016221,2021 super output areas - lower layer,151,Not a student,999
27,2021,E01016206,2021 super output areas - lower layer,151,Total,1871
28,2021,E01016206,2021 super output areas - lower layer,151,Student,318
29,2021,E01016206,2021 super output areas - lower layer,151,Not a student,1553
30,2021,E01016208,2021 super output areas - lower layer,151,Total,2016
31,2021,E01016208,2021 super output areas - lower layer,151,Student,360
32,2021,E01016208,2021 super output areas - lower layer,151,Not a student,1656
33,2021,E01016229,2021 super output areas - lower layer,151,Total,1090
34,2021,E01016229,2021 super output areas - lower layer,151,Student,179
35,2021,E01016229,2021 super output areas - lower layer,151,Not a student,911
36,2021,E01016230,2021 super output areas - lower layer,151,Total,1859
37,2021,E01016230,2021 super output areas - lower layer,151,Student,964
38,2021,E01016230,2021 super output areas - lower layer,151,Not a student,895
39,2021,E01016207,2021 super output areas - lower layer,151,Total,1917
40,2021,E01016207,2021 super output areas - lower layer,151,Student,364
41,2021,E01016207,2021 super output areas - lower layer,151,Not a student,1553
42,2021,E01016234,2021 super output areas - lower layer,151,Total,1055
43,2021,E01016234,2021 super output areas - lower layer,151,Student,189
44,2021,E01016234,2021 super output areas - lower layer,151,Not a student,866
45,2021,E01016235,2021 super output areas - lower layer,151,Total,1177
46,2021,E01016235,2021 super output areas - lower layer,151,Student,204
47,2021,E01016235,2021 super output areas - lower layer,151,Not a student,973
48,2021,E01016236,2021 super output areas - lower layer,151,Total,1426
49,2021,E01016236,2021 super output areas - lower layer,151,Student,307
50,2021,E01016236,2021 super output areas - lower layer,151,Not a student,1119
51,2021,E01016237,2021 super output areas - lower layer,151,Total,1083
52,2021,E01016237,2021 super output areas - lower layer,151,Student,189
53,2021,E01016237,2021 super output areas - lower layer,151,Not a student,894
54,2021,E01016192,2021 super output areas - lower layer,151,Total,1315
55,2021,E01016192,2021 super output areas - lower layer,151,Student,228
56,2021,E01016192,2021 super output areas - lower layer,151,Not a student,1087
57,2021,E01016194,2021 super output areas - lower layer,151,Total,1197
58,2021,E01016194,2021 super output areas - lower layer,151,Student,209
59,2021,E01016194,2021 super output areas - lower layer,151,Not a student,988
60,2021,E01016195,2021 super output areas - lower layer,151,Total,1121
61,2021,E01016195,2021 super output areas - lower layer,151,Student,212
62,2021,E01016195,2021 super output areas - lower layer,151,Not a student,909
63,2021,E01016227,2021 super output areas - lower layer,151,Total,1270
64,2021,E01016227,2021 super output areas - lower layer,151,Student,318
65,2021,E01016227,2021 super output areas - lower layer,151,Not a student,952
66,2021,E01016228,2021 super output areas - lower layer,151,Total,1707
67,2021,E01016228,2021 super output areas - lower layer,151,Student,342
68,2021,E01016228,2021 super output areas - lower layer,151,Not a student,1365
69,2021,E01016193,2021 super output areas - lower layer,151,Total,1202
70,2021,E01016193,2021 super output areas - lower layer,151,Student,201
71,2021,E01016193,2021 super output areas - lower layer,151,Not a student,1001
72,2021,E01016196,2021 super output areas - lower layer,151,Total,2020
73,2021,E01016196,2021 super output areas - lower layer,151,Student,379
74,2021,E01016196,2021 super output areas - lower layer,151,Not a student,1641
75,2021,E01016197,2021 super output areas - lower layer,151,Total,1331
76,2021,E01016197,2021 super output areas - lower layer,151,Student,261
77,2021,E01016197,2021 super output areas - lower layer,151,Not a student,1070
78,2021,E01016198,2021 super output areas - lower layer,151,Total,1109
79,2021,E01016198,2021 super output areas - lower layer,151,Student,156
80,2021,E01016198,2021 super output areas - lower layer,151,Not a student,953
81,2021,E01016199,2021 super output areas - lower layer,151,Total,1114
82,2021,E01016199,2021 super output areas - lower layer,151,Student,175
83,2021,E01016199,2021 super output areas - lower layer,151,Not a student,939
84,2021,E01016277,2021 super output areas - lower layer,151,Total,1555
85,2021,E01016277,2021 super output areas - lower layer,151,Student,529
86,2021,E01016277,2021 super output areas - lower layer,151,Not a student,1026
87,2021,E01016286,2021 super output areas - lower layer,151,Total,1688
88,2021,E01016286,2021 super output areas - lower layer,151,Student,419
89,2021,E01016286,2021 super output areas - lower layer,151,Not a student,1269
90,2021,E01016287,2021 super output areas - lower layer,151,Total,1388
91,2021,E01016287,2021 super output areas - lower layer,151,Student,252
92,2021,E01016287,2021 super output areas - lower layer,151,Not a student,1136
93,2021,E01016288,2021 super output areas - lower layer,151,Total,1662
94,2021,E01016288,2021 super output areas - lower layer,151,Student,330
95,2021,E01016288,2021 super output areas - lower layer,151,Not a student,1332
96,2021,E01016303,2021 super output areas - lower layer,151,Total,1414
97,2021,E01016303,2021 super output areas - lower layer,151,Student,222
98,2021,E01016303,2021 super output areas - lower layer,151,Not a student,1192
99,2021,E01016304,2021 super output areas - lower layer,151,Total,1529
100,2021,E01016304,2021 super output areas - lower layer,151,Student,230
101,2021,E01016304,2021 super output areas - lower layer,151,Not a student,1299
102,2021,E01016305,2021 super output areas - lower layer,151,Total,1201
103,2021,E01016305,2021 super output areas - lower layer,151,Student,152
104,2021,E01016305,2021 super output areas - lower layer,151,Not a student,1049
105,2021,E01016306,2021 super output areas - lower layer,151,Total,1294
106,2021,E01016306,2021 super output areas - lower layer,151,Student,258
107,2021,E01016306,2021 super output areas - lower layer,151,Not a student,1036
108,2021,E01016256,2021 super output areas - lower layer,151,Total,1687
109,2021,E01016256,2021 super output areas - lower layer,151,Student,289
110,2021,E01016256,2021 super output areas - lower layer,151,Not a student,1398
111,2021,E01016257,2021 super output areas - lower layer,151,Total,1309
112,2021,E01016257,2021 super output areas - lower layer,151,Student,305
113,2021,E01016257,2021 super output areas - lower layer,151,Not a student,1004
114,2021,E01016313,2021 super output areas - lower layer,151,Total,1598
115,2021,E01016313,2021 super output areas - lower layer,151,Student,276
116,2021,E01016313,2021 super output areas - lower layer,151,Not a student,1322
117,2021,E01016314,2021 super output areas - lower layer,151,Total,1528
118,2021,E01016314,2021 super output areas - lower layer,151,Student,386
119,2021,E01016314,2021 super output areas - lower layer,151,Not a student,1142
120,2021,E01016315,2021 super output areas - lower layer,151,Total,1561
121,2021,E01016315,2021 super output areas - lower layer,151,Student,221
122,2021,E01016315,2021 super output areas - lower layer,151,Not a student,1340
123,2021,E01016316,2021 super output areas - lower layer,151,Total,1970
124,2021,E01016316,2021 super output areas - lower layer,151,Student,377
125,2021,E01016316,2021 super output areas - lower layer,151,Not a student,1593
126,2021,E01016317,2021 super output areas - lower layer,151,Total,1462
127,2021,E01016317,2021 super output areas - lower layer,151,Student,275
128,2021,E01016317,2021 super output areas - lower layer,151,Not a student,1187
129,2021,E01016318,2021 super output areas - lower layer,151,Total,1413
130,2021,E01016318,2021 super output areas - lower layer,151,Student,235
131,2021,E01016318,2021 super output areas - lower layer,151,Not a student,1178
132,2021,E01016258,2021 super output areas - lower layer,151,Total,1493
133,2021,E01016258,2021 super output areas - lower layer,151,Student,232
134,2021,E01016258,2021 super output areas - lower layer,151,Not a student,1261
135,2021,E01016261,2021 super output areas - lower layer,151,Total,1551
136,2021,E01016261,2021 super output areas - lower layer,151,Student,306
137,2021,E01016261,2021 super output areas - lower layer,151,Not a student,1245
138,2021,E01016349,2021 super output areas - lower layer,151,Total,1207
139,2021,E01016349,2021 super output areas - lower layer,151,Student,222
140,2021,E01016349,2021 super output areas - lower layer,151,Not a student,985
141,2021,E01016350,2021 super output areas - lower layer,151,Total,1431
142,2021,E01016350,2021 super output areas - lower layer,151,Student,249
143,2021,E01016350,2021 super output areas - lower layer,151,Not a student,1182
144,2021,E01016259,2021 super output areas - lower layer,151,Total,1463
145,2021,E01016259,2021 super output areas - lower layer,151,Student,258
146,2021,E01016259,2021 super output areas - lower layer,151,Not a student,1205
147,2021,E01016260,2021 super output areas - lower layer,151,Total,1614
148,2021,E01016260,2021 super output areas - lower layer,151,Student,307
149,2021,E01016260,2021 super output areas - lower layer,151,Not a student,1307
150,2021,E01016262,2021 super output areas - lower layer,151,Total,1292
151,2021,E01016262,2021 super output areas - lower layer,151,Student,245
152,2021,E01016262,2021 super output areas - lower layer,151,Not a student,1047
153,2021,E01016272,2021 super output areas - lower layer,151,Total,1453
154,2021,E01016272,2021 super output areas - lower layer,151,Student,257
155,2021,E01016272,2021 super output areas - lower layer,151,Not a student,1196
156,2021,E01016273,2021 super output areas - lower layer,151,Total,1612
157,2021,E01016273,2021 super output areas - lower layer,151,Student,331
158,2021,E01016273,2021 super output areas - lower layer,151,Not a student,1281
159,2021,E01016263,2021 super output areas - lower layer,151,Total,2270
160,2021,E01016263,2021 super output areas - lower layer,151,Student,544
161,2021,E01016263,2021 super output areas - lower layer,151,Not a student,1726
162,2021,E01016284,2021 super output areas - lower layer,151,Total,1321
163,2021,E01016284,2021 super output areas - lower layer,151,Student,233
164,2021,E01016284,2021 super output areas - lower layer,151,Not a student,1088
165,2021,E01016285,2021 super output areas - lower layer,151,Total,1552
166,2021,E01016285,2021 super output areas - lower layer,151,Student,346
167,2021,E01016285,2021 super output areas - lower layer,151,Not a student,1206
168,2021,E01033851,2021 super output areas - lower layer,151,Total,3137
169,2021,E01033851,2021 super output areas - lower layer,151,Student,1005
170,2021,E01033851,2021 super output areas - lower layer,151,Not a student,2132
171,2021,E01016271,2021 super output areas - lower layer,151,Total,1398
172,2021,E01016271,2021 super output areas - lower layer,151,Student,221
173,2021,E01016271,2021 super output areas - lower layer,151,Not a student,1177
174,2021,E01016274,2021 super output areas - lower layer,151,Total,1380
175,2021,E01016274,2021 super output areas - lower layer,151,Student,249
176,2021,E01016274,2021 super output areas - lower layer,151,Not a student,1131
177,2021,E01016275,2021 super output areas - lower layer,151,Total,1361
178,2021,E01016275,2021 super output areas - lower layer,151,Student,218
179,2021,E01016275,2021 super output areas - lower layer,151,Not a student,1143
180,2021,E01016276,2021 super output areas - lower layer,151,Total,1377
181,2021,E01016276,2021 super output areas - lower layer,151,Student,233
182,2021,E01016276,2021 super output areas - lower layer,151,Not a student,1144
183,2021,E01016327,2021 super output areas - lower layer,151,Total,1161
184,2021,E01016327,2021 super output areas - lower layer,151,Student,205
185,2021,E01016327,2021 super output areas - lower layer,151,Not a student,956
186,2021,E01016328,2021 super output areas - lower layer,151,Total,1813
187,2021,E01016328,2021 super output areas - lower layer,151,Student,360
188,2021,E01016328,2021 super output areas - lower layer,151,Not a student,1453
189,2021,E01016344,2021 super output areas - lower layer,151,Total,1493
190,2021,E01016344,2021 super output areas - lower layer,151,Student,216
191,2021,E01016344,2021 super output areas - lower layer,151,Not a student,1277
192,2021,E01016345,2021 super output areas - lower layer,151,Total,1408
193,2021,E01016345,2021 super output areas - lower layer,151,Student,258
194,2021,E01016345,2021 super output areas - lower layer,151,Not a student,1150
195,2021,E01016296,2021 super output areas - lower layer,151,Total,1455
196,2021,E01016296,2021 super output areas - lower layer,151,Student,222
197,2021,E01016296,2021 super output areas - lower layer,151,Not a student,1233
198,2021,E01016297,2021 super output areas - lower layer,151,Total,1558
199,2021,E01016297,2021 super output areas - lower layer,151,Student,285
200,2021,E01016297,2021 super output areas - lower layer,151,Not a student,1273
201,2021,E01016298,2021 super output areas - lower layer,151,Total,1115
202,2021,E01016298,2021 super output areas - lower layer,151,Student,115
203,2021,E01016298,2021 super output areas - lower layer,151,Not a student,1000
204,2021,E01016299,2021 super output areas - lower layer,151,Total,1417
205,2021,E01016299,2021 super output areas - lower layer,151,Student,234
206,2021,E01016299,2021 super output areas - lower layer,151,Not a student,1183
207,2021,E01016254,2021 super output areas - lower layer,151,Total,1416
208,2021,E01016254,2021 super output areas - lower layer,151,Student,190
209,2021,E01016254,2021 super output areas - lower layer,151,Not a student,1226
210,2021,E01016255,2021 super output areas - lower layer,151,Total,1400
211,2021,E01016255,2021 super output areas - lower layer,151,Student,246
212,2021,E01016255,2021 super output areas - lower layer,151,Not a student,1154
213,2021,E01016264,2021 super output areas - lower layer,151,Total,1653
214,2021,E01016264,2021 super output areas - lower layer,151,Student,800
215,2021,E01016264,2021 super output areas - lower layer,151,Not a student,853
216,2021,E01016265,2021 super output areas - lower layer,151,Total,1483
217,2021,E01016265,2021 super output areas - lower layer,151,Student,288
218,2021,E01016265,2021 super output areas - lower layer,151,Not a student,1195
219,2021,E01016266,2021 super output areas - lower layer,151,Total,1278
220,2021,E01016266,2021 super output areas - lower layer,151,Student,212
221,2021,E01016266,2021 super output areas - lower layer,151,Not a student,1066
