,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_ETH_20_NAME,OBS_VALUE
0,2021,E01026940,2021 super output areas - lower layer,151,Total: All usual residents,2102
1,2021,E01026940,2021 super output areas - lower layer,151,"Asian, Asian British or Asian Welsh",21
2,2021,E01026940,2021 super output areas - lower layer,151,"Asian, Asian British or Asian Welsh: Bangladeshi",0
3,2021,E01026940,2021 super output areas - lower layer,151,"Asian, Asian British or Asian Welsh: Chinese",2
4,2021,E01026940,2021 super output areas - lower layer,151,"Asian, Asian British or Asian Welsh: Indian",7
5,2021,E01026940,2021 super output areas - lower layer,151,"Asian, Asian British or Asian Welsh: Pakistani",2
6,2021,E01026940,2021 super output areas - lower layer,151,"Asian, Asian British or Asian Welsh: Other Asian",10
7,2021,E01026940,2021 super output areas - lower layer,151,"Black, Black British, Black Welsh, Caribbean or African",7
8,2021,E01026940,2021 super output areas - lower layer,151,"Black, Black British, Black Welsh, Caribbean or African: African",3
9,2021,E01026940,2021 super output areas - lower layer,151,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",2
10,2021,E01026940,2021 super output areas - lower layer,151,"Black, Black British, Black Welsh, Caribbean or African: Other Black",2
11,2021,E01026940,2021 super output areas - lower layer,151,Mixed or Multiple ethnic groups,19
12,2021,E01026940,2021 super output areas - lower layer,151,Mixed or Multiple ethnic groups: White and Asian,9
13,2021,E01026940,2021 super output areas - lower layer,151,Mixed or Multiple ethnic groups: White and Black African,2
14,2021,E01026940,2021 super output areas - lower layer,151,Mixed or Multiple ethnic groups: White and Black Caribbean,5
15,2021,E01026940,2021 super output areas - lower layer,151,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,3
16,2021,E01026940,2021 super output areas - lower layer,151,White,2053
17,2021,E01026940,2021 super output areas - lower layer,151,"White: English, Welsh, Scottish, Northern Irish or British",2007
18,2021,E01026940,2021 super output areas - lower layer,151,White: Irish,5
19,2021,E01026940,2021 super output areas - lower layer,151,White: Gypsy or Irish Traveller,2
20,2021,E01026940,2021 super output areas - lower layer,151,White: Roma,0
21,2021,E01026940,2021 super output areas - lower layer,151,White: Other White,39
22,2021,E01026940,2021 super output areas - lower layer,151,Other ethnic group,2
23,2021,E01026940,2021 super output areas - lower layer,151,Other ethnic group: Arab,0
24,2021,E01026940,2021 super output areas - lower layer,151,Other ethnic group: Any other ethnic group,2
25,2021,E01026892,2021 super output areas - lower layer,151,Total: All usual residents,1273
26,2021,E01026892,2021 super output areas - lower layer,151,"Asian, Asian British or Asian Welsh",10
27,2021,E01026892,2021 super output areas - lower layer,151,"Asian, Asian British or Asian Welsh: Bangladeshi",0
28,2021,E01026892,2021 super output areas - lower layer,151,"Asian, Asian British or Asian Welsh: Chinese",4
29,2021,E01026892,2021 super output areas - lower layer,151,"Asian, Asian British or Asian Welsh: Indian",0
30,2021,E01026892,2021 super output areas - lower layer,151,"Asian, Asian British or Asian Welsh: Pakistani",0
31,2021,E01026892,2021 super output areas - lower layer,151,"Asian, Asian British or Asian Welsh: Other Asian",6
32,2021,E01026892,2021 super output areas - lower layer,151,"Black, Black British, Black Welsh, Caribbean or African",2
33,2021,E01026892,2021 super output areas - lower layer,151,"Black, Black British, Black Welsh, Caribbean or African: African",2
34,2021,E01026892,2021 super output areas - lower layer,151,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",0
35,2021,E01026892,2021 super output areas - lower layer,151,"Black, Black British, Black Welsh, Caribbean or African: Other Black",0
36,2021,E01026892,2021 super output areas - lower layer,151,Mixed or Multiple ethnic groups,15
37,2021,E01026892,2021 super output areas - lower layer,151,Mixed or Multiple ethnic groups: White and Asian,4
38,2021,E01026892,2021 super output areas - lower layer,151,Mixed or Multiple ethnic groups: White and Black African,1
39,2021,E01026892,2021 super output areas - lower layer,151,Mixed or Multiple ethnic groups: White and Black Caribbean,9
40,2021,E01026892,2021 super output areas - lower layer,151,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,1
41,2021,E01026892,2021 super output areas - lower layer,151,White,1243
42,2021,E01026892,2021 super output areas - lower layer,151,"White: English, Welsh, Scottish, Northern Irish or British",1201
43,2021,E01026892,2021 super output areas - lower layer,151,White: Irish,17
44,2021,E01026892,2021 super output areas - lower layer,151,White: Gypsy or Irish Traveller,0
45,2021,E01026892,2021 super output areas - lower layer,151,White: Roma,1
46,2021,E01026892,2021 super output areas - lower layer,151,White: Other White,24
47,2021,E01026892,2021 super output areas - lower layer,151,Other ethnic group,3
48,2021,E01026892,2021 super output areas - lower layer,151,Other ethnic group: Arab,0
49,2021,E01026892,2021 super output areas - lower layer,151,Other ethnic group: Any other ethnic group,3
50,2021,E01026893,2021 super output areas - lower layer,151,Total: All usual residents,1280
51,2021,E01026893,2021 super output areas - lower layer,151,"Asian, Asian British or Asian Welsh",19
52,2021,E01026893,2021 super output areas - lower layer,151,"Asian, Asian British or Asian Welsh: Bangladeshi",0
53,2021,E01026893,2021 super output areas - lower layer,151,"Asian, Asian British or Asian Welsh: Chinese",6
54,2021,E01026893,2021 super output areas - lower layer,151,"Asian, Asian British or Asian Welsh: Indian",5
55,2021,E01026893,2021 super output areas - lower layer,151,"Asian, Asian British or Asian Welsh: Pakistani",0
56,2021,E01026893,2021 super output areas - lower layer,151,"Asian, Asian British or Asian Welsh: Other Asian",8
57,2021,E01026893,2021 super output areas - lower layer,151,"Black, Black British, Black Welsh, Caribbean or African",1
58,2021,E01026893,2021 super output areas - lower layer,151,"Black, Black British, Black Welsh, Caribbean or African: African",1
59,2021,E01026893,2021 super output areas - lower layer,151,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",0
60,2021,E01026893,2021 super output areas - lower layer,151,"Black, Black British, Black Welsh, Caribbean or African: Other Black",0
61,2021,E01026893,2021 super output areas - lower layer,151,Mixed or Multiple ethnic groups,8
62,2021,E01026893,2021 super output areas - lower layer,151,Mixed or Multiple ethnic groups: White and Asian,4
63,2021,E01026893,2021 super output areas - lower layer,151,Mixed or Multiple ethnic groups: White and Black African,2
64,2021,E01026893,2021 super output areas - lower layer,151,Mixed or Multiple ethnic groups: White and Black Caribbean,1
65,2021,E01026893,2021 super output areas - lower layer,151,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,1
66,2021,E01026893,2021 super output areas - lower layer,151,White,1247
67,2021,E01026893,2021 super output areas - lower layer,151,"White: English, Welsh, Scottish, Northern Irish or British",1218
68,2021,E01026893,2021 super output areas - lower layer,151,White: Irish,3
69,2021,E01026893,2021 super output areas - lower layer,151,White: Gypsy or Irish Traveller,0
70,2021,E01026893,2021 super output areas - lower layer,151,White: Roma,0
71,2021,E01026893,2021 super output areas - lower layer,151,White: Other White,26
72,2021,E01026893,2021 super output areas - lower layer,151,Other ethnic group,5
73,2021,E01026893,2021 super output areas - lower layer,151,Other ethnic group: Arab,0
74,2021,E01026893,2021 super output areas - lower layer,151,Other ethnic group: Any other ethnic group,5
75,2021,E01026894,2021 super output areas - lower layer,151,Total: All usual residents,2547
76,2021,E01026894,2021 super output areas - lower layer,151,"Asian, Asian British or Asian Welsh",9
77,2021,E01026894,2021 super output areas - lower layer,151,"Asian, Asian British or Asian Welsh: Bangladeshi",0
78,2021,E01026894,2021 super output areas - lower layer,151,"Asian, Asian British or Asian Welsh: Chinese",3
79,2021,E01026894,2021 super output areas - lower layer,151,"Asian, Asian British or Asian Welsh: Indian",4
80,2021,E01026894,2021 super output areas - lower layer,151,"Asian, Asian British or Asian Welsh: Pakistani",0
81,2021,E01026894,2021 super output areas - lower layer,151,"Asian, Asian British or Asian Welsh: Other Asian",2
82,2021,E01026894,2021 super output areas - lower layer,151,"Black, Black British, Black Welsh, Caribbean or African",2
83,2021,E01026894,2021 super output areas - lower layer,151,"Black, Black British, Black Welsh, Caribbean or African: African",1
84,2021,E01026894,2021 super output areas - lower layer,151,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",0
85,2021,E01026894,2021 super output areas - lower layer,151,"Black, Black British, Black Welsh, Caribbean or African: Other Black",1
86,2021,E01026894,2021 super output areas - lower layer,151,Mixed or Multiple ethnic groups,15
87,2021,E01026894,2021 super output areas - lower layer,151,Mixed or Multiple ethnic groups: White and Asian,6
88,2021,E01026894,2021 super output areas - lower layer,151,Mixed or Multiple ethnic groups: White and Black African,0
89,2021,E01026894,2021 super output areas - lower layer,151,Mixed or Multiple ethnic groups: White and Black Caribbean,7
90,2021,E01026894,2021 super output areas - lower layer,151,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,2
91,2021,E01026894,2021 super output areas - lower layer,151,White,2516
92,2021,E01026894,2021 super output areas - lower layer,151,"White: English, Welsh, Scottish, Northern Irish or British",2461
93,2021,E01026894,2021 super output areas - lower layer,151,White: Irish,7
94,2021,E01026894,2021 super output areas - lower layer,151,White: Gypsy or Irish Traveller,2
95,2021,E01026894,2021 super output areas - lower layer,151,White: Roma,0
96,2021,E01026894,2021 super output areas - lower layer,151,White: Other White,46
97,2021,E01026894,2021 super output areas - lower layer,151,Other ethnic group,5
98,2021,E01026894,2021 super output areas - lower layer,151,Other ethnic group: Arab,3
99,2021,E01026894,2021 super output areas - lower layer,151,Other ethnic group: Any other ethnic group,2
100,2021,E01026903,2021 super output areas - lower layer,151,Total: All usual residents,1160
101,2021,E01026903,2021 super output areas - lower layer,151,"Asian, Asian British or Asian Welsh",1
102,2021,E01026903,2021 super output areas - lower layer,151,"Asian, Asian British or Asian Welsh: Bangladeshi",0
103,2021,E01026903,2021 super output areas - lower layer,151,"Asian, Asian British or Asian Welsh: Chinese",0
104,2021,E01026903,2021 super output areas - lower layer,151,"Asian, Asian British or Asian Welsh: Indian",0
105,2021,E01026903,2021 super output areas - lower layer,151,"Asian, Asian British or Asian Welsh: Pakistani",0
106,2021,E01026903,2021 super output areas - lower layer,151,"Asian, Asian British or Asian Welsh: Other Asian",1
107,2021,E01026903,2021 super output areas - lower layer,151,"Black, Black British, Black Welsh, Caribbean or African",3
108,2021,E01026903,2021 super output areas - lower layer,151,"Black, Black British, Black Welsh, Caribbean or African: African",0
