,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_HEALTH_6_NAME,OBS_VALUE
0,2021,E01030348,2021 super output areas - lower layer,151,Bad health,26
1,2021,E01030348,2021 super output areas - lower layer,151,Very bad health,7
2,2021,E01030349,2021 super output areas - lower layer,151,Total: All usual residents,1721
3,2021,E01030349,2021 super output areas - lower layer,151,Very good health,1069
4,2021,E01030349,2021 super output areas - lower layer,151,Good health,495
5,2021,E01030349,2021 super output areas - lower layer,151,Fair health,113
6,2021,E01030349,2021 super output areas - lower layer,151,Bad health,34
7,2021,E01030349,2021 super output areas - lower layer,151,Very bad health,10
8,2021,E01030300,2021 super output areas - lower layer,151,Total: All usual residents,1639
9,2021,E01030300,2021 super output areas - lower layer,151,Very good health,882
10,2021,E01030300,2021 super output areas - lower layer,151,Good health,491
11,2021,E01030300,2021 super output areas - lower layer,151,Fair health,192
12,2021,E01030300,2021 super output areas - lower layer,151,Bad health,57
13,2021,E01030300,2021 super output areas - lower layer,151,Very bad health,17
14,2021,E01030301,2021 super output areas - lower layer,151,Total: All usual residents,1592
15,2021,E01030301,2021 super output areas - lower layer,151,Very good health,972
16,2021,E01030301,2021 super output areas - lower layer,151,Good health,442
17,2021,E01030301,2021 super output areas - lower layer,151,Fair health,124
18,2021,E01030301,2021 super output areas - lower layer,151,Bad health,40
19,2021,E01030301,2021 super output areas - lower layer,151,Very bad health,14
20,2021,E01030302,2021 super output areas - lower layer,151,Total: All usual residents,1787
21,2021,E01030302,2021 super output areas - lower layer,151,Very good health,979
22,2021,E01030302,2021 super output areas - lower layer,151,Good health,546
23,2021,E01030302,2021 super output areas - lower layer,151,Fair health,193
24,2021,E01030302,2021 super output areas - lower layer,151,Bad health,54
25,2021,E01030302,2021 super output areas - lower layer,151,Very bad health,15
26,2021,E01030304,2021 super output areas - lower layer,151,Total: All usual residents,1691
27,2021,E01030304,2021 super output areas - lower layer,151,Very good health,831
28,2021,E01030304,2021 super output areas - lower layer,151,Good health,564
29,2021,E01030304,2021 super output areas - lower layer,151,Fair health,206
30,2021,E01030304,2021 super output areas - lower layer,151,Bad health,76
31,2021,E01030304,2021 super output areas - lower layer,151,Very bad health,14
32,2021,E01030305,2021 super output areas - lower layer,151,Total: All usual residents,1653
